0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
5396,1143,2540,183,5161,68,2873,5079,3947,3010,1352,544,5384,1164,5838,4796,5090,3880,724,5483,1973,4740,3718,985,6239,2008,4046,5013,2547,2879,3981,4421,3356,6078,249,5760,5188,6061,267,4797,4959,2469,6287,1673,422,3340,4892,432,2081,6006
2,2655,4033,4908,1146,5364,4033,4233,1545,2204,3201,2373,4766,6185,4518,3698,1932,5768,2090,4808,5019,5005,2385,953,2527,22,3704,2082,4024,1141,5128,3779,5318,1913,5987,6106,5728,5479,54,4691,1834,1965,6192,3598,1350,553,6089,6035,2038,5848
5316,2266,5228,1856,4549,3450,1340,4170,5551,4326,1319,750,4398,4074,2729,1786,4255,3701,4322,4382,2557,4778,6334,4811,3964,3881,4061,2726,2804,191,4979,4173,1615,1886,64,803,4910,3395,1432,3693,4079,4948,4450,5176,1158,5621,3092,2784,1972,1943
3295,2149,597,5334,2351,822,6335,2133,2467,1952,2467,4171,3203,6284,809,2278,558,2838,5114,6379,5627,1409,450,6021,2860,1452,3680,603,1538,3689,5564,611,5334,1499,6145,1748,3959,4806,5322,5535,646,561,3663,550,763,5168,5618,3714,3861,2091
3723,5178,3240,2186,4583,1536,3874,2384,5781,4957,4110,336,4089,2125,4479,2471,5939,5554,4791,3190,1477,5558,5069,5693,3886,2583,6281,3172,5413,4009,3896,432,3090,5002,6192,874,131,3064,2691,1040,6248,4756,5102,3436,4368,6352,2926,3106,557,4037
3977,1797,5714,4059,699,508,3386,917,5576,5521,1957,1223,1582,5481,1964,3798,3798,958,4913,65,4884,60,2975,2015,3095,2026,5099,206,4897,5683,2823,910,500,3967,246,4076,719,1982,762,5490,5727,2010,1371,721,4349,72,2258,301,828,3216
4156,857,5891,6288,4381,4506,6127,2967,583,4894,4906,2549,2092,3256,5078,5232,4715,5130,5209,2014,3107,145,3620,3818,3461,1556,2705,825,6153,2846,1377,2173,1065,2857,5465,4699,2684,1513,5680,1479,2562,6114,5903,133,2957,1438,4386,556,3513,5912
3133,2369,5871,2463,6406,2879,530,4045,5465,3051,2603,226,1391,1336,5875,2085,3722,3453,1440,854,3960,6153,87,2198,3355,2128,174,3742,3230,2519,6193,2862,5375,3922,3813,5477,4986,3966,3767,4863,291,449,3738,4269,1148,2920,5599,3665,2249,4224
627,109,2807,4657,4721,1842,5751,6370,462,1980,1165,3418,4713,5414,1464,5343,1383,3433,2194,2022,359,3242,2563,4985,1105,6176,29,1797,1745,1302,4601,1622,2039,4423,3234,4270,5543,3571,3414,4396,3465,4032,298,3252,3392,484,3194,3558,850,3239
4946,101,3312,3306,1756,1858,1309,2729,5293,3289,1159,5617,1992,2574,1014,5370,2435,4830,2119,6336,789,6328,5513,4416,3838,4427,643,1189,6169,6111,21,2577,35,5632,5368,5092,5986,2379,3030,5879,522,5433,2781,3088,3723,509,3302,4450,5665,3613
2640,4206,2721,4729,1053,66,1125,6338,5647,596,3531,5140,684,3699,2982,4324,1843,168,1460,2543,3374,6078,3111,5606,1652,1778,3495,2802,1354,2940,5542,3601,2215,1306,4505,848,4868,5240,5054,2218,6043,1229,2556,2904,558,207,1115,3894,343,4100
4408,5286,1017,1160,5519,4463,180,3407,2041,3808,240,4740,6047,4101,3029,4317,938,1547,5982,5575,5142,4368,2940,3806,3696,5897,3349,5031,5972,3175,2051,554,3374,2129,5984,1960,3604,1036,424,3776,4410,4153,4384,4098,706,1918,5878,5704,2446,1939
5170,216,92,3898,5177,1391,1704,2552,6069,4859,1934,4763,6338,5520,2947,2495,1738,5436,4818,3651,574,4365,2479,6057,6364,125,1823,3689,1991,1742,1274,1665,6261,2736,4322,1789,2051,4593,1025,681,6257,1626,4287,6374,3521,2323,1901,6377,3660,2620
6324,3015,5944,3925,194,3922,1348,4027,2452,970,3366,3772,3945,4470,2208,3178,2513,5048,3354,2778,5646,3137,971,3752,1826,3204,995,4685,2684,197,201,1943,5199,3391,1824,4015,4303,5521,916,6368,4805,1172,2359,1607,3969,5478,4987,6033,3180,821
5014,4533,1500,2145,3714,3003,6048,2055,1604,5675,3179,4502,2027,954,1109,3588,1813,6257,4694,3638,4809,1511,1151,237,1038,686,4348,5369,2977,1968,1941,2932,2598,4635,3594,2733,287,4839,2249,3235,5534,403,4419,2337,3994,4451,515,4838,651,5367
772,3211,5408,3073,2867,2112,5429,4580,4965,4136,2489,4883,971,5494,5202,584,5817,5909,418,6200,3996,6416,3306,5537,3887,623,922,2620,5577,155,3232,2352,6212,4079,1963,2772,4102,1115,2363,5223,3751,455,1890,1739,4205,4647,1768,6412,429,5677
657,4086,773,2132,6354,1135,3085,2560,947,2387,577,3646,5114,3105,5223,4974,3189,2805,6098,1413,3402,5353,662,1149,5423,1193,4966,988,4258,6414,2847,6340,4315,5929,3359,1281,2590,2050,327,2432,908,5013,1691,1653,1563,752,2443,5520,1730,3164
1540,3873,2636,268,2399,4439,1389,3160,5865,4324,5974,6304,6366,1011,3102,1332,198,3854,2925,5045,4123,2270,6052,5305,3011,4684,1936,2285,5644,5405,192,845,528,1556,1756,3469,2575,7,4041,1732,4306,4759,4407,2919,2512,1808,1420,669,5149,903
3813,5458,2215,5748,318,4424,1208,3422,908,5226,2149,2921,2024,3048,141,1981,735,6150,1757,589,3927,3643,175,2047,3462,844,195,3151,4193,5422,5007,4446,842,3066,4807,2366,2517,4952,5514,3274,3710,4284,6211,6149,1093,5209,4910,3858,3102,1406
2031,5602,1202,4217,4464,362,2286,4060,2740,931,447,2565,3581,6418,520,6398,4336,445,1977,470,2633,99,2529,2494,1613,2877,1595,956,2032,2895,4921,87,3707,4815,3100,2753,428,5831,4504,5481,5903,579,5463,1185,6235,5125,5098,3561,689,4607
4274,5910,5942,1239,2613,6162,119,5231,1816,5978,5003,5993,1176,3493,4299,3151,5850,6396,5569,6050,1776,420,4664,4694,3991,5980,4757,4016,5487,4506,5175,2411,5646,3082,881,1610,3842,4641,4097,1274,5332,3378,1959,4086,3896,5433,2734,6278,3084,2263
2354,3933,1832,1468,6076,4215,2383,1673,862,5341,4552,876,1029,5446,3253,4701,21,5615,4389,5201,5554,3350,89,2391,3249,3946,2875,4762,1103,361,3666,3534,5452,4433,4286,1796,3390,5554,5832,4481,4142,1624,5183,947,3715,369,770,5853,1969,494
2303,3487,20,3623,1477,3828,1487,710,5485,3355,5715,6296,2769,5831,4718,4997,5959,4994,1876,4525,3669,1316,2870,5232,713,4191,1952,5831,1836,3529,5327,1384,3430,4208,5816,239,2711,679,5392,3958,5077,2552,6387,4345,6359,3908,4191,6302,5882,5166
2230,4539,2737,390,3254,1594,615,2282,3928,5291,5505,84,2891,156,153,2610,2687,378,6164,3229,1450,2072,4140,4720,5335,806,1029,3068,3547,4446,1912,1343,2695,5446,2535,547,5428,204,4763,2721,5701,3384,428,1215,5130,6274,3077,1643,4440,4366
2879,1416,5932,5363,1524,5263,4428,4956,4833,543,3690,4255,229,4000,4256,5532,4342,3270,6103,2029,6335,6221,1908,2881,2295,5129,4643,6101,6369,2843,5808,3193,5063,2771,5915,1082,5776,4561,3563,88,3614,5802,5177,4292,4187,4931,5240,2937,6067,244
4709,4849,6202,1823,4416,3783,263,3735,4973,3968,4129,1986,156,1163,6183,2335,1496,3414,2963,6394,1843,6060,6195,2219,1375,6367,2773,2444,277,3251,4191,4624,5535,960,2229,2101,375,2142,2859,317,390,5270,6250,3150,1349,4872,3097,5206,2332,6409
4603,3281,2144,2005,3052,4882,2452,2390,2456,188,3465,5213,4011,5726,1784,919,2359,6391,827,5177,3975,4079,4616,1429,3979,6299,642,201,2874,1128,4225,4608,2103,560,6280,2754,1398,5846,5946,158,2720,5576,4088,2188,2565,2710,406,5280,3468,5771
3050,720,3118,2393,5054,5411,3580,2480,5585,1786,5356,1371,6331,1154,3098,5608,1,466,1824,4171,1247,1327,5753,5253,1866,4888,1324,4092,2880,1611,278,6385,5061,2317,4270,148,745,1356,4975,2752,5100,47,925,81,5450,267,433,6312,5440,2703
3082,1081,1860,3259,1610,3559,5247,2342,721,3103,2234,3914,5629,6042,2490,2648,117,2011,1414,1679,2935,447,3540,4448,740,3618,5517,6367,99,6425,3670,5116,3744,5260,5626,4022,1552,5638,5298,1385,2837,1665,3069,3463,4318,2550,2460,794,1639,4490
6057,6221,2423,473,5665,2296,4499,5049,1624,3226,2903,4145,3741,5783,1876,5004,619,5169,489,874,424,3016,3529,6039,340,1563,1131,436,4997,4660,1414,6401,2155,202,1472,6410,1868,1364,188,603,2298,5703,5607,3989,2599,2983,2856,1182,2619,4582
1455,4969,44,2159,5623,2573,4389,1110,4874,4532,499,3656,4147,1271,6407,2697,3726,5639,2297,4168,2533,2620,2081,6095,6230,782,1530,1162,6163,5298,2564,5123,5985,4812,4164,2456,5797,956,1019,5033,3038,45,5882,2517,6165,3263,5398,1105,1659,1662
5485,6410,5436,32,4628,2439,1095,4386,3504,6433,5601,1969,3876,3259,2346,5719,210,5411,1857,6280,4408,3678,4830,1240,552,5334,4998,3417,2432,2607,1212,2164,1347,2452,1432,6360,1245,3708,5789,60,741,461,1647,2933,516,1927,3395,2606,2722,5877
3186,3250,4200,1663,4984,67,4968,5299,1929,2171,184,5655,5973,5477,3950,5274,1074,4331,1941,1910,1123,2758,6263,1819,4886,2040,960,3103,6021,3418,2194,371,3165,505,4022,236,1579,739,2807,4633,3271,2829,4131,1809,2843,1258,3423,3914,2569,2402
642,4709,3781,5723,1799,3297,3905,5420,6065,2658,1783,3290,6142,3269,4602,515,4074,2765,1768,1108,3367,950,2303,6193,5822,5064,4649,4188,2359,6342,2091,3148,1134,1249,1767,869,2192,5714,818,212,4169,3323,3838,1247,2051,356,620,2654,2193,550
6132,2018,3830,1282,4158,3468,5961,1291,1334,5872,4874,4844,4731,480,1070,3128,4335,5714,1187,1573,4520,5413,3242,1554,3895,6316,5575,4848,1813,3989,2325,148,1527,235,4801,3416,5893,2620,2388,3579,34,1012,6007,2890,911,605,4657,1889,1911,3351
5400,1110,6341,2352,1572,4854,4002,3852,491,3981,2124,3258,3017,5070,1788,3379,4032,840,5269,2183,207,2213,3088,4839,2440,166,595,2547,6053,5506,2880,4024,3689,2426,436,2981,3757,5571,1650,3581,81,1140,2678,5931,1220,4300,2558,2234,3247,5282
3535,4311,2389,3243,6191,3814,4768,4657,4103,2449,4535,1138,5023,256,6412,2815,2856,3118,5306,6051,2006,1292,3677,2341,4911,4910,5529,4015,5422,1957,1275,4479,231,4066,2696,916,292,1876,251,3602,1086,5548,6140,649,896,940,3628,4571,3358,2825
2488,4812,769,24,1383,6253,1743,4668,5395,2120,1392,6014,4094,2851,2482,3558,5453,6288,3703,847,2070,1508,3214,4623,5799,3455,6296,3001,1980,5450,655,781,4149,718,3326,2776,4188,2899,4932,6413,2889,5585,2796,5818,3235,1448,3975,2039,2858,6115
3042,3409,595,1113,756,465,1007,1015,3961,2446,5861,1547,4302,431,3479,2918,1403,4495,2530,4214,2232,2088,6346,1878,5028,5539,3752,770,2387,1274,2844,2657,2909,5483,1640,722,5377,5683,1953,6201,1007,3347,2919,3760,513,456,3988,5223,3182,2969
156,937,3356,585,2092,619,1954,2160,2545,6209,4492,1322,5881,800,4060,4702,2790,2233,577,5317,3195,504,4179,4915,720,300,4451,3588,4630,3789,2258,5015,1516,3052,2771,5976,2868,3445,6104,1933,2927,1880,1711,4181,3401,3941,569,3229,5052,1698
317,2063,1030,368,2630,2328,241,6050,297,3173,531,5271,6383,4308,5194,641,4530,1190,5265,4891,5051,2094,1104,4498,5375,5004,5150,3448,234,4365,537,6310,924,4567,3362,5384,302,5295,317,99,618,168,2487,4449,5114,3057,4553,2924,4615,6318
4756,4978,1367,4563,1836,753,6179,3484,5721,5320,4150,965,4428,1665,2180,1189,3373,1824,5185,676,1115,2272,3449,2997,1978,2610,1113,165,4874,307,4616,4350,2065,3781,946,2218,291,5681,6163,1512,1961,437,5141,4755,1776,5893,1051,1997,5481,2435
5658,2609,2233,2127,887,1027,1847,1909,2423,2454,1167,6284,666,1052,1707,2584,2976,2001,62,2055,1127,1329,2040,3973,2883,1470,1984,5100,3338,5396,450,6249,12,5471,5950,4738,4169,3764,419,4991,5011,5675,296,1953,4401,5860,5706,1674,2274,634
2954,3723,2655,3520,6433,5495,4183,987,524,2776,4338,38,6190,4269,5464,5873,730,3978,2803,4787,2338,5257,2114,3751,1758,5505,2159,1463,2935,6144,1647,2922,6284,2954,1294,3496,5634,6296,5889,1439,1239,3701,486,1072,4114,3372,2857,958,260,3516
5497,3190,2344,1280,5544,393,1699,133,1711,3924,2437,4445,5868,2301,3093,5391,351,5204,2590,2299,4359,6370,5696,2097,4654,1279,2985,368,5190,892,4217,5678,676,6381,3605,3099,1838,3732,3758,538,2267,3539,1534,4402,2616,1501,2909,3088,1164,3346
1834,5749,5088,2215,4253,4122,1970,1943,4215,3722,4531,4054,2818,1718,1658,4421,4752,2253,444,3885,6053,5370,3545,1425,2094,927,526,3720,1151,1052,5493,1591,1112,4958,3554,480,2421,4308,6315,2162,4380,6032,1678,6258,460,3885,6347,2463,4295,2174
3665,4287,5451,1836,1126,458,3939,2020,2100,3014,3489,3476,1308,6125,5706,5668,4215,4732,6273,4794,2583,5892,5302,5851,3989,5861,4157,4254,321,6166,2561,4596,413,3151,5842,4675,901,1033,3849,6404,407,4053,4543,723,3710,1191,3135,6089,3543,5116
5883,3670,1393,5414,5737,3500,5911,3434,2110,1343,6249,422,2784,727,1326,1552,5004,5374,3211,2592,1999,3768,3608,4752,4770,5078,4638,4691,3159,5215,6213,4676,6428,2580,266,4689,3017,6318,1806,3819,4840,6277,4443,1153,1467,2302,4054,6425,3059,6341
2958,5147,1911,5792,5841,4054,5496,1688,3132,2527,1631,917,4333,3407,1566,1785,1231,3361,4291,209,4369,4037,907,1759,1570,5589,3054,2354,2059,1536,5835,5093,4787,5917,4202,3742,4436,2009,3416,4387,3801,3354,3179,2744,1417,745,5322,4447,5150,2201
1299,6,1706,4807,5253,2763,2934,2516,61,3366,1335,690,2786,5399,1694,2414,15,3345,2831,2148,3177,3965,210,299,2045,25,4342,5481,5821,2446,5409,1641,4278,987,499,3287,3135,1085,1033,376,5453,286,4848,4481,5559,2293,3119,5954,2458,607
6395,3298,5219,4416,5006,4429,1908,5802,6143,5867,1917,5958,747,4835,2626,6274,1120,440,4997,1496,1859,607,4873,4511,4044,2212,4418,708,3341,2576,3453,5754,3248,742,25,5965,3857,4311,1607,6051,2773,4602,4372,4316,5962,203,505,1504,1010,4955
1969,3605,5397,2078,3248,4081,2950,5259,2485,69,4753,5787,6234,2464,249,193,4110,3706,5654,5384,3275,6052,5616,3450,6019,5947,4394,1973,1578,3927,2882,5904,5928,1027,2591,5618,907,3915,2322,5904,5094,1817,5033,2872,899,1507,4085,3480,6150,4831
246,5122,4417,2105,5883,5060,5827,4114,1681,3087,4214,4391,1049,3830,3441,1709,3987,3539,5101,4285,6331,3232,841,6045,518,2094,141,431,5269,4603,3111,4221,2609,1241,2933,5370,833,2749,5708,348,5720,1897,6294,5074,5974,4344,4964,6403,2783,2709
3366,3459,2044,4760,5922,2299,3339,4352,2234,1900,4082,4679,3922,1674,217,5808,2726,676,334,4979,3891,5311,4379,3961,3565,6191,2719,4831,1863,6422,4661,3180,4708,1347,3894,3967,5344,6368,4088,3584,4690,6202,1944,3863,213,204,5556,6263,751,730
639,303,1849,2666,1725,6204,1860,5527,5783,3171,2715,4312,4647,191,327,3815,6266,776,2444,5938,2266,4034,6182,1437,5458,5642,5613,1295,669,1204,931,2319,2224,5241,1117,1860,1081,3971,3240,720,5355,4535,3765,5429,5036,216,6411,6124,3322,3670
507,2200,5108,2681,5677,5933,4420,3835,3069,1720,823,6417,6153,3311,3007,2029,1977,4082,1946,5153,5875,6346,479,782,180,3264,6190,6026,5768,1483,4210,1656,5377,2064,4666,1195,6204,6025,2720,1031,3529,346,6158,4494,3705,549,2200,5549,3282,768
5822,5601,1211,549,5629,4499,3630,5117,6359,4482,5308,6045,5596,2627,2678,3913,319,1432,2306,5625,6012,2162,404,6192,4408,6429,3836,3471,4033,413,5021,2089,1366,3335,1990,2279,2225,4172,4222,1662,161,6404,5632,4464,1446,2149,3096,1582,2217,3829
99,565,3758,1015,4573,3313,2473,1209,3946,394,5174,5209,4055,3647,4418,2971,1469,89,3667,1618,4529,5905,55,4248,194,2575,931,5486,2045,2558,2311,3596,6159,4178,5542,3989,5763,3109,4991,5982,2780,5920,1185,5790,4682,1288,5225,2886,5146,5333
4196,1388,1066,2537,1193,3039,1873,268,6,6178,4870,5247,1513,3562,3114,5685,4411,4222,2863,1723,63,5136,4497,4234,6382,5708,3473,6131,3811,1735,2923,1653,1654,5923,919,986,6305,4313,335,3291,1231,850,2235,4947,537,314,2208,1598,2350,2061
3069,517,4208,4109,3549,2824,4639,5616,4184,5497,1166,6421,6314,3087,2452,4095,1715,692,3880,4431,3892,5658,2893,4938,961,2784,4773,1266,61,2206,4198,5588,6394,802,1478,5022,1207,5370,5327,464,3668,1684,5541,5752,1240,6012,4756,3300,4281,4867
6249,6215,2312,2166,5876,6344,3821,3435,6121,5537,4370,5442,3859,635,1389,92,4408,1522,4677,778,5105,2445,4254,5401,2336,3213,2588,4605,4507,1005,4956,5001,2491,2037,3801,1278,716,6263,85,1491,3762,5518,554,150,3125,2094,381,6049,2488,5447
2320,5372,789,6378,595,503,4326,3951,4722,6127,1571,2069,4858,6073,543,1223,4617,1800,2421,1883,1511,1706,2246,2461,1124,3606,621,875,1232,2493,2566,5883,6292,1179,493,835,1167,248,4085,5655,1314,1806,3219,3515,3520,5721,5726,2300,1062,2894
