run_id,AnnLassoRegressorl0,AnnLassoRegressorl1
59,"([5, 66, 69, 84, 86, 124, 127, 171, 207, 219, 247], np.float64(100.50429675255944))","([], np.float64(130.52912637189254))"
60,"([11, 33, 58, 74, 76, 78, 142, 145, 193, 206, 207, 210, 227], np.float64(4.114318573539046))","([], np.float64(110.5048198408198))"
61,"([18, 86, 139, 157, 162, 189, 204, 205, 206, 210, 224, 226, 237], np.float64(12.3142768819054))","([139, 157], np.float64(121.83160025738258))"
62,"([14, 33, 41, 45, 50, 52, 74, 82, 94, 96, 102, 188, 247], np.float64(0.42466942848922234))","([41, 188], np.float64(124.40521454626892))"
63,"([6, 33, 50, 53, 69, 85, 90, 98, 122, 158, 159, 170, 246], np.float64(2.0494641449275086))","([85], np.float64(124.60888003973608))"
64,"([30, 85, 86, 91, 132, 144, 148, 174, 185, 223, 225, 240, 241], np.float64(6.828909443382299))","([86], np.float64(115.39280474022851))"
65,"([13, 25, 56, 63, 67, 77, 97, 118, 137, 149, 179, 182, 217], np.float64(3.706287174803001))","([], np.float64(119.8201747969802))"
66,"([12, 27, 29, 69, 95, 97, 116, 127, 134, 144, 155, 169, 206, 211, 244], np.float64(70.53920743830233))","([134], np.float64(120.61240887223263))"
67,"([10, 12, 14, 48, 60, 92, 109, 123, 158, 165, 181, 221, 236], np.float64(2.0467658780414246))","([14], np.float64(124.27197672802532))"
68,"([6, 9, 40, 56, 69, 99, 100, 110, 122, 152, 170, 176, 244], np.float64(2.1383789527377948))","([6, 110], np.float64(109.70333305822696))"
69,"([20, 73, 76, 91, 105, 138, 147, 168, 179, 204, 206, 213, 231], np.float64(3.99087095747947))","([], np.float64(114.00449001443351))"
70,"([8, 16, 17, 47, 61, 73, 103, 105, 120, 145, 194, 229, 239], np.float64(1.258318371211319))","([], np.float64(115.40145747087703))"
71,"([14, 69, 85, 98, 101, 103, 106, 125, 148, 152, 156, 165, 196], np.float64(2.7138526911113865))","([106], np.float64(109.44907414988461))"
72,"([17, 38, 41, 44, 54, 138, 177, 184, 206, 213, 220, 227, 243], np.float64(0.9397303857080005))","([44, 220], np.float64(111.64184068438949))"
73,"([5, 24, 55, 58, 63, 66, 76, 116, 129, 162, 174, 190, 211], np.float64(1.1968465189696067))","([], np.float64(119.36162980838601))"
74,"([71, 76, 124, 133, 135, 142, 143, 149, 172, 193, 197, 201, 248], np.float64(2.9212945470407043))","([71], np.float64(128.4181533797915))"
75,"([22, 28, 65, 67, 72, 81, 106, 111, 119, 142, 177, 239, 247], np.float64(2.9533094716043675))","([72, 111, 247], np.float64(110.56430724166205))"
76,"([4, 19, 40, 42, 57, 81, 105, 118, 128, 182, 188, 213, 228], np.float64(0.5266369867159314))","([40, 228], np.float64(108.33676680038799))"
77,"([13, 50, 57, 72, 103, 112, 117, 123, 131, 149, 163, 201, 209, 245], np.float64(49.82677062612801))","([], np.float64(116.31471293156581))"
78,"([43, 51, 71, 76, 96, 118, 121, 126, 130, 151, 157, 173, 181, 195, 225, 227], np.float64(77.83781648250381))","([], np.float64(126.13687105817112))"
79,"([3, 40, 82, 91, 115, 117, 125, 132, 138, 149, 154, 175, 238], np.float64(1.59513613230342))","([], np.float64(118.98568574135041))"
80,"([28, 64, 85, 105, 107, 112, 120, 128, 129, 132, 156, 195, 197], np.float64(0.5017538968231812))","([195], np.float64(112.83249117099778))"
81,"([5, 8, 30, 43, 46, 48, 95, 117, 128, 155, 167, 208, 230], np.float64(3.5983975117362177))","([230], np.float64(116.35406050120571))"
82,"([37, 55, 91, 93, 95, 115, 133, 140, 201, 208, 233, 244], np.float64(48.88794394466427))","([140], np.float64(114.06832946372359))"
83,"([5, 25, 29, 43, 44, 46, 61, 76, 78, 80, 83, 91, 109, 118, 190, 192, 199, 222, 235], np.float64(58.88859321731514))","([29], np.float64(113.47909409439909))"
84,"([20, 55, 59, 72, 73, 77, 82, 100, 123, 138, 165, 194, 223], np.float64(6.03925191471823))","([], np.float64(111.20851680795596))"
85,"([24, 46, 48, 68, 77, 79, 104, 166, 216], np.float64(83.83200969294607))","([68, 166], np.float64(104.48693661494815))"
86,"([1, 33, 35, 90, 105, 107, 108, 120, 178, 187, 190], np.float64(69.83147591036175))","([], np.float64(132.07005296404597))"
87,"([7, 13, 15, 36, 47, 104, 119, 161, 199, 203, 214, 225, 244], np.float64(0.7891167279815262))","([13, 203], np.float64(106.78132935162384))"
88,"([23, 42, 52, 101, 118, 127, 142, 152, 194, 214, 220, 245], np.float64(94.41060874643497))","([], np.float64(115.87247867916513))"
89,"([4, 34, 42, 81, 90, 91, 92, 93, 113, 117, 155, 158, 177, 229, 245], np.float64(25.004485842665144))","([93], np.float64(116.69700556980446))"
90,"([43, 104, 142, 148, 150, 171, 175, 208, 225, 238, 240, 243, 247], np.float64(3.5260681694048195))","([43, 175], np.float64(125.30692628437593))"
91,"([7, 37, 57, 75, 92, 110, 127, 129, 145, 159, 185, 191, 201, 207, 243], np.float64(49.71311836651838))","([], np.float64(118.55132868796133))"
92,"([40, 49, 70, 102, 123, 125, 147, 162, 188, 224, 225, 227], np.float64(39.8038002035797))","([], np.float64(125.45349711502827))"
93,"([3, 9, 27, 39, 52, 75, 93, 101, 104, 154, 165, 172, 191, 194, 198, 204, 212, 226, 247], np.float64(61.17319698019034))","([], np.float64(115.51952092062551))"
94,"([8, 18, 28, 44, 51, 61, 83, 86, 98, 109, 135, 199, 244], np.float64(1.182164656926412))","([86], np.float64(112.57705343039301))"
95,"([20, 21, 30, 57, 84, 85, 103, 128, 158, 169, 227, 238, 249], np.float64(0.545191930915745))","([], np.float64(121.6770842430598))"
96,"([3, 13, 16, 35, 47, 61, 110, 121, 124, 132, 174, 176, 179], np.float64(0.8409202614232515))","([179], np.float64(107.98505937347213))"
97,"([4, 46, 52, 53, 78, 117, 138, 154, 156, 178, 194], np.float64(58.130838007006126))","([4, 154], np.float64(117.92205605307862))"
98,"([25, 28, 50, 51, 76, 79, 97, 108, 148, 153, 188, 200, 224], np.float64(4.791909250449365))","([], np.float64(111.56535620582663))"
99,"([25, 45, 46, 79, 89, 129, 168, 176, 186, 189, 191, 197, 222], np.float64(1.1707561706429963))","([], np.float64(116.39085961908873))"
