run_id,AnnLassoRegressorl0,AnnLassoRegressorl1
27,"([4, 9, 19, 33, 42, 50, 59, 75, 77, 93, 96, 101, 106, 112, 124, 132, 134, 139, 151, 155, 156, 158, 166, 181, 184, 216, 218, 221, 229, 236, 237, 239, 242, 249], np.float64(236.69802794056437))","([75], np.float64(272.04400540022465))"
28,"([13, 31, 50, 60, 72, 73, 75, 97, 108, 110, 114, 132, 140, 155, 169, 192, 243], np.float64(258.2679914911727))","([114], np.float64(253.16498715645582))"
29,"([8, 9, 13, 14, 34, 44, 53, 64, 74, 89, 93, 94, 116, 133, 137, 154, 158, 183, 211, 220, 233, 243, 247], np.float64(297.911663685943))","([233], np.float64(296.69486322318267))"
30,"([10, 11, 17, 20, 28, 30, 40, 47, 57, 85, 87, 98, 108, 120, 124, 131, 144, 145, 147, 166, 178, 198, 203, 232, 238], np.float64(292.08387818556224))","([], np.float64(265.7202937061351))"
31,"([28, 42, 46, 57, 61, 76, 110, 113, 142, 153, 157, 166, 171, 177, 183, 189, 193, 195, 208, 224, 248, 249], np.float64(281.2367171817223))","([], np.float64(270.77454921081113))"
32,"([19, 25, 28, 31, 42, 50, 71, 80, 94, 98, 114, 122, 123, 155, 162, 165, 168, 173, 180, 187, 219, 221, 244, 248], np.float64(247.05665832215226))","([], np.float64(249.26999430921714))"
33,"([1, 4, 34, 43, 53, 75, 92, 94, 98, 105, 131, 132, 135, 138, 147, 165, 168, 169, 170, 178, 193, 204, 209, 211, 212, 213, 221, 225, 232, 244, 245], np.float64(296.93206976361864))","([193, 212], np.float64(297.0359607718651))"
34,"([13, 18, 34, 39, 53, 55, 60, 62, 63, 66, 76, 78, 94, 96, 98, 121, 124, 165, 172, 186, 195, 203, 219, 245, 248], np.float64(218.59628182219163))","([248], np.float64(271.0335490991681))"
35,"([11, 20, 25, 27, 36, 72, 73, 74, 80, 85, 86, 108, 118, 121, 122, 126, 131, 150, 166, 170, 172, 182, 215, 218, 234, 245], np.float64(273.11469262257435))","([], np.float64(273.58492218134097))"
36,"([2, 34, 40, 41, 55, 64, 65, 78, 113, 117, 119, 127, 140, 143, 154, 161, 171, 172, 190, 191, 193, 198, 201, 202, 205], np.float64(291.762557323013))","([], np.float64(310.45014594361186))"
37,"([12, 13, 32, 60, 67, 107, 141, 157, 181, 203, 213, 216, 230], np.float64(289.97779252252593))","([60], np.float64(271.7672946108211))"
38,"([23, 34, 45, 48, 54, 67, 73, 76, 79, 94, 104, 113, 118, 120, 131, 148, 153, 170, 173, 181, 185, 200, 222, 233, 242], np.float64(305.39494186124483))","([], np.float64(271.21097876123963))"
39,"([27, 40, 50, 53, 66, 68, 77, 80, 83, 86, 98, 100, 105, 106, 109, 126, 129, 143, 144, 157, 169, 174, 175, 211, 212, 213, 229, 243, 249], np.float64(264.04831103074275))","([80, 83], np.float64(272.91683301724413))"
40,"([5, 7, 19, 36, 61, 65, 68, 71, 81, 93, 97, 101, 102, 106, 118, 137, 139, 144, 155, 168, 173, 182, 186, 199, 211, 224, 230, 244], np.float64(216.11265669632576))","([], np.float64(282.21423498236106))"
41,"([1, 5, 26, 41, 43, 59, 70, 80, 88, 98, 125, 129, 179, 186, 187, 199, 202, 204, 207, 217, 228, 230], np.float64(283.8113832207517))","([204], np.float64(293.29354609721827))"
42,"([8, 15, 26, 30, 38, 44, 51, 77, 93, 98, 109, 117, 126, 127, 128, 130, 131, 138, 146, 152, 172, 173, 206, 211, 227], np.float64(255.8173935306833))","([], np.float64(261.5521812784337))"
43,"([5, 6, 21, 22, 28, 38, 41, 58, 67, 75, 77, 86, 122, 127, 149, 155, 162, 174, 180, 184, 238, 242], np.float64(293.1334514988184))","([], np.float64(281.91292588978894))"
44,"([30, 42, 44, 54, 61, 69, 71, 82, 94, 103, 105, 107, 114, 146, 158, 159, 161, 167, 181, 182, 198, 207, 211, 215, 226, 248], np.float64(270.31773717137395))","([30, 42], np.float64(265.9094379393064))"
45,"([3, 4, 16, 20, 32, 74, 78, 80, 89, 111, 127, 131, 135, 140, 160, 161, 167, 181, 187, 188, 189, 233], np.float64(198.79820573520996))","([], np.float64(271.9971814590899))"
46,"([0, 4, 6, 53, 55, 58, 64, 69, 73, 102, 104, 121, 128, 139, 163, 173, 187, 199, 205, 208, 248], np.float64(219.12500733840105))","([], np.float64(269.8348941815562))"
47,"([1, 6, 7, 9, 26, 41, 49, 58, 68, 71, 72, 84, 97, 100, 101, 110, 115, 123, 140, 149, 157, 158, 159, 171, 187, 198, 207, 210, 216], np.float64(246.3915015705977))","([6, 207], np.float64(290.4404808121505))"
48,"([34, 52, 53, 58, 94, 97, 109, 113, 123, 135, 151, 159, 169, 177, 186, 190, 196, 203, 206, 219, 226, 230, 244], np.float64(247.7867476900931))","([], np.float64(268.31707879890166))"
49,"([0, 32, 45, 46, 67, 84, 90, 113, 122, 138, 143, 144, 153, 172, 174, 194, 248], np.float64(292.84384687661355))","([], np.float64(284.4503469882794))"
50,"([3, 6, 24, 51, 54, 61, 67, 72, 78, 96, 99, 100, 118, 128, 151, 168, 184, 193, 204, 227, 245], np.float64(325.4637772057435))","([], np.float64(258.58589073022324))"
51,"([8, 15, 18, 29, 51, 87, 88, 96, 101, 106, 114, 120, 126, 130, 133, 135, 155, 156, 164, 170, 175, 229, 230], np.float64(253.7740841997728))","([], np.float64(280.5379225930093))"
52,"([2, 3, 30, 31, 35, 50, 55, 91, 97, 111, 117, 131, 134, 136, 140, 143, 167, 191, 205, 211, 234], np.float64(365.4359542267636))","([], np.float64(287.0498408273049))"
53,"([5, 13, 51, 63, 70, 75, 80, 85, 89, 99, 107, 113, 127, 133, 136, 140, 142, 159, 160, 165, 182, 195, 200, 211, 217, 221, 223, 228, 235, 243, 244, 248], np.float64(218.96450904538594))","([], np.float64(260.8935567096574))"
54,"([7, 14, 54, 67, 74, 94, 99, 111, 126, 136, 139, 141, 155, 161, 167, 170, 183, 184, 186, 188, 205, 210, 222, 226, 246], np.float64(274.2013551635144))","([], np.float64(272.89871882361206))"
55,"([1, 8, 12, 19, 31, 42, 46, 50, 69, 70, 73, 74, 81, 88, 97, 105, 114, 122, 134, 146, 147, 184, 192, 209, 236], np.float64(340.4366257424976))","([69], np.float64(275.3229515223143))"
56,"([8, 9, 46, 48, 54, 60, 73, 78, 84, 93, 94, 100, 114, 121, 126, 129, 137, 140, 145, 152, 156, 161, 164, 173, 184, 189, 211, 218, 221, 242, 244], np.float64(241.85640278577338))","([], np.float64(258.8116700015824))"
57,"([19, 22, 25, 27, 36, 41, 49, 50, 51, 54, 68, 73, 76, 86, 110, 112, 123, 125, 157, 178, 183, 205, 210, 211, 212, 236, 241, 248, 249], np.float64(319.1079741186431))","([], np.float64(289.0730689888594))"
58,"([16, 47, 56, 65, 79, 87, 89, 94, 95, 111, 123, 142, 145, 179, 187, 192, 193, 197, 220], np.float64(291.6726080654288))","([220], np.float64(260.98478967100226))"
59,"([24, 42, 55, 77, 94, 107, 108, 112, 114, 120, 124, 125, 146, 180, 191, 201, 202, 226, 231, 233, 248], np.float64(305.4923662393502))","([42], np.float64(306.02525357197646))"
60,"([4, 14, 17, 33, 39, 47, 61, 76, 77, 79, 80, 101, 105, 114, 131, 138, 143, 146, 149, 156, 159, 185, 214, 217, 223, 227, 241], np.float64(201.807000203085))","([180, 217], np.float64(281.9355219885183))"
61,"([6, 7, 16, 20, 76, 101, 121, 127, 133, 142, 153, 155, 159, 169, 187, 191, 208, 219, 220, 232, 237, 238], np.float64(259.7594391009633))","([187], np.float64(266.4967004321342))"
62,"([29, 35, 41, 61, 90, 102, 104, 108, 111, 114, 116, 117, 138, 157, 181, 189, 224, 245], np.float64(301.6443014894507))","([], np.float64(289.4985943276755))"
63,"([20, 38, 40, 79, 82, 105, 108, 122, 155, 161, 166, 167, 180, 190, 197, 203, 211, 212, 223, 234], np.float64(297.5689777293781))","([161], np.float64(251.7113000347157))"
64,"([3, 5, 8, 9, 10, 45, 56, 62, 63, 66, 74, 77, 88, 100, 115, 141, 157, 159, 160, 175, 190, 201, 204, 212, 223, 228, 229], np.float64(235.80283256069515))","([], np.float64(271.52180238738265))"
65,"([8, 12, 13, 18, 42, 54, 73, 80, 97, 119, 131, 134, 146, 152, 166, 189, 226, 231], np.float64(278.6832712141218))","([], np.float64(259.7698963717799))"
66,"([14, 22, 64, 68, 88, 103, 104, 108, 111, 128, 152, 153, 155, 170, 171, 184, 193, 200, 201, 213, 215, 239, 249], np.float64(356.7326163960347))","([193], np.float64(282.582051869685))"
67,"([7, 20, 24, 43, 52, 63, 65, 73, 86, 90, 96, 98, 100, 126, 129, 131, 137, 140, 160, 174, 187, 192, 200, 210, 226, 228, 238], np.float64(249.69777011040304))","([63], np.float64(261.36604858220755))"
68,"([7, 8, 12, 43, 51, 57, 71, 90, 117, 125, 131, 143, 161, 163, 169, 170, 175, 178, 179, 184, 197, 198, 212, 243], np.float64(266.0746624386803))","([57, 170], np.float64(271.08840246102415))"
69,"([11, 12, 24, 25, 29, 34, 43, 52, 63, 75, 83, 84, 117, 125, 129, 131, 133, 165, 186, 234, 236, 237, 247], np.float64(235.01684828101412))","([], np.float64(241.43482313590093))"
70,"([12, 17, 28, 44, 50, 55, 63, 90, 117, 126, 127, 141, 146, 153, 158, 167, 174, 179, 188, 194, 200, 234], np.float64(288.3384533989235))","([], np.float64(289.6919850783758))"
71,"([0, 1, 8, 9, 14, 15, 31, 34, 46, 78, 86, 93, 99, 103, 108, 110, 112, 127, 131, 133, 138, 147, 161, 170, 173, 175, 181, 190, 192, 198, 209, 211, 228, 231, 248], np.float64(178.132871258869))","([], np.float64(259.7403689968905))"
72,"([0, 2, 21, 29, 72, 92, 94, 99, 103, 108, 112, 115, 117, 121, 122, 129, 131, 133, 134, 141, 145, 147, 149, 151, 156, 157, 172, 183, 184, 209, 216, 225, 227], np.float64(284.12629067720115))","([], np.float64(268.80598682988517))"
73,"([2, 3, 11, 24, 31, 32, 34, 52, 63, 66, 79, 95, 119, 143, 150, 155, 158, 189, 205, 214, 221, 229, 241, 248], np.float64(257.011042719223))","([], np.float64(265.1017154347473))"
74,"([2, 14, 22, 55, 79, 80, 94, 96, 101, 125, 131, 135, 158, 194, 201, 209, 211, 225, 248], np.float64(283.70678819734786))","([47], np.float64(306.56876292560776))"
75,"([6, 29, 31, 35, 46, 61, 88, 92, 96, 100, 109, 115, 121, 123, 139, 144, 155, 167, 172, 185, 186, 208, 230, 231, 245], np.float64(225.99806151311338))","([], np.float64(284.8211269325926))"
76,"([3, 18, 27, 39, 40, 43, 48, 52, 59, 65, 76, 91, 111, 123, 137, 173, 175, 209, 214, 223, 240], np.float64(253.70664722869566))","([173], np.float64(304.9969859818439))"
77,"([3, 5, 13, 20, 35, 37, 40, 41, 56, 58, 66, 84, 96, 105, 110, 111, 120, 140, 154, 156, 160, 169, 172, 186, 210, 223, 228, 230, 232, 248], np.float64(222.70906228724365))","([], np.float64(283.06717254335473))"
78,"([10, 29, 51, 56, 63, 64, 68, 72, 106, 139, 151, 154, 170, 185, 191, 219, 220, 222, 241], np.float64(216.8611444492118))","([154], np.float64(291.14263613082204))"
79,"([12, 19, 28, 39, 58, 59, 67, 83, 101, 114, 120, 127, 130, 135, 142, 146, 163, 184, 190, 211, 213, 221, 228, 238, 249], np.float64(230.55498714549933))","([], np.float64(268.9671272920731))"
80,"([0, 11, 35, 38, 39, 52, 56, 69, 75, 97, 134, 139, 150, 165, 169, 176, 187, 195, 200, 208, 209, 210, 215, 226], np.float64(313.28400074688346))","([], np.float64(280.51294710556346))"
81,"([5, 12, 19, 24, 31, 33, 60, 74, 91, 92, 107, 125, 126, 129, 140, 172, 180, 201, 207, 244], np.float64(243.88159367290174))","([], np.float64(271.44303899640676))"
82,"([12, 14, 24, 25, 33, 44, 53, 79, 85, 88, 100, 114, 131, 137, 140, 173, 182, 187, 194, 195, 238], np.float64(245.22653266581457))","([194], np.float64(256.29211842869273))"
83,"([3, 5, 6, 8, 22, 30, 37, 40, 41, 42, 61, 71, 82, 94, 98, 99, 107, 157, 171, 193, 206, 217, 222, 225], np.float64(194.20406173452233))","([], np.float64(257.0713190133314))"
84,"([4, 5, 17, 21, 28, 37, 39, 52, 57, 91, 98, 99, 105, 122, 137, 142, 149, 180, 185, 205, 212, 217], np.float64(264.0794108852715))","([], np.float64(267.34978782608147))"
85,"([6, 9, 22, 37, 41, 59, 73, 84, 85, 122, 131, 140, 153, 155, 157, 162, 164, 167, 169, 179, 187, 195, 201, 203, 220, 226], np.float64(246.55327628523096))","([], np.float64(283.6393385121107))"
86,"([19, 35, 52, 61, 64, 80, 85, 95, 97, 98, 99, 103, 121, 133, 134, 139, 145, 155, 158, 165, 170, 173, 178, 180, 183, 189, 193, 199, 211, 219, 221, 238], np.float64(232.3291535352063))","([], np.float64(261.2812883409873))"
87,"([24, 26, 27, 30, 39, 41, 49, 59, 65, 71, 72, 81, 82, 93, 98, 124, 125, 137, 140, 175, 178, 182, 184, 199, 206, 210, 220, 222, 223, 230], np.float64(245.27668364842702))","([], np.float64(273.79562597242045))"
88,"([8, 43, 69, 76, 78, 91, 116, 118, 119, 121, 122, 131, 144, 162, 173, 184, 188, 204, 215, 224, 228, 231, 232, 238, 240, 247], np.float64(244.4498405390248))","([], np.float64(258.49795195820747))"
89,"([23, 35, 42, 48, 57, 60, 71, 75, 77, 82, 88, 100, 117, 118, 131, 157, 172, 178, 179, 204, 207, 215, 216, 221, 234, 237], np.float64(226.907901683198))","([23, 215], np.float64(269.77956309210754))"
90,"([12, 17, 24, 25, 36, 39, 48, 55, 64, 65, 72, 82, 131, 135, 161, 169, 170, 191, 212, 246], np.float64(270.918125006157))","([], np.float64(285.22136046633346))"
91,"([5, 8, 16, 17, 31, 32, 65, 82, 87, 100, 114, 116, 125, 126, 131, 139, 157, 164, 183, 190, 192, 194, 198, 207, 227, 228, 232, 234, 239, 248], np.float64(277.7691026422597))","([], np.float64(258.3566673605859))"
92,"([2, 24, 29, 30, 36, 92, 95, 109, 115, 116, 122, 125, 135, 144, 147, 154, 163, 184, 193, 229, 231, 240], np.float64(261.97986029829804))","([], np.float64(254.01554330293507))"
93,"([14, 19, 23, 31, 52, 53, 60, 67, 74, 108, 115, 160, 166, 176, 178, 201, 210, 216, 218, 223, 234, 244], np.float64(283.69193154220386))","([242], np.float64(271.048397980947))"
94,"([10, 13, 26, 32, 43, 46, 56, 57, 108, 110, 122, 129, 138, 152, 162, 171, 173, 175, 179, 206, 213, 216, 224, 240, 248], np.float64(265.7944850215745))","([57], np.float64(265.26754704996904))"
95,"([6, 12, 17, 20, 23, 25, 40, 45, 52, 62, 65, 70, 71, 74, 98, 99, 116, 127, 134, 140, 142, 162, 165, 176, 180, 186, 188, 193, 195, 201, 204, 243, 247], np.float64(261.83394105998485))","([], np.float64(285.78271682012115))"
96,"([0, 5, 6, 31, 43, 61, 64, 68, 81, 87, 88, 107, 110, 113, 127, 131, 143, 152, 158, 161, 166, 197, 235], np.float64(303.61636337535964))","([], np.float64(288.2466838305209))"
97,"([0, 1, 30, 53, 69, 70, 76, 91, 102, 109, 123, 127, 129, 131, 140, 145, 149, 170, 188, 199, 201, 217, 218, 219, 225, 226, 242, 243], np.float64(227.82913411804145))","([], np.float64(291.5272840222537))"
98,"([9, 15, 28, 54, 59, 63, 67, 93, 94, 97, 101, 118, 124, 132, 141, 151, 166, 175, 177, 182, 184, 192, 198, 207, 212, 215, 217, 222, 234, 240, 244], np.float64(223.68615875458298))","([], np.float64(265.6260722870821))"
99,"([40, 58, 65, 81, 120, 122, 124, 127, 143, 148, 155, 161, 171, 187, 191, 196, 198, 199, 209, 217, 232], np.float64(252.50589121892722))","([161], np.float64(263.22234375561425))"
