run_id,AnnLassoRegressorl0,AnnLassoRegressorl1
57,"([39, 44, 68, 86, 113, 167, 194, 197, 203, 209, 218, 231, 236, 244], np.float64(2.413006737255778))","([194, 244], np.float64(121.516342905113))"
58,"([34, 37, 91, 93, 95, 97, 119, 139, 155, 236, 246], np.float64(90.97578637756568))","([34, 93, 119], np.float64(116.8231077725615))"
59,"([6, 34, 55, 64, 107, 123, 137, 144, 153, 175, 196, 209, 218, 232], np.float64(0.32344528505132175))","([], np.float64(128.31372882017104))"
60,"([38, 45, 59, 65, 68, 94, 105, 111, 129, 143, 163, 180, 202, 233, 244], np.float64(62.13106708062246))","([], np.float64(135.259027219455))"
61,"([8, 22, 80, 84, 125, 140, 162, 172, 181, 201, 223, 228, 230, 244], np.float64(8.485708325022632))","([], np.float64(126.75407630006197))"
62,"([11, 22, 27, 68, 85, 87, 98, 114, 117, 131, 132, 169, 195, 242], np.float64(12.487880801072665))","([195], np.float64(135.61520585138146))"
63,"([4, 39, 73, 77, 121, 136, 144, 181, 190, 191, 194, 204, 229, 237], np.float64(4.531585409822501))","([73], np.float64(121.92569827560304))"
64,"([0, 14, 28, 108, 111, 122, 131, 134, 149, 154, 178, 204, 230, 232, 238, 247], np.float64(100.91811255015753))","([131], np.float64(136.3736514128087))"
65,"([7, 9, 11, 16, 63, 76, 100, 117, 159, 214, 220, 224, 235, 243], np.float64(5.212806407616496))","([7], np.float64(128.79956248768204))"
66,"([20, 46, 83, 86, 94, 120, 135, 151, 177, 199, 231, 232, 241, 243], np.float64(26.249558363893133))","([94, 231], np.float64(124.9977866242167))"
67,"([13, 19, 41, 53, 57, 68, 70, 116, 120, 121, 124, 145, 172, 175, 197, 198, 202, 219, 220], np.float64(49.62109591466815))","([], np.float64(122.68316513131613))"
68,"([63, 71, 86, 113, 128, 138, 151, 189, 195, 198, 241], np.float64(89.50654061199737))","([], np.float64(122.58548042557376))"
69,"([9, 51, 70, 92, 94, 105, 112, 113, 118, 123, 150, 151, 153, 177, 203, 217, 229, 236, 237, 249], np.float64(52.171252098699625))","([], np.float64(126.75722833898904))"
70,"([2, 5, 36, 45, 62, 68, 72, 140, 158, 178, 190, 195, 212, 213, 229], np.float64(0.7628404215694177))","([212], np.float64(131.50580265204195))"
71,"([44, 62, 64, 65, 121, 163, 169, 202, 204, 210, 220, 226, 236, 243], np.float64(68.5322329538031))","([], np.float64(121.57836444660398))"
72,"([33, 42, 54, 67, 123, 124, 131, 146, 156, 159, 160, 187, 200, 217], np.float64(6.816217935691517))","([42, 146], np.float64(122.75013507022915))"
73,"([8, 14, 32, 44, 51, 90, 110, 131, 135, 185, 191, 214, 215, 220, 228], np.float64(4.298654634815077))","([32], np.float64(125.99013302399261))"
74,"([16, 38, 42, 52, 53, 58, 131, 146, 154, 168, 183, 204, 228, 249], np.float64(100.53962711394627))","([131], np.float64(135.42335696607026))"
75,"([28, 39, 63, 74, 78, 96, 159, 164, 170, 226, 228, 232, 243, 244], np.float64(75.27499931212631))","([], np.float64(132.32072017747626))"
76,"([19, 24, 28, 39, 48, 66, 72, 109, 147, 165, 191, 215, 221, 245, 247], np.float64(13.549820995308107))","([24, 72], np.float64(123.56054930910358))"
77,"([1, 4, 14, 27, 82, 107, 119, 125, 127, 145, 152, 168, 170, 197], np.float64(0.5184671512222746))","([4, 27, 197], np.float64(127.56190843953118))"
78,"([29, 41, 48, 52, 69, 82, 95, 99, 119, 130, 177, 188, 211, 222], np.float64(1.5738060804506453))","([41, 222], np.float64(128.65718445197098))"
79,"([24, 40, 49, 62, 90, 103, 119, 152, 153, 164, 171, 179, 202, 223], np.float64(1.823045842999873))","([202], np.float64(120.83814206091411))"
80,"([25, 35, 50, 51, 62, 70, 113, 129, 139, 157, 171, 181, 191, 204], np.float64(0.9299024175137136))","([171, 181], np.float64(127.72659650658689))"
81,"([8, 24, 38, 40, 59, 64, 71, 80, 156, 158, 177, 190, 202, 242, 249], np.float64(46.13666988617805))","([], np.float64(129.9292383626469))"
82,"([14, 20, 35, 64, 75, 97, 127, 146, 147, 152, 171, 178, 197, 202, 217, 223], np.float64(33.600942315063676))","([], np.float64(126.01688148832109))"
83,"([29, 59, 72, 94, 131, 153, 157, 172, 178, 202, 230, 236, 249], np.float64(30.942824417668056))","([], np.float64(130.08844439200286))"
84,"([25, 35, 37, 39, 60, 75, 84, 134, 159, 173, 174, 225, 230, 246], np.float64(79.33989966992597))","([39, 75], np.float64(132.00882657285732))"
85,"([5, 28, 32, 74, 86, 101, 108, 116, 129, 159, 215, 221, 235, 248], np.float64(2.741997314832009))","([248], np.float64(140.1054212530569))"
86,"([14, 49, 55, 72, 77, 114, 119, 129, 147, 150, 183, 201, 209, 218], np.float64(0.856210609609572))","([119], np.float64(126.03531625873848))"
87,"([47, 77, 94, 108, 155, 167, 175, 178, 190, 202, 213, 231, 239, 246], np.float64(8.56065511145995))","([213], np.float64(130.81086409178232))"
88,"([26, 29, 78, 88, 103, 133, 185, 190, 199, 200, 215, 223, 229, 231, 239, 240, 247], np.float64(124.73371383161238))","([], np.float64(120.88782997041929))"
89,"([7, 25, 52, 53, 59, 99, 116, 145, 151, 200, 223, 228, 229, 243], np.float64(1.192926173061974))","([], np.float64(114.64191089855635))"
90,"([8, 34, 41, 57, 68, 87, 98, 110, 124, 127, 157, 183, 207, 216, 220, 248], np.float64(57.77967628243313))","([216], np.float64(124.3770822239381))"
91,"([0, 4, 15, 22, 25, 70, 92, 142, 145, 148, 153, 157, 204, 213, 217, 221, 233, 236], np.float64(29.970555317713867))","([0, 204], np.float64(122.1038842527729))"
92,"([22, 71, 76, 85, 97, 117, 126, 130, 153, 160, 161, 173, 221, 228, 248], np.float64(1.7250538077627489))","([], np.float64(133.06752776561888))"
93,"([0, 1, 16, 36, 42, 55, 84, 89, 109, 115, 120, 135, 153, 249], np.float64(3.1175426987501504))","([], np.float64(123.02633823104989))"
94,"([11, 25, 47, 69, 104, 112, 119, 125, 148, 164, 189, 192, 200, 213], np.float64(3.9750470206539776))","([125], np.float64(125.25920497054923))"
95,"([4, 22, 25, 56, 96, 101, 102, 109, 138, 144, 156, 173, 219, 228], np.float64(5.212002883846706))","([102], np.float64(125.83903901275207))"
96,"([6, 35, 72, 118, 128, 155, 160, 162, 189, 198], np.float64(128.19401023512555))","([], np.float64(122.41832533970799))"
97,"([43, 68, 80, 102, 107, 142, 149, 170, 187, 206, 210, 225, 240], np.float64(102.35445713460767))","([], np.float64(122.19396816030708))"
98,"([0, 14, 53, 58, 76, 103, 134, 142, 153, 183, 198, 202, 214, 224, 237], np.float64(39.392389247811764))","([58], np.float64(134.7503747554924))"
99,"([34, 42, 111, 129, 142, 154, 155, 159, 167, 170, 175, 191, 224, 235, 238, 249], np.float64(92.29491863359301))","([154], np.float64(134.43421800279035))"
