run_id,AnnLassoRegressorl0,AnnLassoRegressorl1
15,"([13, 31, 47, 56, 61, 70, 74, 82, 90, 96, 111, 123, 125, 140, 142, 151, 154, 162, 175, 193, 207, 219, 235, 237, 239, 248], np.float64(232.040788026368))","([], np.float64(270.57109862932344))"
16,"([2, 18, 41, 58, 60, 62, 71, 78, 79, 87, 94, 101, 104, 132, 133, 135, 140, 143, 155, 169, 181, 188, 207, 222, 230, 234, 242], np.float64(211.4954452152704))","([140], np.float64(303.22815600977606))"
17,"([1, 4, 5, 53, 56, 63, 88, 91, 93, 94, 119, 125, 141, 148, 164, 169, 176, 180, 184, 200, 208, 211, 223, 228, 244, 245], np.float64(266.17921314846853))","([], np.float64(263.1751716239803))"
18,"([21, 27, 30, 35, 38, 53, 55, 64, 74, 86, 112, 123, 132, 133, 155, 167, 182, 192, 202, 203, 237, 249], np.float64(312.92983146076193))","([179], np.float64(288.0079293493229))"
19,"([9, 22, 36, 52, 53, 68, 103, 115, 133, 166, 176, 183, 185, 197, 216, 217, 221, 235, 248], np.float64(260.43208922808657))","([], np.float64(260.130201945576))"
20,"([31, 40, 72, 106, 134, 135, 146, 160, 181, 186, 187, 196, 220, 229], np.float64(218.66896243822183))","([], np.float64(245.6692006155552))"
21,"([5, 18, 25, 57, 61, 79, 110, 117, 150, 158, 186, 199, 218, 235], np.float64(267.7677654391335))","([186], np.float64(268.9462848148711))"
22,"([5, 19, 28, 31, 33, 48, 52, 64, 69, 82, 96, 110, 127, 146, 149, 150, 153, 155, 160, 171, 172, 191, 192, 195, 214, 222, 229, 233, 240], np.float64(279.72602542065977))","([], np.float64(295.1890479152084))"
23,"([19, 26, 27, 28, 71, 72, 86, 106, 190, 201, 223, 246], np.float64(294.6160988641563))","([], np.float64(265.25245314641995))"
24,"([44, 57, 81, 92, 96, 102, 117, 127, 152, 162, 163, 189, 190, 195, 198, 248], np.float64(279.5077771883656))","([], np.float64(276.3380396517003))"
25,"([3, 13, 38, 50, 52, 68, 73, 88, 90, 127, 166, 170, 184, 216, 245], np.float64(377.85036114521967))","([], np.float64(265.9060907382184))"
26,"([2, 53, 74, 76, 77, 84, 119, 129, 133, 139, 142, 146, 157, 166, 194, 209, 212, 245], np.float64(273.38057941384886))","([2], np.float64(270.0189242988475))"
27,"([16, 26, 27, 28, 32, 36, 44, 60, 75, 98, 99, 113, 115, 118, 126, 128, 139, 154, 155, 170, 178, 183, 212], np.float64(301.35556804272017))","([27], np.float64(268.18237165431225))"
28,"([0, 8, 14, 35, 48, 56, 59, 78, 83, 95, 101, 117, 124, 131, 134, 140, 143, 150, 155, 164, 193, 195, 198, 204, 207, 226, 232, 235, 239], np.float64(261.32306701054733))","([], np.float64(275.95528979099936))"
29,"([2, 9, 10, 23, 24, 40, 79, 84, 131, 140, 186, 212, 223, 229, 237, 240, 241], np.float64(346.2356830995644))","([], np.float64(263.4358301954934))"
30,"([1, 56, 66, 105, 107, 108, 119, 120, 127, 135, 148, 168, 189, 193, 194, 217, 230, 241], np.float64(264.0105399941488))","([], np.float64(262.89154531600866))"
31,"([5, 7, 11, 31, 39, 41, 42, 48, 57, 90, 94, 101, 113, 114, 142, 147, 163, 164, 167, 176, 177, 179, 181, 182, 185, 191, 206, 216, 217, 232, 233, 234], np.float64(216.04549861604812))","([42], np.float64(274.7921425056463))"
32,"([5, 52, 59, 65, 86, 89, 126, 135, 155, 164, 168, 177, 182, 185, 213, 224, 230, 231, 234, 241], np.float64(259.5964617146955))","([], np.float64(257.6353645631586))"
33,"([5, 46, 55, 57, 69, 98, 115, 121, 126, 146, 150, 156, 166, 174, 180, 208, 211, 231, 240, 244, 245], np.float64(246.05213611256215))","([], np.float64(261.26052145158303))"
34,"([10, 11, 42, 56, 71, 74, 100, 102, 106, 119, 122, 125, 138, 152, 165, 171, 200, 205, 208], np.float64(242.06046247698407))","([], np.float64(249.61806018385758))"
35,"([4, 5, 8, 9, 11, 23, 41, 59, 60, 91, 94, 98, 103, 124, 131, 139, 142, 152, 166, 175, 189, 201, 211, 218, 229, 232, 235, 241, 246], np.float64(201.04846655809115))","([], np.float64(263.63184255872017))"
36,"([2, 22, 37, 41, 55, 62, 64, 102, 131, 149, 155, 173, 186, 188, 190, 214, 217, 221, 230, 231, 233, 235, 244], np.float64(252.55007655051438))","([], np.float64(275.1395642625409))"
37,"([42, 45, 63, 66, 68, 73, 75, 81, 110, 111, 119, 122, 123, 130, 131, 133, 143, 155, 173, 180, 182, 183, 186, 207, 209], np.float64(243.51300822352655))","([131], np.float64(257.95645570919766))"
38,"([5, 16, 21, 23, 26, 30, 32, 53, 58, 66, 70, 71, 95, 117, 129, 150, 154, 160, 176, 180, 195, 203, 241], np.float64(239.92468121499627))","([26], np.float64(264.78094712385905))"
39,"([15, 28, 29, 61, 69, 79, 94, 99, 106, 107, 110, 117, 119, 159, 162, 170, 173, 177, 179, 180, 189, 212, 223, 229], np.float64(251.54627808017113))","([117], np.float64(255.04052471882903))"
40,"([43, 49, 51, 67, 71, 87, 89, 98, 146, 152, 153, 156, 169, 177, 190, 194, 199, 202, 203, 222, 230, 235, 240, 249], np.float64(223.800660654951))","([], np.float64(275.9434943614297))"
41,"([2, 27, 32, 34, 36, 78, 89, 91, 97, 123, 133, 137, 147, 164, 177, 185, 189, 192, 193, 196, 208, 226, 231, 234, 237], np.float64(316.6194189142579))","([], np.float64(284.27534448227493))"
42,"([17, 29, 35, 54, 60, 72, 76, 79, 85, 114, 115, 119, 131, 145, 147, 164, 171, 172, 173, 177, 181, 187, 188, 196, 199, 229, 241], np.float64(217.71461946460448))","([35], np.float64(271.7680374287026))"
43,"([3, 7, 14, 23, 44, 58, 61, 65, 69, 71, 79, 81, 82, 86, 139, 163, 181, 182, 187, 190, 213], np.float64(290.72305953049806))","([], np.float64(254.68774018623267))"
44,"([10, 21, 36, 49, 57, 71, 116, 119, 127, 139, 156, 170, 211, 230, 232], np.float64(272.6589429061763))","([57, 156], np.float64(257.8221740234885))"
45,"([5, 9, 12, 25, 32, 42, 50, 62, 64, 73, 83, 86, 93, 101, 117, 118, 124, 129, 131, 151, 155, 176, 185, 190, 193, 227, 232, 245], np.float64(269.97719185514944))","([], np.float64(254.19718528900623))"
46,"([0, 6, 17, 23, 53, 56, 61, 64, 70, 81, 88, 124, 126, 138, 141, 151, 179, 180, 185, 197, 212, 217, 231, 246], np.float64(220.56413210535354))","([179], np.float64(251.43666413738833))"
47,"([5, 18, 28, 29, 31, 41, 52, 53, 58, 70, 76, 84, 98, 101, 105, 110, 120, 121, 126, 127, 142, 156, 164, 169, 181, 185, 190, 199, 203, 206], np.float64(261.3984888377679))","([5], np.float64(261.82130431653565))"
48,"([1, 8, 10, 11, 35, 66, 70, 92, 93, 94, 100, 103, 111, 123, 128, 134, 138, 154, 158, 185, 186, 196, 224, 233, 234, 235, 238, 244, 245], np.float64(218.53788754122976))","([], np.float64(251.19501987246707))"
49,"([18, 27, 30, 57, 68, 71, 74, 91, 94, 109, 121, 122, 129, 131, 135, 141, 151, 160, 168, 172, 183, 193, 198, 211, 229, 230], np.float64(279.98495771460443))","([], np.float64(269.7246958585711))"
50,"([3, 5, 22, 23, 41, 53, 64, 80, 86, 94, 114, 127, 134, 154, 171, 187, 198, 199, 200, 203, 220, 231, 235], np.float64(235.4096171216622))","([199], np.float64(246.71378421302734))"
51,"([16, 23, 27, 49, 60, 67, 80, 86, 97, 99, 105, 114, 118, 133, 155, 173, 181, 184, 191, 193, 194, 207, 216, 227, 243, 246], np.float64(204.105772922271))","([], np.float64(276.8861283188606))"
52,"([8, 14, 30, 37, 63, 83, 99, 111, 116, 124, 133, 136, 137, 145, 150, 173, 175, 193, 197, 198, 208, 232, 240, 244], np.float64(283.21956640931114))","([], np.float64(257.5944735175282))"
53,"([17, 20, 56, 66, 73, 80, 86, 106, 114, 115, 125, 131, 139, 146, 147, 165, 171, 184, 186, 204, 212, 218, 223, 231, 246], np.float64(261.68333738206235))","([], np.float64(253.30627681188378))"
54,"([4, 5, 9, 12, 25, 32, 45, 70, 73, 97, 98, 112, 115, 127, 162, 173, 182, 208, 211, 214, 216, 229, 230, 233, 234, 235, 245], np.float64(289.6047149332025))","([173], np.float64(257.0942586090736))"
55,"([1, 5, 12, 18, 25, 36, 49, 76, 78, 82, 92, 97, 117, 125, 131, 135, 144, 147, 156, 167, 173, 212, 217, 222, 229, 240, 247, 249], np.float64(198.61325486275138))","([5], np.float64(231.9912613457383))"
56,"([7, 11, 16, 23, 32, 37, 58, 66, 68, 72, 83, 98, 116, 139, 140, 150, 154, 161, 164, 166, 171, 172, 173, 191, 193, 206, 216, 223, 226, 231, 235, 238, 242], np.float64(288.74305243512373))","([], np.float64(270.60549220772356))"
57,"([4, 6, 19, 32, 45, 48, 85, 122, 131, 145, 155, 167, 183, 189, 192, 217, 244], np.float64(308.24379004259725))","([], np.float64(264.3081880915915))"
58,"([8, 17, 25, 33, 43, 70, 80, 89, 99, 114, 152, 162, 164, 194, 197, 200, 201, 212, 219, 221, 223, 242, 244], np.float64(257.4506855950175))","([43], np.float64(259.1681375729197))"
59,"([2, 20, 29, 31, 58, 72, 75, 98, 106, 111, 131, 134, 142, 143, 145, 155, 162, 165, 185, 190, 194, 195, 197, 201, 203, 227, 230, 231], np.float64(239.18202730859153))","([], np.float64(300.7051445463988))"
60,"([48, 52, 56, 57, 59, 72, 75, 92, 95, 100, 115, 129, 136, 146, 148, 155, 163, 165, 209, 212, 217, 219, 228, 248], np.float64(230.01770025933487))","([], np.float64(263.75895192504464))"
61,"([4, 8, 15, 18, 35, 46, 50, 63, 73, 77, 82, 83, 93, 97, 107, 111, 120, 129, 145, 153, 156, 166, 179, 189, 192, 216, 230, 242], np.float64(258.6069848829584))","([], np.float64(263.9786461840867))"
62,"([8, 15, 24, 38, 56, 88, 100, 102, 109, 122, 136, 138, 143, 187, 194, 201, 207, 212, 241, 245], np.float64(229.61716495569067))","([109], np.float64(263.18095670349936))"
63,"([13, 14, 20, 25, 40, 50, 64, 68, 87, 89, 95, 100, 117, 119, 142, 143, 145, 156, 158, 167, 188, 206, 249], np.float64(201.26858327907914))","([], np.float64(251.80815673390205))"
64,"([0, 19, 21, 26, 54, 59, 82, 86, 93, 99, 106, 107, 115, 118, 124, 126, 153, 175, 180, 184, 194, 196, 203, 221, 223, 225, 229, 241, 248], np.float64(216.71932872447704))","([], np.float64(251.3790115718253))"
65,"([33, 37, 54, 60, 63, 73, 79, 86, 88, 102, 104, 109, 124, 128, 131, 135, 138, 159, 166, 168, 170, 174, 178, 184, 191, 198, 211, 229, 238, 242, 243], np.float64(220.31302433755133))","([], np.float64(234.22846665884808))"
66,"([12, 19, 31, 71, 84, 90, 96, 100, 131, 135, 137, 138, 139, 167, 173, 175, 187, 217, 229, 238], np.float64(259.8345599244321))","([], np.float64(257.60986666413703))"
67,"([1, 4, 5, 25, 29, 32, 34, 65, 72, 79, 102, 115, 131, 136, 140, 156, 165, 166, 179, 190, 194, 196, 228, 232, 234, 236], np.float64(267.0423117058786))","([102], np.float64(242.98017473823782))"
68,"([9, 29, 53, 56, 60, 108, 123, 132, 150, 154, 191, 195, 203, 219, 230, 232, 241], np.float64(320.9428079832603))","([87], np.float64(279.85767845827456))"
69,"([20, 21, 23, 56, 66, 75, 95, 115, 122, 133, 141, 157, 163, 166, 168, 170, 176, 180, 184, 189, 192, 194, 201, 230, 236], np.float64(274.89972326681357))","([133], np.float64(267.3473543341816))"
70,"([3, 6, 12, 16, 20, 32, 49, 54, 62, 71, 75, 98, 112, 122, 124, 130, 140, 145, 147, 151, 168, 176, 177, 188, 194, 209, 219, 223, 226, 232], np.float64(205.5466692070296))","([75], np.float64(271.6015228950146))"
71,"([5, 18, 42, 47, 56, 61, 72, 110, 111, 127, 158, 160, 168, 180, 189, 201, 203, 219, 224, 230, 235, 240], np.float64(219.99195071648447))","([224], np.float64(260.6799261244523))"
72,"([9, 23, 29, 30, 37, 48, 68, 71, 76, 78, 106, 113, 124, 127, 130, 133, 143, 148, 157, 202, 205, 212, 217, 229, 230, 238], np.float64(230.19105627837374))","([130], np.float64(241.0247750619356))"
73,"([1, 9, 24, 28, 35, 36, 40, 53, 60, 65, 104, 130, 131, 152, 168, 181, 197, 210, 215, 236, 241], np.float64(266.81184591409516))","([], np.float64(279.63227392007593))"
74,"([30, 42, 44, 46, 47, 58, 61, 71, 73, 77, 82, 84, 85, 91, 113, 125, 131, 134, 138, 159, 173, 175, 221, 222, 234], np.float64(263.2408686870391))","([], np.float64(254.47875069702715))"
75,"([7, 34, 57, 59, 64, 71, 78, 80, 96, 118, 131, 135, 150, 161, 162, 166, 207, 209, 217, 236, 249], np.float64(320.5871513137827))","([], np.float64(280.61839706946677))"
76,"([9, 25, 29, 50, 51, 52, 82, 87, 90, 106, 127, 132, 138, 141, 152, 169, 178, 182, 184, 214, 217, 226, 235], np.float64(219.79617811207567))","([], np.float64(255.6066105248499))"
77,"([0, 4, 9, 16, 38, 61, 76, 84, 86, 95, 104, 105, 129, 147, 175, 192, 200, 220, 234, 236], np.float64(293.3571673564378))","([], np.float64(296.85224800723626))"
78,"([5, 31, 42, 56, 58, 64, 76, 80, 83, 87, 92, 94, 96, 119, 122, 129, 136, 165, 174, 195, 200, 219, 238], np.float64(262.4320567414468))","([], np.float64(269.86466595457586))"
79,"([0, 7, 26, 28, 29, 43, 54, 56, 106, 111, 119, 131, 139, 141, 152, 155, 168, 180, 187, 200, 239, 246], np.float64(268.9959963242136))","([], np.float64(267.0313803527455))"
80,"([13, 22, 33, 34, 42, 60, 76, 77, 98, 99, 100, 102, 110, 124, 148, 167, 185, 195, 203, 208, 212, 229, 239], np.float64(299.82118595682516))","([185], np.float64(273.673072918514))"
81,"([1, 7, 10, 11, 20, 42, 52, 64, 65, 66, 69, 96, 110, 112, 113, 131, 139, 171, 205, 234, 242, 245, 246, 249], np.float64(233.97292304345598))","([64], np.float64(259.0197292111971))"
82,"([22, 37, 51, 56, 77, 110, 121, 126, 133, 142, 159, 169, 174, 180, 182, 191, 196, 203, 209, 217, 228], np.float64(276.6230488768262))","([77], np.float64(246.93809327944842))"
83,"([3, 26, 43, 45, 51, 56, 93, 101, 104, 126, 128, 137, 147, 155, 167, 173, 181, 186, 188, 193, 220, 231, 247], np.float64(328.16855007378683))","([], np.float64(257.6641459090226))"
84,"([27, 30, 43, 53, 70, 83, 92, 115, 134, 152, 176, 183, 188, 194, 200, 207, 219, 222, 234, 246], np.float64(283.99448695233036))","([], np.float64(266.8402884050801))"
85,"([11, 35, 46, 67, 83, 102, 104, 105, 106, 120, 121, 134, 136, 137, 139, 143, 144, 152, 157, 161, 180, 182, 188, 195, 196, 200, 205, 211, 217], np.float64(235.6758788976281))","([217], np.float64(250.8450553885743))"
86,"([19, 31, 35, 36, 37, 38, 42, 50, 61, 62, 63, 66, 89, 116, 150, 185, 187, 202, 205, 208, 221, 228], np.float64(300.75699454951905))","([], np.float64(298.0325432921462))"
87,"([10, 27, 29, 34, 54, 58, 59, 72, 100, 120, 129, 136, 139, 140, 171, 177, 213, 220, 221, 236, 249], np.float64(216.39510486501067))","([177], np.float64(243.551935632175))"
88,"([5, 27, 29, 30, 31, 32, 52, 58, 59, 63, 67, 72, 75, 77, 86, 114, 126, 132, 161, 170, 186, 193, 199, 215], np.float64(269.77299915278866))","([], np.float64(265.557838067871))"
89,"([2, 23, 37, 45, 52, 55, 56, 80, 82, 83, 89, 92, 108, 114, 133, 170, 173, 177, 186, 191, 196, 201, 215, 216, 225, 230], np.float64(256.42569324854065))","([], np.float64(293.9436480596695))"
90,"([10, 30, 41, 61, 62, 63, 80, 83, 87, 90, 128, 140, 142, 147, 171, 180, 191, 198, 208, 219, 220, 244, 246], np.float64(292.25061241608205))","([], np.float64(268.47277830056277))"
91,"([23, 31, 37, 47, 71, 78, 91, 98, 101, 104, 131, 132, 134, 149, 150, 159, 176, 177, 184, 204, 206, 210, 221, 227, 244], np.float64(177.404836460763))","([177, 227], np.float64(233.69631897353347))"
92,"([11, 14, 23, 44, 57, 58, 60, 62, 85, 86, 89, 91, 93, 96, 98, 115, 119, 127, 129, 140, 157, 161, 163, 173, 183, 191, 212, 215, 219, 243], np.float64(174.21904525451794))","([], np.float64(249.21701146564115))"
93,"([40, 42, 48, 55, 68, 80, 82, 86, 90, 131, 132, 153, 155, 161, 170, 191, 215, 230], np.float64(307.22094007413557))","([], np.float64(254.63492872501118))"
94,"([21, 36, 44, 67, 69, 79, 84, 97, 101, 104, 114, 123, 128, 133, 144, 146, 150, 161, 180, 195, 201, 224, 227, 235, 243], np.float64(250.97257326277952))","([146], np.float64(241.1194227321351))"
95,"([4, 32, 44, 74, 79, 85, 86, 92, 93, 107, 124, 125, 143, 167, 170, 177, 179, 182, 214, 233], np.float64(280.53340744515776))","([107], np.float64(257.9530506720571))"
96,"([11, 23, 54, 91, 97, 101, 116, 145, 178, 180, 182, 202, 214, 227], np.float64(278.0101661060931))","([], np.float64(255.16937881237143))"
97,"([6, 33, 38, 60, 68, 77, 83, 84, 86, 87, 117, 131, 136, 145, 160, 185, 194, 209, 213, 217, 219, 228, 230, 244], np.float64(279.37808691070217))","([217], np.float64(268.72246338851903))"
98,"([16, 23, 24, 34, 35, 66, 75, 76, 77, 99, 103, 109, 118, 122, 140, 147, 194, 202, 219, 229], np.float64(283.97701469765536))","([219], np.float64(276.23204988536867))"
99,"([34, 68, 87, 101, 102, 120, 151, 179, 202, 205, 213, 219], np.float64(235.51226485509144))","([], np.float64(271.9100145410765))"
