run_id,LNRegressor,LinearModell0,LinearModell1,RandomForestRegressor,XGBoostRegressor
10,"([np.int64(0), np.int64(1), np.int64(2), np.int64(4), np.int64(5), np.int64(6), np.int64(8), np.int64(9), np.int64(10), np.int64(11), np.int64(12), np.int64(14), np.int64(16), np.int64(18), np.int64(19), np.int64(20), np.int64(21), np.int64(22), np.int64(23), np.int64(25), np.int64(26), np.int64(27), np.int64(29), np.int64(30), np.int64(31), np.int64(32), np.int64(34), np.int64(36), np.int64(37), np.int64(38), np.int64(40), np.int64(41), np.int64(44), np.int64(46), np.int64(47), np.int64(48), np.int64(49)], np.float64(642.5468419797111))","([np.int64(19), np.int64(21), np.int64(32), np.int64(41), np.int64(46)], np.float64(13424.319049103438))","([], np.float64(13318.856340875605))","([np.int64(5), np.int64(8), np.int64(12), np.int64(13), np.int64(16), np.int64(18), np.int64(19), np.int64(21), np.int64(26), np.int64(30), np.int64(33), np.int64(34), np.int64(44), np.int64(49)], np.float64(568.6804092314236))","([np.int64(49)], np.float64(992.3435307629582))"
11,"([np.int64(0), np.int64(1), np.int64(3), np.int64(4), np.int64(7), np.int64(9), np.int64(12), np.int64(13), np.int64(15), np.int64(16), np.int64(18), np.int64(19), np.int64(24), np.int64(26), np.int64(27), np.int64(31), np.int64(32), np.int64(33), np.int64(34), np.int64(36), np.int64(37), np.int64(38), np.int64(40), np.int64(41), np.int64(43), np.int64(46), np.int64(49)], np.float64(703.3479313441479))","([np.int64(37), np.int64(38)], np.float64(13586.757159084007))","([], np.float64(13530.88849263806))","([np.int64(1), np.int64(9), np.int64(10), np.int64(19), np.int64(20), np.int64(21), np.int64(31), np.int64(33), np.int64(37), np.int64(48), np.int64(49)], np.float64(630.8528107660352))","([], np.float64(745.6231767930217))"
12,"([np.int64(0), np.int64(1), np.int64(3), np.int64(4), np.int64(5), np.int64(6), np.int64(9), np.int64(10), np.int64(11), np.int64(12), np.int64(13), np.int64(15), np.int64(16), np.int64(17), np.int64(18), np.int64(21), np.int64(22), np.int64(24), np.int64(26), np.int64(27), np.int64(28), np.int64(29), np.int64(30), np.int64(32), np.int64(33), np.int64(34), np.int64(36), np.int64(37), np.int64(38), np.int64(41), np.int64(42), np.int64(43), np.int64(44), np.int64(45), np.int64(47), np.int64(48), np.int64(49)], np.float64(599.8568188705228))","([np.int64(18), np.int64(32), np.int64(45)], np.float64(13747.510036215637))","([], np.float64(13606.989032890775))","([np.int64(8), np.int64(9), np.int64(22), np.int64(23), np.int64(27), np.int64(28), np.int64(38), np.int64(45), np.int64(48)], np.float64(661.8067673395424))","([np.int64(48)], np.float64(931.4657927939098))"
13,"([np.int64(1), np.int64(2), np.int64(3), np.int64(7), np.int64(8), np.int64(15), np.int64(20), np.int64(21), np.int64(22), np.int64(23), np.int64(24), np.int64(25), np.int64(27), np.int64(28), np.int64(30), np.int64(32), np.int64(34), np.int64(35), np.int64(36), np.int64(37), np.int64(39), np.int64(41), np.int64(43), np.int64(44), np.int64(45), np.int64(46), np.int64(47)], np.float64(717.5598037074125))","([np.int64(25), np.int64(47)], np.float64(13512.3617778094))","([], np.float64(13484.941422152635))","([np.int64(3), np.int64(5), np.int64(8), np.int64(11), np.int64(14), np.int64(17), np.int64(21), np.int64(26), np.int64(28), np.int64(33), np.int64(34), np.int64(43), np.int64(48)], np.float64(601.5198130505829))","([], np.float64(742.05877226121))"
14,"([np.int64(0), np.int64(1), np.int64(2), np.int64(3), np.int64(4), np.int64(5), np.int64(6), np.int64(7), np.int64(8), np.int64(10), np.int64(12), np.int64(13), np.int64(14), np.int64(15), np.int64(16), np.int64(18), np.int64(19), np.int64(20), np.int64(21), np.int64(23), np.int64(25), np.int64(26), np.int64(27), np.int64(29), np.int64(30), np.int64(31), np.int64(34), np.int64(35), np.int64(38), np.int64(40), np.int64(41), np.int64(42), np.int64(43), np.int64(45), np.int64(46), np.int64(47), np.int64(48), np.int64(49)], np.float64(630.2146826204158))","([np.int64(0), np.int64(1), np.int64(10), np.int64(42)], np.float64(13164.803424170661))","([], np.float64(13200.084504268456))","([np.int64(0), np.int64(1), np.int64(2), np.int64(8), np.int64(13), np.int64(15), np.int64(19), np.int64(23), np.int64(25), np.int64(27), np.int64(28), np.int64(30), np.int64(36), np.int64(41), np.int64(44)], np.float64(605.8369873604092))","([np.int64(44)], np.float64(1041.699749443204))"
15,"([np.int64(4), np.int64(5), np.int64(7), np.int64(8), np.int64(10), np.int64(11), np.int64(15), np.int64(18), np.int64(19), np.int64(20), np.int64(21), np.int64(22), np.int64(23), np.int64(27), np.int64(28), np.int64(29), np.int64(30), np.int64(31), np.int64(32), np.int64(34), np.int64(36), np.int64(37), np.int64(38), np.int64(39), np.int64(40), np.int64(43), np.int64(44), np.int64(45), np.int64(46)], np.float64(693.6992666769845))","([np.int64(43)], np.float64(13428.757632941039))","([], np.float64(13377.377561900745))","([np.int64(0), np.int64(7), np.int64(9), np.int64(14), np.int64(16), np.int64(19), np.int64(20), np.int64(27), np.int64(28), np.int64(31), np.int64(33), np.int64(34), np.int64(40), np.int64(44), np.int64(45)], np.float64(599.586454726089))","([np.int64(14), np.int64(40), np.int64(44), np.int64(45)], np.float64(916.4370569963367))"
16,"([np.int64(0), np.int64(3), np.int64(5), np.int64(6), np.int64(8), np.int64(10), np.int64(11), np.int64(12), np.int64(13), np.int64(14), np.int64(15), np.int64(16), np.int64(17), np.int64(19), np.int64(20), np.int64(30), np.int64(32), np.int64(35), np.int64(36), np.int64(37), np.int64(39), np.int64(40), np.int64(42), np.int64(45), np.int64(47), np.int64(49)], np.float64(675.3192702624716))","([np.int64(10), np.int64(17)], np.float64(13256.749401432413))","([], np.float64(13257.288082373108))","([np.int64(0), np.int64(8), np.int64(11), np.int64(16), np.int64(29), np.int64(30), np.int64(32), np.int64(33), np.int64(34), np.int64(40), np.int64(41), np.int64(45)], np.float64(591.7934742354995))","([np.int64(32), np.int64(34), np.int64(41), np.int64(43), np.int64(45)], np.float64(858.5586571597769))"
17,"([np.int64(0), np.int64(1), np.int64(2), np.int64(3), np.int64(4), np.int64(5), np.int64(6), np.int64(8), np.int64(9), np.int64(10), np.int64(12), np.int64(14), np.int64(17), np.int64(22), np.int64(23), np.int64(24), np.int64(25), np.int64(26), np.int64(27), np.int64(29), np.int64(31), np.int64(33), np.int64(35), np.int64(36), np.int64(37), np.int64(38), np.int64(40), np.int64(42), np.int64(43), np.int64(44), np.int64(47), np.int64(48), np.int64(49)], np.float64(635.9053872060593))","([np.int64(8), np.int64(44)], np.float64(13131.836518804192))","([], np.float64(13198.321643835185))","([np.int64(1), np.int64(3), np.int64(8), np.int64(10), np.int64(14), np.int64(18), np.int64(22), np.int64(35), np.int64(38), np.int64(40), np.int64(46), np.int64(47), np.int64(48)], np.float64(541.7144696698014))","([np.int64(35), np.int64(38)], np.float64(958.8969785878114))"
18,"([np.int64(0), np.int64(1), np.int64(2), np.int64(3), np.int64(4), np.int64(5), np.int64(6), np.int64(9), np.int64(10), np.int64(12), np.int64(13), np.int64(14), np.int64(15), np.int64(17), np.int64(18), np.int64(19), np.int64(20), np.int64(21), np.int64(23), np.int64(25), np.int64(26), np.int64(27), np.int64(28), np.int64(30), np.int64(33), np.int64(36), np.int64(37), np.int64(38), np.int64(39), np.int64(41), np.int64(42), np.int64(43), np.int64(44), np.int64(45), np.int64(46), np.int64(47), np.int64(48), np.int64(49)], np.float64(621.7875363340793))","([np.int64(26), np.int64(43), np.int64(49)], np.float64(13817.68878298523))","([], np.float64(13708.913353063017))","([np.int64(0), np.int64(14), np.int64(21), np.int64(26), np.int64(27), np.int64(28), np.int64(30), np.int64(33), np.int64(38), np.int64(44), np.int64(46)], np.float64(672.3446398751439))","([np.int64(44)], np.float64(1015.7172271727359))"
19,"([np.int64(0), np.int64(1), np.int64(4), np.int64(6), np.int64(7), np.int64(9), np.int64(10), np.int64(11), np.int64(12), np.int64(14), np.int64(15), np.int64(16), np.int64(17), np.int64(18), np.int64(19), np.int64(20), np.int64(21), np.int64(23), np.int64(24), np.int64(26), np.int64(27), np.int64(28), np.int64(29), np.int64(31), np.int64(32), np.int64(33), np.int64(35), np.int64(36), np.int64(38), np.int64(39), np.int64(42), np.int64(43), np.int64(44), np.int64(45), np.int64(47), np.int64(49)], np.float64(536.6395645029355))","([np.int64(14), np.int64(39), np.int64(45)], np.float64(13426.868823743847))","([], np.float64(13360.855454749235))","([np.int64(0), np.int64(1), np.int64(6), np.int64(7), np.int64(14), np.int64(15), np.int64(16), np.int64(17), np.int64(20), np.int64(26), np.int64(27), np.int64(28), np.int64(38), np.int64(42), np.int64(44), np.int64(45)], np.float64(542.2768295007618))","([np.int64(44), np.int64(45)], np.float64(948.6352806267067))"
20,"([np.int64(0), np.int64(1), np.int64(2), np.int64(3), np.int64(4), np.int64(5), np.int64(6), np.int64(7), np.int64(8), np.int64(9), np.int64(10), np.int64(11), np.int64(12), np.int64(13), np.int64(14), np.int64(15), np.int64(16), np.int64(17), np.int64(18), np.int64(19), np.int64(20), np.int64(21), np.int64(22), np.int64(23), np.int64(24), np.int64(25), np.int64(27), np.int64(28), np.int64(29), np.int64(30), np.int64(31), np.int64(32), np.int64(33), np.int64(34), np.int64(35), np.int64(36), np.int64(37), np.int64(38), np.int64(39), np.int64(40), np.int64(41), np.int64(42), np.int64(43), np.int64(44), np.int64(45), np.int64(46), np.int64(47), np.int64(48), np.int64(49)], np.float64(390.88371640634386))","([np.int64(10), np.int64(13), np.int64(23), np.int64(32), np.int64(47)], np.float64(13350.759222888199))","([], np.float64(13245.70393833308))","([np.int64(0), np.int64(3), np.int64(7), np.int64(8), np.int64(13), np.int64(15), np.int64(16), np.int64(17), np.int64(18), np.int64(24), np.int64(25), np.int64(27), np.int64(28), np.int64(31), np.int64(45)], np.float64(591.1035186573237))","([np.int64(45)], np.float64(1037.0265392652193))"
21,"([np.int64(0), np.int64(1), np.int64(2), np.int64(3), np.int64(4), np.int64(6), np.int64(7), np.int64(9), np.int64(10), np.int64(12), np.int64(13), np.int64(14), np.int64(15), np.int64(16), np.int64(17), np.int64(18), np.int64(19), np.int64(20), np.int64(22), np.int64(23), np.int64(24), np.int64(25), np.int64(26), np.int64(28), np.int64(30), np.int64(31), np.int64(32), np.int64(34), np.int64(35), np.int64(36), np.int64(38), np.int64(39), np.int64(40), np.int64(42), np.int64(44), np.int64(45), np.int64(46), np.int64(47), np.int64(49)], np.float64(763.2080179636729))","([np.int64(9), np.int64(16), np.int64(18)], np.float64(13709.69419658136))","([], np.float64(13586.24270805007))","([np.int64(0), np.int64(1), np.int64(2), np.int64(12), np.int64(16), np.int64(19), np.int64(23), np.int64(25), np.int64(30), np.int64(34), np.int64(40), np.int64(42), np.int64(45), np.int64(47), np.int64(48)], np.float64(641.0522330486216))","([], np.float64(818.6357088157495))"
22,"([np.int64(0), np.int64(1), np.int64(2), np.int64(3), np.int64(4), np.int64(5), np.int64(6), np.int64(7), np.int64(8), np.int64(9), np.int64(11), np.int64(14), np.int64(15), np.int64(16), np.int64(17), np.int64(19), np.int64(20), np.int64(22), np.int64(23), np.int64(24), np.int64(25), np.int64(26), np.int64(27), np.int64(28), np.int64(29), np.int64(30), np.int64(31), np.int64(32), np.int64(33), np.int64(34), np.int64(35), np.int64(36), np.int64(37), np.int64(38), np.int64(39), np.int64(40), np.int64(41), np.int64(42), np.int64(43), np.int64(44), np.int64(45), np.int64(46), np.int64(47), np.int64(48), np.int64(49)], np.float64(490.1124058171554))","([np.int64(1)], np.float64(13291.276328212623))","([], np.float64(13281.209094742735))","([np.int64(3), np.int64(4), np.int64(5), np.int64(9), np.int64(19), np.int64(33), np.int64(36), np.int64(37), np.int64(38), np.int64(43), np.int64(44), np.int64(49)], np.float64(572.9971617455147))","([], np.float64(724.0207470009465))"
23,"([np.int64(0), np.int64(1), np.int64(3), np.int64(4), np.int64(8), np.int64(9), np.int64(10), np.int64(11), np.int64(13), np.int64(14), np.int64(15), np.int64(16), np.int64(18), np.int64(20), np.int64(21), np.int64(23), np.int64(24), np.int64(25), np.int64(26), np.int64(29), np.int64(33), np.int64(34), np.int64(35), np.int64(36), np.int64(39), np.int64(40), np.int64(41), np.int64(42), np.int64(43), np.int64(48), np.int64(49)], np.float64(645.2241385362095))","([np.int64(11), np.int64(14), np.int64(49)], np.float64(13276.109619469431))","([], np.float64(13260.484495597002))","([np.int64(3), np.int64(10), np.int64(13), np.int64(16), np.int64(20), np.int64(30), np.int64(32), np.int64(41), np.int64(44), np.int64(47)], np.float64(573.9460482338383))","([np.int64(16)], np.float64(948.2179624081496))"
24,"([np.int64(0), np.int64(2), np.int64(3), np.int64(4), np.int64(5), np.int64(6), np.int64(7), np.int64(8), np.int64(9), np.int64(11), np.int64(12), np.int64(13), np.int64(14), np.int64(15), np.int64(16), np.int64(17), np.int64(18), np.int64(19), np.int64(20), np.int64(22), np.int64(23), np.int64(24), np.int64(25), np.int64(29), np.int64(33), np.int64(34), np.int64(35), np.int64(36), np.int64(37), np.int64(38), np.int64(40), np.int64(41), np.int64(42), np.int64(43), np.int64(45), np.int64(46), np.int64(47), np.int64(48), np.int64(49)], np.float64(659.2200269530143))","([np.int64(29), np.int64(34)], np.float64(13746.014387763802))","([], np.float64(13694.17706824862))","([np.int64(6), np.int64(12), np.int64(14), np.int64(23), np.int64(24), np.int64(27), np.int64(31), np.int64(32), np.int64(44), np.int64(45), np.int64(48)], np.float64(617.003878690099))","([], np.float64(734.6384302298762))"
25,"([np.int64(0), np.int64(1), np.int64(2), np.int64(3), np.int64(4), np.int64(5), np.int64(6), np.int64(7), np.int64(9), np.int64(10), np.int64(11), np.int64(13), np.int64(14), np.int64(15), np.int64(16), np.int64(17), np.int64(18), np.int64(19), np.int64(20), np.int64(21), np.int64(22), np.int64(23), np.int64(24), np.int64(25), np.int64(26), np.int64(27), np.int64(28), np.int64(29), np.int64(30), np.int64(32), np.int64(33), np.int64(34), np.int64(35), np.int64(36), np.int64(37), np.int64(38), np.int64(39), np.int64(40), np.int64(41), np.int64(42), np.int64(43), np.int64(44), np.int64(45), np.int64(46), np.int64(47), np.int64(48), np.int64(49)], np.float64(483.43812856255767))","([np.int64(1), np.int64(15), np.int64(16), np.int64(20), np.int64(25), np.int64(30), np.int64(43)], np.float64(13867.558312258165))","([], np.float64(13738.384858754718))","([np.int64(0), np.int64(16), np.int64(18), np.int64(24), np.int64(25), np.int64(26), np.int64(29), np.int64(30), np.int64(32), np.int64(36), np.int64(38), np.int64(41)], np.float64(593.4486567703846))","([np.int64(18), np.int64(30), np.int64(36), np.int64(38)], np.float64(848.9955625637602))"
26,"([np.int64(0), np.int64(1), np.int64(2), np.int64(3), np.int64(5), np.int64(6), np.int64(7), np.int64(8), np.int64(9), np.int64(10), np.int64(11), np.int64(12), np.int64(13), np.int64(14), np.int64(15), np.int64(16), np.int64(17), np.int64(18), np.int64(19), np.int64(22), np.int64(23), np.int64(24), np.int64(25), np.int64(27), np.int64(29), np.int64(30), np.int64(31), np.int64(32), np.int64(33), np.int64(34), np.int64(37), np.int64(38), np.int64(39), np.int64(40), np.int64(42), np.int64(43), np.int64(44), np.int64(45), np.int64(46), np.int64(47), np.int64(48), np.int64(49)], np.float64(524.0584185959501))","([np.int64(14), np.int64(16), np.int64(38), np.int64(40)], np.float64(13504.251829578887))","([], np.float64(13467.620603608519))","([np.int64(6), np.int64(14), np.int64(16), np.int64(21), np.int64(23), np.int64(27), np.int64(29), np.int64(30), np.int64(37), np.int64(39), np.int64(40), np.int64(43), np.int64(49)], np.float64(570.3974230666059))","([np.int64(37), np.int64(49)], np.float64(981.2077185452283))"
27,"([np.int64(0), np.int64(1), np.int64(2), np.int64(3), np.int64(4), np.int64(6), np.int64(8), np.int64(13), np.int64(16), np.int64(17), np.int64(18), np.int64(19), np.int64(20), np.int64(21), np.int64(24), np.int64(29), np.int64(30), np.int64(31), np.int64(32), np.int64(34), np.int64(35), np.int64(37), np.int64(38), np.int64(42), np.int64(43), np.int64(46), np.int64(49)], np.float64(707.8493922906499))","([np.int64(17), np.int64(19)], np.float64(13490.209606804301))","([], np.float64(13513.084261541519))","([np.int64(10), np.int64(15), np.int64(18), np.int64(28), np.int64(30), np.int64(37), np.int64(43), np.int64(44), np.int64(46), np.int64(48), np.int64(49)], np.float64(623.3021730117373))","([np.int64(30), np.int64(37)], np.float64(950.713330073902))"
28,"([np.int64(0), np.int64(1), np.int64(2), np.int64(3), np.int64(4), np.int64(5), np.int64(8), np.int64(9), np.int64(10), np.int64(11), np.int64(12), np.int64(14), np.int64(16), np.int64(17), np.int64(18), np.int64(19), np.int64(20), np.int64(21), np.int64(22), np.int64(24), np.int64(26), np.int64(27), np.int64(28), np.int64(29), np.int64(30), np.int64(32), np.int64(33), np.int64(34), np.int64(35), np.int64(37), np.int64(39), np.int64(40), np.int64(41), np.int64(43), np.int64(44), np.int64(45), np.int64(47), np.int64(48)], np.float64(676.5667309263575))","([np.int64(0), np.int64(5), np.int64(10), np.int64(12), np.int64(14), np.int64(18), np.int64(32), np.int64(41)], np.float64(13394.797186531645))","([], np.float64(13267.393917675916))","([np.int64(0), np.int64(1), np.int64(3), np.int64(5), np.int64(8), np.int64(15), np.int64(17), np.int64(18), np.int64(24), np.int64(27), np.int64(28), np.int64(29), np.int64(30), np.int64(40)], np.float64(595.1395142854893))","([np.int64(17), np.int64(18), np.int64(29)], np.float64(921.2715472537454))"
29,"([np.int64(0), np.int64(2), np.int64(3), np.int64(4), np.int64(5), np.int64(9), np.int64(11), np.int64(15), np.int64(16), np.int64(17), np.int64(18), np.int64(20), np.int64(23), np.int64(27), np.int64(28), np.int64(30), np.int64(33), np.int64(34), np.int64(35), np.int64(36), np.int64(39), np.int64(40), np.int64(41), np.int64(42), np.int64(43), np.int64(45), np.int64(47), np.int64(49)], np.float64(726.4616405020632))","([np.int64(3), np.int64(11), np.int64(15), np.int64(16), np.int64(18), np.int64(23), np.int64(39), np.int64(43)], np.float64(13563.61313838419))","([], np.float64(13462.639019887261))","([np.int64(1), np.int64(2), np.int64(3), np.int64(4), np.int64(8), np.int64(11), np.int64(18), np.int64(19), np.int64(20), np.int64(22), np.int64(35), np.int64(38), np.int64(40), np.int64(42), np.int64(43), np.int64(47)], np.float64(615.0823222123022))","([np.int64(43)], np.float64(1084.9834719535756))"
