run_id,LNRegressor,LinearModell0,LinearModell1,RandomForestRegressor,XGBoostRegressor
10,"([np.int64(3), np.int64(9), np.int64(12), np.int64(17), np.int64(21), np.int64(22), np.int64(24), np.int64(29), np.int64(33), np.int64(40), np.int64(42), np.int64(45), np.int64(47), np.int64(48)], np.float64(5.038064124685008))","([], np.float64(659.8760183598788))","([], np.float64(659.8760183598788))","([np.int64(3), np.int64(12), np.int64(24), np.int64(29), np.int64(45)], np.float64(43.586074664938025))","([np.int64(3), np.int64(24), np.int64(29), np.int64(38), np.int64(45)], np.float64(28.64995517730855))"
11,"([np.int64(0), np.int64(1), np.int64(5), np.int64(7), np.int64(14), np.int64(17), np.int64(18), np.int64(20), np.int64(21), np.int64(24), np.int64(25), np.int64(26), np.int64(27), np.int64(28), np.int64(35), np.int64(36), np.int64(37), np.int64(38), np.int64(41), np.int64(42), np.int64(44), np.int64(49)], np.float64(4.232907010310584))","([], np.float64(647.2562916660272))","([], np.float64(647.2562916660272))","([np.int64(14), np.int64(25), np.int64(28), np.int64(35), np.int64(42)], np.float64(38.464749963250426))","([np.int64(14), np.int64(28), np.int64(35), np.int64(42)], np.float64(23.118307998584736))"
12,"([np.int64(6), np.int64(15), np.int64(17), np.int64(20), np.int64(23), np.int64(25), np.int64(31), np.int64(33), np.int64(39), np.int64(49)], np.float64(2.09537491485766))","([], np.float64(638.7667649043871))","([], np.float64(638.7667649043871))","([np.int64(6), np.int64(25), np.int64(31), np.int64(39)], np.float64(33.441377970339474))","([np.int64(6), np.int64(25), np.int64(31), np.int64(39), np.int64(45)], np.float64(23.871689813187107))"
13,"([np.int64(0), np.int64(2), np.int64(3), np.int64(5), np.int64(6), np.int64(7), np.int64(8), np.int64(16), np.int64(21), np.int64(22), np.int64(23), np.int64(27), np.int64(32), np.int64(34), np.int64(35), np.int64(38), np.int64(39), np.int64(45)], np.float64(5.032540205306556))","([], np.float64(689.1436114401009))","([], np.float64(689.1436114401009))","([np.int64(2), np.int64(16), np.int64(37), np.int64(39), np.int64(45)], np.float64(42.769127693479454))","([np.int64(2), np.int64(16), np.int64(39), np.int64(45)], np.float64(22.082494142464057))"
14,"([np.int64(2), np.int64(5), np.int64(6), np.int64(8), np.int64(13), np.int64(24), np.int64(27), np.int64(29), np.int64(30), np.int64(33), np.int64(37), np.int64(42), np.int64(44), np.int64(45)], np.float64(4.363979753847967))","([np.int64(33), np.int64(42)], np.float64(619.6144905350138))","([np.int64(42)], np.float64(620.7434970777629))","([np.int64(5), np.int64(6), np.int64(24), np.int64(33), np.int64(35), np.int64(49)], np.float64(39.268411482845224))","([np.int64(5), np.int64(6), np.int64(24), np.int64(33), np.int64(42), np.int64(49)], np.float64(28.923626177860957))"
15,"([np.int64(0), np.int64(4), np.int64(5), np.int64(7), np.int64(11), np.int64(13), np.int64(15), np.int64(16), np.int64(17), np.int64(20), np.int64(22), np.int64(24), np.int64(26), np.int64(29), np.int64(31), np.int64(35), np.int64(37), np.int64(39), np.int64(41), np.int64(42), np.int64(44), np.int64(45), np.int64(47)], np.float64(5.817121785436724))","([], np.float64(625.2662611144572))","([], np.float64(625.2662611144572))","([np.int64(7), np.int64(11), np.int64(20), np.int64(41), np.int64(45)], np.float64(36.616363821519414))","([np.int64(7), np.int64(20), np.int64(41), np.int64(45)], np.float64(24.866273086411326))"
16,"([np.int64(0), np.int64(1), np.int64(4), np.int64(5), np.int64(6), np.int64(7), np.int64(11), np.int64(12), np.int64(14), np.int64(16), np.int64(19), np.int64(28), np.int64(31), np.int64(32), np.int64(33), np.int64(38), np.int64(41), np.int64(43), np.int64(44), np.int64(45), np.int64(48)], np.float64(7.761873186658911))","([], np.float64(650.1527488131478))","([], np.float64(650.1527488131478))","([np.int64(11), np.int64(12), np.int64(21), np.int64(32), np.int64(38), np.int64(43)], np.float64(36.51268461406907))","([np.int64(11), np.int64(32), np.int64(38), np.int64(43)], np.float64(20.677943430189096))"
17,"([np.int64(5), np.int64(6), np.int64(8), np.int64(10), np.int64(11), np.int64(12), np.int64(13), np.int64(17), np.int64(20), np.int64(22), np.int64(24), np.int64(28), np.int64(29), np.int64(30), np.int64(31), np.int64(32), np.int64(35), np.int64(36), np.int64(37), np.int64(40), np.int64(42), np.int64(44), np.int64(45), np.int64(46), np.int64(48), np.int64(49)], np.float64(11.811301057930178))","([], np.float64(674.6919808259097))","([], np.float64(674.6919808259097))","([np.int64(13), np.int64(32), np.int64(36), np.int64(40), np.int64(44)], np.float64(37.02173381954897))","([np.int64(13), np.int64(36), np.int64(40), np.int64(42), np.int64(44)], np.float64(25.163073011316943))"
18,"([np.int64(4), np.int64(5), np.int64(6), np.int64(10), np.int64(11), np.int64(16), np.int64(18), np.int64(23), np.int64(26), np.int64(29), np.int64(31), np.int64(43), np.int64(49)], np.float64(3.2781770383496824))","([], np.float64(669.6527998284479))","([], np.float64(669.6527998284479))","([np.int64(11), np.int64(18), np.int64(26), np.int64(29)], np.float64(32.37941297976875))","([np.int64(11), np.int64(18), np.int64(26), np.int64(29)], np.float64(22.172871416123805))"
19,"([np.int64(1), np.int64(3), np.int64(6), np.int64(7), np.int64(10), np.int64(11), np.int64(12), np.int64(13), np.int64(14), np.int64(16), np.int64(17), np.int64(18), np.int64(21), np.int64(22), np.int64(24), np.int64(26), np.int64(29), np.int64(32), np.int64(37), np.int64(38), np.int64(39), np.int64(41), np.int64(42), np.int64(43), np.int64(44), np.int64(46), np.int64(47), np.int64(48)], np.float64(8.310927838089512))","([np.int64(6)], np.float64(667.5309642113648))","([np.int64(6)], np.float64(667.7109184683179))","([np.int64(6), np.int64(16), np.int64(17), np.int64(42), np.int64(48)], np.float64(36.893663511955076))","([np.int64(16), np.int64(17), np.int64(42), np.int64(48)], np.float64(26.943176157436397))"
20,"([np.int64(0), np.int64(5), np.int64(6), np.int64(7), np.int64(10), np.int64(12), np.int64(13), np.int64(14), np.int64(15), np.int64(17), np.int64(21), np.int64(30), np.int64(32), np.int64(36), np.int64(39), np.int64(47)], np.float64(5.476268475463297))","([np.int64(10)], np.float64(683.669683917624))","([], np.float64(683.1124816906936))","([np.int64(13), np.int64(14), np.int64(15), np.int64(21), np.int64(36), np.int64(37), np.int64(44)], np.float64(47.563227618489584))","([np.int64(13), np.int64(15), np.int64(21), np.int64(36), np.int64(44)], np.float64(25.789042045713693))"
21,"([np.int64(2), np.int64(7), np.int64(9), np.int64(10), np.int64(19), np.int64(29), np.int64(31), np.int64(35), np.int64(41), np.int64(42), np.int64(43), np.int64(45)], np.float64(4.088215749808951))","([np.int64(41)], np.float64(678.198743309106))","([], np.float64(675.1070473338435))","([np.int64(2), np.int64(7), np.int64(19), np.int64(43)], np.float64(36.87031164599836))","([np.int64(2), np.int64(7), np.int64(19), np.int64(43)], np.float64(19.545117388335143))"
22,"([np.int64(3), np.int64(4), np.int64(6), np.int64(7), np.int64(9), np.int64(11), np.int64(15), np.int64(16), np.int64(19), np.int64(20), np.int64(26), np.int64(29), np.int64(30), np.int64(31), np.int64(47)], np.float64(2.504691375964081))","([np.int64(4), np.int64(29)], np.float64(656.4197772574666))","([], np.float64(656.4851947111076))","([np.int64(7), np.int64(11), np.int64(19), np.int64(26), np.int64(29), np.int64(36), np.int64(39)], np.float64(40.754096336825874))","([np.int64(7), np.int64(19), np.int64(26), np.int64(29)], np.float64(23.798055547161727))"
23,"([np.int64(0), np.int64(2), np.int64(4), np.int64(5), np.int64(6), np.int64(7), np.int64(12), np.int64(13), np.int64(14), np.int64(15), np.int64(16), np.int64(17), np.int64(19), np.int64(22), np.int64(23), np.int64(25), np.int64(34), np.int64(37), np.int64(41), np.int64(42), np.int64(43), np.int64(46), np.int64(47)], np.float64(7.312118585050864))","([np.int64(17)], np.float64(678.9904933435153))","([], np.float64(678.0347022052091))","([np.int64(12), np.int64(14), np.int64(23), np.int64(25), np.int64(36)], np.float64(36.58342416261171))","([np.int64(12), np.int64(14), np.int64(23), np.int64(25), np.int64(36)], np.float64(22.933457769766413))"
24,"([np.int64(0), np.int64(1), np.int64(2), np.int64(4), np.int64(6), np.int64(9), np.int64(10), np.int64(11), np.int64(13), np.int64(20), np.int64(21), np.int64(22), np.int64(23), np.int64(27), np.int64(29), np.int64(30), np.int64(31), np.int64(32), np.int64(34), np.int64(35), np.int64(36), np.int64(41), np.int64(43), np.int64(44)], np.float64(6.339181113669588))","([], np.float64(639.7287968634588))","([], np.float64(639.7287968634588))","([np.int64(21), np.int64(32), np.int64(35), np.int64(43)], np.float64(29.774777195229824))","([np.int64(21), np.int64(32), np.int64(35), np.int64(43)], np.float64(20.538306589763707))"
25,"([np.int64(0), np.int64(4), np.int64(6), np.int64(7), np.int64(9), np.int64(16), np.int64(17), np.int64(19), np.int64(21), np.int64(24), np.int64(26), np.int64(40), np.int64(44), np.int64(46), np.int64(47), np.int64(49)], np.float64(4.544723043544178))","([], np.float64(630.7059654684696))","([], np.float64(630.7059654684696))","([np.int64(0), np.int64(4), np.int64(5), np.int64(16), np.int64(40), np.int64(47)], np.float64(35.77462931682519))","([np.int64(0), np.int64(16), np.int64(40), np.int64(47)], np.float64(17.500738874920344))"
26,"([np.int64(0), np.int64(1), np.int64(2), np.int64(4), np.int64(5), np.int64(6), np.int64(8), np.int64(9), np.int64(11), np.int64(14), np.int64(16), np.int64(17), np.int64(19), np.int64(20), np.int64(21), np.int64(23), np.int64(25), np.int64(26), np.int64(28), np.int64(31), np.int64(32), np.int64(40), np.int64(41), np.int64(42), np.int64(43), np.int64(44), np.int64(49)], np.float64(8.010452481875085))","([np.int64(6)], np.float64(633.2839168195901))","([], np.float64(633.5257962104871))","([np.int64(11), np.int64(16), np.int64(17), np.int64(19), np.int64(39)], np.float64(37.521656931447794))","([np.int64(11), np.int64(16), np.int64(17), np.int64(19)], np.float64(21.347907031624597))"
27,"([np.int64(0), np.int64(5), np.int64(7), np.int64(8), np.int64(9), np.int64(10), np.int64(12), np.int64(18), np.int64(23), np.int64(24), np.int64(25), np.int64(28), np.int64(38), np.int64(43)], np.float64(7.79080045754947))","([np.int64(9)], np.float64(646.1901738758461))","([np.int64(9)], np.float64(647.4641155754789))","([np.int64(0), np.int64(9), np.int64(12), np.int64(25), np.int64(28), np.int64(43)], np.float64(41.415500239112596))","([np.int64(0), np.int64(12), np.int64(25), np.int64(43)], np.float64(18.996447249505835))"
28,"([np.int64(1), np.int64(3), np.int64(4), np.int64(5), np.int64(6), np.int64(7), np.int64(8), np.int64(9), np.int64(10), np.int64(14), np.int64(15), np.int64(16), np.int64(17), np.int64(19), np.int64(20), np.int64(21), np.int64(24), np.int64(25), np.int64(27), np.int64(29), np.int64(30), np.int64(33), np.int64(35), np.int64(38), np.int64(40), np.int64(41), np.int64(42), np.int64(43), np.int64(44), np.int64(47)], np.float64(11.793521505788355))","([np.int64(48)], np.float64(637.7475666121321))","([], np.float64(637.4912548198604))","([np.int64(1), np.int64(3), np.int64(9), np.int64(14), np.int64(21), np.int64(43)], np.float64(42.68296220672288))","([np.int64(1), np.int64(3), np.int64(9), np.int64(21)], np.float64(26.800078509294572))"
29,"([np.int64(0), np.int64(2), np.int64(3), np.int64(5), np.int64(10), np.int64(12), np.int64(13), np.int64(14), np.int64(15), np.int64(17), np.int64(24), np.int64(29), np.int64(30), np.int64(33), np.int64(34), np.int64(37), np.int64(38), np.int64(45)], np.float64(6.1642477670433875))","([np.int64(0), np.int64(13)], np.float64(624.9055106231442))","([], np.float64(619.7666167733192))","([np.int64(3), np.int64(5), np.int64(12), np.int64(13)], np.float64(31.791139400994375))","([np.int64(3), np.int64(5), np.int64(12), np.int64(13)], np.float64(21.909107132639402))"
30,"([np.int64(0), np.int64(1), np.int64(5), np.int64(8), np.int64(16), np.int64(18), np.int64(21), np.int64(23), np.int64(26), np.int64(28), np.int64(29), np.int64(30), np.int64(31), np.int64(33), np.int64(34), np.int64(35), np.int64(38), np.int64(41), np.int64(49)], np.float64(3.895505596980186))","([], np.float64(629.4434696066844))","([], np.float64(629.4434696066844))","([np.int64(0), np.int64(15), np.int64(21), np.int64(31), np.int64(34), np.int64(41)], np.float64(38.35539032470966))","([np.int64(0), np.int64(21), np.int64(34), np.int64(41)], np.float64(19.19700350464267))"
31,"([np.int64(0), np.int64(3), np.int64(4), np.int64(10), np.int64(13), np.int64(21), np.int64(26), np.int64(29), np.int64(32), np.int64(33), np.int64(37), np.int64(39), np.int64(41), np.int64(44)], np.float64(5.409035655575084))","([np.int64(44)], np.float64(626.4073795364561))","([], np.float64(628.2275372917777))","([np.int64(19), np.int64(21), np.int64(26), np.int64(29), np.int64(39), np.int64(44)], np.float64(45.20681015704249))","([np.int64(21), np.int64(26), np.int64(29), np.int64(39)], np.float64(21.839712382955373))"
32,"([np.int64(0), np.int64(1), np.int64(2), np.int64(3), np.int64(7), np.int64(10), np.int64(11), np.int64(13), np.int64(14), np.int64(17), np.int64(21), np.int64(22), np.int64(23), np.int64(24), np.int64(27), np.int64(33), np.int64(35), np.int64(36), np.int64(37), np.int64(39), np.int64(44)], np.float64(9.369993243692821))","([np.int64(21)], np.float64(641.8515914951605))","([], np.float64(640.458481408124))","([np.int64(0), np.int64(21), np.int64(24), np.int64(36), np.int64(44)], np.float64(29.915215223722633))","([np.int64(0), np.int64(24), np.int64(36), np.int64(44)], np.float64(20.893178540318807))"
33,"([np.int64(0), np.int64(5), np.int64(6), np.int64(14), np.int64(18), np.int64(26), np.int64(46)], np.float64(2.5402968303532742))","([], np.float64(649.1092821415531))","([], np.float64(649.1092821415531))","([np.int64(5), np.int64(6), np.int64(18), np.int64(26)], np.float64(32.025268584690565))","([np.int64(5), np.int64(6), np.int64(18), np.int64(26)], np.float64(21.54978226135469))"
34,"([np.int64(0), np.int64(2), np.int64(3), np.int64(4), np.int64(5), np.int64(6), np.int64(8), np.int64(9), np.int64(10), np.int64(11), np.int64(15), np.int64(16), np.int64(17), np.int64(19), np.int64(20), np.int64(23), np.int64(24), np.int64(25), np.int64(26), np.int64(30), np.int64(31), np.int64(33), np.int64(34), np.int64(35), np.int64(36), np.int64(37), np.int64(38), np.int64(40), np.int64(41), np.int64(42), np.int64(43), np.int64(44), np.int64(45), np.int64(46), np.int64(47), np.int64(48), np.int64(49)], np.float64(9.242661157467275))","([np.int64(42)], np.float64(653.4756908720739))","([np.int64(42)], np.float64(661.3790321067946))","([np.int64(18), np.int64(23), np.int64(30), np.int64(33), np.int64(40), np.int64(47)], np.float64(41.638910626760115))","([np.int64(23), np.int64(30), np.int64(33), np.int64(40), np.int64(45)], np.float64(22.704861638028632))"
35,"([np.int64(1), np.int64(4), np.int64(6), np.int64(9), np.int64(13), np.int64(14), np.int64(15), np.int64(17), np.int64(21), np.int64(23), np.int64(26), np.int64(28), np.int64(29), np.int64(30), np.int64(31), np.int64(32), np.int64(33), np.int64(35), np.int64(38), np.int64(42), np.int64(45), np.int64(48)], np.float64(9.009756599615228))","([np.int64(5)], np.float64(686.690637703288))","([], np.float64(688.4067807245731))","([np.int64(15), np.int64(31), np.int64(32), np.int64(38), np.int64(42), np.int64(45)], np.float64(46.2286210435492))","([np.int64(15), np.int64(38), np.int64(42), np.int64(45)], np.float64(25.99386069564384))"
36,"([np.int64(1), np.int64(3), np.int64(8), np.int64(10), np.int64(11), np.int64(12), np.int64(13), np.int64(17), np.int64(22), np.int64(24), np.int64(31), np.int64(32), np.int64(34), np.int64(39), np.int64(40), np.int64(41), np.int64(43), np.int64(49)], np.float64(6.603824083857959))","([], np.float64(604.3552058704461))","([], np.float64(604.3552058704461))","([np.int64(8), np.int64(32), np.int64(34), np.int64(36), np.int64(49)], np.float64(33.478267621953464))","([np.int64(8), np.int64(32), np.int64(34), np.int64(49)], np.float64(17.457090543231963))"
37,"([np.int64(1), np.int64(5), np.int64(8), np.int64(14), np.int64(32), np.int64(36), np.int64(38), np.int64(40), np.int64(43), np.int64(48)], np.float64(3.8662497186103693))","([np.int64(40), np.int64(43), np.int64(48)], np.float64(640.1041026011966))","([np.int64(43)], np.float64(625.1289320546656))","([np.int64(5), np.int64(36), np.int64(40), np.int64(43)], np.float64(29.12602548351531))","([np.int64(5), np.int64(36), np.int64(40), np.int64(43)], np.float64(21.1038093368425))"
38,"([np.int64(0), np.int64(1), np.int64(3), np.int64(12), np.int64(14), np.int64(18), np.int64(21), np.int64(23), np.int64(24), np.int64(29), np.int64(34), np.int64(35), np.int64(37), np.int64(38), np.int64(40), np.int64(41), np.int64(44), np.int64(45)], np.float64(5.999796700891289))","([], np.float64(703.3927821707756))","([], np.float64(703.3927821707756))","([np.int64(6), np.int64(14), np.int64(37), np.int64(38), np.int64(44)], np.float64(40.17771215192258))","([np.int64(14), np.int64(37), np.int64(38), np.int64(44)], np.float64(20.474881854500342))"
39,"([np.int64(0), np.int64(1), np.int64(2), np.int64(3), np.int64(7), np.int64(8), np.int64(9), np.int64(10), np.int64(11), np.int64(12), np.int64(14), np.int64(15), np.int64(16), np.int64(18), np.int64(20), np.int64(22), np.int64(23), np.int64(24), np.int64(25), np.int64(26), np.int64(27), np.int64(28), np.int64(30), np.int64(32), np.int64(33), np.int64(34), np.int64(35), np.int64(36), np.int64(38), np.int64(40), np.int64(41), np.int64(43), np.int64(44), np.int64(45), np.int64(48)], np.float64(18.17363574844788))","([np.int64(43)], np.float64(660.6415549323126))","([np.int64(43)], np.float64(650.0010949154855))","([np.int64(1), np.int64(23), np.int64(32), np.int64(40), np.int64(43)], np.float64(40.40353484231821))","([np.int64(1), np.int64(23), np.int64(32), np.int64(43)], np.float64(23.05085425118437))"
40,"([np.int64(4), np.int64(5), np.int64(6), np.int64(7), np.int64(9), np.int64(10), np.int64(13), np.int64(14), np.int64(15), np.int64(16), np.int64(17), np.int64(19), np.int64(21), np.int64(22), np.int64(25), np.int64(27), np.int64(28), np.int64(29), np.int64(31), np.int64(32), np.int64(33), np.int64(34), np.int64(35), np.int64(36), np.int64(38), np.int64(40), np.int64(41), np.int64(43), np.int64(44), np.int64(45), np.int64(47), np.int64(49)], np.float64(15.273220209446876))","([], np.float64(629.6942379926629))","([], np.float64(629.6942379926629))","([np.int64(6), np.int64(21), np.int64(33), np.int64(34), np.int64(43)], np.float64(34.54547814325815))","([np.int64(6), np.int64(21), np.int64(33), np.int64(34)], np.float64(18.359395080609247))"
41,"([np.int64(1), np.int64(2), np.int64(3), np.int64(4), np.int64(5), np.int64(6), np.int64(7), np.int64(8), np.int64(9), np.int64(10), np.int64(11), np.int64(12), np.int64(13), np.int64(16), np.int64(17), np.int64(19), np.int64(20), np.int64(22), np.int64(24), np.int64(25), np.int64(26), np.int64(30), np.int64(32), np.int64(34), np.int64(35), np.int64(36), np.int64(37), np.int64(38), np.int64(40), np.int64(42), np.int64(43), np.int64(44), np.int64(46), np.int64(47), np.int64(49)], np.float64(12.401499839168848))","([np.int64(13)], np.float64(631.3208444240009))","([], np.float64(629.3921625091522))","([np.int64(1), np.int64(4), np.int64(6), np.int64(8), np.int64(20), np.int64(47)], np.float64(39.752723424705295))","([np.int64(1), np.int64(6), np.int64(12), np.int64(20), np.int64(47)], np.float64(26.247274404796475))"
42,"([np.int64(3), np.int64(5), np.int64(9), np.int64(10), np.int64(11), np.int64(12), np.int64(13), np.int64(15), np.int64(25), np.int64(29), np.int64(36), np.int64(39), np.int64(40), np.int64(41), np.int64(49)], np.float64(7.420933025888945))","([np.int64(33)], np.float64(681.6275709928484))","([], np.float64(678.3268929527011))","([np.int64(15), np.int64(29), np.int64(36), np.int64(39), np.int64(49)], np.float64(39.591971220928436))","([np.int64(15), np.int64(36), np.int64(39), np.int64(49)], np.float64(22.57662985487382))"
43,"([np.int64(0), np.int64(5), np.int64(6), np.int64(7), np.int64(11), np.int64(13), np.int64(17), np.int64(20), np.int64(30), np.int64(33), np.int64(34), np.int64(39), np.int64(40), np.int64(41)], np.float64(3.754177443025305))","([np.int64(13), np.int64(42)], np.float64(612.3813186652513))","([], np.float64(615.4417997315308))","([np.int64(5), np.int64(6), np.int64(7), np.int64(41)], np.float64(31.529796097781485))","([np.int64(5), np.int64(6), np.int64(7), np.int64(41)], np.float64(18.940128028970665))"
44,"([np.int64(1), np.int64(3), np.int64(5), np.int64(7), np.int64(8), np.int64(9), np.int64(10), np.int64(11), np.int64(12), np.int64(14), np.int64(18), np.int64(22), np.int64(23), np.int64(24), np.int64(25), np.int64(27), np.int64(30), np.int64(31), np.int64(32), np.int64(33), np.int64(36), np.int64(37), np.int64(39), np.int64(40), np.int64(47), np.int64(48), np.int64(49)], np.float64(9.04890090735482))","([], np.float64(639.7629922614151))","([], np.float64(639.7629922614151))","([np.int64(7), np.int64(24), np.int64(27), np.int64(31), np.int64(36)], np.float64(32.40430769436886))","([np.int64(24), np.int64(27), np.int64(31), np.int64(36)], np.float64(17.712541369553946))"
45,"([np.int64(1), np.int64(3), np.int64(5), np.int64(7), np.int64(10), np.int64(11), np.int64(12), np.int64(13), np.int64(15), np.int64(16), np.int64(19), np.int64(22), np.int64(23), np.int64(25), np.int64(27), np.int64(28), np.int64(30), np.int64(31), np.int64(32), np.int64(34), np.int64(35), np.int64(36), np.int64(39), np.int64(41), np.int64(42), np.int64(45), np.int64(46), np.int64(47)], np.float64(6.853274279710701))","([np.int64(11)], np.float64(660.6197245858556))","([], np.float64(659.3552524545721))","([np.int64(13), np.int64(32), np.int64(36), np.int64(41), np.int64(42)], np.float64(31.42931919064086))","([np.int64(13), np.int64(32), np.int64(36), np.int64(41)], np.float64(20.027900167781954))"
46,"([np.int64(1), np.int64(8), np.int64(13), np.int64(15), np.int64(19), np.int64(20), np.int64(26), np.int64(30), np.int64(37), np.int64(39), np.int64(47), np.int64(48)], np.float64(4.578970451497793))","([np.int64(8), np.int64(19)], np.float64(687.2237285714734))","([], np.float64(679.8157299076356))","([np.int64(8), np.int64(13), np.int64(15), np.int64(19), np.int64(32)], np.float64(44.62910670026597))","([np.int64(8), np.int64(13), np.int64(15), np.int64(19)], np.float64(22.01165696913591))"
