run_id,LNRegressor,LinearModell0,LinearModell1,RandomForestRegressor,XGBoostRegressor
10,"([np.int64(3), np.int64(11), np.int64(12), np.int64(14), np.int64(15), np.int64(18), np.int64(20), np.int64(24), np.int64(26), np.int64(30), np.int64(31), np.int64(35), np.int64(39), np.int64(40), np.int64(43), np.int64(49)], np.float64(75.33272719970165))","([], np.float64(2339.0789508201965))","([], np.float64(2339.0789508201965))","([np.int64(11), np.int64(12), np.int64(26), np.int64(30), np.int64(31), np.int64(39), np.int64(43), np.int64(49)], np.float64(138.76616250810238))","([np.int64(11), np.int64(12), np.int64(26), np.int64(30), np.int64(31), np.int64(39), np.int64(43), np.int64(49)], np.float64(98.48808523967475))"
11,"([np.int64(5), np.int64(8), np.int64(14), np.int64(17), np.int64(18), np.int64(22), np.int64(28), np.int64(29), np.int64(33), np.int64(36), np.int64(39), np.int64(40), np.int64(41), np.int64(42), np.int64(46), np.int64(47)], np.float64(121.49266500279077))","([np.int64(36), np.int64(47)], np.float64(2266.1494843029013))","([], np.float64(2264.041304149568))","([np.int64(5), np.int64(14), np.int64(17), np.int64(28), np.int64(29), np.int64(39), np.int64(42), np.int64(47)], np.float64(151.66362811420183))","([np.int64(14), np.int64(17), np.int64(28), np.int64(29), np.int64(39), np.int64(42), np.int64(47)], np.float64(138.31219562252983))"
12,"([np.int64(0), np.int64(3), np.int64(5), np.int64(6), np.int64(7), np.int64(10), np.int64(14), np.int64(21), np.int64(23), np.int64(31), np.int64(37), np.int64(38)], np.float64(81.60792922040389))","([np.int64(5)], np.float64(2361.2948232307244))","([], np.float64(2349.031923135787))","([np.int64(0), np.int64(7), np.int64(10), np.int64(14), np.int64(21), np.int64(23), np.int64(31), np.int64(37)], np.float64(143.80722880172917))","([np.int64(7), np.int64(10), np.int64(14), np.int64(21), np.int64(23), np.int64(31), np.int64(37)], np.float64(143.68019394652026))"
13,"([np.int64(0), np.int64(1), np.int64(3), np.int64(5), np.int64(6), np.int64(9), np.int64(20), np.int64(22), np.int64(23), np.int64(32), np.int64(35), np.int64(37), np.int64(38), np.int64(39), np.int64(41), np.int64(43), np.int64(46), np.int64(48), np.int64(49)], np.float64(93.83169280122937))","([np.int64(48)], np.float64(2371.512173444352))","([], np.float64(2372.074845297812))","([np.int64(1), np.int64(6), np.int64(9), np.int64(22), np.int64(32), np.int64(35), np.int64(37), np.int64(39)], np.float64(161.25140918963984))","([np.int64(9), np.int64(22), np.int64(32), np.int64(35), np.int64(37), np.int64(39)], np.float64(205.67821291902834))"
14,"([np.int64(3), np.int64(4), np.int64(5), np.int64(6), np.int64(7), np.int64(8), np.int64(9), np.int64(12), np.int64(13), np.int64(21), np.int64(24), np.int64(29), np.int64(30), np.int64(32), np.int64(33), np.int64(38), np.int64(39), np.int64(40), np.int64(42), np.int64(44), np.int64(46), np.int64(47), np.int64(48)], np.float64(64.53416661496153))","([np.int64(13), np.int64(42)], np.float64(2281.1358071362747))","([], np.float64(2283.0887530198693))","([np.int64(4), np.int64(6), np.int64(7), np.int64(9), np.int64(13), np.int64(18), np.int64(32), np.int64(39), np.int64(40)], np.float64(149.8433956181461))","([np.int64(4), np.int64(6), np.int64(7), np.int64(9), np.int64(13), np.int64(32), np.int64(39), np.int64(40)], np.float64(107.84583703841922))"
15,"([np.int64(8), np.int64(10), np.int64(11), np.int64(18), np.int64(20), np.int64(21), np.int64(26), np.int64(28), np.int64(29), np.int64(32), np.int64(36), np.int64(37), np.int64(38), np.int64(40), np.int64(42), np.int64(43), np.int64(44), np.int64(45), np.int64(46)], np.float64(87.12117001910602))","([np.int64(21), np.int64(43)], np.float64(2309.7288077416606))","([], np.float64(2285.087730592995))","([np.int64(10), np.int64(18), np.int64(26), np.int64(28), np.int64(32), np.int64(36), np.int64(43), np.int64(44)], np.float64(129.0766383307457))","([np.int64(10), np.int64(18), np.int64(26), np.int64(28), np.int64(32), np.int64(36), np.int64(43), np.int64(44)], np.float64(99.4596811777256))"
16,"([np.int64(0), np.int64(2), np.int64(3), np.int64(5), np.int64(11), np.int64(13), np.int64(14), np.int64(18), np.int64(19), np.int64(20), np.int64(22), np.int64(23), np.int64(26), np.int64(27), np.int64(30), np.int64(37), np.int64(38), np.int64(45), np.int64(46), np.int64(48)], np.float64(70.39049995720258))","([np.int64(27)], np.float64(2367.1159297626177))","([], np.float64(2379.3199773317547))","([np.int64(0), np.int64(2), np.int64(5), np.int64(11), np.int64(13), np.int64(18), np.int64(22), np.int64(27), np.int64(37), np.int64(43)], np.float64(152.63601033971148))","([np.int64(2), np.int64(5), np.int64(11), np.int64(13), np.int64(18), np.int64(22), np.int64(37), np.int64(43)], np.float64(148.9437727102891))"
17,"([np.int64(0), np.int64(4), np.int64(7), np.int64(9), np.int64(11), np.int64(12), np.int64(16), np.int64(18), np.int64(19), np.int64(22), np.int64(27), np.int64(30), np.int64(32), np.int64(37), np.int64(39), np.int64(40), np.int64(43), np.int64(44), np.int64(45), np.int64(46), np.int64(47)], np.float64(72.14576231006805))","([np.int64(7), np.int64(12), np.int64(15), np.int64(18), np.int64(39)], np.float64(2334.2845304169355))","([np.int64(39)], np.float64(2305.3332422628773))","([np.int64(4), np.int64(11), np.int64(22), np.int64(27), np.int64(39), np.int64(40), np.int64(43), np.int64(44), np.int64(45)], np.float64(142.35913236306212))","([np.int64(11), np.int64(22), np.int64(27), np.int64(40), np.int64(43), np.int64(44), np.int64(45)], np.float64(143.36760275892362))"
18,"([np.int64(3), np.int64(5), np.int64(6), np.int64(11), np.int64(12), np.int64(14), np.int64(15), np.int64(18), np.int64(24), np.int64(27), np.int64(32), np.int64(34), np.int64(38), np.int64(40), np.int64(41), np.int64(42), np.int64(44), np.int64(46), np.int64(48)], np.float64(62.672328393807284))","([], np.float64(2284.9908084358317))","([], np.float64(2284.9908084358317))","([np.int64(5), np.int64(14), np.int64(18), np.int64(24), np.int64(38), np.int64(40), np.int64(44), np.int64(46)], np.float64(145.63497991222462))","([np.int64(18), np.int64(24), np.int64(38), np.int64(40), np.int64(44), np.int64(46)], np.float64(177.1077770502576))"
19,"([np.int64(1), np.int64(3), np.int64(4), np.int64(5), np.int64(11), np.int64(14), np.int64(16), np.int64(18), np.int64(21), np.int64(22), np.int64(23), np.int64(24), np.int64(27), np.int64(34), np.int64(36), np.int64(37), np.int64(42), np.int64(44), np.int64(45), np.int64(47), np.int64(48)], np.float64(74.68457698708048))","([np.int64(4)], np.float64(2254.6766962301526))","([], np.float64(2245.1445015230665))","([np.int64(1), np.int64(5), np.int64(14), np.int64(15), np.int64(16), np.int64(21), np.int64(27), np.int64(37), np.int64(47)], np.float64(148.58836390370007))","([np.int64(16), np.int64(21), np.int64(27), np.int64(37), np.int64(47)], np.float64(200.52585569235706))"
20,"([np.int64(0), np.int64(3), np.int64(4), np.int64(7), np.int64(12), np.int64(15), np.int64(16), np.int64(17), np.int64(18), np.int64(23), np.int64(31), np.int64(33), np.int64(36), np.int64(41), np.int64(46), np.int64(49)], np.float64(77.47270545613301))","([], np.float64(2334.135160744283))","([], np.float64(2334.135160744283))","([np.int64(3), np.int64(7), np.int64(15), np.int64(16), np.int64(17), np.int64(23), np.int64(31), np.int64(41), np.int64(46)], np.float64(145.05535278648722))","([np.int64(7), np.int64(15), np.int64(16), np.int64(17), np.int64(23), np.int64(31), np.int64(46)], np.float64(145.74167266553))"
21,"([np.int64(0), np.int64(3), np.int64(4), np.int64(6), np.int64(9), np.int64(13), np.int64(15), np.int64(16), np.int64(18), np.int64(26), np.int64(28), np.int64(32), np.int64(33), np.int64(34), np.int64(35), np.int64(38), np.int64(41), np.int64(43), np.int64(44), np.int64(46)], np.float64(89.82777294071828))","([np.int64(33)], np.float64(2426.176167902884))","([], np.float64(2413.2705923857197))","([np.int64(3), np.int64(4), np.int64(6), np.int64(15), np.int64(32), np.int64(41), np.int64(43), np.int64(46)], np.float64(163.26921140020622))","([np.int64(3), np.int64(4), np.int64(6), np.int64(15), np.int64(32), np.int64(41), np.int64(43), np.int64(46)], np.float64(124.17225926690624))"
22,"([np.int64(0), np.int64(1), np.int64(3), np.int64(4), np.int64(6), np.int64(7), np.int64(10), np.int64(11), np.int64(13), np.int64(16), np.int64(18), np.int64(20), np.int64(21), np.int64(23), np.int64(24), np.int64(25), np.int64(27), np.int64(28), np.int64(29), np.int64(30), np.int64(32), np.int64(34), np.int64(38), np.int64(40), np.int64(41), np.int64(42), np.int64(43), np.int64(45), np.int64(48), np.int64(49)], np.float64(54.135438812982436))","([np.int64(45)], np.float64(2224.3211438308267))","([], np.float64(2237.357219237541))","([np.int64(7), np.int64(18), np.int64(20), np.int64(21), np.int64(30), np.int64(32), np.int64(41), np.int64(49)], np.float64(130.48267987048476))","([np.int64(18), np.int64(20), np.int64(21), np.int64(30), np.int64(32), np.int64(41), np.int64(49)], np.float64(134.23814386629888))"
23,"([np.int64(6), np.int64(10), np.int64(11), np.int64(14), np.int64(16), np.int64(17), np.int64(19), np.int64(25), np.int64(28), np.int64(30), np.int64(33), np.int64(36), np.int64(37), np.int64(39), np.int64(49)], np.float64(102.53691272433791))","([np.int64(6), np.int64(28)], np.float64(2432.603228468021))","([], np.float64(2431.8077339391093))","([np.int64(11), np.int64(14), np.int64(16), np.int64(19), np.int64(25), np.int64(28), np.int64(30), np.int64(36), np.int64(39)], np.float64(178.58577259996176))","([np.int64(11), np.int64(14), np.int64(16), np.int64(19), np.int64(25), np.int64(28), np.int64(30), np.int64(36), np.int64(39)], np.float64(119.0574569777016))"
24,"([np.int64(0), np.int64(3), np.int64(7), np.int64(8), np.int64(10), np.int64(14), np.int64(17), np.int64(18), np.int64(19), np.int64(20), np.int64(25), np.int64(30), np.int64(33), np.int64(34), np.int64(35), np.int64(42), np.int64(43), np.int64(47)], np.float64(80.21496342582718))","([np.int64(0), np.int64(12), np.int64(17)], np.float64(2343.7536033181655))","([], np.float64(2337.362212755027))","([np.int64(3), np.int64(7), np.int64(10), np.int64(17), np.int64(19), np.int64(25), np.int64(33), np.int64(43)], np.float64(135.1709133572676))","([np.int64(3), np.int64(7), np.int64(10), np.int64(17), np.int64(19), np.int64(25), np.int64(33), np.int64(43)], np.float64(95.72435285120973))"
25,"([np.int64(1), np.int64(2), np.int64(5), np.int64(16), np.int64(19), np.int64(22), np.int64(32), np.int64(36), np.int64(40), np.int64(42), np.int64(47)], np.float64(91.74514856263495))","([], np.float64(2323.693371882451))","([], np.float64(2323.693371882451))","([np.int64(1), np.int64(2), np.int64(5), np.int64(16), np.int64(26), np.int64(32), np.int64(40), np.int64(42), np.int64(47)], np.float64(155.8077926342285))","([np.int64(16), np.int64(32), np.int64(40), np.int64(42), np.int64(47)], np.float64(197.7597152018095))"
26,"([np.int64(1), np.int64(2), np.int64(5), np.int64(7), np.int64(9), np.int64(10), np.int64(17), np.int64(19), np.int64(21), np.int64(22), np.int64(24), np.int64(25), np.int64(27), np.int64(28), np.int64(30), np.int64(35), np.int64(36), np.int64(38), np.int64(39), np.int64(42), np.int64(43), np.int64(44), np.int64(46), np.int64(48)], np.float64(73.17610256626355))","([np.int64(21), np.int64(25), np.int64(30), np.int64(36)], np.float64(2247.2147920007883))","([], np.float64(2250.388862996555))","([np.int64(1), np.int64(17), np.int64(18), np.int64(28), np.int64(36), np.int64(38), np.int64(39), np.int64(46), np.int64(48)], np.float64(162.79972740060754))","([np.int64(17), np.int64(28), np.int64(36), np.int64(38), np.int64(39), np.int64(46), np.int64(48)], np.float64(138.9975193604176))"
27,"([np.int64(2), np.int64(5), np.int64(8), np.int64(9), np.int64(10), np.int64(11), np.int64(20), np.int64(24), np.int64(28), np.int64(34), np.int64(37), np.int64(38), np.int64(39), np.int64(41), np.int64(43), np.int64(44), np.int64(48)], np.float64(72.85860936071819))","([], np.float64(2288.705738931176))","([], np.float64(2288.705738931176))","([np.int64(2), np.int64(5), np.int64(8), np.int64(9), np.int64(10), np.int64(11), np.int64(37), np.int64(41), np.int64(43)], np.float64(152.49339940088237))","([np.int64(8), np.int64(9), np.int64(10), np.int64(11), np.int64(37), np.int64(41), np.int64(43)], np.float64(196.09085023750987))"
28,"([np.int64(1), np.int64(2), np.int64(3), np.int64(12), np.int64(18), np.int64(19), np.int64(20), np.int64(21), np.int64(30), np.int64(36), np.int64(40), np.int64(45), np.int64(46), np.int64(47)], np.float64(93.38008645534448))","([], np.float64(2393.5041932106756))","([], np.float64(2393.5041932106756))","([np.int64(1), np.int64(2), np.int64(3), np.int64(18), np.int64(19), np.int64(20), np.int64(21), np.int64(41), np.int64(47)], np.float64(150.1531516956614))","([np.int64(19), np.int64(20), np.int64(21)], np.float64(295.5353097748633))"
29,"([np.int64(0), np.int64(2), np.int64(6), np.int64(11), np.int64(13), np.int64(16), np.int64(18), np.int64(19), np.int64(21), np.int64(22), np.int64(24), np.int64(25), np.int64(29), np.int64(31), np.int64(32), np.int64(34), np.int64(37), np.int64(38), np.int64(39), np.int64(40), np.int64(41), np.int64(42), np.int64(43), np.int64(47), np.int64(48), np.int64(49)], np.float64(65.1560321919062))","([], np.float64(2351.972995159721))","([], np.float64(2351.972995159721))","([np.int64(13), np.int64(16), np.int64(21), np.int64(32), np.int64(34), np.int64(38), np.int64(42), np.int64(47)], np.float64(148.95774013336958))","([np.int64(16), np.int64(21), np.int64(32), np.int64(34), np.int64(38), np.int64(42), np.int64(47)], np.float64(146.72328504581628))"
30,"([np.int64(3), np.int64(4), np.int64(5), np.int64(6), np.int64(8), np.int64(9), np.int64(13), np.int64(20), np.int64(22), np.int64(23), np.int64(24), np.int64(26), np.int64(29), np.int64(32), np.int64(34), np.int64(37), np.int64(39), np.int64(40), np.int64(41), np.int64(44), np.int64(49)], np.float64(138.96548543111584))","([], np.float64(2337.1500724828966))","([], np.float64(2337.1500724828966))","([np.int64(4), np.int64(6), np.int64(8), np.int64(13), np.int64(22), np.int64(23), np.int64(32), np.int64(44), np.int64(45)], np.float64(153.1822830160026))","([np.int64(6), np.int64(13), np.int64(22), np.int64(23), np.int64(32), np.int64(44)], np.float64(183.29243115255989))"
31,"([np.int64(2), np.int64(7), np.int64(8), np.int64(9), np.int64(10), np.int64(12), np.int64(16), np.int64(18), np.int64(19), np.int64(20), np.int64(23), np.int64(24), np.int64(25), np.int64(28), np.int64(30), np.int64(33), np.int64(35), np.int64(36), np.int64(37), np.int64(38), np.int64(40), np.int64(44), np.int64(45)], np.float64(67.12892731006053))","([np.int64(25)], np.float64(2319.2039058620962))","([], np.float64(2313.6894605023244))","([np.int64(10), np.int64(16), np.int64(20), np.int64(23), np.int64(24), np.int64(28), np.int64(38), np.int64(44)], np.float64(147.72766020155885))","([np.int64(16), np.int64(20), np.int64(23), np.int64(24), np.int64(28), np.int64(38), np.int64(40), np.int64(44)], np.float64(162.03355891153862))"
32,"([np.int64(3), np.int64(6), np.int64(14), np.int64(15), np.int64(19), np.int64(21), np.int64(27), np.int64(28), np.int64(29), np.int64(30), np.int64(36), np.int64(41), np.int64(42), np.int64(43)], np.float64(107.18545286864482))","([np.int64(6)], np.float64(2448.9137482117544))","([], np.float64(2445.180046557056))","([np.int64(3), np.int64(14), np.int64(15), np.int64(27), np.int64(28), np.int64(29), np.int64(42), np.int64(43)], np.float64(154.19907439826483))","([np.int64(3), np.int64(14), np.int64(15), np.int64(27), np.int64(28), np.int64(29), np.int64(42), np.int64(43)], np.float64(116.86592488256534))"
33,"([np.int64(0), np.int64(1), np.int64(3), np.int64(5), np.int64(8), np.int64(15), np.int64(18), np.int64(21), np.int64(27), np.int64(28), np.int64(30), np.int64(32), np.int64(33), np.int64(35), np.int64(38), np.int64(39), np.int64(40), np.int64(42), np.int64(43), np.int64(44), np.int64(46)], np.float64(135.46332446117384))","([np.int64(28), np.int64(33)], np.float64(2300.7250070685254))","([], np.float64(2281.4753533433745))","([np.int64(3), np.int64(14), np.int64(15), np.int64(21), np.int64(32), np.int64(38), np.int64(39), np.int64(40), np.int64(44), np.int64(49)], np.float64(157.09550238920872))","([np.int64(3), np.int64(15), np.int64(32), np.int64(38), np.int64(39), np.int64(40), np.int64(49)], np.float64(132.66493725769308))"
34,"([np.int64(0), np.int64(1), np.int64(2), np.int64(4), np.int64(8), np.int64(10), np.int64(13), np.int64(14), np.int64(16), np.int64(19), np.int64(25), np.int64(27), np.int64(29), np.int64(31), np.int64(33), np.int64(34), np.int64(37), np.int64(38), np.int64(41), np.int64(44), np.int64(46), np.int64(48), np.int64(49)], np.float64(80.83682120205818))","([np.int64(41)], np.float64(2341.0329217472777))","([], np.float64(2322.933240243024))","([np.int64(4), np.int64(8), np.int64(10), np.int64(19), np.int64(37), np.int64(41), np.int64(44), np.int64(46)], np.float64(142.43208582459232))","([np.int64(8), np.int64(10), np.int64(19), np.int64(37), np.int64(41), np.int64(44), np.int64(46)], np.float64(148.51515212372294))"
35,"([np.int64(3), np.int64(6), np.int64(7), np.int64(13), np.int64(14), np.int64(15), np.int64(19), np.int64(23), np.int64(25), np.int64(27), np.int64(34), np.int64(38), np.int64(43), np.int64(44), np.int64(45), np.int64(46), np.int64(49)], np.float64(74.57657178396717))","([np.int64(15)], np.float64(2316.6706591724887))","([], np.float64(2309.8331389361847))","([np.int64(3), np.int64(6), np.int64(7), np.int64(13), np.int64(15), np.int64(18), np.int64(23), np.int64(25), np.int64(27), np.int64(49)], np.float64(147.98304831652345))","([np.int64(7), np.int64(13), np.int64(23), np.int64(25), np.int64(27), np.int64(40), np.int64(49)], np.float64(171.12711352723275))"
36,"([np.int64(0), np.int64(3), np.int64(13), np.int64(14), np.int64(16), np.int64(18), np.int64(19), np.int64(20), np.int64(22), np.int64(29), np.int64(34), np.int64(36), np.int64(38), np.int64(41), np.int64(43), np.int64(45), np.int64(47), np.int64(48)], np.float64(62.92250732227251))","([], np.float64(2284.630777681364))","([], np.float64(2284.630777681364))","([np.int64(0), np.int64(13), np.int64(14), np.int64(38), np.int64(41), np.int64(43), np.int64(47), np.int64(48)], np.float64(141.11723489673173))","([np.int64(13), np.int64(14), np.int64(38), np.int64(41), np.int64(43), np.int64(47), np.int64(48)], np.float64(133.58852081299835))"
37,"([np.int64(1), np.int64(2), np.int64(3), np.int64(5), np.int64(9), np.int64(11), np.int64(12), np.int64(13), np.int64(16), np.int64(20), np.int64(23), np.int64(25), np.int64(26), np.int64(28), np.int64(31), np.int64(32), np.int64(35), np.int64(36), np.int64(39), np.int64(40), np.int64(41), np.int64(43), np.int64(47), np.int64(49)], np.float64(87.63656794545736))","([], np.float64(2288.989657813944))","([], np.float64(2288.989657813944))","([np.int64(3), np.int64(9), np.int64(11), np.int64(12), np.int64(16), np.int64(41), np.int64(43), np.int64(49)], np.float64(146.94737018379382))","([np.int64(3), np.int64(9), np.int64(11), np.int64(12), np.int64(16), np.int64(41), np.int64(43), np.int64(49)], np.float64(102.12875651981554))"
38,"([np.int64(0), np.int64(4), np.int64(6), np.int64(7), np.int64(8), np.int64(14), np.int64(15), np.int64(16), np.int64(17), np.int64(22), np.int64(28), np.int64(29), np.int64(30), np.int64(31), np.int64(32), np.int64(36), np.int64(38), np.int64(39), np.int64(41), np.int64(43), np.int64(44), np.int64(48), np.int64(49)], np.float64(97.5084083355363))","([np.int64(8), np.int64(21)], np.float64(2332.707864435371))","([], np.float64(2314.9543809473666))","([np.int64(6), np.int64(8), np.int64(17), np.int64(21), np.int64(22), np.int64(28), np.int64(36), np.int64(43), np.int64(44), np.int64(49)], np.float64(160.11430461272556))","([np.int64(6), np.int64(17), np.int64(22), np.int64(28), np.int64(36), np.int64(43), np.int64(44), np.int64(49)], np.float64(109.2762736750755))"
39,"([np.int64(0), np.int64(3), np.int64(5), np.int64(7), np.int64(10), np.int64(11), np.int64(14), np.int64(15), np.int64(20), np.int64(21), np.int64(23), np.int64(24), np.int64(26), np.int64(27), np.int64(28), np.int64(33), np.int64(35), np.int64(37), np.int64(47)], np.float64(83.05728329326075))","([np.int64(10)], np.float64(2378.252921651979))","([], np.float64(2379.1376869105625))","([np.int64(0), np.int64(7), np.int64(9), np.int64(10), np.int64(11), np.int64(14), np.int64(15), np.int64(20), np.int64(26), np.int64(28)], np.float64(165.81443389118607))","([np.int64(7), np.int64(11), np.int64(14), np.int64(15), np.int64(20), np.int64(28)], np.float64(204.64909063666582))"
40,"([np.int64(0), np.int64(1), np.int64(4), np.int64(7), np.int64(8), np.int64(10), np.int64(11), np.int64(18), np.int64(19), np.int64(20), np.int64(21), np.int64(22), np.int64(28), np.int64(33), np.int64(35), np.int64(38), np.int64(42), np.int64(45), np.int64(48)], np.float64(53.32959689286186))","([], np.float64(2295.4038482984183))","([], np.float64(2295.4038482984183))","([np.int64(4), np.int64(7), np.int64(8), np.int64(21), np.int64(38), np.int64(42), np.int64(45), np.int64(48)], np.float64(138.7770125002216))","([np.int64(7), np.int64(8), np.int64(21), np.int64(38), np.int64(40), np.int64(42), np.int64(45), np.int64(48)], np.float64(151.0073689221129))"
