run_id,LNRegressor,LinearModell0,LinearModell1,RandomForestRegressor,XGBoostRegressor
10,"([np.int64(0), np.int64(3), np.int64(6), np.int64(8), np.int64(12), np.int64(15), np.int64(17), np.int64(18), np.int64(21), np.int64(26), np.int64(31), np.int64(44), np.int64(46), np.int64(49)], np.float64(41.084352755244424))","([], np.float64(1365.1000250306558))","([], np.float64(1365.1000250306558))","([np.int64(12), np.int64(18), np.int64(21), np.int64(31), np.int64(44), np.int64(46), np.int64(49)], np.float64(84.58147350614387))","([np.int64(12), np.int64(18), np.int64(21), np.int64(31), np.int64(44), np.int64(46)], np.float64(59.75501971396078))"
11,"([np.int64(3), np.int64(4), np.int64(12), np.int64(13), np.int64(14), np.int64(18), np.int64(19), np.int64(20), np.int64(23), np.int64(27), np.int64(28), np.int64(31), np.int64(32), np.int64(37), np.int64(40), np.int64(42), np.int64(45)], np.float64(58.1913389219567))","([np.int64(12)], np.float64(1390.962738201383))","([np.int64(12)], np.float64(1387.9375589658414))","([np.int64(12), np.int64(18), np.int64(19), np.int64(20), np.int64(23), np.int64(40)], np.float64(89.53967916584705))","([np.int64(12), np.int64(18), np.int64(19), np.int64(20), np.int64(23), np.int64(40)], np.float64(58.67056513289823))"
12,"([np.int64(3), np.int64(4), np.int64(18), np.int64(20), np.int64(25), np.int64(36), np.int64(37), np.int64(38), np.int64(43), np.int64(44), np.int64(49)], np.float64(37.32324441744507))","([np.int64(1)], np.float64(1399.7378997175297))","([], np.float64(1397.7655436789466))","([np.int64(4), np.int64(18), np.int64(25), np.int64(37), np.int64(43), np.int64(44), np.int64(49)], np.float64(93.85445836884566))","([np.int64(4), np.int64(18), np.int64(25), np.int64(37), np.int64(43), np.int64(49)], np.float64(52.07040127570005))"
13,"([np.int64(2), np.int64(3), np.int64(4), np.int64(5), np.int64(8), np.int64(12), np.int64(22), np.int64(28), np.int64(33), np.int64(37), np.int64(38), np.int64(40), np.int64(42), np.int64(43), np.int64(45), np.int64(46), np.int64(48)], np.float64(50.84617249847504))","([np.int64(3), np.int64(4), np.int64(33), np.int64(40), np.int64(43)], np.float64(1405.0035118109263))","([np.int64(3)], np.float64(1408.8067379933404))","([np.int64(3), np.int64(37), np.int64(38), np.int64(40), np.int64(46), np.int64(48)], np.float64(88.04718974265907))","([np.int64(3), np.int64(37), np.int64(38), np.int64(40), np.int64(46), np.int64(48)], np.float64(60.167101352880174))"
14,"([np.int64(4), np.int64(5), np.int64(8), np.int64(9), np.int64(13), np.int64(15), np.int64(20), np.int64(22), np.int64(26), np.int64(30), np.int64(32), np.int64(33), np.int64(34), np.int64(36), np.int64(39), np.int64(44), np.int64(47)], np.float64(42.87494010703384))","([np.int64(8)], np.float64(1271.412572034267))","([], np.float64(1279.6675397293293))","([np.int64(9), np.int64(15), np.int64(20), np.int64(34), np.int64(36), np.int64(39), np.int64(45)], np.float64(85.05582693932334))","([np.int64(9), np.int64(15), np.int64(20), np.int64(34), np.int64(36), np.int64(39)], np.float64(51.85754821543882))"
15,"([np.int64(3), np.int64(8), np.int64(10), np.int64(14), np.int64(16), np.int64(18), np.int64(21), np.int64(24), np.int64(31), np.int64(33), np.int64(38), np.int64(44), np.int64(45)], np.float64(51.58712498111142))","([np.int64(18), np.int64(31)], np.float64(1383.640948785765))","([], np.float64(1380.9611711128714))","([np.int64(3), np.int64(8), np.int64(18), np.int64(21), np.int64(31), np.int64(33), np.int64(38), np.int64(44), np.int64(45)], np.float64(107.63279067974638))","([np.int64(3), np.int64(18), np.int64(21), np.int64(33), np.int64(38), np.int64(45)], np.float64(65.79890469874543))"
16,"([np.int64(5), np.int64(9), np.int64(11), np.int64(15), np.int64(16), np.int64(18), np.int64(20), np.int64(27), np.int64(30), np.int64(36), np.int64(38), np.int64(41), np.int64(42), np.int64(45), np.int64(49)], np.float64(51.57562206187595))","([np.int64(42)], np.float64(1293.198481285722))","([], np.float64(1300.7024276792479))","([np.int64(5), np.int64(9), np.int64(15), np.int64(16), np.int64(27), np.int64(38), np.int64(48)], np.float64(99.2346819937283))","([np.int64(5), np.int64(9), np.int64(15), np.int64(16), np.int64(27), np.int64(38)], np.float64(58.764959928301785))"
17,"([np.int64(2), np.int64(5), np.int64(6), np.int64(8), np.int64(9), np.int64(10), np.int64(13), np.int64(14), np.int64(18), np.int64(23), np.int64(33), np.int64(34), np.int64(36), np.int64(44), np.int64(45), np.int64(48)], np.float64(45.305167092252624))","([np.int64(8), np.int64(33), np.int64(44)], np.float64(1378.1730084743062))","([np.int64(44)], np.float64(1384.895970770472))","([np.int64(10), np.int64(14), np.int64(34), np.int64(36), np.int64(44), np.int64(45), np.int64(48), np.int64(49)], np.float64(98.03307949862787))","([np.int64(10), np.int64(14), np.int64(34), np.int64(36), np.int64(45), np.int64(48)], np.float64(62.639285025509054))"
18,"([np.int64(4), np.int64(5), np.int64(6), np.int64(7), np.int64(10), np.int64(11), np.int64(12), np.int64(13), np.int64(17), np.int64(20), np.int64(21), np.int64(27), np.int64(29), np.int64(33), np.int64(39), np.int64(40), np.int64(44), np.int64(45), np.int64(46)], np.float64(42.28680748866099))","([], np.float64(1394.9766389812835))","([], np.float64(1394.9766389812835))","([np.int64(3), np.int64(4), np.int64(5), np.int64(6), np.int64(12), np.int64(33), np.int64(39), np.int64(44)], np.float64(96.28389395952135))","([np.int64(4), np.int64(5), np.int64(6), np.int64(12), np.int64(33), np.int64(44)], np.float64(59.88543358840675))"
19,"([np.int64(2), np.int64(3), np.int64(5), np.int64(14), np.int64(18), np.int64(21), np.int64(24), np.int64(33), np.int64(35), np.int64(37), np.int64(39), np.int64(41), np.int64(43), np.int64(44), np.int64(47)], np.float64(45.33692582415326))","([], np.float64(1363.776454767343))","([], np.float64(1363.776454767343))","([np.int64(2), np.int64(18), np.int64(21), np.int64(32), np.int64(41), np.int64(43), np.int64(44)], np.float64(91.03101810541138))","([np.int64(2), np.int64(18), np.int64(21), np.int64(41), np.int64(43), np.int64(44)], np.float64(62.65575735689659))"
20,"([np.int64(1), np.int64(5), np.int64(10), np.int64(19), np.int64(21), np.int64(27), np.int64(31), np.int64(32), np.int64(36), np.int64(43), np.int64(44), np.int64(49)], np.float64(45.30933376800266))","([np.int64(14), np.int64(31)], np.float64(1363.7032350092695))","([], np.float64(1357.1642986618845))","([np.int64(1), np.int64(5), np.int64(19), np.int64(31), np.int64(32), np.int64(44)], np.float64(85.66253577927131))","([np.int64(1), np.int64(5), np.int64(19), np.int64(31), np.int64(32), np.int64(44)], np.float64(61.72875798162756))"
21,"([np.int64(2), np.int64(6), np.int64(7), np.int64(9), np.int64(12), np.int64(16), np.int64(19), np.int64(23), np.int64(31), np.int64(38), np.int64(44), np.int64(45), np.int64(46), np.int64(47), np.int64(49)], np.float64(44.72466450483425))","([], np.float64(1326.185997455413))","([], np.float64(1326.185997455413))","([np.int64(9), np.int64(12), np.int64(16), np.int64(23), np.int64(38), np.int64(39), np.int64(46)], np.float64(80.63534901551043))","([np.int64(9), np.int64(12), np.int64(16), np.int64(23), np.int64(38), np.int64(46)], np.float64(56.29636397882014))"
22,"([np.int64(0), np.int64(3), np.int64(5), np.int64(6), np.int64(9), np.int64(13), np.int64(14), np.int64(18), np.int64(22), np.int64(27), np.int64(28), np.int64(31), np.int64(34), np.int64(38), np.int64(39), np.int64(40), np.int64(43), np.int64(47)], np.float64(36.65521664343934))","([], np.float64(1333.9218369763335))","([], np.float64(1333.9218369763335))","([np.int64(5), np.int64(6), np.int64(9), np.int64(28), np.int64(34), np.int64(38), np.int64(43)], np.float64(82.78204550941345))","([np.int64(5), np.int64(6), np.int64(9), np.int64(28), np.int64(38), np.int64(43)], np.float64(50.35993688033626))"
23,"([np.int64(0), np.int64(10), np.int64(14), np.int64(16), np.int64(17), np.int64(18), np.int64(22), np.int64(23), np.int64(28), np.int64(30), np.int64(34), np.int64(35), np.int64(36), np.int64(38), np.int64(39), np.int64(47), np.int64(48)], np.float64(42.79580138665997))","([np.int64(38)], np.float64(1362.5047866493283))","([], np.float64(1358.651401206683))","([np.int64(10), np.int64(14), np.int64(16), np.int64(23), np.int64(28), np.int64(34), np.int64(38), np.int64(39), np.int64(43), np.int64(47)], np.float64(99.68558840631596))","([np.int64(16), np.int64(23), np.int64(28), np.int64(34), np.int64(39), np.int64(47)], np.float64(55.241631715124974))"
24,"([np.int64(3), np.int64(4), np.int64(6), np.int64(13), np.int64(15), np.int64(21), np.int64(26), np.int64(30), np.int64(33), np.int64(37), np.int64(39), np.int64(40), np.int64(42)], np.float64(50.83754907327384))","([np.int64(26), np.int64(42)], np.float64(1403.8449979735835))","([], np.float64(1405.5611636448282))","([np.int64(4), np.int64(6), np.int64(13), np.int64(15), np.int64(26), np.int64(31), np.int64(33), np.int64(37), np.int64(39)], np.float64(107.552191055938))","([np.int64(4), np.int64(6), np.int64(15), np.int64(26), np.int64(33), np.int64(37), np.int64(38), np.int64(39)], np.float64(70.68757869617868))"
25,"([np.int64(3), np.int64(4), np.int64(9), np.int64(10), np.int64(13), np.int64(15), np.int64(20), np.int64(24), np.int64(25), np.int64(26), np.int64(29), np.int64(33), np.int64(34), np.int64(42), np.int64(43), np.int64(46), np.int64(49)], np.float64(47.80387929918831))","([], np.float64(1383.190715714021))","([], np.float64(1383.190715714021))","([np.int64(3), np.int64(4), np.int64(10), np.int64(29), np.int64(34), np.int64(42), np.int64(46)], np.float64(101.14111250070738))","([np.int64(4), np.int64(10), np.int64(29), np.int64(34), np.int64(42), np.int64(46)], np.float64(64.56658042367089))"
26,"([np.int64(2), np.int64(4), np.int64(8), np.int64(9), np.int64(10), np.int64(21), np.int64(22), np.int64(25), np.int64(27), np.int64(28), np.int64(33), np.int64(34), np.int64(39), np.int64(40), np.int64(43), np.int64(47), np.int64(48)], np.float64(41.791674046145474))","([np.int64(8), np.int64(47)], np.float64(1361.971540026216))","([], np.float64(1348.0577584674973))","([np.int64(8), np.int64(9), np.int64(12), np.int64(21), np.int64(22), np.int64(27), np.int64(28), np.int64(39)], np.float64(97.34618882286293))","([np.int64(8), np.int64(9), np.int64(21), np.int64(27), np.int64(28), np.int64(39)], np.float64(58.59050246091745))"
27,"([np.int64(2), np.int64(4), np.int64(12), np.int64(18), np.int64(29), np.int64(30), np.int64(35), np.int64(38), np.int64(39), np.int64(49)], np.float64(47.05029126276277))","([np.int64(29)], np.float64(1367.0925814925324))","([], np.float64(1366.4223438274125))","([np.int64(2), np.int64(11), np.int64(12), np.int64(29), np.int64(30), np.int64(35), np.int64(39), np.int64(49)], np.float64(94.76473556269089))","([np.int64(2), np.int64(12), np.int64(30), np.int64(35), np.int64(39), np.int64(49)], np.float64(53.041988551529286))"
28,"([np.int64(0), np.int64(1), np.int64(3), np.int64(8), np.int64(10), np.int64(11), np.int64(13), np.int64(16), np.int64(20), np.int64(21), np.int64(22), np.int64(24), np.int64(26), np.int64(28), np.int64(29), np.int64(31), np.int64(41), np.int64(44), np.int64(48)], np.float64(39.31233732297397))","([], np.float64(1326.0040420099995))","([], np.float64(1326.0040420099995))","([np.int64(1), np.int64(3), np.int64(8), np.int64(20), np.int64(44), np.int64(48)], np.float64(80.19627988122956))","([np.int64(1), np.int64(3), np.int64(8), np.int64(20), np.int64(25), np.int64(44), np.int64(48)], np.float64(56.072220800917655))"
29,"([np.int64(0), np.int64(8), np.int64(9), np.int64(20), np.int64(23), np.int64(26), np.int64(37), np.int64(42), np.int64(45)], np.float64(42.88729438902714))","([], np.float64(1271.0249455980827))","([], np.float64(1271.0249455980827))","([np.int64(0), np.int64(9), np.int64(16), np.int64(20), np.int64(23), np.int64(42), np.int64(45)], np.float64(80.8758795011201))","([np.int64(9), np.int64(20), np.int64(23), np.int64(42), np.int64(45)], np.float64(98.12688224170115))"
30,"([np.int64(3), np.int64(4), np.int64(9), np.int64(11), np.int64(12), np.int64(14), np.int64(17), np.int64(22), np.int64(23), np.int64(25), np.int64(26), np.int64(29), np.int64(31), np.int64(32), np.int64(37), np.int64(38), np.int64(42), np.int64(45), np.int64(46), np.int64(49)], np.float64(46.32346874336177))","([], np.float64(1357.560454336274))","([], np.float64(1357.560454336274))","([np.int64(14), np.int64(17), np.int64(25), np.int64(31), np.int64(42), np.int64(45)], np.float64(78.6969804318877))","([np.int64(14), np.int64(17), np.int64(25), np.int64(31), np.int64(42), np.int64(45)], np.float64(56.6613639098915))"
31,"([np.int64(2), np.int64(3), np.int64(4), np.int64(6), np.int64(8), np.int64(9), np.int64(11), np.int64(14), np.int64(19), np.int64(20), np.int64(26), np.int64(35), np.int64(37), np.int64(40), np.int64(47)], np.float64(43.754212121502704))","([np.int64(3)], np.float64(1367.0562035831251))","([np.int64(3)], np.float64(1365.9868359872596))","([np.int64(3), np.int64(6), np.int64(8), np.int64(19), np.int64(23), np.int64(26), np.int64(35), np.int64(40)], np.float64(99.52284456523633))","([np.int64(6), np.int64(8), np.int64(19), np.int64(26), np.int64(35), np.int64(40)], np.float64(61.66928646883728))"
32,"([np.int64(0), np.int64(7), np.int64(12), np.int64(15), np.int64(19), np.int64(27), np.int64(30), np.int64(32), np.int64(35), np.int64(39), np.int64(40), np.int64(48)], np.float64(49.018094080054944))","([np.int64(30)], np.float64(1326.015587922694))","([], np.float64(1326.1413370206187))","([np.int64(7), np.int64(12), np.int64(30), np.int64(32), np.int64(39), np.int64(40), np.int64(48)], np.float64(88.16146661907786))","([np.int64(7), np.int64(12), np.int64(32), np.int64(39), np.int64(40), np.int64(48)], np.float64(51.046806527282534))"
33,"([np.int64(1), np.int64(2), np.int64(3), np.int64(5), np.int64(9), np.int64(10), np.int64(13), np.int64(14), np.int64(18), np.int64(19), np.int64(21), np.int64(24), np.int64(27), np.int64(29), np.int64(30), np.int64(35), np.int64(36), np.int64(37), np.int64(38), np.int64(40)], np.float64(42.35653492692318))","([np.int64(3), np.int64(13), np.int64(14)], np.float64(1400.038142271994))","([], np.float64(1395.431122160155))","([np.int64(19), np.int64(30), np.int64(35), np.int64(37), np.int64(38), np.int64(40)], np.float64(84.5535739176574))","([np.int64(19), np.int64(30), np.int64(35), np.int64(37), np.int64(38), np.int64(40)], np.float64(56.044830726208964))"
34,"([np.int64(7), np.int64(10), np.int64(12), np.int64(15), np.int64(20), np.int64(23), np.int64(30), np.int64(34)], np.float64(56.84073027042999))","([np.int64(12)], np.float64(1329.6172451332402))","([], np.float64(1325.9316389313988))","([np.int64(7), np.int64(15), np.int64(20), np.int64(23), np.int64(30), np.int64(34), np.int64(41)], np.float64(94.49416266923947))","([np.int64(7), np.int64(15), np.int64(20), np.int64(23), np.int64(30), np.int64(34)], np.float64(62.090254804352824))"
35,"([np.int64(3), np.int64(8), np.int64(10), np.int64(16), np.int64(26), np.int64(27), np.int64(33), np.int64(34), np.int64(40), np.int64(46), np.int64(49)], np.float64(42.54755806661454))","([np.int64(8), np.int64(33), np.int64(46)], np.float64(1324.163093771171))","([np.int64(33)], np.float64(1312.735255308506))","([np.int64(3), np.int64(10), np.int64(16), np.int64(26), np.int64(33), np.int64(34), np.int64(49)], np.float64(83.4053889842728))","([np.int64(3), np.int64(10), np.int64(16), np.int64(26), np.int64(34), np.int64(49)], np.float64(57.57870133929819))"
36,"([np.int64(2), np.int64(8), np.int64(9), np.int64(11), np.int64(13), np.int64(14), np.int64(28), np.int64(29), np.int64(30), np.int64(35), np.int64(42), np.int64(46)], np.float64(48.41945024039439))","([np.int64(29), np.int64(46)], np.float64(1358.8650758195565))","([], np.float64(1349.8937932656625))","([np.int64(2), np.int64(9), np.int64(13), np.int64(28), np.int64(29), np.int64(30), np.int64(46)], np.float64(94.94461882018382))","([np.int64(2), np.int64(9), np.int64(13), np.int64(28), np.int64(29), np.int64(30)], np.float64(55.02346105413293))"
37,"([np.int64(1), np.int64(3), np.int64(4), np.int64(6), np.int64(8), np.int64(12), np.int64(18), np.int64(21), np.int64(24), np.int64(27), np.int64(33), np.int64(40), np.int64(41), np.int64(44), np.int64(45), np.int64(46)], np.float64(43.17272348070393))","([np.int64(3), np.int64(15), np.int64(40), np.int64(44)], np.float64(1359.138692436147))","([], np.float64(1360.7191220113264))","([np.int64(6), np.int64(18), np.int64(21), np.int64(24), np.int64(27), np.int64(40), np.int64(41), np.int64(45)], np.float64(93.37866248525914))","([np.int64(6), np.int64(21), np.int64(24), np.int64(27), np.int64(41), np.int64(45)], np.float64(54.81942171459598))"
38,"([np.int64(4), np.int64(6), np.int64(13), np.int64(18), np.int64(19), np.int64(24), np.int64(26), np.int64(29), np.int64(30), np.int64(32), np.int64(36), np.int64(43), np.int64(45)], np.float64(51.403684507543936))","([np.int64(13)], np.float64(1405.35824492747))","([], np.float64(1409.6765542036667))","([np.int64(4), np.int64(13), np.int64(19), np.int64(26), np.int64(29), np.int64(30), np.int64(32), np.int64(38), np.int64(44)], np.float64(105.57167447635092))","([np.int64(4), np.int64(19), np.int64(26), np.int64(29), np.int64(30), np.int64(32)], np.float64(70.88323526638898))"
39,"([np.int64(0), np.int64(1), np.int64(2), np.int64(6), np.int64(10), np.int64(16), np.int64(17), np.int64(20), np.int64(30), np.int64(31), np.int64(32), np.int64(33), np.int64(35), np.int64(43), np.int64(45), np.int64(46), np.int64(48), np.int64(49)], np.float64(40.33689885129293))","([np.int64(2)], np.float64(1360.1089239349494))","([], np.float64(1347.9032205968638))","([np.int64(1), np.int64(10), np.int64(17), np.int64(20), np.int64(46), np.int64(48)], np.float64(73.99423648204316))","([np.int64(1), np.int64(10), np.int64(17), np.int64(20), np.int64(46), np.int64(48)], np.float64(52.43254806658287))"
40,"([np.int64(0), np.int64(3), np.int64(5), np.int64(9), np.int64(10), np.int64(18), np.int64(22), np.int64(25), np.int64(27), np.int64(28), np.int64(33), np.int64(35), np.int64(37)], np.float64(48.48635993891372))","([np.int64(37)], np.float64(1332.9828201894197))","([], np.float64(1324.4787078204959))","([np.int64(3), np.int64(5), np.int64(22), np.int64(25), np.int64(27), np.int64(33)], np.float64(82.55280751340257))","([np.int64(3), np.int64(5), np.int64(22), np.int64(25), np.int64(27), np.int64(31), np.int64(33)], np.float64(69.83832271425791))"
41,"([np.int64(3), np.int64(4), np.int64(5), np.int64(9), np.int64(12), np.int64(22), np.int64(24), np.int64(25), np.int64(27), np.int64(30), np.int64(31), np.int64(38), np.int64(39), np.int64(40), np.int64(41)], np.float64(48.75125145987853))","([], np.float64(1357.3256421734443))","([], np.float64(1357.3256421734443))","([np.int64(4), np.int64(5), np.int64(12), np.int64(17), np.int64(22), np.int64(30), np.int64(38), np.int64(39)], np.float64(89.8773677088309))","([np.int64(4), np.int64(5), np.int64(12), np.int64(22), np.int64(30), np.int64(38)], np.float64(54.43861047160306))"
42,"([np.int64(1), np.int64(2), np.int64(4), np.int64(6), np.int64(7), np.int64(8), np.int64(14), np.int64(17), np.int64(19), np.int64(21), np.int64(23), np.int64(24), np.int64(29), np.int64(36), np.int64(38), np.int64(42), np.int64(47)], np.float64(44.25821615618449))","([], np.float64(1381.4765368937124))","([], np.float64(1381.4765368937124))","([np.int64(2), np.int64(6), np.int64(8), np.int64(14), np.int64(17), np.int64(21), np.int64(47)], np.float64(91.09915108097373))","([np.int64(2), np.int64(8), np.int64(14), np.int64(17), np.int64(21), np.int64(47)], np.float64(58.80607836825058))"
43,"([np.int64(1), np.int64(5), np.int64(15), np.int64(16), np.int64(19), np.int64(22), np.int64(26), np.int64(34), np.int64(37), np.int64(38), np.int64(43), np.int64(44)], np.float64(44.15617113792963))","([], np.float64(1441.2669189337983))","([], np.float64(1441.2669189337983))","([np.int64(1), np.int64(15), np.int64(19), np.int64(22), np.int64(32), np.int64(37), np.int64(43)], np.float64(96.69577778200139))","([np.int64(1), np.int64(15), np.int64(19), np.int64(22), np.int64(32), np.int64(37), np.int64(43)], np.float64(75.21588002870415))"
44,"([np.int64(6), np.int64(8), np.int64(10), np.int64(11), np.int64(20), np.int64(21), np.int64(23), np.int64(28), np.int64(29), np.int64(35), np.int64(39), np.int64(42), np.int64(47), np.int64(49)], np.float64(39.53366317067975))","([np.int64(46)], np.float64(1313.827123843472))","([], np.float64(1312.5137348355368))","([np.int64(6), np.int64(8), np.int64(10), np.int64(23), np.int64(47), np.int64(49)], np.float64(71.54268049935968))","([np.int64(6), np.int64(8), np.int64(10), np.int64(23), np.int64(47), np.int64(49)], np.float64(57.686720283076625))"
45,"([np.int64(2), np.int64(9), np.int64(15), np.int64(20), np.int64(24), np.int64(32), np.int64(33), np.int64(35), np.int64(36), np.int64(43), np.int64(46)], np.float64(57.62753297586432))","([np.int64(32), np.int64(46)], np.float64(1329.9745998957092))","([], np.float64(1324.2926192721175))","([np.int64(9), np.int64(15), np.int64(20), np.int64(32), np.int64(35), np.int64(43), np.int64(45)], np.float64(88.41486124033281))","([np.int64(9), np.int64(15), np.int64(20), np.int64(32), np.int64(35), np.int64(43)], np.float64(58.37786084990246))"
46,"([np.int64(0), np.int64(1), np.int64(3), np.int64(7), np.int64(8), np.int64(17), np.int64(18), np.int64(19), np.int64(25), np.int64(27), np.int64(36), np.int64(37), np.int64(40), np.int64(44), np.int64(46), np.int64(47)], np.float64(44.4392988659051))","([], np.float64(1348.359862621435))","([], np.float64(1348.359862621435))","([np.int64(1), np.int64(3), np.int64(8), np.int64(12), np.int64(27), np.int64(37), np.int64(44), np.int64(47)], np.float64(92.48641221393872))","([np.int64(3), np.int64(8), np.int64(27), np.int64(37), np.int64(44)], np.float64(110.16554847011373))"
