run_id,LNRegressor,LinearModell0,LinearModell1,RandomForestRegressor,XGBoostRegressor
10,"([np.int64(0), np.int64(2), np.int64(6), np.int64(7), np.int64(8), np.int64(10), np.int64(11), np.int64(13), np.int64(15), np.int64(17), np.int64(18), np.int64(19), np.int64(21), np.int64(22), np.int64(23), np.int64(26), np.int64(27), np.int64(33), np.int64(35), np.int64(37), np.int64(38), np.int64(41), np.int64(45), np.int64(47), np.int64(48), np.int64(49)], np.float64(111.31775088521917))","([np.int64(18), np.int64(26), np.int64(35)], np.float64(3623.288650975975))","([], np.float64(3591.7871867154527))","([np.int64(0), np.int64(7), np.int64(10), np.int64(15), np.int64(19), np.int64(22), np.int64(23), np.int64(33), np.int64(38), np.int64(45)], np.float64(205.79804689017774))","([np.int64(10), np.int64(19), np.int64(22), np.int64(23), np.int64(33), np.int64(38), np.int64(45)], np.float64(241.08030184788402))"
11,"([np.int64(1), np.int64(2), np.int64(4), np.int64(5), np.int64(6), np.int64(8), np.int64(9), np.int64(12), np.int64(13), np.int64(14), np.int64(16), np.int64(20), np.int64(21), np.int64(22), np.int64(29), np.int64(31), np.int64(33), np.int64(36), np.int64(38), np.int64(40), np.int64(41), np.int64(45), np.int64(49)], np.float64(170.197990480243))","([np.int64(2), np.int64(13)], np.float64(3582.0514125186055))","([], np.float64(3566.2899500077815))","([np.int64(2), np.int64(5), np.int64(8), np.int64(13), np.int64(22), np.int64(26), np.int64(33), np.int64(36), np.int64(41), np.int64(45)], np.float64(221.6205179435562))","([np.int64(8), np.int64(13), np.int64(22), np.int64(26), np.int64(33), np.int64(36), np.int64(41), np.int64(45)], np.float64(232.39796591002937))"
12,"([np.int64(0), np.int64(1), np.int64(3), np.int64(4), np.int64(5), np.int64(6), np.int64(11), np.int64(13), np.int64(16), np.int64(17), np.int64(18), np.int64(20), np.int64(21), np.int64(23), np.int64(27), np.int64(29), np.int64(30), np.int64(31), np.int64(32), np.int64(33), np.int64(35), np.int64(36), np.int64(37), np.int64(38), np.int64(39), np.int64(42), np.int64(43), np.int64(44), np.int64(47)], np.float64(183.37818372967638))","([np.int64(20), np.int64(30)], np.float64(3557.5738430225906))","([], np.float64(3547.032407171363))","([np.int64(1), np.int64(16), np.int64(17), np.int64(20), np.int64(21), np.int64(30), np.int64(31), np.int64(33), np.int64(35), np.int64(37), np.int64(39)], np.float64(213.90242873954276))","([np.int64(21), np.int64(30), np.int64(31), np.int64(33), np.int64(35), np.int64(37), np.int64(39)], np.float64(280.43269111301413))"
13,"([np.int64(5), np.int64(6), np.int64(21), np.int64(27), np.int64(32), np.int64(34), np.int64(41), np.int64(47)], np.float64(299.2270274473666))","([np.int64(5), np.int64(32)], np.float64(3500.630081805551))","([], np.float64(3475.7400982312565))","([np.int64(2), np.int64(5), np.int64(19), np.int64(21), np.int64(23), np.int64(27), np.int64(32), np.int64(33), np.int64(36), np.int64(38), np.int64(41), np.int64(45)], np.float64(219.55411978969397))","([np.int64(21), np.int64(23), np.int64(27), np.int64(33), np.int64(38), np.int64(41), np.int64(45)], np.float64(246.92162555888186))"
14,"([np.int64(0), np.int64(1), np.int64(3), np.int64(5), np.int64(9), np.int64(12), np.int64(15), np.int64(17), np.int64(18), np.int64(20), np.int64(21), np.int64(24), np.int64(25), np.int64(26), np.int64(27), np.int64(30), np.int64(31), np.int64(33), np.int64(35), np.int64(36), np.int64(37), np.int64(38), np.int64(40), np.int64(41), np.int64(43), np.int64(44), np.int64(46), np.int64(48), np.int64(49)], np.float64(98.20569065139419))","([np.int64(5), np.int64(37)], np.float64(3545.3016353441258))","([], np.float64(3539.484429687716))","([np.int64(5), np.int64(9), np.int64(15), np.int64(17), np.int64(21), np.int64(26), np.int64(27), np.int64(31), np.int64(35), np.int64(38), np.int64(48)], np.float64(211.71347225850107))","([np.int64(9), np.int64(15), np.int64(21), np.int64(26), np.int64(27), np.int64(31), np.int64(35), np.int64(38), np.int64(48)], np.float64(197.5524151970351))"
15,"([np.int64(1), np.int64(2), np.int64(3), np.int64(6), np.int64(7), np.int64(9), np.int64(11), np.int64(16), np.int64(19), np.int64(25), np.int64(26), np.int64(27), np.int64(28), np.int64(30), np.int64(31), np.int64(34), np.int64(37), np.int64(39), np.int64(40), np.int64(43), np.int64(45), np.int64(46), np.int64(48), np.int64(49)], np.float64(179.24786121243486))","([np.int64(43)], np.float64(3464.372135642763))","([], np.float64(3423.463992961327))","([np.int64(7), np.int64(9), np.int64(19), np.int64(23), np.int64(25), np.int64(27), np.int64(37), np.int64(39), np.int64(42), np.int64(43), np.int64(46), np.int64(49)], np.float64(233.35865510669527))","([np.int64(25), np.int64(27), np.int64(37), np.int64(39), np.int64(46), np.int64(49)], np.float64(288.49450735569))"
16,"([np.int64(0), np.int64(1), np.int64(2), np.int64(4), np.int64(5), np.int64(8), np.int64(9), np.int64(15), np.int64(20), np.int64(22), np.int64(25), np.int64(28), np.int64(30), np.int64(32), np.int64(35), np.int64(37), np.int64(41), np.int64(43), np.int64(45), np.int64(46)], np.float64(205.90428226023954))","([np.int64(8)], np.float64(3492.9887390635404))","([], np.float64(3473.006159714198))","([np.int64(8), np.int64(9), np.int64(10), np.int64(13), np.int64(25), np.int64(30), np.int64(32), np.int64(41), np.int64(43), np.int64(46)], np.float64(228.85394634092185))","([np.int64(9), np.int64(10), np.int64(25), np.int64(30), np.int64(41), np.int64(43), np.int64(46)], np.float64(243.44134656499944))"
17,"([np.int64(2), np.int64(7), np.int64(9), np.int64(10), np.int64(11), np.int64(15), np.int64(17), np.int64(18), np.int64(19), np.int64(21), np.int64(23), np.int64(26), np.int64(30), np.int64(32), np.int64(33), np.int64(35), np.int64(36), np.int64(37), np.int64(39), np.int64(42), np.int64(43), np.int64(46)], np.float64(253.16532909838148))","([np.int64(33)], np.float64(3637.873890481043))","([], np.float64(3624.981948470684))","([np.int64(8), np.int64(9), np.int64(11), np.int64(14), np.int64(15), np.int64(19), np.int64(23), np.int64(26), np.int64(32), np.int64(33), np.int64(36)], np.float64(227.5956298936676))","([np.int64(9), np.int64(15), np.int64(23), np.int64(26), np.int64(32), np.int64(36)], np.float64(279.068562433641))"
18,"([np.int64(9), np.int64(11), np.int64(26), np.int64(29), np.int64(34), np.int64(42)], np.float64(336.90630428905604))","([np.int64(26)], np.float64(3462.0436360452622))","([], np.float64(3465.3993236794827))","([np.int64(1), np.int64(7), np.int64(8), np.int64(11), np.int64(15), np.int64(26), np.int64(27), np.int64(29), np.int64(38), np.int64(41), np.int64(42)], np.float64(220.10853092272887))","([np.int64(15), np.int64(27), np.int64(29), np.int64(38), np.int64(41), np.int64(42)], np.float64(304.6796048400291))"
19,"([np.int64(0), np.int64(3), np.int64(7), np.int64(9), np.int64(13), np.int64(19), np.int64(21), np.int64(23), np.int64(25), np.int64(27), np.int64(30), np.int64(35), np.int64(38), np.int64(43), np.int64(45), np.int64(46), np.int64(47), np.int64(48)], np.float64(139.7314013835233))","([np.int64(0)], np.float64(3527.229322627261))","([np.int64(0)], np.float64(3517.522472899246))","([np.int64(0), np.int64(3), np.int64(7), np.int64(13), np.int64(19), np.int64(23), np.int64(25), np.int64(30), np.int64(38), np.int64(43), np.int64(46), np.int64(48)], np.float64(233.35855038493116))","([np.int64(19), np.int64(25), np.int64(38), np.int64(43), np.int64(46), np.int64(48)], np.float64(286.27178520537586))"
20,"([np.int64(1), np.int64(5), np.int64(7), np.int64(8), np.int64(9), np.int64(13), np.int64(16), np.int64(18), np.int64(23), np.int64(24), np.int64(25), np.int64(26), np.int64(27), np.int64(28), np.int64(29), np.int64(31), np.int64(33), np.int64(35), np.int64(37), np.int64(39), np.int64(40), np.int64(41), np.int64(43), np.int64(49)], np.float64(108.6714714302457))","([np.int64(5), np.int64(18), np.int64(43)], np.float64(3520.5654346797173))","([], np.float64(3464.856721768126))","([np.int64(1), np.int64(9), np.int64(18), np.int64(23), np.int64(24), np.int64(26), np.int64(28), np.int64(29), np.int64(31), np.int64(33), np.int64(40), np.int64(43)], np.float64(201.06453204833107))","([np.int64(24), np.int64(26), np.int64(28), np.int64(40), np.int64(43)], np.float64(278.676410879018))"
21,"([np.int64(0), np.int64(1), np.int64(6), np.int64(8), np.int64(9), np.int64(10), np.int64(11), np.int64(13), np.int64(14), np.int64(17), np.int64(18), np.int64(21), np.int64(22), np.int64(23), np.int64(24), np.int64(25), np.int64(28), np.int64(29), np.int64(32), np.int64(33), np.int64(34), np.int64(36), np.int64(37), np.int64(38), np.int64(39), np.int64(40), np.int64(41), np.int64(42), np.int64(44), np.int64(48)], np.float64(205.43449336096714))","([np.int64(10), np.int64(17), np.int64(34)], np.float64(3541.422612378738))","([np.int64(10)], np.float64(3519.815306347258))","([np.int64(0), np.int64(1), np.int64(6), np.int64(13), np.int64(22), np.int64(24), np.int64(25), np.int64(34), np.int64(40), np.int64(41)], np.float64(188.12315876109628))","([np.int64(13), np.int64(22), np.int64(24), np.int64(25), np.int64(34), np.int64(40), np.int64(41)], np.float64(218.77704627410128))"
22,"([np.int64(1), np.int64(3), np.int64(5), np.int64(7), np.int64(10), np.int64(11), np.int64(15), np.int64(16), np.int64(17), np.int64(25), np.int64(26), np.int64(27), np.int64(29), np.int64(31), np.int64(34), np.int64(35), np.int64(39), np.int64(40), np.int64(42), np.int64(43), np.int64(44), np.int64(45), np.int64(47)], np.float64(122.22594508172892))","([np.int64(43)], np.float64(3447.390506214352))","([], np.float64(3411.0134181248413))","([np.int64(1), np.int64(7), np.int64(16), np.int64(17), np.int64(29), np.int64(35), np.int64(40), np.int64(42), np.int64(43), np.int64(47)], np.float64(197.75166292242852))","([np.int64(17), np.int64(29), np.int64(35), np.int64(40), np.int64(42), np.int64(43), np.int64(47)], np.float64(244.8863172308512))"
23,"([np.int64(1), np.int64(6), np.int64(7), np.int64(14), np.int64(17), np.int64(20), np.int64(24), np.int64(25), np.int64(27), np.int64(31), np.int64(35), np.int64(39), np.int64(40), np.int64(43)], np.float64(252.14632725058055))","([np.int64(31), np.int64(35), np.int64(40)], np.float64(3484.898068418762))","([], np.float64(3479.886866735049))","([np.int64(1), np.int64(6), np.int64(7), np.int64(14), np.int64(22), np.int64(27), np.int64(34), np.int64(39), np.int64(40), np.int64(41), np.int64(47)], np.float64(218.74244334951575))","([np.int64(7), np.int64(14), np.int64(27), np.int64(39), np.int64(40), np.int64(47)], np.float64(296.40580624891373))"
24,"([np.int64(1), np.int64(3), np.int64(7), np.int64(8), np.int64(9), np.int64(10), np.int64(11), np.int64(12), np.int64(13), np.int64(17), np.int64(19), np.int64(21), np.int64(22), np.int64(24), np.int64(25), np.int64(29), np.int64(31), np.int64(33), np.int64(34), np.int64(35), np.int64(41), np.int64(44), np.int64(46), np.int64(48)], np.float64(95.57696533061782))","([np.int64(41)], np.float64(3501.493837729215))","([], np.float64(3481.9532180168035))","([np.int64(7), np.int64(13), np.int64(19), np.int64(25), np.int64(29), np.int64(31), np.int64(33), np.int64(41), np.int64(42), np.int64(44)], np.float64(233.59079631598294))","([np.int64(13), np.int64(19), np.int64(25), np.int64(29), np.int64(33), np.int64(41), np.int64(44)], np.float64(242.2684316303149))"
25,"([np.int64(0), np.int64(2), np.int64(4), np.int64(5), np.int64(8), np.int64(12), np.int64(16), np.int64(17), np.int64(23), np.int64(26), np.int64(27), np.int64(29), np.int64(32), np.int64(34), np.int64(35), np.int64(36), np.int64(37), np.int64(38), np.int64(41), np.int64(42), np.int64(44), np.int64(45), np.int64(46)], np.float64(134.93560807392237))","([np.int64(41)], np.float64(3510.371549112545))","([], np.float64(3485.7872546111257))","([np.int64(0), np.int64(2), np.int64(5), np.int64(8), np.int64(23), np.int64(34), np.int64(36), np.int64(37), np.int64(41), np.int64(46)], np.float64(230.98228847829404))","([np.int64(23), np.int64(34), np.int64(36), np.int64(37), np.int64(41), np.int64(46)], np.float64(275.4244831264549))"
26,"([np.int64(0), np.int64(1), np.int64(3), np.int64(4), np.int64(8), np.int64(13), np.int64(16), np.int64(17), np.int64(18), np.int64(19), np.int64(21), np.int64(22), np.int64(26), np.int64(31), np.int64(32), np.int64(35), np.int64(37), np.int64(44), np.int64(45), np.int64(46), np.int64(47)], np.float64(110.83421262728086))","([np.int64(19), np.int64(21)], np.float64(3502.9503014650895))","([], np.float64(3482.8243300284307))","([np.int64(0), np.int64(13), np.int64(16), np.int64(17), np.int64(18), np.int64(19), np.int64(26), np.int64(37), np.int64(44), np.int64(45), np.int64(47)], np.float64(203.60831377003535))","([np.int64(18), np.int64(26), np.int64(37), np.int64(44), np.int64(45), np.int64(47)], np.float64(312.0092932691623))"
27,"([np.int64(3), np.int64(4), np.int64(5), np.int64(8), np.int64(9), np.int64(10), np.int64(12), np.int64(14), np.int64(15), np.int64(17), np.int64(20), np.int64(21), np.int64(23), np.int64(26), np.int64(27), np.int64(30), np.int64(31), np.int64(35), np.int64(40), np.int64(42), np.int64(44), np.int64(46), np.int64(47)], np.float64(139.79455494566471))","([], np.float64(3501.3176795568243))","([], np.float64(3501.3176795568243))","([np.int64(5), np.int64(6), np.int64(10), np.int64(12), np.int64(14), np.int64(17), np.int64(21), np.int64(23), np.int64(26), np.int64(31), np.int64(40), np.int64(47)], np.float64(211.9460935481064))","([np.int64(14), np.int64(17), np.int64(21), np.int64(23), np.int64(26), np.int64(31), np.int64(40), np.int64(47)], np.float64(225.5623604216822))"
28,"([np.int64(5), np.int64(6), np.int64(7), np.int64(8), np.int64(11), np.int64(13), np.int64(16), np.int64(18), np.int64(19), np.int64(30), np.int64(34), np.int64(35), np.int64(36), np.int64(39), np.int64(42), np.int64(44), np.int64(46), np.int64(48), np.int64(49)], np.float64(112.26547650054154))","([np.int64(0), np.int64(30)], np.float64(3465.2679113690087))","([], np.float64(3463.376219496469))","([np.int64(6), np.int64(8), np.int64(11), np.int64(13), np.int64(30), np.int64(35), np.int64(39), np.int64(42), np.int64(44), np.int64(46), np.int64(48)], np.float64(200.20949483427606))","([np.int64(11), np.int64(35), np.int64(39), np.int64(42), np.int64(44), np.int64(46), np.int64(48)], np.float64(218.65177870609514))"
29,"([np.int64(1), np.int64(3), np.int64(4), np.int64(8), np.int64(11), np.int64(14), np.int64(19), np.int64(25), np.int64(27), np.int64(28), np.int64(29), np.int64(30), np.int64(31), np.int64(32), np.int64(35), np.int64(36), np.int64(37), np.int64(38), np.int64(40), np.int64(41), np.int64(42), np.int64(43), np.int64(48), np.int64(49)], np.float64(158.59106754991413))","([np.int64(3), np.int64(37)], np.float64(3646.0993784642424))","([np.int64(3)], np.float64(3619.7238894137226))","([np.int64(0), np.int64(3), np.int64(4), np.int64(8), np.int64(14), np.int64(19), np.int64(25), np.int64(31), np.int64(35), np.int64(37), np.int64(38), np.int64(42)], np.float64(234.56856170927466))","([np.int64(4), np.int64(14), np.int64(25), np.int64(31), np.int64(35), np.int64(37), np.int64(38), np.int64(42)], np.float64(197.7804965037827))"
30,"([np.int64(1), np.int64(3), np.int64(6), np.int64(7), np.int64(8), np.int64(10), np.int64(12), np.int64(14), np.int64(15), np.int64(17), np.int64(18), np.int64(21), np.int64(23), np.int64(27), np.int64(29), np.int64(31), np.int64(34), np.int64(35), np.int64(36), np.int64(37), np.int64(39), np.int64(41), np.int64(43), np.int64(44), np.int64(47), np.int64(49)], np.float64(206.4454794409428))","([np.int64(3), np.int64(14), np.int64(15), np.int64(21)], np.float64(3510.5666034633246))","([], np.float64(3500.234910411846))","([np.int64(6), np.int64(8), np.int64(21), np.int64(23), np.int64(29), np.int64(32), np.int64(34), np.int64(36), np.int64(37), np.int64(44), np.int64(49)], np.float64(217.94427459176183))","([np.int64(29), np.int64(32), np.int64(37), np.int64(44), np.int64(49)], np.float64(283.59541741276894))"
31,"([np.int64(0), np.int64(2), np.int64(4), np.int64(5), np.int64(8), np.int64(10), np.int64(15), np.int64(16), np.int64(18), np.int64(21), np.int64(22), np.int64(26), np.int64(27), np.int64(28), np.int64(31), np.int64(32), np.int64(33), np.int64(35), np.int64(36), np.int64(37), np.int64(40), np.int64(41), np.int64(42), np.int64(45), np.int64(47), np.int64(49)], np.float64(134.06231722238098))","([], np.float64(3488.689962797313))","([], np.float64(3488.689962797313))","([np.int64(2), np.int64(10), np.int64(16), np.int64(21), np.int64(26), np.int64(27), np.int64(35), np.int64(42), np.int64(47), np.int64(49)], np.float64(206.0632548113715))","([np.int64(27), np.int64(35), np.int64(42), np.int64(47), np.int64(49)], np.float64(326.59207752818253))"
32,"([np.int64(0), np.int64(4), np.int64(6), np.int64(7), np.int64(14), np.int64(15), np.int64(19), np.int64(20), np.int64(21), np.int64(25), np.int64(28), np.int64(30), np.int64(31), np.int64(33), np.int64(38), np.int64(43), np.int64(45), np.int64(47), np.int64(49)], np.float64(246.49290681021586))","([np.int64(4), np.int64(33), np.int64(43)], np.float64(3483.84772791504))","([], np.float64(3435.7648460971313))","([np.int64(4), np.int64(7), np.int64(14), np.int64(15), np.int64(20), np.int64(28), np.int64(31), np.int64(33), np.int64(43), np.int64(45), np.int64(47)], np.float64(218.16751583287086))","([np.int64(14), np.int64(15), np.int64(20), np.int64(28), np.int64(31), np.int64(33), np.int64(43), np.int64(45), np.int64(47)], np.float64(209.37097016035486))"
33,"([np.int64(0), np.int64(5), np.int64(6), np.int64(7), np.int64(11), np.int64(12), np.int64(14), np.int64(16), np.int64(26), np.int64(30), np.int64(31), np.int64(33), np.int64(34), np.int64(35), np.int64(36), np.int64(38), np.int64(41), np.int64(43), np.int64(44), np.int64(46), np.int64(48), np.int64(49)], np.float64(216.5850900356076))","([np.int64(11), np.int64(16), np.int64(37)], np.float64(3601.484193466647))","([], np.float64(3579.398519246692))","([np.int64(6), np.int64(14), np.int64(16), np.int64(26), np.int64(31), np.int64(34), np.int64(35), np.int64(36), np.int64(43), np.int64(48)], np.float64(188.20154184325034))","([np.int64(16), np.int64(31), np.int64(34), np.int64(35), np.int64(36), np.int64(43), np.int64(48)], np.float64(265.16963756775357))"
34,"([np.int64(4), np.int64(9), np.int64(10), np.int64(11), np.int64(12), np.int64(18), np.int64(23), np.int64(26), np.int64(27), np.int64(28), np.int64(29), np.int64(30), np.int64(31), np.int64(32), np.int64(33), np.int64(35), np.int64(37), np.int64(38), np.int64(44), np.int64(45), np.int64(47), np.int64(48)], np.float64(192.4921365474852))","([np.int64(10), np.int64(12), np.int64(26)], np.float64(3635.2831365423185))","([], np.float64(3620.825025186952))","([np.int64(2), np.int64(4), np.int64(12), np.int64(18), np.int64(23), np.int64(26), np.int64(33), np.int64(35), np.int64(39), np.int64(48)], np.float64(213.33001543636243))","([np.int64(18), np.int64(23), np.int64(26), np.int64(33), np.int64(35), np.int64(39), np.int64(48)], np.float64(262.4137337294064))"
35,"([np.int64(0), np.int64(1), np.int64(4), np.int64(5), np.int64(6), np.int64(9), np.int64(10), np.int64(13), np.int64(15), np.int64(16), np.int64(18), np.int64(19), np.int64(20), np.int64(25), np.int64(27), np.int64(29), np.int64(30), np.int64(32), np.int64(33), np.int64(36), np.int64(37), np.int64(39), np.int64(41), np.int64(42), np.int64(44), np.int64(47), np.int64(48), np.int64(49)], np.float64(103.58609593548742))","([np.int64(19), np.int64(25), np.int64(33), np.int64(44)], np.float64(3493.3778357175265))","([], np.float64(3474.5034475666007))","([np.int64(1), np.int64(5), np.int64(6), np.int64(9), np.int64(15), np.int64(18), np.int64(27), np.int64(29), np.int64(41), np.int64(44), np.int64(48), np.int64(49)], np.float64(219.48500982997942))","([np.int64(6), np.int64(15), np.int64(18), np.int64(27), np.int64(41), np.int64(48), np.int64(49)], np.float64(229.59092686178954))"
