run_id,LNRegressor,LinearModell0,LinearModell1,RandomForestRegressor,XGBoostRegressor
19,"([np.int64(11), np.int64(41)], np.float64(0.32807929760838))","([], np.float64(187.07742544118855))","([], np.float64(187.07742544118855))","([np.int64(11), np.int64(18), np.int64(37), np.int64(41)], np.float64(4.051030654259071))","([np.int64(11), np.int64(41)], np.float64(2.9547439919897456))"
20,"([np.int64(9), np.int64(34)], np.float64(0.10223217704212681))","([np.int64(4)], np.float64(184.60703163032454))","([], np.float64(185.69520375967298))","([np.int64(9), np.int64(34)], np.float64(2.5309308169927442))","([np.int64(9), np.int64(34), np.int64(38)], np.float64(4.026835044532743))"
21,"([np.int64(4), np.int64(48)], np.float64(0.23120049376127663))","([], np.float64(204.51238779701677))","([], np.float64(204.51238779701677))","([np.int64(4), np.int64(48)], np.float64(2.6576320154196833))","([np.int64(4), np.int64(48)], np.float64(3.974985084027345))"
22,"([np.int64(14), np.int64(49)], np.float64(0.09508409267169778))","([], np.float64(202.55206633708596))","([], np.float64(202.55206633708596))","([np.int64(14), np.int64(23), np.int64(39), np.int64(49)], np.float64(4.454729530440162))","([np.int64(14), np.int64(49)], np.float64(3.963524006726632))"
23,"([np.int64(20), np.int64(24)], np.float64(0.3017080382375473))","([], np.float64(194.17707289384907))","([], np.float64(194.17707289384907))","([np.int64(4), np.int64(20), np.int64(24)], np.float64(4.241180112956108))","([np.int64(19), np.int64(20), np.int64(24), np.int64(46)], np.float64(5.335871485045509))"
24,"([np.int64(16), np.int64(34)], np.float64(0.16108832085274088))","([], np.float64(202.73893295007917))","([], np.float64(202.73893295007917))","([np.int64(4), np.int64(16), np.int64(34), np.int64(38)], np.float64(3.9583001706730756))","([np.int64(16), np.int64(34)], np.float64(2.5907478258464116))"
25,"([np.int64(17), np.int64(21)], np.float64(0.18168057042325023))","([], np.float64(189.08107965591356))","([], np.float64(189.08107965591356))","([np.int64(17), np.int64(21)], np.float64(2.587916952215871))","([np.int64(17), np.int64(21), np.int64(37)], np.float64(3.61593304560054))"
26,"([np.int64(3), np.int64(38)], np.float64(0.14935617210590885))","([], np.float64(207.18821783230936))","([], np.float64(207.18821783230936))","([np.int64(3), np.int64(16), np.int64(33), np.int64(38), np.int64(43)], np.float64(7.196967595125858))","([np.int64(3), np.int64(38)], np.float64(3.8055119105622524))"
27,"([np.int64(0), np.int64(12)], np.float64(0.139149748696772))","([], np.float64(201.5697201084418))","([], np.float64(201.5697201084418))","([np.int64(0), np.int64(12), np.int64(30)], np.float64(4.007082338542215))","([np.int64(0), np.int64(12), np.int64(32)], np.float64(4.53282606810281))"
28,"([np.int64(7), np.int64(13)], np.float64(0.2534203127406395))","([np.int64(13)], np.float64(199.22570158479917))","([], np.float64(198.10936477935758))","([np.int64(6), np.int64(7), np.int64(13)], np.float64(4.935153352302674))","([np.int64(7), np.int64(13), np.int64(48)], np.float64(4.480223261303671))"
29,"([np.int64(11), np.int64(34)], np.float64(0.0820843929158743))","([np.int64(47)], np.float64(199.4974970032504))","([], np.float64(198.32617297329963))","([np.int64(11), np.int64(34), np.int64(47), np.int64(48)], np.float64(4.486498117631662))","([np.int64(11), np.int64(34), np.int64(48)], np.float64(3.704156128027163))"
30,"([np.int64(14), np.int64(49)], np.float64(0.12814615019669204))","([], np.float64(202.55206633708596))","([], np.float64(202.55206633708596))","([np.int64(3), np.int64(14), np.int64(23), np.int64(39), np.int64(49)], np.float64(5.626977861388983))","([np.int64(14), np.int64(49)], np.float64(3.7523060453787944))"
31,"([np.int64(26), np.int64(28)], np.float64(0.3015135134975816))","([np.int64(7), np.int64(27)], np.float64(208.72786626263638))","([], np.float64(208.77004272872804))","([np.int64(7), np.int64(26), np.int64(28), np.int64(38)], np.float64(4.969725101316795))","([np.int64(26), np.int64(28)], np.float64(4.317447925886102))"
32,"([np.int64(9), np.int64(45)], np.float64(0.26591664180011065))","([np.int64(9)], np.float64(189.20207753567868))","([], np.float64(187.44255820896657))","([np.int64(9), np.int64(45)], np.float64(2.5166603156140757))","([np.int64(9), np.int64(45), np.int64(48)], np.float64(4.721747325328752))"
33,"([np.int64(11), np.int64(22)], np.float64(0.17331213164299933))","([], np.float64(190.81105593507993))","([], np.float64(190.81105593507993))","([np.int64(11), np.int64(13), np.int64(22)], np.float64(4.145299166626759))","([np.int64(11), np.int64(22), np.int64(44), np.int64(47)], np.float64(4.440059913545616))"
34,"([np.int64(18), np.int64(26)], np.float64(0.1865352755587597))","([], np.float64(207.38922919430115))","([], np.float64(207.38922919430115))","([np.int64(18), np.int64(22), np.int64(26)], np.float64(3.5935202181270935))","([np.int64(18), np.int64(26), np.int64(42)], np.float64(4.264529512296723))"
35,"([np.int64(4), np.int64(29)], np.float64(0.24102955947003074))","([np.int64(29)], np.float64(201.25199903504236))","([], np.float64(200.51261989990192))","([np.int64(4), np.int64(6), np.int64(20), np.int64(24), np.int64(29)], np.float64(6.189950192104377))","([np.int64(4), np.int64(29), np.int64(45)], np.float64(5.482986742967803))"
36,"([np.int64(15), np.int64(40)], np.float64(0.08747200855452861))","([], np.float64(204.66155222250347))","([], np.float64(204.66155222250347))","([np.int64(1), np.int64(15), np.int64(32), np.int64(40), np.int64(46)], np.float64(5.7902214751624905))","([np.int64(15), np.int64(40)], np.float64(3.1761804225985104))"
37,"([np.int64(9), np.int64(43)], np.float64(0.17119872795535418))","([], np.float64(202.6039626349451))","([], np.float64(202.6039626349451))","([np.int64(9), np.int64(19), np.int64(41), np.int64(43)], np.float64(4.034776259351887))","([np.int64(9), np.int64(43)], np.float64(3.0205799939044544))"
38,"([np.int64(42), np.int64(49)], np.float64(0.24051437346086282))","([], np.float64(198.50265742947232))","([], np.float64(198.50265742947232))","([np.int64(20), np.int64(42), np.int64(49)], np.float64(3.1103136678636814))","([np.int64(42), np.int64(49)], np.float64(2.8703717110401743))"
39,"([np.int64(12), np.int64(37)], np.float64(0.22458897944796735))","([], np.float64(216.3545078595858))","([], np.float64(216.3545078595858))","([np.int64(12), np.int64(19), np.int64(37), np.int64(42)], np.float64(4.353949879471971))","([np.int64(12), np.int64(37)], np.float64(2.8357551924937026))"
40,"([np.int64(6), np.int64(9)], np.float64(0.1092878408280987))","([], np.float64(189.62118656527423))","([], np.float64(189.62118656527423))","([np.int64(0), np.int64(6), np.int64(9), np.int64(16), np.int64(17)], np.float64(4.84494073609059))","([np.int64(6), np.int64(9)], np.float64(2.7339808191347013))"
41,"([np.int64(5), np.int64(40)], np.float64(0.11374216471496683))","([np.int64(30)], np.float64(191.05264519897062))","([np.int64(30)], np.float64(190.04371190725126))","([np.int64(5), np.int64(40), np.int64(45)], np.float64(3.7917944842854823))","([np.int64(5), np.int64(40)], np.float64(2.9967656339989817))"
42,"([np.int64(7), np.int64(38)], np.float64(0.17069286519364954))","([], np.float64(191.7135183326789))","([], np.float64(191.7135183326789))","([np.int64(7), np.int64(15), np.int64(23), np.int64(28), np.int64(38)], np.float64(4.728320392464319))","([np.int64(7), np.int64(38)], np.float64(2.7410163308919535))"
43,"([np.int64(5), np.int64(26)], np.float64(0.25754912676272906))","([], np.float64(188.84898241228157))","([], np.float64(188.84898241228157))","([np.int64(4), np.int64(5), np.int64(8), np.int64(26)], np.float64(3.90373373047867))","([np.int64(5), np.int64(26)], np.float64(2.7493793472517187))"
44,"([np.int64(0), np.int64(26)], np.float64(0.27558243432795654))","([np.int64(39)], np.float64(202.21225703622608))","([], np.float64(200.45883173944625))","([np.int64(0), np.int64(26), np.int64(31), np.int64(33)], np.float64(4.266076976098182))","([np.int64(0), np.int64(26)], np.float64(2.705834702898912))"
45,"([np.int64(2), np.int64(26)], np.float64(0.3905317762938586))","([np.int64(9)], np.float64(214.35132489043988))","([np.int64(9)], np.float64(212.89332777978083))","([np.int64(2), np.int64(26)], np.float64(4.1270732910133985))","([np.int64(2), np.int64(26)], np.float64(4.643338439683293))"
46,"([np.int64(11), np.int64(24), np.int64(29)], np.float64(0.19199094032849243))","([], np.float64(203.96431156372105))","([], np.float64(203.96431156372105))","([np.int64(0), np.int64(11), np.int64(21), np.int64(29), np.int64(49)], np.float64(6.454483177154091))","([np.int64(11), np.int64(29), np.int64(42), np.int64(49)], np.float64(6.785867715762059))"
47,"([np.int64(16), np.int64(29), np.int64(38), np.int64(45)], np.float64(0.07162054190158013))","([], np.float64(199.54385618766943))","([], np.float64(199.54385618766943))","([np.int64(10), np.int64(16), np.int64(38)], np.float64(3.5017590296421885))","([np.int64(16), np.int64(35), np.int64(38)], np.float64(4.379555123425547))"
48,"([np.int64(1), np.int64(40)], np.float64(0.23262261636154277))","([], np.float64(188.35004036887238))","([], np.float64(188.35004036887238))","([np.int64(1), np.int64(40)], np.float64(3.423823847305701))","([np.int64(1), np.int64(40)], np.float64(3.8554741272253588))"
49,"([np.int64(0), np.int64(9)], np.float64(0.11974582244589857))","([], np.float64(188.96190223015256))","([], np.float64(188.96190223015256))","([np.int64(0), np.int64(9)], np.float64(1.8352642779895798))","([np.int64(0), np.int64(9)], np.float64(2.719165523033852))"
50,"([np.int64(22), np.int64(36)], np.float64(0.2450848140332094))","([], np.float64(199.78988368988072))","([], np.float64(199.78988368988072))","([np.int64(22), np.int64(36)], np.float64(2.7899092610328835))","([np.int64(22), np.int64(36)], np.float64(3.242680976261385))"
51,"([np.int64(18), np.int64(21), np.int64(43)], np.float64(0.14242948098672886))","([np.int64(18), np.int64(43)], np.float64(206.5442916651689))","([np.int64(18), np.int64(43)], np.float64(195.52704040188917))","([np.int64(18), np.int64(43)], np.float64(2.460292916307274))","([np.int64(18), np.int64(19), np.int64(43)], np.float64(4.22369977099453))"
52,"([np.int64(12), np.int64(19)], np.float64(0.16633160393044075))","([], np.float64(209.48867847346907))","([], np.float64(209.48867847346907))","([np.int64(12), np.int64(19), np.int64(27)], np.float64(3.9221055758455683))","([np.int64(12), np.int64(19)], np.float64(3.074691836082613))"
53,"([np.int64(11), np.int64(38)], np.float64(0.10136064920711463))","([], np.float64(203.27097553329102))","([], np.float64(203.27097553329102))","([np.int64(11), np.int64(38)], np.float64(2.3055455844464126))","([np.int64(11), np.int64(38)], np.float64(2.605046144205524))"
54,"([np.int64(31), np.int64(33), np.int64(39), np.int64(49)], np.float64(0.1429500746271596))","([np.int64(27), np.int64(49)], np.float64(205.85312653799727))","([np.int64(49)], np.float64(205.4928635318273))","([np.int64(26), np.int64(33), np.int64(49)], np.float64(3.273112312412607))","([np.int64(33), np.int64(49)], np.float64(3.1824864515068545))"
55,"([np.int64(4), np.int64(8)], np.float64(0.16137569005587518))","([np.int64(8)], np.float64(201.792208908604))","([], np.float64(199.89724064054306))","([np.int64(4), np.int64(6), np.int64(8), np.int64(23)], np.float64(3.247494790323954))","([np.int64(4), np.int64(8)], np.float64(2.668594538664828))"
56,"([np.int64(18), np.int64(25)], np.float64(0.0784155012351559))","([], np.float64(206.22872068729023))","([], np.float64(206.22872068729023))","([np.int64(18), np.int64(25), np.int64(34)], np.float64(2.3029960859787435))","([np.int64(18), np.int64(25), np.int64(26)], np.float64(3.8956458496022104))"
57,"([np.int64(13), np.int64(28)], np.float64(0.1896991287375619))","([], np.float64(211.4318357169577))","([], np.float64(211.4318357169577))","([np.int64(5), np.int64(10), np.int64(13), np.int64(28), np.int64(49)], np.float64(5.309629885188037))","([np.int64(13), np.int64(28)], np.float64(3.4056550777946297))"
58,"([np.int64(3), np.int64(23)], np.float64(0.27887954867306425))","([], np.float64(192.51884893092804))","([], np.float64(192.51884893092804))","([np.int64(3), np.int64(23)], np.float64(2.913006158566378))","([np.int64(3), np.int64(23)], np.float64(3.2466313397290816))"
59,"([np.int64(28), np.int64(47)], np.float64(0.2758159931964233))","([], np.float64(185.88878931030126))","([], np.float64(185.88878931030126))","([np.int64(22), np.int64(28), np.int64(41), np.int64(47)], np.float64(3.9498318041816196))","([np.int64(28), np.int64(47)], np.float64(3.026871315587733))"
60,"([np.int64(14), np.int64(23)], np.float64(0.1378336833989325))","([], np.float64(196.24989017493994))","([], np.float64(196.24989017493994))","([np.int64(14), np.int64(23), np.int64(35)], np.float64(3.9746057827512598))","([np.int64(14), np.int64(23), np.int64(37)], np.float64(3.970417201419711))"
61,"([np.int64(1), np.int64(4)], np.float64(0.15342214450124797))","([], np.float64(199.77156562024285))","([], np.float64(199.77156562024285))","([np.int64(1), np.int64(4), np.int64(7), np.int64(28)], np.float64(6.723536755685132))","([np.int64(1), np.int64(4)], np.float64(3.6753925478702256))"
62,"([np.int64(1), np.int64(25)], np.float64(0.27626785563513667))","([], np.float64(191.39088316739804))","([], np.float64(191.39088316739804))","([np.int64(1), np.int64(20), np.int64(25)], np.float64(3.952175293990295))","([np.int64(1), np.int64(25), np.int64(36)], np.float64(3.662954866747112))"
63,"([np.int64(29), np.int64(48)], np.float64(0.1194138236179822))","([np.int64(19)], np.float64(207.1121748685062))","([np.int64(19)], np.float64(207.2741695977786))","([np.int64(6), np.int64(7), np.int64(29), np.int64(48)], np.float64(5.0301316476895455))","([np.int64(29), np.int64(48)], np.float64(4.33646310110149))"
64,"([np.int64(13), np.int64(31), np.int64(48)], np.float64(0.2615624391485851))","([], np.float64(203.2064190883378))","([], np.float64(203.2064190883378))","([np.int64(12), np.int64(13), np.int64(19), np.int64(30), np.int64(48)], np.float64(5.323985230884688))","([np.int64(13), np.int64(44), np.int64(48)], np.float64(3.4795101338997894))"
65,"([np.int64(4), np.int64(19), np.int64(41)], np.float64(0.10684431290499535))","([], np.float64(213.16925483232464))","([], np.float64(213.16925483232464))","([np.int64(4), np.int64(8), np.int64(19), np.int64(43)], np.float64(6.8095244626903915))","([np.int64(4), np.int64(19), np.int64(43)], np.float64(6.058845914625967))"
66,"([np.int64(33), np.int64(47)], np.float64(0.0705670519087753))","([], np.float64(185.6308683008626))","([], np.float64(185.6308683008626))","([np.int64(27), np.int64(28), np.int64(33), np.int64(47)], np.float64(4.421951348512548))","([np.int64(33), np.int64(47)], np.float64(4.025890593137482))"
67,"([np.int64(18), np.int64(27)], np.float64(0.08312762674839248))","([], np.float64(190.14867357442708))","([], np.float64(190.14867357442708))","([np.int64(8), np.int64(18), np.int64(19), np.int64(27)], np.float64(4.521349689591825))","([np.int64(18), np.int64(27)], np.float64(2.947713371803451))"
68,"([np.int64(35), np.int64(36)], np.float64(0.19749059865935226))","([], np.float64(193.5953759824992))","([], np.float64(193.5953759824992))","([np.int64(14), np.int64(30), np.int64(35), np.int64(36)], np.float64(4.06045148189118))","([np.int64(35), np.int64(36), np.int64(46)], np.float64(4.101820336444562))"
69,"([np.int64(8), np.int64(13)], np.float64(0.18262308298604873))","([np.int64(8)], np.float64(193.55403980523556))","([np.int64(8)], np.float64(191.44030643130267))","([np.int64(8), np.int64(13), np.int64(22), np.int64(48)], np.float64(4.566434402286595))","([np.int64(8), np.int64(13), np.int64(48)], np.float64(3.662877688420319))"
70,"([np.int64(15), np.int64(28)], np.float64(0.26011520613814326))","([], np.float64(213.85902033627414))","([], np.float64(213.85902033627414))","([np.int64(15), np.int64(19), np.int64(28)], np.float64(4.9543407993386905))","([np.int64(15), np.int64(28), np.int64(30)], np.float64(4.290484942701238))"
71,"([np.int64(14), np.int64(17), np.int64(31)], np.float64(0.2851323908681293))","([], np.float64(186.73961680607445))","([], np.float64(186.73961680607445))","([np.int64(17), np.int64(31), np.int64(32)], np.float64(3.0281787553584043))","([np.int64(17), np.int64(31)], np.float64(2.823297935036795))"
72,"([np.int64(15), np.int64(27)], np.float64(0.2134748020583707))","([], np.float64(199.4806890305947))","([], np.float64(199.4806890305947))","([np.int64(7), np.int64(15), np.int64(27)], np.float64(4.252471205172682))","([np.int64(15), np.int64(27)], np.float64(2.8811978429288163))"
73,"([np.int64(24), np.int64(43)], np.float64(0.1759525370760165))","([np.int64(43)], np.float64(213.99482384133123))","([np.int64(43)], np.float64(208.7393501820536))","([np.int64(1), np.int64(19), np.int64(24), np.int64(43)], np.float64(3.494313511719922))","([np.int64(24), np.int64(43)], np.float64(2.728172501194468))"
74,"([np.int64(21), np.int64(24)], np.float64(0.2781320212661335))","([], np.float64(190.541879746339))","([], np.float64(190.541879746339))","([np.int64(5), np.int64(21), np.int64(22), np.int64(24)], np.float64(4.687569766170528))","([np.int64(21), np.int64(24), np.int64(30)], np.float64(3.8405348657865583))"
75,"([np.int64(6), np.int64(30)], np.float64(0.09744917844517563))","([], np.float64(199.45764499575134))","([], np.float64(199.45764499575134))","([np.int64(6), np.int64(12), np.int64(30), np.int64(34)], np.float64(4.296066966366951))","([np.int64(6), np.int64(30)], np.float64(3.332715695715725))"
76,"([np.int64(9), np.int64(19)], np.float64(0.20468082444725252))","([], np.float64(195.60038761043492))","([], np.float64(195.60038761043492))","([np.int64(9), np.int64(18), np.int64(19)], np.float64(4.400855078584836))","([np.int64(9), np.int64(19), np.int64(42)], np.float64(5.131632793834198))"
77,"([np.int64(7), np.int64(34), np.int64(38)], np.float64(0.12400824906061712))","([np.int64(34)], np.float64(204.89469862855424))","([], np.float64(203.8146117420703))","([np.int64(34), np.int64(38)], np.float64(2.847848797341803))","([np.int64(34), np.int64(38)], np.float64(3.26998573990752))"
78,"([np.int64(20), np.int64(28)], np.float64(0.2698013413278267))","([], np.float64(205.1369926812849))","([], np.float64(205.1369926812849))","([np.int64(20), np.int64(28), np.int64(32), np.int64(40)], np.float64(6.221125452396694))","([np.int64(20), np.int64(28), np.int64(32)], np.float64(5.670645694139486))"
79,"([np.int64(10), np.int64(18)], np.float64(0.2810856370161106))","([], np.float64(222.67830353131038))","([], np.float64(222.67830353131038))","([np.int64(10), np.int64(16), np.int64(18), np.int64(40)], np.float64(5.38550014476425))","([np.int64(10), np.int64(16), np.int64(18), np.int64(36)], np.float64(6.563465113206508))"
80,"([np.int64(0), np.int64(15)], np.float64(0.07892640447470232))","([], np.float64(211.8130499087239))","([], np.float64(211.8130499087239))","([np.int64(0), np.int64(15)], np.float64(2.797411632156484))","([np.int64(0), np.int64(15)], np.float64(3.606534120938359))"
81,"([np.int64(33), np.int64(35)], np.float64(0.18566993309893598))","([], np.float64(198.93430554127113))","([], np.float64(198.93430554127113))","([np.int64(33), np.int64(35)], np.float64(2.3407543538257904))","([np.int64(33), np.int64(35)], np.float64(3.4668382254759704))"
82,"([np.int64(25), np.int64(32)], np.float64(0.13442389223752338))","([], np.float64(209.68396554941725))","([], np.float64(209.68396554941725))","([np.int64(25), np.int64(32), np.int64(45), np.int64(49)], np.float64(3.6122516571599155))","([np.int64(25), np.int64(32)], np.float64(2.491905999853058))"
83,"([np.int64(35), np.int64(41)], np.float64(0.14659846495731338))","([], np.float64(183.52771240164282))","([], np.float64(183.52771240164282))","([np.int64(22), np.int64(35), np.int64(38), np.int64(41)], np.float64(2.724195951761658))","([np.int64(35), np.int64(41)], np.float64(2.161538471675053))"
84,"([np.int64(25), np.int64(33)], np.float64(0.12302330811078048))","([np.int64(18)], np.float64(200.74517459313066))","([], np.float64(198.50204631681868))","([np.int64(25), np.int64(33)], np.float64(2.241834616908727))","([np.int64(25), np.int64(33)], np.float64(3.342111773453315))"
85,"([np.int64(3), np.int64(12)], np.float64(0.20167778633196473))","([], np.float64(207.60481491691462))","([], np.float64(207.60481491691462))","([np.int64(3), np.int64(12), np.int64(44)], np.float64(4.737331492625033))","([np.int64(3), np.int64(12), np.int64(17)], np.float64(4.137117358609503))"
86,"([np.int64(29), np.int64(36)], np.float64(0.1411510009213569))","([], np.float64(206.9291381063403))","([], np.float64(206.9291381063403))","([np.int64(6), np.int64(8), np.int64(29), np.int64(36), np.int64(46), np.int64(49)], np.float64(6.3675098697659065))","([np.int64(29), np.int64(36), np.int64(49)], np.float64(4.153296011809929))"
87,"([np.int64(29), np.int64(44), np.int64(49)], np.float64(0.06859033751668067))","([np.int64(29)], np.float64(192.5087170491799))","([], np.float64(192.16047050050622))","([np.int64(6), np.int64(29), np.int64(44)], np.float64(2.994800136556773))","([np.int64(29), np.int64(44)], np.float64(3.561544700038618))"
88,"([np.int64(1), np.int64(31)], np.float64(0.15076620516697073))","([], np.float64(193.46812194330897))","([], np.float64(193.46812194330897))","([np.int64(1), np.int64(31)], np.float64(2.1080212195498578))","([np.int64(1), np.int64(10), np.int64(31)], np.float64(7.090709824561034))"
89,"([np.int64(3), np.int64(23)], np.float64(0.21713331526028554))","([], np.float64(192.51884893092804))","([], np.float64(192.51884893092804))","([np.int64(3), np.int64(23)], np.float64(2.7034780281177033))","([np.int64(3), np.int64(23)], np.float64(2.774325590370812))"
90,"([np.int64(3), np.int64(46)], np.float64(0.22982044901408683))","([np.int64(3)], np.float64(211.60810328720305))","([np.int64(3)], np.float64(210.66746963856014))","([np.int64(3), np.int64(33), np.int64(46)], np.float64(4.334489795167023))","([np.int64(3), np.int64(46)], np.float64(3.8309492037111634))"
91,"([np.int64(5), np.int64(8)], np.float64(0.1523192813960889))","([], np.float64(169.67325570181166))","([], np.float64(169.67325570181166))","([np.int64(5), np.int64(8)], np.float64(2.6407798678216343))","([np.int64(5), np.int64(8)], np.float64(3.1049834408452135))"
92,"([np.int64(7), np.int64(29)], np.float64(0.16945327172329216))","([], np.float64(188.57483365153988))","([], np.float64(188.57483365153988))","([np.int64(7), np.int64(29)], np.float64(2.216222751576758))","([np.int64(7), np.int64(29)], np.float64(2.90492607416889))"
93,"([np.int64(28), np.int64(49)], np.float64(0.07698590457498275))","([], np.float64(199.1492733579094))","([], np.float64(199.1492733579094))","([np.int64(8), np.int64(28), np.int64(49)], np.float64(3.336357072947276))","([np.int64(28), np.int64(49)], np.float64(3.198415842892373))"
94,"([np.int64(0), np.int64(31)], np.float64(0.09148737079097892))","([], np.float64(191.8413626096431))","([], np.float64(191.8413626096431))","([np.int64(0), np.int64(31), np.int64(36)], np.float64(2.5815895433381097))","([np.int64(0), np.int64(31)], np.float64(2.554263820197936))"
95,"([np.int64(19), np.int64(23), np.int64(24)], np.float64(0.21408571621738023))","([np.int64(31), np.int64(34)], np.float64(200.4152198185976))","([np.int64(34)], np.float64(195.2820109073516))","([np.int64(11), np.int64(19), np.int64(23), np.int64(34), np.int64(40)], np.float64(5.738743613187906))","([np.int64(19), np.int64(23)], np.float64(3.960893744773047))"
