run_id,LNRegressor,LinearModell0,LinearModell1,RandomForestRegressor,XGBoostRegressor
10,"([np.int64(1), np.int64(2), np.int64(3), np.int64(7), np.int64(8), np.int64(12), np.int64(15), np.int64(16), np.int64(18), np.int64(19), np.int64(21), np.int64(22), np.int64(24), np.int64(25), np.int64(30), np.int64(33), np.int64(36), np.int64(41), np.int64(42), np.int64(45), np.int64(47), np.int64(52), np.int64(53), np.int64(54), np.int64(55), np.int64(64), np.int64(66), np.int64(67), np.int64(69), np.int64(70), np.int64(74), np.int64(77), np.int64(83), np.int64(90), np.int64(104), np.int64(106), np.int64(107), np.int64(108), np.int64(112), np.int64(115), np.int64(116), np.int64(118), np.int64(122), np.int64(125), np.int64(135), np.int64(139), np.int64(143), np.int64(148), np.int64(149), np.int64(150), np.int64(151), np.int64(154), np.int64(156), np.int64(170), np.int64(176), np.int64(182), np.int64(186), np.int64(188), np.int64(192), np.int64(193), np.int64(198), np.int64(199), np.int64(205), np.int64(209), np.int64(210), np.int64(212), np.int64(229), np.int64(233), np.int64(238), np.int64(244), np.int64(248)], np.float64(68.45012289100596))","([np.int64(3), np.int64(7), np.int64(12), np.int64(16), np.int64(66), np.int64(87), np.int64(107), np.int64(116), np.int64(139), np.int64(151), np.int64(156), np.int64(210), np.int64(238)], np.float64(0.9132478304841071))","([np.int64(116)], np.float64(109.3243027343187))","([np.int64(7), np.int64(16), np.int64(66), np.int64(107), np.int64(116), np.int64(139), np.int64(199), np.int64(229)], np.float64(86.57576166974144))","([np.int64(66), np.int64(116), np.int64(139), np.int64(170)], np.float64(115.22978068997308))"
11,"([np.int64(11), np.int64(19), np.int64(25), np.int64(26), np.int64(30), np.int64(36), np.int64(43), np.int64(47), np.int64(59), np.int64(70), np.int64(76), np.int64(79), np.int64(86), np.int64(88), np.int64(92), np.int64(95), np.int64(96), np.int64(100), np.int64(106), np.int64(112), np.int64(128), np.int64(143), np.int64(145), np.int64(152), np.int64(156), np.int64(159), np.int64(161), np.int64(167), np.int64(181), np.int64(190), np.int64(208), np.int64(213), np.int64(230), np.int64(248)], np.float64(11.625608648032063))","([np.int64(11), np.int64(43), np.int64(59), np.int64(70), np.int64(76), np.int64(79), np.int64(96), np.int64(112), np.int64(128), np.int64(152), np.int64(161), np.int64(181), np.int64(248)], np.float64(4.979839920435435))","([], np.float64(116.31648211240608))","([np.int64(11), np.int64(174), np.int64(181), np.int64(236)], np.float64(120.74990776504319))","([], np.float64(122.24989117887797))"
12,"([np.int64(7), np.int64(11), np.int64(15), np.int64(24), np.int64(25), np.int64(26), np.int64(28), np.int64(29), np.int64(40), np.int64(42), np.int64(46), np.int64(48), np.int64(51), np.int64(52), np.int64(62), np.int64(63), np.int64(67), np.int64(81), np.int64(82), np.int64(85), np.int64(90), np.int64(94), np.int64(107), np.int64(120), np.int64(125), np.int64(131), np.int64(138), np.int64(141), np.int64(155), np.int64(160), np.int64(162), np.int64(174), np.int64(184), np.int64(186), np.int64(187), np.int64(188), np.int64(192), np.int64(193), np.int64(199), np.int64(204), np.int64(236), np.int64(239), np.int64(246), np.int64(247)], np.float64(3.228639012988665))","([np.int64(25), np.int64(40), np.int64(42), np.int64(48), np.int64(51), np.int64(62), np.int64(90), np.int64(125), np.int64(162), np.int64(186), np.int64(187), np.int64(204), np.int64(239)], np.float64(1.7033135636446877))","([np.int64(25)], np.float64(110.75118292615895))","([np.int64(25), np.int64(40), np.int64(118), np.int64(162)], np.float64(101.34824372637485))","([np.int64(162), np.int64(237)], np.float64(195.30206349734456))"
13,"([np.int64(3), np.int64(29), np.int64(35), np.int64(42), np.int64(50), np.int64(71), np.int64(78), np.int64(79), np.int64(84), np.int64(120), np.int64(129), np.int64(133), np.int64(136), np.int64(140), np.int64(141), np.int64(143), np.int64(154), np.int64(160), np.int64(163), np.int64(176), np.int64(178), np.int64(179), np.int64(212), np.int64(217), np.int64(221), np.int64(234), np.int64(243), np.int64(246), np.int64(247), np.int64(248)], np.float64(1.8575287126584619))","([np.int64(71), np.int64(129), np.int64(133), np.int64(140), np.int64(141), np.int64(154), np.int64(160), np.int64(176), np.int64(179), np.int64(217), np.int64(221), np.int64(234), np.int64(243), np.int64(246)], np.float64(6.612379652416072))","([np.int64(133), np.int64(176)], np.float64(113.7011561148423))","([np.int64(5), np.int64(71), np.int64(133), np.int64(140), np.int64(154), np.int64(155), np.int64(176), np.int64(179), np.int64(212)], np.float64(95.18554650923572))","([], np.float64(126.09242447915804))"
14,"([np.int64(5), np.int64(6), np.int64(20), np.int64(44), np.int64(61), np.int64(62), np.int64(66), np.int64(77), np.int64(80), np.int64(86), np.int64(111), np.int64(119), np.int64(136), np.int64(152), np.int64(153), np.int64(166), np.int64(167), np.int64(177), np.int64(186), np.int64(193), np.int64(196), np.int64(198), np.int64(226), np.int64(229), np.int64(232), np.int64(247)], np.float64(5.13932350203998))","([np.int64(5), np.int64(61), np.int64(62), np.int64(66), np.int64(80), np.int64(91), np.int64(136), np.int64(152), np.int64(153), np.int64(167), np.int64(193), np.int64(196), np.int64(226), np.int64(229), np.int64(233)], np.float64(7.988411883081153))","([np.int64(66)], np.float64(106.76883639030108))","([np.int64(61), np.int64(66), np.int64(152), np.int64(193), np.int64(226), np.int64(229)], np.float64(91.98418925302467))","([np.int64(66), np.int64(128), np.int64(135), np.int64(147), np.int64(229)], np.float64(168.85920264510386))"
15,"([np.int64(0), np.int64(4), np.int64(13), np.int64(19), np.int64(32), np.int64(33), np.int64(50), np.int64(63), np.int64(68), np.int64(75), np.int64(76), np.int64(80), np.int64(82), np.int64(108), np.int64(115), np.int64(128), np.int64(134), np.int64(137), np.int64(144), np.int64(153), np.int64(158), np.int64(159), np.int64(160), np.int64(165), np.int64(167), np.int64(171), np.int64(174), np.int64(184), np.int64(194), np.int64(195), np.int64(198), np.int64(205), np.int64(207), np.int64(211), np.int64(214), np.int64(216), np.int64(220), np.int64(221), np.int64(224), np.int64(228), np.int64(229), np.int64(236), np.int64(238), np.int64(240), np.int64(241), np.int64(245)], np.float64(15.868449680755257))","([np.int64(32), np.int64(50), np.int64(80), np.int64(115), np.int64(153), np.int64(160), np.int64(165), np.int64(167), np.int64(174), np.int64(211), np.int64(220), np.int64(241), np.int64(245)], np.float64(0.7501851344702261))","([np.int64(80), np.int64(220), np.int64(245)], np.float64(104.64586682106733))","([np.int64(21), np.int64(80), np.int64(220), np.int64(229), np.int64(245)], np.float64(100.47914304150379))","([np.int64(165), np.int64(229), np.int64(245)], np.float64(153.59195167412057))"
16,"([np.int64(8), np.int64(22), np.int64(25), np.int64(35), np.int64(46), np.int64(48), np.int64(53), np.int64(62), np.int64(68), np.int64(71), np.int64(78), np.int64(81), np.int64(95), np.int64(115), np.int64(124), np.int64(132), np.int64(147), np.int64(152), np.int64(153), np.int64(156), np.int64(164), np.int64(165), np.int64(167), np.int64(171), np.int64(189), np.int64(196), np.int64(206), np.int64(212), np.int64(228), np.int64(235), np.int64(243)], np.float64(75.78721952137462))","([np.int64(25), np.int64(53), np.int64(71), np.int64(78), np.int64(81), np.int64(116), np.int64(147), np.int64(148), np.int64(156), np.int64(167), np.int64(171), np.int64(212), np.int64(243)], np.float64(2.8600010763820416))","([np.int64(171), np.int64(212)], np.float64(130.330169783927))","([np.int64(22), np.int64(171), np.int64(206), np.int64(212)], np.float64(127.68621070047348))","([np.int64(235)], np.float64(223.9244615952876))"
17,"([np.int64(7), np.int64(8), np.int64(29), np.int64(36), np.int64(40), np.int64(41), np.int64(46), np.int64(52), np.int64(57), np.int64(67), np.int64(83), np.int64(85), np.int64(87), np.int64(88), np.int64(106), np.int64(107), np.int64(109), np.int64(112), np.int64(113), np.int64(133), np.int64(135), np.int64(155), np.int64(166), np.int64(190), np.int64(191), np.int64(202), np.int64(203), np.int64(218), np.int64(225), np.int64(237), np.int64(240), np.int64(246), np.int64(247)], np.float64(6.460966722661214))","([np.int64(8), np.int64(46), np.int64(85), np.int64(87), np.int64(106), np.int64(107), np.int64(109), np.int64(113), np.int64(135), np.int64(190), np.int64(191), np.int64(202), np.int64(240)], np.float64(2.09986967063243))","([np.int64(85), np.int64(87)], np.float64(105.72957052412686))","([np.int64(29), np.int64(64), np.int64(79), np.int64(83), np.int64(85), np.int64(87), np.int64(113), np.int64(166), np.int64(191), np.int64(225)], np.float64(111.7321706571847))","([np.int64(87)], np.float64(212.13011974218952))"
18,"([np.int64(5), np.int64(15), np.int64(21), np.int64(25), np.int64(27), np.int64(32), np.int64(36), np.int64(43), np.int64(53), np.int64(61), np.int64(65), np.int64(83), np.int64(90), np.int64(120), np.int64(131), np.int64(138), np.int64(153), np.int64(162), np.int64(163), np.int64(182), np.int64(193), np.int64(206), np.int64(218), np.int64(220), np.int64(231), np.int64(238), np.int64(242)], np.float64(5.389242867388361))","([np.int64(21), np.int64(27), np.int64(32), np.int64(120), np.int64(131), np.int64(163), np.int64(182), np.int64(193), np.int64(206), np.int64(218), np.int64(220), np.int64(231), np.int64(238)], np.float64(7.272637357741793))","([np.int64(131)], np.float64(115.68884038781901))","([np.int64(32), np.int64(120), np.int64(131), np.int64(162), np.int64(182), np.int64(220)], np.float64(101.94945677481694))","([np.int64(32), np.int64(59), np.int64(182), np.int64(219), np.int64(220)], np.float64(158.08331433572073))"
19,"([np.int64(11), np.int64(21), np.int64(33), np.int64(35), np.int64(57), np.int64(58), np.int64(64), np.int64(69), np.int64(83), np.int64(88), np.int64(114), np.int64(122), np.int64(133), np.int64(159), np.int64(164), np.int64(170), np.int64(180), np.int64(183), np.int64(190), np.int64(193), np.int64(208), np.int64(211), np.int64(217), np.int64(222), np.int64(228), np.int64(231), np.int64(238)], np.float64(3.1585249877985024))","([np.int64(21), np.int64(33), np.int64(57), np.int64(58), np.int64(88), np.int64(114), np.int64(122), np.int64(133), np.int64(164), np.int64(170), np.int64(183), np.int64(208), np.int64(231)], np.float64(0.41717688362966465))","([np.int64(33)], np.float64(114.96182509243096))","([np.int64(4), np.int64(33), np.int64(35), np.int64(133), np.int64(170), np.int64(193), np.int64(194), np.int64(208), np.int64(211)], np.float64(105.20683996347692))","([np.int64(43), np.int64(93), np.int64(138), np.int64(154), np.int64(170), np.int64(193)], np.float64(189.83413157346746))"
20,"([np.int64(2), np.int64(15), np.int64(20), np.int64(22), np.int64(24), np.int64(32), np.int64(35), np.int64(40), np.int64(41), np.int64(42), np.int64(46), np.int64(51), np.int64(55), np.int64(71), np.int64(79), np.int64(91), np.int64(96), np.int64(99), np.int64(120), np.int64(123), np.int64(126), np.int64(131), np.int64(146), np.int64(154), np.int64(155), np.int64(173), np.int64(177), np.int64(190), np.int64(192), np.int64(194), np.int64(202), np.int64(203), np.int64(225), np.int64(228), np.int64(232), np.int64(235), np.int64(237)], np.float64(3.9691421915814447))","([np.int64(2), np.int64(32), np.int64(42), np.int64(79), np.int64(120), np.int64(126), np.int64(146), np.int64(173), np.int64(190), np.int64(192), np.int64(194), np.int64(228), np.int64(237)], np.float64(1.7412332425151615))","([], np.float64(122.08271014496287))","([np.int64(2), np.int64(32), np.int64(131), np.int64(142), np.int64(155), np.int64(190)], np.float64(114.83482135720143))","([np.int64(131), np.int64(170), np.int64(190)], np.float64(194.40132033281284))"
21,"([np.int64(1), np.int64(23), np.int64(35), np.int64(39), np.int64(41), np.int64(48), np.int64(57), np.int64(75), np.int64(82), np.int64(92), np.int64(97), np.int64(119), np.int64(136), np.int64(143), np.int64(144), np.int64(150), np.int64(155), np.int64(176), np.int64(192), np.int64(197), np.int64(198), np.int64(203), np.int64(205), np.int64(206), np.int64(215), np.int64(230), np.int64(238), np.int64(240)], np.float64(2.7741578854482403))","([np.int64(1), np.int64(23), np.int64(35), np.int64(57), np.int64(82), np.int64(97), np.int64(119), np.int64(143), np.int64(155), np.int64(197), np.int64(198), np.int64(230), np.int64(240)], np.float64(0.3611938735855724))","([np.int64(197)], np.float64(114.94478815331514))","([np.int64(78), np.int64(97), np.int64(176), np.int64(197)], np.float64(130.15082908713285))","([np.int64(176)], np.float64(282.62250001082236))"
22,"([np.int64(1), np.int64(3), np.int64(5), np.int64(6), np.int64(8), np.int64(15), np.int64(17), np.int64(24), np.int64(26), np.int64(28), np.int64(36), np.int64(40), np.int64(42), np.int64(45), np.int64(46), np.int64(49), np.int64(56), np.int64(58), np.int64(64), np.int64(65), np.int64(66), np.int64(69), np.int64(71), np.int64(74), np.int64(77), np.int64(82), np.int64(83), np.int64(85), np.int64(86), np.int64(90), np.int64(91), np.int64(93), np.int64(97), np.int64(101), np.int64(105), np.int64(106), np.int64(112), np.int64(123), np.int64(128), np.int64(129), np.int64(135), np.int64(141), np.int64(144), np.int64(145), np.int64(147), np.int64(148), np.int64(155), np.int64(158), np.int64(160), np.int64(166), np.int64(170), np.int64(173), np.int64(174), np.int64(176), np.int64(177), np.int64(181), np.int64(184), np.int64(192), np.int64(196), np.int64(198), np.int64(202), np.int64(204), np.int64(207), np.int64(209), np.int64(213), np.int64(215), np.int64(220), np.int64(221), np.int64(229), np.int64(230), np.int64(231), np.int64(235), np.int64(236), np.int64(240), np.int64(241), np.int64(247), np.int64(248)], np.float64(57.30881310663604))","([np.int64(6), np.int64(46), np.int64(64), np.int64(65), np.int64(66), np.int64(71), np.int64(85), np.int64(86), np.int64(93), np.int64(129), np.int64(150), np.int64(173), np.int64(174)], np.float64(0.9110380940703126))","([np.int64(65)], np.float64(111.9880313656959))","([np.int64(3), np.int64(46), np.int64(65), np.int64(170), np.int64(174)], np.float64(105.99467724841082))","([np.int64(174), np.int64(179)], np.float64(139.50390294046426))"
23,"([np.int64(7), np.int64(13), np.int64(14), np.int64(17), np.int64(34), np.int64(44), np.int64(47), np.int64(51), np.int64(70), np.int64(72), np.int64(76), np.int64(80), np.int64(87), np.int64(89), np.int64(93), np.int64(95), np.int64(111), np.int64(136), np.int64(142), np.int64(152), np.int64(153), np.int64(159), np.int64(167), np.int64(170), np.int64(181), np.int64(183), np.int64(193), np.int64(194), np.int64(200), np.int64(210), np.int64(220), np.int64(234), np.int64(242), np.int64(245)], np.float64(13.102456238733373))","([np.int64(14), np.int64(17), np.int64(51), np.int64(76), np.int64(80), np.int64(93), np.int64(153), np.int64(170), np.int64(181), np.int64(183), np.int64(200), np.int64(234), np.int64(242)], np.float64(3.0066880259324424))","([np.int64(14)], np.float64(119.24619303094138))","([np.int64(14), np.int64(17), np.int64(117), np.int64(152), np.int64(158), np.int64(167), np.int64(194), np.int64(211)], np.float64(119.62880076400825))","([np.int64(152), np.int64(199), np.int64(234)], np.float64(178.46458270634022))"
24,"([np.int64(5), np.int64(9), np.int64(13), np.int64(22), np.int64(24), np.int64(28), np.int64(33), np.int64(35), np.int64(40), np.int64(41), np.int64(43), np.int64(48), np.int64(63), np.int64(65), np.int64(104), np.int64(108), np.int64(115), np.int64(118), np.int64(121), np.int64(126), np.int64(129), np.int64(137), np.int64(162), np.int64(170), np.int64(177), np.int64(190), np.int64(216), np.int64(228), np.int64(230)], np.float64(14.649961171561133))","([np.int64(9), np.int64(13), np.int64(24), np.int64(40), np.int64(43), np.int64(108), np.int64(115), np.int64(121), np.int64(126), np.int64(129), np.int64(162), np.int64(170), np.int64(190)], np.float64(0.8661276222535712))","([np.int64(190)], np.float64(106.35836202409942))","([np.int64(13), np.int64(115), np.int64(190), np.int64(192)], np.float64(103.16352929732929))","([np.int64(170), np.int64(190), np.int64(192)], np.float64(137.9071645734887))"
25,"([np.int64(13), np.int64(20), np.int64(22), np.int64(25), np.int64(35), np.int64(57), np.int64(59), np.int64(63), np.int64(73), np.int64(80), np.int64(90), np.int64(92), np.int64(94), np.int64(96), np.int64(100), np.int64(102), np.int64(110), np.int64(111), np.int64(119), np.int64(129), np.int64(132), np.int64(137), np.int64(146), np.int64(154), np.int64(161), np.int64(166), np.int64(171), np.int64(193), np.int64(202), np.int64(241), np.int64(243), np.int64(245)], np.float64(3.026499267789327))","([np.int64(13), np.int64(35), np.int64(57), np.int64(63), np.int64(90), np.int64(92), np.int64(94), np.int64(96), np.int64(102), np.int64(111), np.int64(119), np.int64(146), np.int64(241)], np.float64(6.183148976846465))","([], np.float64(134.18379329200474))","([np.int64(57), np.int64(92), np.int64(94), np.int64(96), np.int64(111), np.int64(119), np.int64(184), np.int64(203), np.int64(241)], np.float64(98.38645458451381))","([np.int64(203)], np.float64(262.9041252101347))"
26,"([np.int64(13), np.int64(19), np.int64(23), np.int64(54), np.int64(66), np.int64(70), np.int64(71), np.int64(74), np.int64(75), np.int64(80), np.int64(82), np.int64(83), np.int64(86), np.int64(111), np.int64(135), np.int64(140), np.int64(143), np.int64(146), np.int64(152), np.int64(166), np.int64(167), np.int64(173), np.int64(175), np.int64(186), np.int64(195), np.int64(204), np.int64(205), np.int64(214), np.int64(215), np.int64(216), np.int64(230), np.int64(242)], np.float64(7.442046982129584))","([np.int64(70), np.int64(71), np.int64(74), np.int64(75), np.int64(135), np.int64(140), np.int64(143), np.int64(146), np.int64(166), np.int64(204), np.int64(205), np.int64(216), np.int64(242)], np.float64(2.6486781727522186))","([], np.float64(112.65327074059294))","([np.int64(75), np.int64(117), np.int64(140), np.int64(205), np.int64(242)], np.float64(100.53586776549832))","([], np.float64(115.24739888536689))"
