run_id,LNRegressor,LinearModell0,LinearModell1,RandomForestRegressor,XGBoostRegressor
69,"([np.int64(33), np.int64(226)], np.float64(0.6712587358467689))","([np.int64(33), np.int64(226)], np.float64(0.040404051877238))","([np.int64(33), np.int64(226)], np.float64(0.6666180562429305))","([np.int64(20), np.int64(33), np.int64(152), np.int64(174), np.int64(226)], np.float64(2.8066485227402054))","([np.int64(33), np.int64(226)], np.float64(2.112063021501327))"
70,"([np.int64(36), np.int64(150)], np.float64(15.003256655084718))","([np.int64(36), np.int64(150)], np.float64(0.29599252805462845))","([np.int64(36), np.int64(150)], np.float64(1.2904335845914374))","([np.int64(36), np.int64(150)], np.float64(1.6634061383813767))","([np.int64(36), np.int64(37), np.int64(80), np.int64(198)], np.float64(14.33064716041361))"
71,"([np.int64(36), np.int64(234)], np.float64(2.8187711226106837))","([np.int64(36), np.int64(234)], np.float64(0.6887278630606702))","([np.int64(36), np.int64(234)], np.float64(0.8094151205355835))","([np.int64(25), np.int64(36), np.int64(91), np.int64(213), np.int64(234)], np.float64(2.9088517512700665))","([np.int64(234)], np.float64(17.908176287885357))"
72,"([np.int64(41), np.int64(59)], np.float64(0.9265188633602738))","([np.int64(41), np.int64(59)], np.float64(0.6136343538594593))","([np.int64(41), np.int64(59)], np.float64(0.903804636771251))","([np.int64(41), np.int64(59), np.int64(209)], np.float64(1.6845869509083808))","([], np.float64(18.79558699951404))"
73,"([np.int64(139), np.int64(160)], np.float64(12.135413458969355))","([np.int64(139), np.int64(160)], np.float64(0.7613136844883047))","([np.int64(139), np.int64(152), np.int64(160), np.int64(223)], np.float64(1.3807862961517907))","([np.int64(139), np.int64(152), np.int64(160), np.int64(199), np.int64(202), np.int64(237)], np.float64(4.569578060548214))","([np.int64(139), np.int64(160), np.int64(202), np.int64(220)], np.float64(3.561644852483892))"
74,"([np.int64(222), np.int64(225)], np.float64(8.996580811388075))","([np.int64(222), np.int64(225)], np.float64(0.40874771240692503))","([np.int64(222), np.int64(225)], np.float64(0.6918352428681404))","([np.int64(20), np.int64(136), np.int64(222), np.int64(225)], np.float64(1.9671893150823616))","([np.int64(225)], np.float64(19.849973307703703))"
75,"([], np.float64(18.45523163440521))","([np.int64(10), np.int64(119)], np.float64(0.18159151183783726))","([np.int64(10), np.int64(119)], np.float64(1.689131779193258))","([np.int64(10), np.int64(59), np.int64(119)], np.float64(2.294010004128838))","([np.int64(10), np.int64(96), np.int64(119)], np.float64(2.0809047730141947))"
76,"([np.int64(45), np.int64(120)], np.float64(4.617604422232803))","([np.int64(45), np.int64(120)], np.float64(0.03142988230426561))","([np.int64(45), np.int64(120)], np.float64(0.5019233777931613))","([np.int64(45), np.int64(120), np.int64(213)], np.float64(1.674916075913604))","([np.int64(120)], np.float64(17.095238458609913))"
77,"([np.int64(78), np.int64(185)], np.float64(0.7949913418670832))","([np.int64(78), np.int64(185)], np.float64(0.12630643667735833))","([np.int64(78), np.int64(185)], np.float64(1.0113045273278427))","([np.int64(4), np.int64(37), np.int64(78), np.int64(185)], np.float64(4.244745437900502))","([np.int64(78), np.int64(185)], np.float64(2.9922071862953543))"
78,"([np.int64(43), np.int64(82)], np.float64(8.987397915379825))","([np.int64(43), np.int64(82)], np.float64(0.15540788264392244))","([np.int64(43), np.int64(82)], np.float64(0.6170373307821968))","([np.int64(43), np.int64(82), np.int64(105), np.int64(111), np.int64(224)], np.float64(2.6027962151867))","([np.int64(43), np.int64(49), np.int64(82), np.int64(98), np.int64(111), np.int64(141), np.int64(180)], np.float64(3.8189781572885066))"
79,"([np.int64(108), np.int64(223)], np.float64(6.167529136154596))","([np.int64(108), np.int64(223)], np.float64(0.1800475653653561))","([np.int64(108), np.int64(223)], np.float64(1.1650620917238343))","([np.int64(10), np.int64(41), np.int64(108), np.int64(160), np.int64(223), np.int64(235)], np.float64(4.7902710312380385))","([np.int64(108), np.int64(223), np.int64(234)], np.float64(3.458874740869552))"
80,"([np.int64(72), np.int64(234)], np.float64(0.8585658288460466))","([np.int64(72), np.int64(234)], np.float64(0.03459023943537336))","([np.int64(72), np.int64(234)], np.float64(0.6323277367970047))","([np.int64(72), np.int64(98), np.int64(128), np.int64(160), np.int64(167), np.int64(219), np.int64(234)], np.float64(3.8952586880627615))","([np.int64(72)], np.float64(19.880628609334078))"
81,"([np.int64(86), np.int64(106), np.int64(151), np.int64(204)], np.float64(0.3529768329112158))","([np.int64(73), np.int64(151), np.int64(204)], np.float64(0.06922806056919314))","([np.int64(151), np.int64(204)], np.float64(0.6311232245624021))","([np.int64(98), np.int64(151), np.int64(204), np.int64(205)], np.float64(2.1889819397440378))","([np.int64(55), np.int64(98), np.int64(149), np.int64(151), np.int64(204)], np.float64(3.414766163702355))"
82,"([np.int64(230)], np.float64(16.48614768460928))","([np.int64(22), np.int64(230)], np.float64(0.5491963544831528))","([np.int64(22), np.int64(230)], np.float64(1.247643500659916))","([np.int64(22), np.int64(59), np.int64(90), np.int64(119), np.int64(155), np.int64(230)], np.float64(4.951281239637239))","([np.int64(22), np.int64(90), np.int64(144), np.int64(230)], np.float64(4.655207683405546))"
83,"([np.int64(144), np.int64(148)], np.float64(15.730261285435432))","([np.int64(144), np.int64(148)], np.float64(0.22873865911944605))","([np.int64(144), np.int64(148)], np.float64(1.203229100291653))","([np.int64(46), np.int64(144), np.int64(148)], np.float64(1.7374620259697682))","([np.int64(144), np.int64(148), np.int64(159), np.int64(186), np.int64(212), np.int64(243)], np.float64(2.177784097776012))"
84,"([], np.float64(18.524029390410337))","([np.int64(14), np.int64(204)], np.float64(0.1312909789645804))","([np.int64(14), np.int64(204)], np.float64(0.506874889396894))","([np.int64(14), np.int64(161), np.int64(204)], np.float64(1.7388116677710346))","([np.int64(14), np.int64(98), np.int64(122), np.int64(191), np.int64(204)], np.float64(3.3755616031253473))"
85,"([np.int64(107), np.int64(115)], np.float64(7.165589667461203))","([np.int64(107), np.int64(115)], np.float64(0.1389002581460188))","([np.int64(107), np.int64(115)], np.float64(0.6418243068339259))","([np.int64(69), np.int64(107), np.int64(115), np.int64(139)], np.float64(3.05557020419837))","([np.int64(107), np.int64(115)], np.float64(1.8803341593921972))"
86,"([], np.float64(18.320886356261074))","([np.int64(47), np.int64(237)], np.float64(0.05745785108904527))","([np.int64(47), np.int64(237)], np.float64(1.0192733133335714))","([np.int64(47), np.int64(150), np.int64(237)], np.float64(3.026577920067471))","([np.int64(47), np.int64(237)], np.float64(2.4132436431850266))"
87,"([np.int64(129), np.int64(189), np.int64(202), np.int64(224)], np.float64(0.36604517300316547))","([np.int64(189), np.int64(202)], np.float64(0.2409616636493133))","([np.int64(189), np.int64(202)], np.float64(0.5580479332691566))","([np.int64(27), np.int64(189), np.int64(202)], np.float64(3.086110189962912))","([np.int64(202)], np.float64(20.547714332505418))"
88,"([np.int64(9), np.int64(20)], np.float64(0.2754861199180859))","([np.int64(9), np.int64(20)], np.float64(0.25951389698053))","([np.int64(9), np.int64(20)], np.float64(0.2706870187179027))","([np.int64(9), np.int64(20)], np.float64(0.8752454516115695))","([np.int64(9)], np.float64(19.73776998914722))"
89,"([], np.float64(17.455494437544623))","([np.int64(210), np.int64(241)], np.float64(0.050493663468130764))","([np.int64(210), np.int64(241)], np.float64(0.8025695815582827))","([np.int64(210), np.int64(241)], np.float64(1.5552072563136194))","([np.int64(210)], np.float64(15.172605017843804))"
90,"([], np.float64(17.321086277123428))","([np.int64(136), np.int64(155)], np.float64(0.6966510495945176))","([np.int64(136), np.int64(155)], np.float64(0.7037145096327793))","([np.int64(71), np.int64(136), np.int64(150), np.int64(155), np.int64(223)], np.float64(2.815226791485426))","([np.int64(99), np.int64(118), np.int64(131), np.int64(134), np.int64(136), np.int64(155), np.int64(223), np.int64(232), np.int64(241)], np.float64(4.835570866270704))"
91,"([np.int64(148), np.int64(214)], np.float64(7.853590398333312))","([np.int64(148), np.int64(214)], np.float64(0.06815368082875027))","([np.int64(148), np.int64(214)], np.float64(0.4125432449538216))","([np.int64(82), np.int64(147), np.int64(148), np.int64(186), np.int64(188), np.int64(201), np.int64(214)], np.float64(4.206144615512657))","([np.int64(148), np.int64(201)], np.float64(14.38167033872978))"
92,"([np.int64(198), np.int64(217)], np.float64(0.5012183333619621))","([np.int64(198), np.int64(217), np.int64(221)], np.float64(0.18072410367224517))","([np.int64(198), np.int64(217)], np.float64(0.4427543563377292))","([np.int64(189), np.int64(198), np.int64(217), np.int64(236), np.int64(238)], np.float64(3.1857815342350486))","([np.int64(198), np.int64(206), np.int64(217)], np.float64(2.486614848113519))"
93,"([np.int64(14), np.int64(237)], np.float64(9.954137583567183))","([np.int64(14), np.int64(237)], np.float64(0.17646525329157664))","([np.int64(14), np.int64(237)], np.float64(1.2365642480406513))","([np.int64(14), np.int64(28), np.int64(75), np.int64(91), np.int64(188), np.int64(237)], np.float64(3.7417740211791797))","([np.int64(14), np.int64(188), np.int64(222), np.int64(237)], np.float64(3.627322674008825))"
94,"([np.int64(14), np.int64(31)], np.float64(0.9867621592343919))","([np.int64(14), np.int64(31)], np.float64(0.4319396659646467))","([np.int64(14), np.int64(31)], np.float64(0.9447586156080967))","([np.int64(14), np.int64(31), np.int64(124), np.int64(130), np.int64(165), np.int64(214)], np.float64(3.213891609594256))","([np.int64(14)], np.float64(19.04001907486067))"
95,"([np.int64(24), np.int64(108)], np.float64(6.4937854962140085))","([np.int64(24), np.int64(108)], np.float64(1.5105208248447375))","([np.int64(24), np.int64(108)], np.float64(1.7717160495189372))","([np.int64(24), np.int64(38), np.int64(108), np.int64(243)], np.float64(3.457477147495558))","([np.int64(24), np.int64(108), np.int64(239)], np.float64(3.179716159261146))"
96,"([np.int64(74), np.int64(131)], np.float64(0.5030485736777199))","([np.int64(74), np.int64(131), np.int64(235)], np.float64(0.21491530384405064))","([np.int64(74), np.int64(131)], np.float64(0.6331186899613556))","([np.int64(74), np.int64(131)], np.float64(1.5732374138828895))","([np.int64(74)], np.float64(19.159194065457164))"
97,"([], np.float64(19.914369261489234))","([np.int64(60), np.int64(78)], np.float64(0.3731385565072834))","([np.int64(60), np.int64(78)], np.float64(0.6240105273786876))","([np.int64(60), np.int64(78)], np.float64(2.7373703085948353))","([np.int64(60), np.int64(78), np.int64(84)], np.float64(2.7828114603486775))"
98,"([np.int64(0), np.int64(1), np.int64(2), np.int64(4), np.int64(9), np.int64(10), np.int64(11), np.int64(18), np.int64(19), np.int64(20), np.int64(22), np.int64(24), np.int64(26), np.int64(30), np.int64(38), np.int64(48), np.int64(51), np.int64(52), np.int64(58), np.int64(69), np.int64(70), np.int64(71), np.int64(73), np.int64(77), np.int64(85), np.int64(87), np.int64(88), np.int64(93), np.int64(97), np.int64(100), np.int64(113), np.int64(122), np.int64(124), np.int64(136), np.int64(139), np.int64(141), np.int64(144), np.int64(154), np.int64(170), np.int64(180), np.int64(183), np.int64(185), np.int64(186), np.int64(190), np.int64(200), np.int64(204), np.int64(206), np.int64(219), np.int64(226), np.int64(229), np.int64(233), np.int64(236), np.int64(241)], np.float64(0.4477383972795535))","([np.int64(85), np.int64(190)], np.float64(0.02074244078998292))","([np.int64(85), np.int64(190)], np.float64(0.2093966613951522))","([np.int64(85), np.int64(159), np.int64(167), np.int64(190)], np.float64(2.981022614234077))","([np.int64(85), np.int64(190)], np.float64(2.0212187935566823))"
99,"([np.int64(199), np.int64(238)], np.float64(1.486154386611948))","([np.int64(199), np.int64(238)], np.float64(0.13814797317465405))","([np.int64(199), np.int64(238)], np.float64(0.7513218185864632))","([np.int64(44), np.int64(199), np.int64(238)], np.float64(3.4374784252723347))","([np.int64(44), np.int64(158), np.int64(199), np.int64(238)], np.float64(3.8246042233406556))"
