run_id,LNRegressor,LinearModell0,LinearModell1,RandomForestRegressor,XGBoostRegressor
10,"([np.int64(66), np.int64(92), np.int64(108), np.int64(132), np.int64(136), np.int64(162), np.int64(189), np.int64(191), np.int64(202), np.int64(242)], np.float64(3.9390978642775254))","([np.int64(66), np.int64(92), np.int64(132), np.int64(162), np.int64(191), np.int64(202), np.int64(242)], np.float64(2.172986268486163))","([np.int64(202)], np.float64(59.764199161042995))","([np.int64(66), np.int64(189), np.int64(202)], np.float64(54.62495854311752))","([], np.float64(64.90561716757018))"
11,"([np.int64(52), np.int64(55), np.int64(70), np.int64(77), np.int64(92), np.int64(100), np.int64(142), np.int64(173), np.int64(178), np.int64(224)], np.float64(4.279004988075055))","([np.int64(52), np.int64(55), np.int64(77), np.int64(92), np.int64(142), np.int64(173), np.int64(224)], np.float64(0.11108592063952875))","([np.int64(142), np.int64(173), np.int64(224)], np.float64(50.25244409394758))","([np.int64(100), np.int64(173), np.int64(224)], np.float64(55.8882204073694))","([np.int64(224)], np.float64(90.916559522163))"
12,"([np.int64(30), np.int64(48), np.int64(59), np.int64(66), np.int64(74), np.int64(113), np.int64(126), np.int64(130), np.int64(157), np.int64(161), np.int64(178), np.int64(206), np.int64(223), np.int64(240), np.int64(241)], np.float64(3.7075522347348935))","([np.int64(30), np.int64(66), np.int64(126), np.int64(130), np.int64(178), np.int64(206), np.int64(223)], np.float64(3.2973968028567846))","([np.int64(30), np.int64(161)], np.float64(58.73535220484775))","([np.int64(27), np.int64(30), np.int64(66), np.int64(126), np.int64(161), np.int64(178), np.int64(221), np.int64(241)], np.float64(44.336131307458885))","([np.int64(30), np.int64(176), np.int64(241)], np.float64(83.33060765749481))"
13,"([np.int64(10), np.int64(15), np.int64(18), np.int64(22), np.int64(25), np.int64(28), np.int64(31), np.int64(34), np.int64(35), np.int64(42), np.int64(43), np.int64(44), np.int64(51), np.int64(53), np.int64(58), np.int64(60), np.int64(65), np.int64(66), np.int64(67), np.int64(71), np.int64(72), np.int64(81), np.int64(84), np.int64(85), np.int64(87), np.int64(92), np.int64(95), np.int64(99), np.int64(121), np.int64(123), np.int64(124), np.int64(127), np.int64(129), np.int64(131), np.int64(141), np.int64(158), np.int64(159), np.int64(170), np.int64(180), np.int64(193), np.int64(195), np.int64(197), np.int64(209), np.int64(212), np.int64(222), np.int64(228), np.int64(230), np.int64(243), np.int64(244)], np.float64(1.410527372993607))","([np.int64(18), np.int64(28), np.int64(42), np.int64(43), np.int64(58), np.int64(71), np.int64(141)], np.float64(0.23784238185394693))","([np.int64(18), np.int64(58), np.int64(71)], np.float64(53.85843140540973))","([np.int64(18), np.int64(28), np.int64(42), np.int64(58), np.int64(71), np.int64(84), np.int64(95)], np.float64(38.58559649534758))","([np.int64(71), np.int64(243)], np.float64(82.48969702765677))"
14,"([np.int64(6), np.int64(45), np.int64(53), np.int64(74), np.int64(108), np.int64(119), np.int64(148), np.int64(174)], np.float64(2.3769311062620337))","([np.int64(6), np.int64(45), np.int64(74), np.int64(108), np.int64(119), np.int64(148), np.int64(174), np.int64(233)], np.float64(1.0200490754825347))","([np.int64(45), np.int64(74), np.int64(119), np.int64(148)], np.float64(45.061204424167585))","([np.int64(6), np.int64(45), np.int64(74), np.int64(108), np.int64(119), np.int64(148), np.int64(198)], np.float64(26.656136561019643))","([], np.float64(55.5357008619115))"
15,"([np.int64(1), np.int64(17), np.int64(18), np.int64(30), np.int64(33), np.int64(48), np.int64(85), np.int64(112), np.int64(135), np.int64(177), np.int64(179), np.int64(194), np.int64(203), np.int64(213), np.int64(216), np.int64(221), np.int64(227), np.int64(236)], np.float64(4.3624044978063665))","([np.int64(1), np.int64(17), np.int64(48), np.int64(85), np.int64(112), np.int64(216), np.int64(227)], np.float64(2.4523623533592924))","([], np.float64(60.53254415076081))","([np.int64(1), np.int64(48), np.int64(114), np.int64(139), np.int64(179), np.int64(227)], np.float64(46.84476419807531))","([np.int64(48), np.int64(76), np.int64(227), np.int64(233)], np.float64(69.14356483675124))"
16,"([np.int64(4), np.int64(5), np.int64(6), np.int64(10), np.int64(18), np.int64(23), np.int64(38), np.int64(39), np.int64(45), np.int64(54), np.int64(61), np.int64(62), np.int64(74), np.int64(79), np.int64(85), np.int64(89), np.int64(103), np.int64(111), np.int64(116), np.int64(121), np.int64(143), np.int64(144), np.int64(149), np.int64(154), np.int64(160), np.int64(174), np.int64(176), np.int64(178), np.int64(186), np.int64(198), np.int64(202), np.int64(204), np.int64(228), np.int64(243)], np.float64(0.8578250701010848))","([np.int64(5), np.int64(6), np.int64(38), np.int64(89), np.int64(144), np.int64(154), np.int64(186)], np.float64(1.209966078160909))","([np.int64(5), np.int64(89), np.int64(186)], np.float64(53.63073768377039))","([np.int64(5), np.int64(38), np.int64(89), np.int64(186)], np.float64(35.638956834849054))","([], np.float64(60.96878728175947))"
17,"([np.int64(2), np.int64(3), np.int64(13), np.int64(23), np.int64(26), np.int64(29), np.int64(30), np.int64(34), np.int64(36), np.int64(66), np.int64(71), np.int64(74), np.int64(80), np.int64(83), np.int64(85), np.int64(90), np.int64(96), np.int64(97), np.int64(108), np.int64(110), np.int64(122), np.int64(123), np.int64(125), np.int64(134), np.int64(155), np.int64(167), np.int64(179), np.int64(180), np.int64(185), np.int64(198), np.int64(214), np.int64(225), np.int64(227), np.int64(230), np.int64(238), np.int64(239), np.int64(244), np.int64(245), np.int64(246), np.int64(249)], np.float64(2.312933583378861))","([np.int64(66), np.int64(85), np.int64(179), np.int64(185), np.int64(198), np.int64(239), np.int64(245)], np.float64(0.6697790888713617))","([np.int64(179)], np.float64(59.23602438251514))","([np.int64(13), np.int64(46), np.int64(90), np.int64(179), np.int64(198), np.int64(203)], np.float64(57.869556831559855))","([np.int64(92), np.int64(179), np.int64(198)], np.float64(64.51211945392757))"
18,"([np.int64(6), np.int64(11), np.int64(23), np.int64(118), np.int64(200), np.int64(213), np.int64(226), np.int64(227)], np.float64(4.855792512849381))","([np.int64(6), np.int64(11), np.int64(23), np.int64(118), np.int64(200), np.int64(205), np.int64(226), np.int64(227)], np.float64(0.34043681015634336))","([np.int64(6), np.int64(11), np.int64(23)], np.float64(53.11144800953029))","([np.int64(11), np.int64(23), np.int64(105), np.int64(118), np.int64(227)], np.float64(50.992959167189284))","([np.int64(11), np.int64(118), np.int64(181), np.int64(227)], np.float64(62.118211530035886))"
19,"([np.int64(28), np.int64(68), np.int64(101), np.int64(119), np.int64(151), np.int64(158), np.int64(227), np.int64(246)], np.float64(6.530117582171966))","([np.int64(28), np.int64(68), np.int64(101), np.int64(119), np.int64(151), np.int64(158), np.int64(246)], np.float64(7.487643578855208))","([np.int64(28), np.int64(68), np.int64(158)], np.float64(57.37161766003216))","([np.int64(28), np.int64(58), np.int64(68), np.int64(76), np.int64(119), np.int64(151), np.int64(158), np.int64(217), np.int64(246)], np.float64(32.81015376707292))","([], np.float64(70.12411218099025))"
20,"([np.int64(18), np.int64(26), np.int64(31), np.int64(93), np.int64(133), np.int64(160), np.int64(205), np.int64(223)], np.float64(12.750279888888643))","([np.int64(18), np.int64(26), np.int64(31), np.int64(133), np.int64(160), np.int64(205), np.int64(223)], np.float64(0.28023144816168744))","([np.int64(133), np.int64(205)], np.float64(59.54197604318973))","([np.int64(26), np.int64(29), np.int64(31), np.int64(133), np.int64(160), np.int64(205)], np.float64(39.279068985966276))","([np.int64(133)], np.float64(100.41048847060961))"
21,"([np.int64(5), np.int64(35), np.int64(53), np.int64(84), np.int64(89), np.int64(125), np.int64(157), np.int64(172), np.int64(228)], np.float64(3.134058530400734))","([np.int64(5), np.int64(35), np.int64(84), np.int64(89), np.int64(125), np.int64(157), np.int64(228)], np.float64(0.4098056337011173))","([], np.float64(61.95238601697748))","([np.int64(89), np.int64(157), np.int64(228)], np.float64(45.827303910860955))","([np.int64(228)], np.float64(93.93273682905074))"
22,"([np.int64(42), np.int64(66), np.int64(149), np.int64(182), np.int64(183), np.int64(186), np.int64(245), np.int64(247)], np.float64(5.75527452203159))","([np.int64(42), np.int64(149), np.int64(182), np.int64(183), np.int64(186), np.int64(245), np.int64(247)], np.float64(1.9946582461899731))","([np.int64(42), np.int64(149), np.int64(182), np.int64(183), np.int64(247)], np.float64(43.96923612900206))","([np.int64(0), np.int64(28), np.int64(42), np.int64(54), np.int64(66), np.int64(92), np.int64(149), np.int64(182), np.int64(183), np.int64(247)], np.float64(42.874841206961634))","([np.int64(182)], np.float64(103.10122042075798))"
23,"([np.int64(22), np.int64(23), np.int64(28), np.int64(30), np.int64(41), np.int64(44), np.int64(141), np.int64(187), np.int64(198), np.int64(215), np.int64(225), np.int64(237), np.int64(238)], np.float64(1.775366891546823))","([np.int64(22), np.int64(23), np.int64(30), np.int64(141), np.int64(187), np.int64(237), np.int64(238)], np.float64(0.7765475998498185))","([np.int64(23), np.int64(141)], np.float64(58.397993263876245))","([np.int64(23), np.int64(44), np.int64(80), np.int64(141), np.int64(187)], np.float64(49.54744967822383))","([np.int64(23), np.int64(44), np.int64(245)], np.float64(92.0034980045388))"
24,"([np.int64(3), np.int64(48), np.int64(51), np.int64(60), np.int64(109), np.int64(186), np.int64(197), np.int64(219), np.int64(229), np.int64(241), np.int64(243)], np.float64(2.744360199691507))","([np.int64(48), np.int64(60), np.int64(186), np.int64(197), np.int64(219), np.int64(241), np.int64(243)], np.float64(0.47020614461137666))","([np.int64(48), np.int64(109), np.int64(219), np.int64(243)], np.float64(57.44321313071411))","([np.int64(14), np.int64(47), np.int64(48), np.int64(78), np.int64(109), np.int64(114), np.int64(186), np.int64(219), np.int64(243)], np.float64(51.69127351092712))","([np.int64(48), np.int64(122), np.int64(164), np.int64(219), np.int64(220)], np.float64(67.9365748468803))"
25,"([np.int64(4), np.int64(5), np.int64(6), np.int64(7), np.int64(8), np.int64(12), np.int64(16), np.int64(17), np.int64(19), np.int64(27), np.int64(38), np.int64(40), np.int64(51), np.int64(55), np.int64(61), np.int64(67), np.int64(73), np.int64(74), np.int64(77), np.int64(80), np.int64(82), np.int64(83), np.int64(96), np.int64(107), np.int64(110), np.int64(120), np.int64(121), np.int64(136), np.int64(140), np.int64(150), np.int64(153), np.int64(155), np.int64(165), np.int64(170), np.int64(173), np.int64(181), np.int64(189), np.int64(192), np.int64(194), np.int64(198), np.int64(199), np.int64(204), np.int64(206), np.int64(208), np.int64(214), np.int64(216), np.int64(217), np.int64(228), np.int64(229), np.int64(239), np.int64(240), np.int64(244), np.int64(245), np.int64(246)], np.float64(1.3630523104525645))","([np.int64(5), np.int64(38), np.int64(107), np.int64(217), np.int64(240), np.int64(244), np.int64(246)], np.float64(3.2031661811575463))","([np.int64(5), np.int64(240)], np.float64(48.25285672852712))","([np.int64(5), np.int64(49), np.int64(153), np.int64(240)], np.float64(53.866777794261374))","([np.int64(136), np.int64(240)], np.float64(79.58018043808522))"
26,"([np.int64(4), np.int64(57), np.int64(67), np.int64(113), np.int64(147), np.int64(156), np.int64(227)], np.float64(6.044075911529783))","([np.int64(4), np.int64(57), np.int64(67), np.int64(113), np.int64(147), np.int64(156), np.int64(227)], np.float64(0.5463868005212604))","([np.int64(4), np.int64(57), np.int64(113), np.int64(147), np.int64(156)], np.float64(54.60382319236201))","([np.int64(4), np.int64(57), np.int64(113), np.int64(147), np.int64(156), np.int64(230)], np.float64(30.634692204487607))","([np.int64(113), np.int64(147)], np.float64(79.56700679668039))"
27,"([np.int64(22), np.int64(36), np.int64(37), np.int64(41), np.int64(45), np.int64(51), np.int64(72), np.int64(89), np.int64(99), np.int64(119), np.int64(121), np.int64(131), np.int64(135), np.int64(149), np.int64(153), np.int64(158), np.int64(168), np.int64(173), np.int64(175), np.int64(178), np.int64(208), np.int64(228), np.int64(234), np.int64(235), np.int64(243)], np.float64(2.45492985932728))","([np.int64(22), np.int64(89), np.int64(99), np.int64(121), np.int64(149), np.int64(175), np.int64(228)], np.float64(3.346049601136406))","([np.int64(99), np.int64(121)], np.float64(55.39574069702736))","([np.int64(22), np.int64(86), np.int64(89), np.int64(99), np.int64(121), np.int64(149), np.int64(223), np.int64(228)], np.float64(34.177985111295605))","([np.int64(22), np.int64(99), np.int64(223)], np.float64(68.37084414492924))"
28,"([np.int64(3), np.int64(9), np.int64(10), np.int64(15), np.int64(17), np.int64(38), np.int64(48), np.int64(54), np.int64(57), np.int64(66), np.int64(69), np.int64(76), np.int64(79), np.int64(121), np.int64(122), np.int64(123), np.int64(130), np.int64(132), np.int64(136), np.int64(142), np.int64(161), np.int64(172), np.int64(173), np.int64(179), np.int64(184), np.int64(204), np.int64(209), np.int64(212), np.int64(219), np.int64(231), np.int64(236), np.int64(238), np.int64(247), np.int64(249)], np.float64(2.909375367006718))","([np.int64(9), np.int64(48), np.int64(57), np.int64(69), np.int64(130), np.int64(204), np.int64(231)], np.float64(0.1146145654901149))","([], np.float64(66.45828046842044))","([np.int64(9), np.int64(66), np.int64(69), np.int64(117), np.int64(130), np.int64(184), np.int64(199), np.int64(226), np.int64(231)], np.float64(54.5606973845544))","([], np.float64(66.38870691618608))"
29,"([np.int64(19), np.int64(65), np.int64(71), np.int64(110), np.int64(133), np.int64(224), np.int64(236), np.int64(245)], np.float64(5.7834373264880075))","([np.int64(19), np.int64(65), np.int64(71), np.int64(110), np.int64(133), np.int64(224), np.int64(245)], np.float64(0.19192068065478593))","([np.int64(110), np.int64(133), np.int64(224)], np.float64(55.01710641463656))","([np.int64(19), np.int64(34), np.int64(92), np.int64(110), np.int64(120), np.int64(133), np.int64(224), np.int64(245)], np.float64(43.2684396086889))","([np.int64(92), np.int64(110), np.int64(120), np.int64(245)], np.float64(78.99230465319567))"
30,"([np.int64(8), np.int64(105), np.int64(154), np.int64(158), np.int64(159), np.int64(182), np.int64(204), np.int64(210), np.int64(224)], np.float64(3.881530711523925))","([np.int64(8), np.int64(105), np.int64(154), np.int64(158), np.int64(159), np.int64(204), np.int64(210)], np.float64(0.8907082859034785))","([np.int64(8), np.int64(105), np.int64(159)], np.float64(46.96105690094773))","([np.int64(8), np.int64(105), np.int64(159)], np.float64(40.767476204134134))","([], np.float64(58.5739423177473))"
31,"([np.int64(3), np.int64(23), np.int64(44), np.int64(64), np.int64(79), np.int64(91), np.int64(123), np.int64(126), np.int64(130), np.int64(150), np.int64(166), np.int64(172), np.int64(177), np.int64(183), np.int64(208), np.int64(216), np.int64(230), np.int64(232), np.int64(244)], np.float64(1.6391230982448866))","([np.int64(23), np.int64(44), np.int64(123), np.int64(130), np.int64(150), np.int64(177), np.int64(216)], np.float64(1.218994289989696))","([np.int64(23), np.int64(44), np.int64(123)], np.float64(47.004569335185195))","([np.int64(23), np.int64(44), np.int64(123)], np.float64(43.516354432673744))","([np.int64(23), np.int64(83), np.int64(121), np.int64(123), np.int64(169), np.int64(240), np.int64(243)], np.float64(61.743730337836475))"
32,"([np.int64(38), np.int64(69), np.int64(89), np.int64(108), np.int64(123), np.int64(136), np.int64(140), np.int64(142), np.int64(144), np.int64(154), np.int64(161), np.int64(172), np.int64(176), np.int64(184), np.int64(193), np.int64(196), np.int64(202), np.int64(208), np.int64(225), np.int64(243)], np.float64(1.4952968166247083))","([np.int64(123), np.int64(136), np.int64(161), np.int64(184), np.int64(196), np.int64(225), np.int64(243)], np.float64(0.48663613501778386))","([np.int64(123), np.int64(225)], np.float64(55.45272262668116))","([np.int64(123), np.int64(136), np.int64(173), np.int64(181), np.int64(184), np.int64(196), np.int64(225)], np.float64(37.987087211857826))","([np.int64(225)], np.float64(108.79707610487205))"
33,"([np.int64(6), np.int64(36), np.int64(69), np.int64(105), np.int64(113), np.int64(178), np.int64(210), np.int64(240)], np.float64(2.45293452854964))","([np.int64(6), np.int64(36), np.int64(69), np.int64(105), np.int64(178), np.int64(210), np.int64(240)], np.float64(0.5651069532563467))","([np.int64(6), np.int64(240)], np.float64(52.5027139880401))","([np.int64(6), np.int64(105), np.int64(178), np.int64(210), np.int64(240)], np.float64(29.605715527000026))","([], np.float64(61.52348903685735))"
34,"([np.int64(6), np.int64(7), np.int64(16), np.int64(18), np.int64(19), np.int64(34), np.int64(39), np.int64(47), np.int64(50), np.int64(66), np.int64(69), np.int64(83), np.int64(95), np.int64(99), np.int64(100), np.int64(121), np.int64(133), np.int64(134), np.int64(136), np.int64(146), np.int64(150), np.int64(153), np.int64(167), np.int64(168), np.int64(170), np.int64(171), np.int64(188), np.int64(210), np.int64(245)], np.float64(1.985357204619262))","([np.int64(16), np.int64(18), np.int64(69), np.int64(83), np.int64(100), np.int64(146), np.int64(168)], np.float64(0.2842300883256647))","([np.int64(16), np.int64(146)], np.float64(52.41130409484919))","([np.int64(16), np.int64(35), np.int64(69), np.int64(104), np.int64(146), np.int64(153), np.int64(210)], np.float64(44.40057086487786))","([], np.float64(57.691237370522515))"
35,"([np.int64(29), np.int64(74), np.int64(136), np.int64(149), np.int64(183), np.int64(212), np.int64(227)], np.float64(1.7394323078869118))","([np.int64(29), np.int64(74), np.int64(136), np.int64(149), np.int64(183), np.int64(212), np.int64(227)], np.float64(3.1681771906089002))","([np.int64(29), np.int64(74), np.int64(149), np.int64(183), np.int64(227)], np.float64(44.86072964419499))","([np.int64(29), np.int64(74), np.int64(117), np.int64(149), np.int64(168), np.int64(183), np.int64(212), np.int64(227)], np.float64(30.06096664834792))","([], np.float64(64.04766269388541))"
36,"([np.int64(9), np.int64(19), np.int64(21), np.int64(27), np.int64(33), np.int64(43), np.int64(44), np.int64(57), np.int64(60), np.int64(103), np.int64(105), np.int64(108), np.int64(110), np.int64(117), np.int64(119), np.int64(124), np.int64(148), np.int64(171), np.int64(175), np.int64(196), np.int64(199), np.int64(205), np.int64(207), np.int64(211), np.int64(212), np.int64(214), np.int64(217), np.int64(234)], np.float64(3.1647121959830318))","([np.int64(9), np.int64(33), np.int64(44), np.int64(110), np.int64(171), np.int64(205), np.int64(207), np.int64(234)], np.float64(0.484636455420164))","([np.int64(9), np.int64(110), np.int64(205), np.int64(234)], np.float64(43.68370703697986))","([np.int64(9), np.int64(43), np.int64(66), np.int64(74), np.int64(110), np.int64(148), np.int64(171), np.int64(176), np.int64(205), np.int64(211)], np.float64(41.80600938908118))","([np.int64(19), np.int64(43), np.int64(205)], np.float64(86.17990376194943))"
37,"([np.int64(53), np.int64(76), np.int64(103), np.int64(126), np.int64(157), np.int64(187), np.int64(194), np.int64(213), np.int64(218), np.int64(223)], np.float64(5.480744732952942))","([np.int64(53), np.int64(76), np.int64(103), np.int64(126), np.int64(187), np.int64(194), np.int64(223)], np.float64(1.565063330324514))","([np.int64(76), np.int64(126)], np.float64(57.46285846690557))","([np.int64(30), np.int64(76), np.int64(126), np.int64(157), np.int64(161), np.int64(175), np.int64(187), np.int64(194), np.int64(218)], np.float64(51.104585994838075))","([np.int64(76), np.int64(126), np.int64(159), np.int64(175), np.int64(190), np.int64(211)], np.float64(69.82586626432709))"
38,"([np.int64(7), np.int64(16), np.int64(28), np.int64(88), np.int64(161), np.int64(194), np.int64(234)], np.float64(3.4870548127160426))","([np.int64(7), np.int64(16), np.int64(28), np.int64(88), np.int64(161), np.int64(194), np.int64(234)], np.float64(0.6041600240934856))","([np.int64(7), np.int64(16), np.int64(28), np.int64(88), np.int64(161), np.int64(194)], np.float64(37.419951475218625))","([np.int64(7), np.int64(16), np.int64(28), np.int64(30), np.int64(88), np.int64(140), np.int64(161), np.int64(194)], np.float64(30.5289727233839))","([np.int64(16), np.int64(88), np.int64(90), np.int64(142), np.int64(188), np.int64(189)], np.float64(89.41600246592328))"
39,"([np.int64(6), np.int64(13), np.int64(81), np.int64(117), np.int64(174), np.int64(201), np.int64(232)], np.float64(4.115884187148626))","([np.int64(6), np.int64(13), np.int64(81), np.int64(117), np.int64(174), np.int64(201), np.int64(232)], np.float64(0.24687263460024816))","([np.int64(13)], np.float64(60.805564937917936))","([np.int64(13), np.int64(117), np.int64(201), np.int64(211)], np.float64(46.82570828658085))","([], np.float64(62.87706381027956))"
