run_id,LNRegressor,LinearModell0,LinearModell1,RandomForestRegressor,XGBoostRegressor
13,"([np.int64(3), np.int64(20), np.int64(21), np.int64(33), np.int64(52), np.int64(73), np.int64(74), np.int64(83), np.int64(85), np.int64(88), np.int64(107), np.int64(109), np.int64(112), np.int64(118), np.int64(123), np.int64(125), np.int64(131), np.int64(137), np.int64(148), np.int64(151), np.int64(159), np.int64(162), np.int64(173), np.int64(177), np.int64(184), np.int64(197), np.int64(201), np.int64(203), np.int64(211), np.int64(217), np.int64(222), np.int64(232), np.int64(233), np.int64(234), np.int64(242), np.int64(243), np.int64(245), np.int64(247), np.int64(248), np.int64(249)], np.float64(4.749111349478812))","([np.int64(21), np.int64(109), np.int64(131), np.int64(151), np.int64(159), np.int64(162), np.int64(184), np.int64(203), np.int64(222), np.int64(233), np.int64(243), np.int64(249)], np.float64(0.41084925642892833))","([np.int64(131), np.int64(162), np.int64(243)], np.float64(96.55268874990277))","([np.int64(40), np.int64(48), np.int64(107), np.int64(109), np.int64(131), np.int64(159), np.int64(162), np.int64(203), np.int64(217), np.int64(243)], np.float64(71.5279677739315))","([], np.float64(104.07247536614693))"
14,"([], np.float64(110.26432957085063))","([np.int64(17), np.int64(37), np.int64(45), np.int64(56), np.int64(101), np.int64(117), np.int64(154), np.int64(200), np.int64(215), np.int64(218), np.int64(229), np.int64(233), np.int64(236)], np.float64(1.4094968965633075))","([np.int64(56)], np.float64(110.11241533105678))","([np.int64(17), np.int64(31), np.int64(56), np.int64(121)], np.float64(105.56323358756023))","([], np.float64(111.10698914716463))"
15,"([np.int64(1), np.int64(10), np.int64(15), np.int64(17), np.int64(27), np.int64(31), np.int64(40), np.int64(42), np.int64(44), np.int64(45), np.int64(56), np.int64(67), np.int64(72), np.int64(87), np.int64(88), np.int64(102), np.int64(107), np.int64(110), np.int64(116), np.int64(125), np.int64(126), np.int64(129), np.int64(132), np.int64(137), np.int64(152), np.int64(173), np.int64(184), np.int64(188), np.int64(189), np.int64(194), np.int64(198), np.int64(202), np.int64(216), np.int64(217), np.int64(242), np.int64(249)], np.float64(7.744205654464037))","([np.int64(42), np.int64(45), np.int64(56), np.int64(88), np.int64(107), np.int64(110), np.int64(125), np.int64(132), np.int64(152), np.int64(202), np.int64(216), np.int64(249)], np.float64(0.36913678744217965))","([], np.float64(105.82211149197236))","([np.int64(8), np.int64(42), np.int64(45), np.int64(88), np.int64(110), np.int64(152), np.int64(162), np.int64(189), np.int64(249)], np.float64(76.6410747113243))","([np.int64(162), np.int64(173), np.int64(235), np.int64(249)], np.float64(159.02073670602394))"
16,"([np.int64(0), np.int64(3), np.int64(4), np.int64(7), np.int64(11), np.int64(31), np.int64(32), np.int64(36), np.int64(37), np.int64(43), np.int64(83), np.int64(104), np.int64(110), np.int64(126), np.int64(145), np.int64(149), np.int64(153), np.int64(154), np.int64(166), np.int64(167), np.int64(174), np.int64(175), np.int64(180), np.int64(202), np.int64(209), np.int64(224), np.int64(230), np.int64(241), np.int64(245)], np.float64(2.8280207060932616))","([np.int64(3), np.int64(7), np.int64(11), np.int64(104), np.int64(126), np.int64(145), np.int64(153), np.int64(174), np.int64(175), np.int64(180), np.int64(230), np.int64(241)], np.float64(9.51080384013728))","([np.int64(104)], np.float64(101.54559041065761))","([np.int64(3), np.int64(87), np.int64(104), np.int64(139), np.int64(167), np.int64(184), np.int64(241)], np.float64(105.25592181207705))","([np.int64(104), np.int64(137)], np.float64(180.77503408310565))"
17,"([np.int64(33), np.int64(34), np.int64(53), np.int64(58), np.int64(64), np.int64(66), np.int64(76), np.int64(83), np.int64(104), np.int64(110), np.int64(130), np.int64(151), np.int64(157), np.int64(164), np.int64(167), np.int64(172), np.int64(175), np.int64(182), np.int64(186), np.int64(189), np.int64(190), np.int64(194), np.int64(196), np.int64(199), np.int64(202), np.int64(204), np.int64(207), np.int64(211), np.int64(213), np.int64(225), np.int64(233), np.int64(246)], np.float64(2.686026296293233))","([np.int64(33), np.int64(53), np.int64(58), np.int64(110), np.int64(151), np.int64(189), np.int64(190), np.int64(194), np.int64(199), np.int64(202), np.int64(207), np.int64(211)], np.float64(1.1300106203606806))","([np.int64(58), np.int64(110), np.int64(151), np.int64(190), np.int64(211)], np.float64(88.61489101840125))","([np.int64(33), np.int64(58), np.int64(83), np.int64(104), np.int64(110), np.int64(151), np.int64(190), np.int64(194), np.int64(211)], np.float64(73.70316189255642))","([], np.float64(106.11046968424583))"
18,"([np.int64(4), np.int64(11), np.int64(24), np.int64(28), np.int64(30), np.int64(33), np.int64(37), np.int64(43), np.int64(45), np.int64(46), np.int64(63), np.int64(66), np.int64(69), np.int64(74), np.int64(77), np.int64(84), np.int64(91), np.int64(103), np.int64(106), np.int64(109), np.int64(116), np.int64(121), np.int64(136), np.int64(148), np.int64(149), np.int64(151), np.int64(152), np.int64(154), np.int64(164), np.int64(165), np.int64(166), np.int64(174), np.int64(175), np.int64(206), np.int64(220), np.int64(240), np.int64(242)], np.float64(5.771750821126952))","([np.int64(24), np.int64(33), np.int64(37), np.int64(45), np.int64(46), np.int64(63), np.int64(69), np.int64(74), np.int64(77), np.int64(84), np.int64(121), np.int64(240)], np.float64(3.6474052240019437))","([], np.float64(111.43079293943869))","([np.int64(33), np.int64(69), np.int64(174), np.int64(241)], np.float64(110.7372000465176))","([np.int64(194), np.int64(241)], np.float64(174.55542424873968))"
19,"([np.int64(2), np.int64(6), np.int64(33), np.int64(34), np.int64(35), np.int64(38), np.int64(42), np.int64(52), np.int64(54), np.int64(61), np.int64(66), np.int64(71), np.int64(77), np.int64(88), np.int64(105), np.int64(111), np.int64(131), np.int64(139), np.int64(147), np.int64(152), np.int64(158), np.int64(164), np.int64(182), np.int64(185), np.int64(188), np.int64(206), np.int64(213), np.int64(227), np.int64(230), np.int64(232), np.int64(241), np.int64(248)], np.float64(2.374780222427794))","([np.int64(6), np.int64(33), np.int64(71), np.int64(88), np.int64(111), np.int64(147), np.int64(152), np.int64(158), np.int64(185), np.int64(206), np.int64(227), np.int64(241)], np.float64(0.5288399471673025))","([np.int64(185)], np.float64(110.49749833469666))","([np.int64(60), np.int64(105), np.int64(110), np.int64(176), np.int64(185), np.int64(241)], np.float64(109.91938914466665))","([np.int64(213)], np.float64(225.72865247897525))"
20,"([np.int64(23), np.int64(40), np.int64(42), np.int64(48), np.int64(49), np.int64(57), np.int64(58), np.int64(65), np.int64(69), np.int64(71), np.int64(88), np.int64(96), np.int64(97), np.int64(98), np.int64(102), np.int64(105), np.int64(109), np.int64(110), np.int64(115), np.int64(119), np.int64(122), np.int64(124), np.int64(128), np.int64(134), np.int64(164), np.int64(197), np.int64(204), np.int64(233)], np.float64(4.033166815611664))","([np.int64(23), np.int64(42), np.int64(57), np.int64(58), np.int64(88), np.int64(96), np.int64(97), np.int64(105), np.int64(124), np.int64(128), np.int64(204), np.int64(233)], np.float64(0.13098164351468983))","([], np.float64(119.24523461829368))","([np.int64(23), np.int64(58), np.int64(66), np.int64(69), np.int64(88), np.int64(96), np.int64(124), np.int64(247)], np.float64(95.23161223925885))","([], np.float64(119.37907890346013))"
21,"([np.int64(13), np.int64(16), np.int64(18), np.int64(32), np.int64(55), np.int64(67), np.int64(68), np.int64(73), np.int64(77), np.int64(90), np.int64(104), np.int64(114), np.int64(121), np.int64(122), np.int64(125), np.int64(139), np.int64(140), np.int64(142), np.int64(144), np.int64(173), np.int64(181), np.int64(182), np.int64(183), np.int64(187), np.int64(207), np.int64(224), np.int64(230), np.int64(248)], np.float64(8.932340166803952))","([np.int64(13), np.int64(16), np.int64(90), np.int64(114), np.int64(140), np.int64(142), np.int64(173), np.int64(182), np.int64(183), np.int64(187), np.int64(230), np.int64(248)], np.float64(11.19491573671094))","([np.int64(173), np.int64(248)], np.float64(106.52873613574663))","([np.int64(84), np.int64(140), np.int64(142), np.int64(173), np.int64(187), np.int64(230), np.int64(248)], np.float64(78.89392048381049))","([], np.float64(120.9109929798086))"
22,"([np.int64(3), np.int64(11), np.int64(39), np.int64(48), np.int64(54), np.int64(57), np.int64(75), np.int64(79), np.int64(87), np.int64(98), np.int64(115), np.int64(120), np.int64(139), np.int64(141), np.int64(142), np.int64(143), np.int64(152), np.int64(158), np.int64(159), np.int64(179), np.int64(193), np.int64(203), np.int64(216), np.int64(222), np.int64(228), np.int64(230), np.int64(245)], np.float64(2.553957329130537))","([np.int64(48), np.int64(54), np.int64(57), np.int64(87), np.int64(98), np.int64(115), np.int64(139), np.int64(141), np.int64(143), np.int64(179), np.int64(222), np.int64(230)], np.float64(1.914938166247598))","([], np.float64(113.57346745610471))","([np.int64(87), np.int64(98), np.int64(139), np.int64(141), np.int64(203)], np.float64(99.62735201765621))","([np.int64(139)], np.float64(215.48595903506322))"
23,"([np.int64(1), np.int64(13), np.int64(29), np.int64(32), np.int64(39), np.int64(42), np.int64(51), np.int64(54), np.int64(72), np.int64(82), np.int64(87), np.int64(90), np.int64(98), np.int64(104), np.int64(124), np.int64(125), np.int64(127), np.int64(133), np.int64(135), np.int64(148), np.int64(150), np.int64(169), np.int64(172), np.int64(175), np.int64(191), np.int64(192), np.int64(197), np.int64(200), np.int64(210), np.int64(212), np.int64(214), np.int64(227), np.int64(230), np.int64(231), np.int64(236), np.int64(240), np.int64(242), np.int64(246)], np.float64(70.67285539338008))","([np.int64(51), np.int64(82), np.int64(98), np.int64(133), np.int64(135), np.int64(172), np.int64(200), np.int64(210), np.int64(240), np.int64(242), np.int64(246), np.int64(249)], np.float64(0.7004531296699184))","([], np.float64(109.01043734725205))","([np.int64(172), np.int64(174)], np.float64(126.80721539017367))","([np.int64(174)], np.float64(178.77304259985914))"
24,"([np.int64(3), np.int64(26), np.int64(29), np.int64(30), np.int64(33), np.int64(42), np.int64(43), np.int64(52), np.int64(55), np.int64(64), np.int64(69), np.int64(72), np.int64(74), np.int64(77), np.int64(79), np.int64(91), np.int64(99), np.int64(109), np.int64(110), np.int64(125), np.int64(127), np.int64(129), np.int64(134), np.int64(137), np.int64(158), np.int64(161), np.int64(185), np.int64(191), np.int64(198), np.int64(199), np.int64(209), np.int64(223), np.int64(231), np.int64(242)], np.float64(2.8091742683967023))","([np.int64(26), np.int64(33), np.int64(55), np.int64(64), np.int64(69), np.int64(77), np.int64(79), np.int64(110), np.int64(127), np.int64(161), np.int64(185), np.int64(231)], np.float64(0.4804346837944493))","([np.int64(64), np.int64(185)], np.float64(103.17994144512888))","([np.int64(10), np.int64(15), np.int64(55), np.int64(64), np.int64(69), np.int64(72), np.int64(110), np.int64(129), np.int64(161), np.int64(185), np.int64(231)], np.float64(76.36962402526193))","([], np.float64(110.96177209186308))"
25,"([np.int64(5), np.int64(8), np.int64(20), np.int64(37), np.int64(45), np.int64(46), np.int64(71), np.int64(76), np.int64(77), np.int64(90), np.int64(91), np.int64(92), np.int64(93), np.int64(94), np.int64(122), np.int64(128), np.int64(131), np.int64(139), np.int64(143), np.int64(146), np.int64(149), np.int64(156), np.int64(160), np.int64(163), np.int64(167), np.int64(168), np.int64(188), np.int64(194), np.int64(200), np.int64(202), np.int64(209), np.int64(224), np.int64(230), np.int64(235), np.int64(242), np.int64(245), np.int64(249)], np.float64(14.688325206911955))","([np.int64(37), np.int64(76), np.int64(122), np.int64(128), np.int64(139), np.int64(146), np.int64(167), np.int64(188), np.int64(200), np.int64(209), np.int64(224), np.int64(249)], np.float64(7.088385488116107))","([np.int64(139)], np.float64(102.01581533724838))","([np.int64(76), np.int64(94), np.int64(139)], np.float64(121.32542183391017))","([np.int64(94), np.int64(139), np.int64(195)], np.float64(157.0803824045934))"
26,"([np.int64(17), np.int64(24), np.int64(28), np.int64(43), np.int64(51), np.int64(52), np.int64(73), np.int64(74), np.int64(76), np.int64(77), np.int64(83), np.int64(98), np.int64(101), np.int64(103), np.int64(115), np.int64(122), np.int64(130), np.int64(134), np.int64(138), np.int64(163), np.int64(172), np.int64(177), np.int64(181), np.int64(187), np.int64(191), np.int64(196), np.int64(203), np.int64(245)], np.float64(9.32597086398639))","([np.int64(43), np.int64(51), np.int64(76), np.int64(77), np.int64(83), np.int64(101), np.int64(115), np.int64(163), np.int64(181), np.int64(196), np.int64(203), np.int64(245)], np.float64(1.4893039095599248))","([np.int64(203), np.int64(245)], np.float64(98.56792623991205))","([np.int64(115), np.int64(203)], np.float64(111.09517064342505))","([np.int64(181), np.int64(203)], np.float64(127.05509470738825))"
27,"([np.int64(1), np.int64(8), np.int64(9), np.int64(21), np.int64(45), np.int64(50), np.int64(65), np.int64(81), np.int64(82), np.int64(86), np.int64(94), np.int64(98), np.int64(99), np.int64(101), np.int64(104), np.int64(111), np.int64(116), np.int64(120), np.int64(124), np.int64(125), np.int64(128), np.int64(148), np.int64(149), np.int64(152), np.int64(154), np.int64(155), np.int64(159), np.int64(163), np.int64(168), np.int64(176), np.int64(192), np.int64(207), np.int64(211), np.int64(214), np.int64(217), np.int64(225), np.int64(226), np.int64(237), np.int64(240), np.int64(242), np.int64(243)], np.float64(12.72986382667211))","([np.int64(1), np.int64(94), np.int64(99), np.int64(116), np.int64(120), np.int64(128), np.int64(148), np.int64(154), np.int64(155), np.int64(163), np.int64(207), np.int64(226)], np.float64(0.12258365668859657))","([np.int64(99)], np.float64(112.7789235471072))","([np.int64(1), np.int64(99), np.int64(103), np.int64(154), np.int64(163)], np.float64(101.24408354495344))","([], np.float64(115.23162732118784))"
28,"([np.int64(1), np.int64(3), np.int64(11), np.int64(17), np.int64(19), np.int64(21), np.int64(27), np.int64(32), np.int64(33), np.int64(78), np.int64(79), np.int64(87), np.int64(94), np.int64(103), np.int64(104), np.int64(107), np.int64(109), np.int64(122), np.int64(131), np.int64(140), np.int64(142), np.int64(147), np.int64(150), np.int64(155), np.int64(160), np.int64(181), np.int64(208), np.int64(213), np.int64(220), np.int64(221), np.int64(227), np.int64(229), np.int64(239)], np.float64(3.192594236380457))","([np.int64(1), np.int64(3), np.int64(19), np.int64(51), np.int64(104), np.int64(107), np.int64(131), np.int64(140), np.int64(142), np.int64(147), np.int64(160), np.int64(220), np.int64(227)], np.float64(1.452097783552862))","([np.int64(227)], np.float64(106.38385538801403))","([np.int64(3), np.int64(27), np.int64(104), np.int64(140), np.int64(142), np.int64(147), np.int64(155), np.int64(160), np.int64(213), np.int64(220), np.int64(227), np.int64(235)], np.float64(77.10621840068946))","([np.int64(220)], np.float64(250.47989130848808))"
