run_id,LNRegressor,LinearModell0,LinearModell1,RandomForestRegressor,XGBoostRegressor
11,"([np.int64(1), np.int64(2), np.int64(5), np.int64(7), np.int64(10), np.int64(11), np.int64(27), np.int64(28), np.int64(40), np.int64(42), np.int64(47), np.int64(50), np.int64(60), np.int64(61), np.int64(70), np.int64(74), np.int64(75), np.int64(88), np.int64(96), np.int64(114), np.int64(115), np.int64(116), np.int64(130), np.int64(133), np.int64(135), np.int64(141), np.int64(145), np.int64(158), np.int64(160), np.int64(161), np.int64(175), np.int64(177), np.int64(178), np.int64(183), np.int64(190), np.int64(196), np.int64(204), np.int64(205), np.int64(209), np.int64(212), np.int64(213), np.int64(215), np.int64(218), np.int64(220), np.int64(224), np.int64(227), np.int64(230), np.int64(231), np.int64(232), np.int64(236), np.int64(238), np.int64(240), np.int64(242), np.int64(243), np.int64(245), np.int64(247)], np.float64(1.6241962783249169))","([np.int64(42), np.int64(50), np.int64(130), np.int64(135), np.int64(160), np.int64(212), np.int64(224), np.int64(230)], np.float64(1.283375749930321))","([np.int64(212), np.int64(224), np.int64(230)], np.float64(63.373092685377244))","([np.int64(42), np.int64(50), np.int64(71), np.int64(99), np.int64(135), np.int64(160), np.int64(212), np.int64(224), np.int64(230), np.int64(232)], np.float64(40.36934852332674))","([np.int64(50), np.int64(224), np.int64(230), np.int64(244)], np.float64(69.63310109466305))"
12,"([np.int64(16), np.int64(17), np.int64(20), np.int64(68), np.int64(127), np.int64(208), np.int64(244), np.int64(245)], np.float64(4.088848600843962))","([np.int64(16), np.int64(17), np.int64(20), np.int64(68), np.int64(127), np.int64(208), np.int64(244), np.int64(245)], np.float64(0.7376852605093354))","([np.int64(17), np.int64(68), np.int64(244), np.int64(245)], np.float64(47.04608728574413))","([np.int64(1), np.int64(17), np.int64(19), np.int64(20), np.int64(68), np.int64(194), np.int64(225), np.int64(244), np.int64(245)], np.float64(46.772623405992725))","([np.int64(17), np.int64(225), np.int64(244)], np.float64(81.73689850218486))"
13,"([np.int64(59), np.int64(63), np.int64(140), np.int64(173), np.int64(182), np.int64(193), np.int64(200), np.int64(205), np.int64(235)], np.float64(3.550514946840344))","([np.int64(59), np.int64(63), np.int64(140), np.int64(173), np.int64(182), np.int64(193), np.int64(200), np.int64(235)], np.float64(1.0967323668907916))","([np.int64(173), np.int64(182), np.int64(200), np.int64(235)], np.float64(65.42761708159627))","([np.int64(59), np.int64(68), np.int64(182), np.int64(188), np.int64(193), np.int64(205), np.int64(210), np.int64(235)], np.float64(68.93825993642183))","([], np.float64(77.45210693584438))"
14,"([np.int64(6), np.int64(21), np.int64(22), np.int64(24), np.int64(34), np.int64(37), np.int64(43), np.int64(76), np.int64(77), np.int64(82), np.int64(83), np.int64(87), np.int64(91), np.int64(92), np.int64(95), np.int64(102), np.int64(107), np.int64(129), np.int64(134), np.int64(149), np.int64(151), np.int64(155), np.int64(178), np.int64(180), np.int64(196), np.int64(215), np.int64(220)], np.float64(1.6316116910290746))","([np.int64(6), np.int64(22), np.int64(37), np.int64(95), np.int64(102), np.int64(107), np.int64(129), np.int64(178), np.int64(233)], np.float64(2.2613859421343574))","([np.int64(6), np.int64(95), np.int64(102)], np.float64(57.99728119664713))","([np.int64(6), np.int64(95), np.int64(102), np.int64(107)], np.float64(45.30633433543251))","([], np.float64(69.16165533093687))"
15,"([np.int64(0), np.int64(70), np.int64(111), np.int64(128), np.int64(144), np.int64(168), np.int64(177), np.int64(208), np.int64(222)], np.float64(7.129630132516166))","([np.int64(0), np.int64(70), np.int64(111), np.int64(128), np.int64(144), np.int64(168), np.int64(177), np.int64(208)], np.float64(2.413431607404338))","([np.int64(70), np.int64(144), np.int64(168), np.int64(222)], np.float64(58.21471997933733))","([np.int64(70), np.int64(107), np.int64(144), np.int64(168), np.int64(222)], np.float64(61.10144776608005))","([np.int64(168)], np.float64(132.73821960372277))"
16,"([np.int64(1), np.int64(2), np.int64(3), np.int64(4), np.int64(10), np.int64(19), np.int64(23), np.int64(45), np.int64(56), np.int64(62), np.int64(67), np.int64(77), np.int64(78), np.int64(85), np.int64(94), np.int64(97), np.int64(103), np.int64(122), np.int64(123), np.int64(124), np.int64(134), np.int64(136), np.int64(138), np.int64(150), np.int64(152), np.int64(153), np.int64(162), np.int64(171), np.int64(186), np.int64(198), np.int64(205), np.int64(206), np.int64(207), np.int64(211), np.int64(217), np.int64(226), np.int64(242)], np.float64(0.9989050941307569))","([np.int64(1), np.int64(67), np.int64(122), np.int64(124), np.int64(134), np.int64(138), np.int64(152), np.int64(198)], np.float64(1.3547920920583305))","([np.int64(134), np.int64(138)], np.float64(70.33445909410342))","([np.int64(122), np.int64(134), np.int64(138), np.int64(167)], np.float64(64.95080685664529))","([np.int64(134), np.int64(136)], np.float64(119.16031056168698))"
17,"([np.int64(3), np.int64(20), np.int64(23), np.int64(30), np.int64(34), np.int64(35), np.int64(37), np.int64(41), np.int64(47), np.int64(49), np.int64(56), np.int64(57), np.int64(58), np.int64(59), np.int64(61), np.int64(64), np.int64(86), np.int64(99), np.int64(103), np.int64(111), np.int64(112), np.int64(122), np.int64(139), np.int64(141), np.int64(156), np.int64(167), np.int64(171), np.int64(174), np.int64(175), np.int64(183), np.int64(189), np.int64(198), np.int64(213), np.int64(214), np.int64(221), np.int64(226), np.int64(229), np.int64(232), np.int64(239), np.int64(240), np.int64(242), np.int64(245), np.int64(246)], np.float64(1.5707444168242286))","([np.int64(58), np.int64(61), np.int64(86), np.int64(103), np.int64(112), np.int64(122), np.int64(174), np.int64(183)], np.float64(0.4573401052452914))","([np.int64(183)], np.float64(69.66800499322754))","([np.int64(58), np.int64(61), np.int64(122), np.int64(150), np.int64(183)], np.float64(52.207056545550564))","([], np.float64(70.5507129735819))"
18,"([np.int64(6), np.int64(63), np.int64(66), np.int64(80), np.int64(99), np.int64(120), np.int64(160), np.int64(165), np.int64(168), np.int64(212), np.int64(215), np.int64(247)], np.float64(2.054077091986352))","([np.int64(66), np.int64(80), np.int64(99), np.int64(120), np.int64(160), np.int64(165), np.int64(168), np.int64(215)], np.float64(0.5305873681227224))","([np.int64(120), np.int64(160), np.int64(165)], np.float64(63.88727084775282))","([np.int64(33), np.int64(62), np.int64(66), np.int64(99), np.int64(120), np.int64(160), np.int64(165), np.int64(168), np.int64(212)], np.float64(42.96973901234838))","([np.int64(120), np.int64(160)], np.float64(98.12085939521488))"
19,"([np.int64(43), np.int64(71), np.int64(80), np.int64(81), np.int64(100), np.int64(119), np.int64(131), np.int64(156), np.int64(187), np.int64(231)], np.float64(1.8960368940660552))","([np.int64(43), np.int64(71), np.int64(80), np.int64(81), np.int64(100), np.int64(131), np.int64(156), np.int64(187)], np.float64(1.4305952717716715))","([np.int64(80), np.int64(81), np.int64(187)], np.float64(66.36271500202297))","([np.int64(80), np.int64(81), np.int64(100), np.int64(131), np.int64(155), np.int64(174)], np.float64(51.900689239850486))","([np.int64(80), np.int64(100), np.int64(109), np.int64(187)], np.float64(70.28792690411278))"
20,"([np.int64(1), np.int64(3), np.int64(21), np.int64(23), np.int64(30), np.int64(33), np.int64(50), np.int64(52), np.int64(56), np.int64(67), np.int64(71), np.int64(72), np.int64(98), np.int64(99), np.int64(114), np.int64(117), np.int64(120), np.int64(132), np.int64(139), np.int64(140), np.int64(143), np.int64(157), np.int64(167), np.int64(171), np.int64(181), np.int64(190), np.int64(193), np.int64(202), np.int64(208), np.int64(211), np.int64(212), np.int64(218), np.int64(230), np.int64(231), np.int64(242), np.int64(247)], np.float64(6.874244228558736))","([np.int64(30), np.int64(114), np.int64(117), np.int64(181), np.int64(193), np.int64(211), np.int64(230), np.int64(247)], np.float64(0.09205834397816298))","([np.int64(30)], np.float64(70.11331586590127))","([np.int64(3), np.int64(23), np.int64(30), np.int64(117), np.int64(212), np.int64(230)], np.float64(57.03802654794349))","([np.int64(117), np.int64(225), np.int64(230)], np.float64(77.90195366057229))"
21,"([np.int64(16), np.int64(45), np.int64(49), np.int64(63), np.int64(74), np.int64(104), np.int64(211), np.int64(222), np.int64(237)], np.float64(7.650406912301985))","([np.int64(16), np.int64(45), np.int64(49), np.int64(63), np.int64(74), np.int64(104), np.int64(211), np.int64(222)], np.float64(0.7216181035936461))","([np.int64(45), np.int64(74), np.int64(222)], np.float64(64.08981316424679))","([np.int64(41), np.int64(45), np.int64(63), np.int64(74), np.int64(104), np.int64(211), np.int64(222)], np.float64(35.695720764713336))","([np.int64(104), np.int64(211), np.int64(216), np.int64(236)], np.float64(101.92356168731392))"
22,"([np.int64(20), np.int64(26), np.int64(38), np.int64(41), np.int64(57), np.int64(86), np.int64(94), np.int64(109), np.int64(114), np.int64(115), np.int64(121), np.int64(124), np.int64(141), np.int64(177), np.int64(179), np.int64(182), np.int64(191), np.int64(248)], np.float64(3.403627399606932))","([np.int64(20), np.int64(26), np.int64(38), np.int64(57), np.int64(86), np.int64(121), np.int64(182), np.int64(191)], np.float64(0.9768053003288375))","([np.int64(20), np.int64(191)], np.float64(74.02455844721972))","([np.int64(20), np.int64(38), np.int64(66), np.int64(114), np.int64(121), np.int64(141), np.int64(191)], np.float64(55.58175328088418))","([], np.float64(78.32737045681814))"
23,"([np.int64(48), np.int64(56), np.int64(57), np.int64(128), np.int64(156), np.int64(201), np.int64(215), np.int64(216)], np.float64(3.1381141089789732))","([np.int64(48), np.int64(56), np.int64(57), np.int64(128), np.int64(156), np.int64(201), np.int64(215), np.int64(216)], np.float64(0.23959098452028207))","([np.int64(56), np.int64(201), np.int64(215)], np.float64(59.09173023794893))","([np.int64(56), np.int64(73), np.int64(89), np.int64(137), np.int64(156), np.int64(201), np.int64(215)], np.float64(51.139327031008406))","([], np.float64(72.39569202384992))"
24,"([np.int64(14), np.int64(25), np.int64(28), np.int64(83), np.int64(102), np.int64(120), np.int64(128), np.int64(165), np.int64(182), np.int64(186), np.int64(196), np.int64(199), np.int64(202), np.int64(224), np.int64(233)], np.float64(1.2499772746414421))","([np.int64(14), np.int64(25), np.int64(128), np.int64(165), np.int64(182), np.int64(186), np.int64(199), np.int64(202)], np.float64(3.7447320970693974))","([np.int64(165), np.int64(182), np.int64(186), np.int64(199)], np.float64(64.82838009408474))","([np.int64(18), np.int64(25), np.int64(56), np.int64(105), np.int64(165), np.int64(182), np.int64(186), np.int64(199)], np.float64(47.63994479562227))","([np.int64(66), np.int64(165), np.int64(186), np.int64(236)], np.float64(90.85790072581929))"
25,"([np.int64(17), np.int64(94), np.int64(142), np.int64(161), np.int64(169), np.int64(181), np.int64(198), np.int64(221), np.int64(244), np.int64(246)], np.float64(3.72882190048942))","([np.int64(17), np.int64(142), np.int64(161), np.int64(169), np.int64(181), np.int64(198), np.int64(221), np.int64(246)], np.float64(0.2443886816694044))","([np.int64(17), np.int64(221)], np.float64(64.57730507420798))","([np.int64(17), np.int64(33), np.int64(218), np.int64(221), np.int64(246)], np.float64(55.559251684771034))","([], np.float64(73.30859630089992))"
26,"([np.int64(42), np.int64(95), np.int64(138), np.int64(151), np.int64(196), np.int64(220), np.int64(226), np.int64(237)], np.float64(4.254269441339742))","([np.int64(42), np.int64(95), np.int64(138), np.int64(151), np.int64(196), np.int64(220), np.int64(226), np.int64(237)], np.float64(1.9233381333814696))","([np.int64(196), np.int64(226)], np.float64(70.94259494674043))","([np.int64(95), np.int64(97), np.int64(131), np.int64(138), np.int64(196), np.int64(220), np.int64(226)], np.float64(46.88058359952915))","([np.int64(138), np.int64(220), np.int64(226)], np.float64(77.94795733236055))"
27,"([np.int64(66), np.int64(67), np.int64(68), np.int64(85), np.int64(93), np.int64(127), np.int64(147), np.int64(158), np.int64(173), np.int64(249)], np.float64(6.701134199724764))","([np.int64(66), np.int64(67), np.int64(68), np.int64(85), np.int64(93), np.int64(127), np.int64(147), np.int64(249)], np.float64(0.5937569323862083))","([np.int64(68)], np.float64(72.2961206203056))","([np.int64(68), np.int64(93), np.int64(147), np.int64(249)], np.float64(48.6769254686397))","([np.int64(249)], np.float64(123.5909510953229))"
28,"([np.int64(4), np.int64(5), np.int64(10), np.int64(18), np.int64(23), np.int64(37), np.int64(38), np.int64(51), np.int64(54), np.int64(63), np.int64(64), np.int64(76), np.int64(79), np.int64(88), np.int64(101), np.int64(114), np.int64(123), np.int64(131), np.int64(135), np.int64(150), np.int64(155), np.int64(166), np.int64(168), np.int64(170), np.int64(173), np.int64(176), np.int64(196), np.int64(206), np.int64(227), np.int64(241)], np.float64(1.6784057402203438))","([np.int64(10), np.int64(18), np.int64(23), np.int64(37), np.int64(88), np.int64(166), np.int64(168), np.int64(173)], np.float64(0.45972911301160174))","([np.int64(23), np.int64(88)], np.float64(66.80909320593928))","([np.int64(10), np.int64(23), np.int64(88), np.int64(104), np.int64(149), np.int64(168), np.int64(187)], np.float64(47.96919658466407))","([np.int64(88)], np.float64(106.29243408257622))"
29,"([np.int64(5), np.int64(28), np.int64(53), np.int64(157), np.int64(176), np.int64(194), np.int64(202), np.int64(213), np.int64(227)], np.float64(3.867542138167184))","([np.int64(5), np.int64(28), np.int64(53), np.int64(157), np.int64(176), np.int64(194), np.int64(202), np.int64(213)], np.float64(1.989187394659652))","([np.int64(53), np.int64(157), np.int64(194), np.int64(213)], np.float64(57.056808600569994))","([np.int64(53), np.int64(83), np.int64(157), np.int64(194), np.int64(202), np.int64(213)], np.float64(45.64764248268706))","([np.int64(194), np.int64(202)], np.float64(99.42387310428661))"
30,"([np.int64(25), np.int64(35), np.int64(58), np.int64(83), np.int64(85), np.int64(86), np.int64(113), np.int64(124), np.int64(127), np.int64(129), np.int64(211), np.int64(234), np.int64(241)], np.float64(2.2279780117317793))","([np.int64(35), np.int64(58), np.int64(86), np.int64(124), np.int64(127), np.int64(129), np.int64(211), np.int64(234)], np.float64(0.573057555216123))","([np.int64(124), np.int64(211)], np.float64(68.26050249967277))","([np.int64(25), np.int64(57), np.int64(66), np.int64(83), np.int64(124), np.int64(133), np.int64(211), np.int64(213), np.int64(234)], np.float64(58.33610805715597))","([], np.float64(72.12775991927367))"
31,"([np.int64(27), np.int64(76), np.int64(112), np.int64(132), np.int64(156), np.int64(159), np.int64(211), np.int64(247)], np.float64(9.508317386742936))","([np.int64(27), np.int64(76), np.int64(112), np.int64(132), np.int64(156), np.int64(159), np.int64(211), np.int64(247)], np.float64(0.3112354098006265))","([np.int64(76), np.int64(112)], np.float64(70.96474189098994))","([np.int64(31), np.int64(76), np.int64(90), np.int64(112), np.int64(132), np.int64(156), np.int64(211), np.int64(247)], np.float64(38.950073988647034))","([], np.float64(75.87993171679928))"
32,"([np.int64(19), np.int64(35), np.int64(47), np.int64(56), np.int64(66), np.int64(78), np.int64(96), np.int64(110), np.int64(117), np.int64(119), np.int64(121), np.int64(124), np.int64(125), np.int64(128), np.int64(147), np.int64(149), np.int64(156), np.int64(164), np.int64(166), np.int64(172), np.int64(173), np.int64(178), np.int64(194), np.int64(207), np.int64(219), np.int64(221), np.int64(223), np.int64(229), np.int64(234), np.int64(247)], np.float64(1.6151799646215819))","([np.int64(35), np.int64(96), np.int64(110), np.int64(147), np.int64(178), np.int64(207), np.int64(219), np.int64(229)], np.float64(0.4257120864722011))","([np.int64(147), np.int64(229)], np.float64(68.06620927888007))","([np.int64(45), np.int64(91), np.int64(147), np.int64(189), np.int64(216), np.int64(219), np.int64(229)], np.float64(57.43737935582487))","([np.int64(207), np.int64(229)], np.float64(86.68910642862124))"
33,"([np.int64(59), np.int64(66), np.int64(102), np.int64(129), np.int64(130), np.int64(139), np.int64(162), np.int64(165), np.int64(194), np.int64(203), np.int64(227), np.int64(230), np.int64(237), np.int64(243)], np.float64(4.843638440095229))","([np.int64(59), np.int64(66), np.int64(130), np.int64(162), np.int64(194), np.int64(203), np.int64(230), np.int64(237)], np.float64(2.9187363247315))","([np.int64(66)], np.float64(70.5217654590928))","([np.int64(40), np.int64(59), np.int64(66), np.int64(117), np.int64(130), np.int64(145), np.int64(162), np.int64(167), np.int64(227), np.int64(230)], np.float64(54.47680057423655))","([], np.float64(77.42844517187858))"
34,"([np.int64(0), np.int64(11), np.int64(13), np.int64(21), np.int64(23), np.int64(25), np.int64(35), np.int64(41), np.int64(43), np.int64(47), np.int64(50), np.int64(52), np.int64(61), np.int64(76), np.int64(81), np.int64(83), np.int64(87), np.int64(94), np.int64(104), np.int64(107), np.int64(114), np.int64(150), np.int64(151), np.int64(164), np.int64(165), np.int64(167), np.int64(169), np.int64(171), np.int64(172), np.int64(179), np.int64(180), np.int64(195), np.int64(203), np.int64(240), np.int64(246)], np.float64(2.082138248244293))","([np.int64(0), np.int64(21), np.int64(23), np.int64(25), np.int64(76), np.int64(151), np.int64(172), np.int64(240)], np.float64(0.4049080438087291))","([], np.float64(70.79566433029377))","([np.int64(0), np.int64(23), np.int64(240), np.int64(246)], np.float64(55.65148312183768))","([], np.float64(71.69137561747523))"
35,"([np.int64(58), np.int64(62), np.int64(69), np.int64(132), np.int64(143), np.int64(153), np.int64(191), np.int64(248)], np.float64(2.0789330890471285))","([np.int64(58), np.int64(62), np.int64(69), np.int64(132), np.int64(143), np.int64(153), np.int64(191), np.int64(248)], np.float64(0.6541595739965632))","([np.int64(58), np.int64(69), np.int64(143), np.int64(153), np.int64(191)], np.float64(51.67191115231154))","([np.int64(69), np.int64(109), np.int64(113), np.int64(143), np.int64(153), np.int64(160), np.int64(173), np.int64(191), np.int64(232), np.int64(248)], np.float64(46.20027866247539))","([np.int64(232)], np.float64(148.85575537106664))"
36,"([np.int64(12), np.int64(22), np.int64(57), np.int64(65), np.int64(78), np.int64(79), np.int64(89), np.int64(97), np.int64(108), np.int64(119), np.int64(135), np.int64(142), np.int64(149), np.int64(162), np.int64(169), np.int64(176), np.int64(192), np.int64(232), np.int64(233), np.int64(238)], np.float64(6.0167986915047225))","([np.int64(97), np.int64(108), np.int64(135), np.int64(162), np.int64(169), np.int64(176), np.int64(192), np.int64(238)], np.float64(0.18500817324896685))","([np.int64(135), np.int64(192)], np.float64(66.88679367149331))","([np.int64(4), np.int64(97), np.int64(135), np.int64(169)], np.float64(54.59722587110147))","([np.int64(135)], np.float64(92.50703662857673))"
37,"([np.int64(26), np.int64(34), np.int64(43), np.int64(52), np.int64(57), np.int64(73), np.int64(74), np.int64(75), np.int64(104), np.int64(140), np.int64(141), np.int64(153), np.int64(166), np.int64(228), np.int64(232), np.int64(241)], np.float64(5.6730975797351375))","([np.int64(34), np.int64(43), np.int64(52), np.int64(57), np.int64(104), np.int64(153), np.int64(166), np.int64(228)], np.float64(0.10742253943798843))","([], np.float64(72.6354997324429))","([np.int64(34), np.int64(57), np.int64(90), np.int64(228)], np.float64(61.5185563824342))","([np.int64(34), np.int64(87), np.int64(153), np.int64(184), np.int64(228)], np.float64(82.993208612895))"
38,"([np.int64(2), np.int64(5), np.int64(51), np.int64(57), np.int64(58), np.int64(65), np.int64(78), np.int64(86), np.int64(89), np.int64(92), np.int64(106), np.int64(117), np.int64(121), np.int64(129), np.int64(134), np.int64(137), np.int64(140), np.int64(143), np.int64(153), np.int64(171), np.int64(175), np.int64(178), np.int64(180), np.int64(188), np.int64(194), np.int64(201), np.int64(216), np.int64(220), np.int64(222), np.int64(227), np.int64(230), np.int64(232), np.int64(240), np.int64(242), np.int64(243)], np.float64(0.7499341044009769))","([np.int64(5), np.int64(51), np.int64(57), np.int64(65), np.int64(86), np.int64(92), np.int64(232), np.int64(243)], np.float64(0.909730265901221))","([np.int64(92), np.int64(243)], np.float64(68.31888253000093))","([np.int64(5), np.int64(30), np.int64(51), np.int64(57), np.int64(65), np.int64(86), np.int64(92), np.int64(182), np.int64(184), np.int64(232), np.int64(243)], np.float64(36.701817957424105))","([], np.float64(72.85667043898162))"
