run_id,LNRegressor,LinearModell0,LinearModell1,RandomForestRegressor,XGBoostRegressor
10,"([np.int64(9), np.int64(24), np.int64(28), np.int64(30), np.int64(53), np.int64(54), np.int64(58), np.int64(59), np.int64(111), np.int64(115), np.int64(117), np.int64(134), np.int64(146), np.int64(161), np.int64(166), np.int64(196), np.int64(197), np.int64(242), np.int64(245)], np.float64(2.2499085460858206))","([np.int64(24), np.int64(28), np.int64(30), np.int64(53), np.int64(59), np.int64(111), np.int64(115), np.int64(161), np.int64(197), np.int64(242)], np.float64(0.21175903065957488))","([np.int64(28)], np.float64(90.09030831927568))","([np.int64(24), np.int64(28), np.int64(30), np.int64(76), np.int64(111), np.int64(166), np.int64(242)], np.float64(77.19458393832643))","([np.int64(28), np.int64(76), np.int64(242)], np.float64(109.45737305452978))"
11,"([np.int64(15), np.int64(20), np.int64(24), np.int64(51), np.int64(60), np.int64(65), np.int64(75), np.int64(80), np.int64(84), np.int64(85), np.int64(96), np.int64(98), np.int64(100), np.int64(116), np.int64(121), np.int64(125), np.int64(126), np.int64(133), np.int64(143), np.int64(149), np.int64(157), np.int64(164), np.int64(183), np.int64(190), np.int64(212), np.int64(215), np.int64(230), np.int64(233), np.int64(238), np.int64(247)], np.float64(4.436218527280319))","([np.int64(20), np.int64(60), np.int64(65), np.int64(80), np.int64(84), np.int64(116), np.int64(121), np.int64(125), np.int64(157), np.int64(215)], np.float64(1.0109322146700204))","([], np.float64(88.50238420386974))","([np.int64(60), np.int64(98), np.int64(116), np.int64(121), np.int64(125), np.int64(133), np.int64(154), np.int64(183), np.int64(190), np.int64(198)], np.float64(73.17240410436683))","([np.int64(242)], np.float64(170.82137057045398))"
12,"([np.int64(22), np.int64(36), np.int64(45), np.int64(55), np.int64(80), np.int64(87), np.int64(97), np.int64(106), np.int64(125), np.int64(151), np.int64(166), np.int64(199), np.int64(208), np.int64(210), np.int64(211), np.int64(226)], np.float64(5.861365719493017))","([np.int64(22), np.int64(55), np.int64(97), np.int64(125), np.int64(151), np.int64(166), np.int64(199), np.int64(208), np.int64(210), np.int64(211)], np.float64(0.6631358357479135))","([np.int64(55), np.int64(211)], np.float64(78.33556548421473))","([np.int64(55), np.int64(135), np.int64(151), np.int64(199), np.int64(211), np.int64(218)], np.float64(68.4121990758824))","([], np.float64(86.48205546889368))"
13,"([np.int64(1), np.int64(9), np.int64(10), np.int64(13), np.int64(18), np.int64(20), np.int64(31), np.int64(35), np.int64(37), np.int64(46), np.int64(49), np.int64(51), np.int64(63), np.int64(66), np.int64(73), np.int64(75), np.int64(91), np.int64(92), np.int64(93), np.int64(102), np.int64(107), np.int64(112), np.int64(115), np.int64(119), np.int64(128), np.int64(134), np.int64(136), np.int64(137), np.int64(144), np.int64(165), np.int64(169), np.int64(170), np.int64(178), np.int64(180), np.int64(181), np.int64(190), np.int64(191), np.int64(193), np.int64(194), np.int64(207), np.int64(214), np.int64(219), np.int64(220), np.int64(223), np.int64(225), np.int64(230), np.int64(240), np.int64(241), np.int64(242), np.int64(247)], np.float64(3.0249104901677493))","([np.int64(31), np.int64(66), np.int64(102), np.int64(119), np.int64(169), np.int64(170), np.int64(180), np.int64(191), np.int64(223), np.int64(247)], np.float64(7.435664949033063))","([np.int64(31)], np.float64(90.69017377504858))","([np.int64(31), np.int64(66), np.int64(95), np.int64(119), np.int64(169), np.int64(170), np.int64(191), np.int64(247)], np.float64(57.07631953942802))","([np.int64(68), np.int64(153), np.int64(191), np.int64(247)], np.float64(114.96786797315089))"
14,"([np.int64(0), np.int64(9), np.int64(10), np.int64(21), np.int64(28), np.int64(34), np.int64(47), np.int64(50), np.int64(52), np.int64(56), np.int64(64), np.int64(65), np.int64(73), np.int64(76), np.int64(77), np.int64(114), np.int64(122), np.int64(126), np.int64(136), np.int64(141), np.int64(145), np.int64(157), np.int64(161), np.int64(165), np.int64(171), np.int64(183), np.int64(190), np.int64(199), np.int64(207), np.int64(213), np.int64(215), np.int64(221), np.int64(223), np.int64(227), np.int64(229), np.int64(233)], np.float64(1.9251140709044827))","([np.int64(10), np.int64(21), np.int64(50), np.int64(73), np.int64(114), np.int64(136), np.int64(157), np.int64(199), np.int64(223), np.int64(229), np.int64(233)], np.float64(0.9427595499253567))","([], np.float64(93.00181170473373))","([np.int64(21), np.int64(73), np.int64(136), np.int64(157), np.int64(194)], np.float64(68.40920150369443))","([], np.float64(93.47619436334752))"
15,"([np.int64(1), np.int64(4), np.int64(13), np.int64(17), np.int64(18), np.int64(21), np.int64(22), np.int64(29), np.int64(33), np.int64(35), np.int64(57), np.int64(59), np.int64(61), np.int64(65), np.int64(67), np.int64(70), np.int64(72), np.int64(80), np.int64(82), np.int64(84), np.int64(101), np.int64(103), np.int64(105), np.int64(111), np.int64(113), np.int64(126), np.int64(136), np.int64(137), np.int64(141), np.int64(144), np.int64(151), np.int64(159), np.int64(162), np.int64(163), np.int64(170), np.int64(172), np.int64(175), np.int64(178), np.int64(179), np.int64(192), np.int64(200), np.int64(202), np.int64(206), np.int64(209), np.int64(212), np.int64(219), np.int64(220), np.int64(225), np.int64(226), np.int64(238), np.int64(241), np.int64(249)], np.float64(1.3758057687273244))","([np.int64(17), np.int64(70), np.int64(80), np.int64(84), np.int64(163), np.int64(175), np.int64(206), np.int64(209), np.int64(226), np.int64(241)], np.float64(0.33158249053840755))","([np.int64(209), np.int64(241)], np.float64(93.12842577223515))","([np.int64(4), np.int64(17), np.int64(84), np.int64(85), np.int64(117), np.int64(163), np.int64(206), np.int64(209), np.int64(241)], np.float64(60.734242014564835))","([np.int64(209), np.int64(217), np.int64(241)], np.float64(122.44484187562249))"
16,"([np.int64(23), np.int64(26), np.int64(34), np.int64(50), np.int64(79), np.int64(86), np.int64(104), np.int64(124), np.int64(136), np.int64(143), np.int64(146), np.int64(167), np.int64(211), np.int64(243)], np.float64(2.1328208387458742))","([np.int64(26), np.int64(34), np.int64(50), np.int64(79), np.int64(86), np.int64(104), np.int64(124), np.int64(136), np.int64(143), np.int64(167)], np.float64(0.31354342485660164))","([], np.float64(86.93233384197724))","([np.int64(34), np.int64(104), np.int64(143), np.int64(152)], np.float64(81.44670179411317))","([np.int64(104), np.int64(130), np.int64(143), np.int64(152), np.int64(183)], np.float64(131.90184060089481))"
17,"([np.int64(1), np.int64(3), np.int64(4), np.int64(8), np.int64(11), np.int64(15), np.int64(18), np.int64(29), np.int64(34), np.int64(36), np.int64(39), np.int64(41), np.int64(42), np.int64(46), np.int64(54), np.int64(57), np.int64(59), np.int64(68), np.int64(72), np.int64(76), np.int64(80), np.int64(93), np.int64(97), np.int64(123), np.int64(125), np.int64(134), np.int64(137), np.int64(141), np.int64(145), np.int64(152), np.int64(154), np.int64(156), np.int64(185), np.int64(188), np.int64(192), np.int64(196), np.int64(197), np.int64(198), np.int64(199), np.int64(203), np.int64(205), np.int64(209), np.int64(210), np.int64(211), np.int64(213), np.int64(214), np.int64(225), np.int64(226), np.int64(232), np.int64(233), np.int64(238), np.int64(246), np.int64(249)], np.float64(0.7111318577214065))","([np.int64(4), np.int64(36), np.int64(68), np.int64(80), np.int64(97), np.int64(192), np.int64(210), np.int64(211), np.int64(238), np.int64(249)], np.float64(1.111190584913398))","([np.int64(4), np.int64(68), np.int64(80), np.int64(211)], np.float64(86.99292539173531))","([np.int64(4), np.int64(68), np.int64(80), np.int64(104), np.int64(179), np.int64(192), np.int64(211), np.int64(232)], np.float64(62.88000088960228))","([np.int64(68), np.int64(80), np.int64(179), np.int64(196)], np.float64(150.04929398717238))"
18,"([np.int64(3), np.int64(37), np.int64(57), np.int64(59), np.int64(65), np.int64(87), np.int64(90), np.int64(91), np.int64(131), np.int64(137), np.int64(138), np.int64(166), np.int64(193), np.int64(205), np.int64(208), np.int64(223), np.int64(233), np.int64(235), np.int64(241)], np.float64(1.8143226679367448))","([np.int64(3), np.int64(37), np.int64(87), np.int64(91), np.int64(131), np.int64(138), np.int64(166), np.int64(205), np.int64(208), np.int64(241)], np.float64(3.448539430976331))","([np.int64(3), np.int64(91)], np.float64(80.3397722741986))","([np.int64(3), np.int64(87), np.int64(91), np.int64(131), np.int64(162), np.int64(166)], np.float64(61.22991103421248))","([], np.float64(90.07135653645847))"
19,"([np.int64(2), np.int64(6), np.int64(9), np.int64(11), np.int64(15), np.int64(17), np.int64(20), np.int64(63), np.int64(65), np.int64(66), np.int64(84), np.int64(90), np.int64(96), np.int64(101), np.int64(102), np.int64(103), np.int64(105), np.int64(114), np.int64(118), np.int64(121), np.int64(124), np.int64(125), np.int64(132), np.int64(140), np.int64(146), np.int64(148), np.int64(149), np.int64(159), np.int64(163), np.int64(174), np.int64(178), np.int64(185), np.int64(188), np.int64(194), np.int64(195), np.int64(200), np.int64(203), np.int64(209), np.int64(222), np.int64(228), np.int64(229), np.int64(238), np.int64(241), np.int64(248)], np.float64(1.4875027737195103))","([np.int64(9), np.int64(15), np.int64(63), np.int64(101), np.int64(102), np.int64(105), np.int64(121), np.int64(146), np.int64(159), np.int64(200)], np.float64(2.1658455941551567))","([np.int64(63), np.int64(146), np.int64(159)], np.float64(76.95768218732174))","([np.int64(9), np.int64(63), np.int64(102), np.int64(103), np.int64(105), np.int64(146), np.int64(159), np.int64(198), np.int64(200)], np.float64(50.899681345119625))","([], np.float64(100.56709311332713))"
20,"([np.int64(1), np.int64(2), np.int64(3), np.int64(5), np.int64(7), np.int64(10), np.int64(20), np.int64(22), np.int64(33), np.int64(41), np.int64(55), np.int64(60), np.int64(61), np.int64(72), np.int64(99), np.int64(100), np.int64(103), np.int64(105), np.int64(110), np.int64(116), np.int64(117), np.int64(120), np.int64(124), np.int64(129), np.int64(134), np.int64(141), np.int64(149), np.int64(156), np.int64(159), np.int64(165), np.int64(167), np.int64(172), np.int64(173), np.int64(174), np.int64(183), np.int64(186), np.int64(187), np.int64(199), np.int64(200), np.int64(203), np.int64(204), np.int64(205), np.int64(206), np.int64(211), np.int64(214), np.int64(216), np.int64(218), np.int64(221), np.int64(227), np.int64(238)], np.float64(2.0769319169286584))","([np.int64(1), np.int64(7), np.int64(20), np.int64(22), np.int64(61), np.int64(116), np.int64(174), np.int64(211), np.int64(221), np.int64(227)], np.float64(2.4915254326336593))","([np.int64(7), np.int64(61), np.int64(221)], np.float64(77.5807512449763))","([np.int64(7), np.int64(61), np.int64(211), np.int64(221), np.int64(229)], np.float64(64.18576446660217))","([], np.float64(84.3195208163872))"
21,"([np.int64(5), np.int64(21), np.int64(22), np.int64(24), np.int64(28), np.int64(30), np.int64(32), np.int64(40), np.int64(49), np.int64(75), np.int64(76), np.int64(81), np.int64(82), np.int64(84), np.int64(92), np.int64(101), np.int64(102), np.int64(120), np.int64(123), np.int64(131), np.int64(136), np.int64(147), np.int64(181), np.int64(192), np.int64(193), np.int64(199), np.int64(203), np.int64(207), np.int64(237), np.int64(249)], np.float64(1.8799783607492235))","([np.int64(5), np.int64(30), np.int64(32), np.int64(49), np.int64(92), np.int64(102), np.int64(136), np.int64(192), np.int64(193), np.int64(249)], np.float64(0.5641075253669801))","([], np.float64(94.27086664019875))","([np.int64(5), np.int64(24), np.int64(32), np.int64(49), np.int64(64), np.int64(92), np.int64(136), np.int64(203)], np.float64(67.30368252658876))","([np.int64(136)], np.float64(165.076092800105))"
22,"([np.int64(0), np.int64(1), np.int64(3), np.int64(10), np.int64(11), np.int64(14), np.int64(29), np.int64(37), np.int64(39), np.int64(45), np.int64(53), np.int64(57), np.int64(62), np.int64(63), np.int64(64), np.int64(71), np.int64(87), np.int64(90), np.int64(98), np.int64(99), np.int64(100), np.int64(103), np.int64(104), np.int64(107), np.int64(120), np.int64(123), np.int64(127), np.int64(143), np.int64(150), np.int64(152), np.int64(161), np.int64(168), np.int64(169), np.int64(174), np.int64(177), np.int64(190), np.int64(204), np.int64(217), np.int64(221), np.int64(223), np.int64(226), np.int64(227), np.int64(233), np.int64(234), np.int64(237), np.int64(239), np.int64(245), np.int64(248)], np.float64(1.471868973673777))","([np.int64(11), np.int64(45), np.int64(63), np.int64(64), np.int64(98), np.int64(161), np.int64(177), np.int64(233), np.int64(234), np.int64(248)], np.float64(5.243652179091691))","([np.int64(123)], np.float64(83.60671513364717))","([np.int64(45), np.int64(64), np.int64(96), np.int64(98), np.int64(123), np.int64(161), np.int64(201), np.int64(226), np.int64(233), np.int64(234), np.int64(236)], np.float64(61.95567171103269))","([], np.float64(88.81477640455896))"
23,"([np.int64(5), np.int64(6), np.int64(7), np.int64(9), np.int64(10), np.int64(18), np.int64(33), np.int64(42), np.int64(43), np.int64(46), np.int64(52), np.int64(60), np.int64(64), np.int64(65), np.int64(66), np.int64(73), np.int64(74), np.int64(76), np.int64(78), np.int64(87), np.int64(88), np.int64(94), np.int64(98), np.int64(100), np.int64(103), np.int64(109), np.int64(111), np.int64(113), np.int64(114), np.int64(117), np.int64(118), np.int64(119), np.int64(125), np.int64(127), np.int64(129), np.int64(132), np.int64(147), np.int64(155), np.int64(156), np.int64(158), np.int64(168), np.int64(169), np.int64(180), np.int64(186), np.int64(192), np.int64(194), np.int64(195), np.int64(198), np.int64(202), np.int64(218), np.int64(220), np.int64(224), np.int64(227), np.int64(228), np.int64(233), np.int64(244), np.int64(245), np.int64(246)], np.float64(2.6158520807977057))","([np.int64(60), np.int64(66), np.int64(73), np.int64(129), np.int64(158), np.int64(168), np.int64(169), np.int64(224), np.int64(227), np.int64(246)], np.float64(1.5935598891552418))","([np.int64(246)], np.float64(94.25893147188516))","([np.int64(8), np.int64(43), np.int64(66), np.int64(96), np.int64(156), np.int64(168), np.int64(224), np.int64(226), np.int64(246), np.int64(248)], np.float64(76.93994826278197))","([np.int64(168), np.int64(246)], np.float64(109.26620917197947))"
24,"([np.int64(4), np.int64(10), np.int64(18), np.int64(45), np.int64(60), np.int64(96), np.int64(104), np.int64(112), np.int64(128), np.int64(137), np.int64(150), np.int64(154), np.int64(157), np.int64(163), np.int64(180), np.int64(191), np.int64(198), np.int64(233), np.int64(237), np.int64(246)], np.float64(3.822504311709831))","([np.int64(45), np.int64(104), np.int64(128), np.int64(154), np.int64(157), np.int64(163), np.int64(180), np.int64(191), np.int64(233), np.int64(237)], np.float64(6.198098524896684))","([], np.float64(84.77489734560217))","([np.int64(45), np.int64(157), np.int64(163), np.int64(180), np.int64(204), np.int64(237)], np.float64(63.79951878960012))","([], np.float64(91.15740714756875))"
25,"([np.int64(0), np.int64(3), np.int64(5), np.int64(8), np.int64(9), np.int64(14), np.int64(16), np.int64(17), np.int64(18), np.int64(28), np.int64(33), np.int64(34), np.int64(45), np.int64(52), np.int64(58), np.int64(70), np.int64(74), np.int64(75), np.int64(78), np.int64(83), np.int64(92), np.int64(93), np.int64(94), np.int64(106), np.int64(109), np.int64(120), np.int64(123), np.int64(125), np.int64(129), np.int64(148), np.int64(151), np.int64(159), np.int64(163), np.int64(171), np.int64(176), np.int64(179), np.int64(185), np.int64(188), np.int64(189), np.int64(191), np.int64(192), np.int64(198), np.int64(201), np.int64(205), np.int64(210), np.int64(214), np.int64(229), np.int64(231), np.int64(245)], np.float64(2.0842560138466832))","([np.int64(0), np.int64(3), np.int64(18), np.int64(52), np.int64(92), np.int64(94), np.int64(125), np.int64(171), np.int64(188), np.int64(210)], np.float64(1.6100814653825768))","([], np.float64(84.6214831583999))","([np.int64(3), np.int64(45), np.int64(94), np.int64(125), np.int64(150), np.int64(188), np.int64(235)], np.float64(75.11587989190863))","([np.int64(125), np.int64(188)], np.float64(96.47319503723027))"
26,"([np.int64(26), np.int64(29), np.int64(34), np.int64(38), np.int64(48), np.int64(50), np.int64(51), np.int64(53), np.int64(93), np.int64(120), np.int64(133), np.int64(159), np.int64(167), np.int64(180), np.int64(191), np.int64(195), np.int64(206)], np.float64(4.046300727014329))","([np.int64(26), np.int64(34), np.int64(38), np.int64(48), np.int64(50), np.int64(51), np.int64(53), np.int64(120), np.int64(195), np.int64(206)], np.float64(0.16008026492798041))","([np.int64(26), np.int64(53), np.int64(120)], np.float64(73.57995627898975))","([np.int64(48), np.int64(50), np.int64(53), np.int64(120), np.int64(159)], np.float64(72.19021572001225))","([np.int64(159)], np.float64(239.29510717574553))"
27,"([np.int64(10), np.int64(27), np.int64(41), np.int64(44), np.int64(61), np.int64(67), np.int64(131), np.int64(154), np.int64(159), np.int64(170), np.int64(182), np.int64(199), np.int64(207), np.int64(220)], np.float64(7.25629397788266))","([np.int64(10), np.int64(27), np.int64(41), np.int64(67), np.int64(131), np.int64(154), np.int64(159), np.int64(170), np.int64(199), np.int64(207)], np.float64(0.1423445763968523))","([np.int64(154)], np.float64(90.01004541392405))","([np.int64(41), np.int64(44), np.int64(101), np.int64(103), np.int64(131), np.int64(154), np.int64(170)], np.float64(70.37588163455025))","([np.int64(103), np.int64(209)], np.float64(149.70690910913487))"
28,"([np.int64(19), np.int64(36), np.int64(44), np.int64(51), np.int64(55), np.int64(65), np.int64(79), np.int64(87), np.int64(89), np.int64(121), np.int64(127), np.int64(130), np.int64(139), np.int64(141), np.int64(147), np.int64(154), np.int64(155), np.int64(157), np.int64(166), np.int64(168), np.int64(169), np.int64(184), np.int64(187), np.int64(190), np.int64(196), np.int64(198), np.int64(200), np.int64(206), np.int64(208), np.int64(212), np.int64(222), np.int64(226), np.int64(233), np.int64(238)], np.float64(3.123084102722619))","([np.int64(19), np.int64(89), np.int64(121), np.int64(141), np.int64(154), np.int64(190), np.int64(196), np.int64(208), np.int64(222), np.int64(226)], np.float64(0.28726436226099883))","([np.int64(89), np.int64(190), np.int64(222)], np.float64(82.40820527407399))","([np.int64(14), np.int64(89), np.int64(169), np.int64(190)], np.float64(83.45504048344674))","([np.int64(169), np.int64(190)], np.float64(113.66790587106176))"
29,"([np.int64(40), np.int64(42), np.int64(44), np.int64(48), np.int64(50), np.int64(54), np.int64(67), np.int64(68), np.int64(75), np.int64(120), np.int64(123), np.int64(134), np.int64(142), np.int64(160), np.int64(161), np.int64(163), np.int64(167), np.int64(168), np.int64(170), np.int64(185), np.int64(186), np.int64(191), np.int64(200), np.int64(201), np.int64(207), np.int64(220), np.int64(223), np.int64(231)], np.float64(5.48606962287949))","([np.int64(44), np.int64(50), np.int64(67), np.int64(68), np.int64(160), np.int64(161), np.int64(191), np.int64(200), np.int64(207), np.int64(231)], np.float64(1.663615516668966))","([np.int64(67), np.int64(160), np.int64(161), np.int64(231)], np.float64(75.33553071072083))","([np.int64(67), np.int64(68), np.int64(80), np.int64(160), np.int64(161), np.int64(167), np.int64(200), np.int64(231)], np.float64(63.59468648359254))","([np.int64(160), np.int64(231)], np.float64(101.5929490462992))"
30,"([np.int64(80), np.int64(94), np.int64(124), np.int64(130), np.int64(194), np.int64(196), np.int64(204), np.int64(210), np.int64(218), np.int64(224), np.int64(235)], np.float64(7.0508185232818965))","([np.int64(80), np.int64(94), np.int64(124), np.int64(130), np.int64(194), np.int64(196), np.int64(204), np.int64(218), np.int64(224), np.int64(235)], np.float64(2.288459214508288))","([np.int64(124), np.int64(194)], np.float64(84.20235679002307))","([np.int64(124), np.int64(194), np.int64(224)], np.float64(81.61743900307856))","([np.int64(124), np.int64(148), np.int64(188), np.int64(223), np.int64(224)], np.float64(111.28931760341753))"
