run_id,LNRegressor,LinearModell0,LinearModell1,RandomForestRegressor,XGBoostRegressor
16,"([np.int64(4), np.int64(11), np.int64(22), np.int64(39), np.int64(45), np.int64(86), np.int64(94), np.int64(97), np.int64(118), np.int64(124), np.int64(125), np.int64(128), np.int64(134), np.int64(137), np.int64(139), np.int64(145), np.int64(148), np.int64(150), np.int64(154), np.int64(155), np.int64(156), np.int64(158), np.int64(162), np.int64(174), np.int64(187), np.int64(191), np.int64(192), np.int64(212), np.int64(213), np.int64(219), np.int64(234), np.int64(236), np.int64(242), np.int64(246), np.int64(249)], np.float64(1.1360738030374937))","([np.int64(4), np.int64(39), np.int64(94), np.int64(134), np.int64(148), np.int64(150), np.int64(158), np.int64(174), np.int64(187), np.int64(213), np.int64(219)], np.float64(0.7676212451366968))","([np.int64(94), np.int64(150), np.int64(187)], np.float64(94.46080862702193))","([np.int64(4), np.int64(94), np.int64(150), np.int64(222)], np.float64(85.39125998137641))","([np.int64(94), np.int64(150)], np.float64(123.33297827214786))"
17,"([np.int64(2), np.int64(8), np.int64(13), np.int64(15), np.int64(16), np.int64(30), np.int64(38), np.int64(52), np.int64(81), np.int64(82), np.int64(83), np.int64(90), np.int64(122), np.int64(126), np.int64(128), np.int64(131), np.int64(136), np.int64(148), np.int64(152), np.int64(174), np.int64(181), np.int64(187), np.int64(196), np.int64(208), np.int64(213), np.int64(216), np.int64(223), np.int64(228), np.int64(241), np.int64(246)], np.float64(3.773600968102602))","([np.int64(8), np.int64(13), np.int64(15), np.int64(16), np.int64(82), np.int64(90), np.int64(148), np.int64(208), np.int64(213), np.int64(223), np.int64(246)], np.float64(0.47508712280617715))","([np.int64(13), np.int64(148)], np.float64(97.11353916995655))","([np.int64(13), np.int64(15), np.int64(57), np.int64(67), np.int64(82), np.int64(148), np.int64(213), np.int64(223), np.int64(234), np.int64(243)], np.float64(67.36740607092652))","([np.int64(148), np.int64(220)], np.float64(142.35970788010448))"
18,"([np.int64(5), np.int64(16), np.int64(22), np.int64(24), np.int64(50), np.int64(52), np.int64(54), np.int64(64), np.int64(92), np.int64(122), np.int64(128), np.int64(131), np.int64(144), np.int64(149), np.int64(160), np.int64(169), np.int64(172), np.int64(175), np.int64(178), np.int64(182), np.int64(184), np.int64(193), np.int64(196), np.int64(205), np.int64(206), np.int64(215), np.int64(218), np.int64(226), np.int64(233)], np.float64(3.0334934239800826))","([np.int64(54), np.int64(64), np.int64(128), np.int64(144), np.int64(149), np.int64(172), np.int64(182), np.int64(196), np.int64(206), np.int64(218), np.int64(226)], np.float64(0.17774632715958313))","([np.int64(128), np.int64(149)], np.float64(95.71494526133965))","([np.int64(29), np.int64(54), np.int64(64), np.int64(128), np.int64(132), np.int64(146), np.int64(149), np.int64(172), np.int64(185), np.int64(196)], np.float64(72.52680084103916))","([np.int64(149), np.int64(232)], np.float64(153.27018607057113))"
19,"([np.int64(11), np.int64(18), np.int64(24), np.int64(30), np.int64(33), np.int64(44), np.int64(56), np.int64(68), np.int64(76), np.int64(106), np.int64(113), np.int64(158), np.int64(173), np.int64(174), np.int64(199), np.int64(220)], np.float64(8.098174966614845))","([np.int64(11), np.int64(18), np.int64(24), np.int64(33), np.int64(56), np.int64(68), np.int64(76), np.int64(106), np.int64(113), np.int64(158), np.int64(174)], np.float64(0.37301583917109626))","([np.int64(68)], np.float64(104.66807749218569))","([np.int64(44), np.int64(68), np.int64(106), np.int64(113), np.int64(158)], np.float64(82.15273093449437))","([np.int64(68), np.int64(95), np.int64(106)], np.float64(117.40773768757825))"
20,"([np.int64(4), np.int64(17), np.int64(32), np.int64(44), np.int64(62), np.int64(67), np.int64(75), np.int64(82), np.int64(100), np.int64(102), np.int64(105), np.int64(122), np.int64(128), np.int64(131), np.int64(135), np.int64(144), np.int64(149), np.int64(159), np.int64(170), np.int64(174), np.int64(178), np.int64(181), np.int64(195), np.int64(196), np.int64(205), np.int64(209), np.int64(226), np.int64(230), np.int64(238)], np.float64(20.790807333144926))","([np.int64(4), np.int64(17), np.int64(44), np.int64(67), np.int64(102), np.int64(128), np.int64(135), np.int64(149), np.int64(170), np.int64(181), np.int64(238)], np.float64(1.6266916463154582))","([np.int64(4), np.int64(135)], np.float64(93.91066304072882))","([np.int64(4), np.int64(17), np.int64(135), np.int64(159), np.int64(238)], np.float64(82.51951322745549))","([np.int64(4), np.int64(17), np.int64(101), np.int64(135), np.int64(149), np.int64(185)], np.float64(93.22829109483241))"
21,"([np.int64(15), np.int64(16), np.int64(21), np.int64(42), np.int64(64), np.int64(65), np.int64(79), np.int64(92), np.int64(141), np.int64(144), np.int64(165), np.int64(195), np.int64(209), np.int64(221), np.int64(225), np.int64(229), np.int64(233)], np.float64(5.29902430420713))","([np.int64(42), np.int64(64), np.int64(65), np.int64(79), np.int64(141), np.int64(144), np.int64(165), np.int64(195), np.int64(209), np.int64(225), np.int64(229)], np.float64(0.7226161194305502))","([], np.float64(92.9489792493718))","([np.int64(16), np.int64(65), np.int64(79), np.int64(100), np.int64(181), np.int64(183), np.int64(209), np.int64(229), np.int64(233)], np.float64(83.27566904595956))","([np.int64(134), np.int64(209)], np.float64(144.06753681513047))"
22,"([np.int64(23), np.int64(29), np.int64(49), np.int64(53), np.int64(62), np.int64(65), np.int64(80), np.int64(93), np.int64(101), np.int64(112), np.int64(119), np.int64(140), np.int64(167), np.int64(168), np.int64(171), np.int64(180), np.int64(192), np.int64(194), np.int64(197), np.int64(210), np.int64(216), np.int64(248), np.int64(249)], np.float64(21.885622202239414))","([np.int64(49), np.int64(62), np.int64(80), np.int64(101), np.int64(112), np.int64(140), np.int64(167), np.int64(180), np.int64(192), np.int64(197), np.int64(216)], np.float64(1.2313320229942568))","([np.int64(23), np.int64(197)], np.float64(95.73982800913491))","([np.int64(23), np.int64(74), np.int64(140), np.int64(180), np.int64(197)], np.float64(90.84351146775779))","([np.int64(80), np.int64(159), np.int64(180), np.int64(197)], np.float64(103.89589617976843))"
23,"([np.int64(12), np.int64(21), np.int64(30), np.int64(39), np.int64(44), np.int64(55), np.int64(82), np.int64(84), np.int64(97), np.int64(134), np.int64(140), np.int64(153), np.int64(167), np.int64(194), np.int64(207), np.int64(208), np.int64(214), np.int64(228), np.int64(234)], np.float64(4.203440602019872))","([np.int64(12), np.int64(21), np.int64(39), np.int64(44), np.int64(55), np.int64(97), np.int64(153), np.int64(207), np.int64(208), np.int64(228), np.int64(234)], np.float64(1.2592220027678096))","([], np.float64(88.6945686012756))","([np.int64(12), np.int64(21), np.int64(97), np.int64(190)], np.float64(73.18909254812316))","([], np.float64(90.2560809300279))"
24,"([np.int64(3), np.int64(5), np.int64(6), np.int64(7), np.int64(22), np.int64(27), np.int64(31), np.int64(42), np.int64(55), np.int64(64), np.int64(84), np.int64(88), np.int64(96), np.int64(102), np.int64(114), np.int64(116), np.int64(118), np.int64(121), np.int64(138), np.int64(155), np.int64(156), np.int64(163), np.int64(164), np.int64(165), np.int64(167), np.int64(173), np.int64(183), np.int64(186), np.int64(193), np.int64(196), np.int64(199), np.int64(200), np.int64(202), np.int64(218), np.int64(220), np.int64(221), np.int64(223), np.int64(231), np.int64(232), np.int64(247)], np.float64(2.256958817493337))","([np.int64(3), np.int64(5), np.int64(6), np.int64(27), np.int64(31), np.int64(42), np.int64(96), np.int64(102), np.int64(167), np.int64(193), np.int64(200)], np.float64(0.8682697166910118))","([], np.float64(92.22752911127509))","([np.int64(27), np.int64(31), np.int64(155), np.int64(167)], np.float64(84.03499989896741))","([], np.float64(91.60290432873724))"
25,"([np.int64(1), np.int64(6), np.int64(8), np.int64(12), np.int64(14), np.int64(25), np.int64(47), np.int64(53), np.int64(67), np.int64(71), np.int64(79), np.int64(94), np.int64(96), np.int64(106), np.int64(109), np.int64(110), np.int64(136), np.int64(159), np.int64(169), np.int64(175), np.int64(177), np.int64(198), np.int64(207), np.int64(209), np.int64(211), np.int64(216), np.int64(219), np.int64(221), np.int64(229), np.int64(234), np.int64(241), np.int64(243), np.int64(249)], np.float64(3.6672705600151647))","([np.int64(1), np.int64(8), np.int64(79), np.int64(96), np.int64(106), np.int64(109), np.int64(136), np.int64(159), np.int64(209), np.int64(216), np.int64(229)], np.float64(4.78267085173455))","([np.int64(96), np.int64(243)], np.float64(95.32378199456056))","([np.int64(1), np.int64(67), np.int64(79), np.int64(96), np.int64(207), np.int64(209), np.int64(231), np.int64(243)], np.float64(98.37140257399803))","([np.int64(96), np.int64(195), np.int64(215), np.int64(247)], np.float64(160.7451217862487))"
26,"([np.int64(34), np.int64(46), np.int64(53), np.int64(71), np.int64(77), np.int64(82), np.int64(83), np.int64(89), np.int64(99), np.int64(103), np.int64(131), np.int64(132), np.int64(146), np.int64(148), np.int64(156), np.int64(157), np.int64(160), np.int64(174), np.int64(177), np.int64(192), np.int64(231), np.int64(240)], np.float64(10.324592949978426))","([np.int64(46), np.int64(53), np.int64(71), np.int64(103), np.int64(131), np.int64(132), np.int64(157), np.int64(177), np.int64(192), np.int64(231), np.int64(240)], np.float64(1.0805946539290803))","([np.int64(177)], np.float64(98.88787082026332))","([np.int64(53), np.int64(126), np.int64(177), np.int64(181)], np.float64(101.7481776235583))","([np.int64(177), np.int64(213)], np.float64(143.94957624978403))"
27,"([np.int64(10), np.int64(14), np.int64(44), np.int64(60), np.int64(62), np.int64(65), np.int64(77), np.int64(92), np.int64(97), np.int64(106), np.int64(120), np.int64(158), np.int64(165), np.int64(182), np.int64(188), np.int64(209), np.int64(211), np.int64(233), np.int64(249)], np.float64(5.509650534499161))","([np.int64(10), np.int64(14), np.int64(60), np.int64(62), np.int64(65), np.int64(77), np.int64(106), np.int64(120), np.int64(182), np.int64(209), np.int64(211)], np.float64(1.4928252503019561))","([np.int64(209)], np.float64(95.48528124526501))","([np.int64(14), np.int64(93), np.int64(106), np.int64(120), np.int64(165), np.int64(209)], np.float64(72.44379728459957))","([], np.float64(97.16571402867301))"
28,"([np.int64(1), np.int64(4), np.int64(8), np.int64(11), np.int64(21), np.int64(25), np.int64(33), np.int64(39), np.int64(43), np.int64(46), np.int64(53), np.int64(59), np.int64(68), np.int64(70), np.int64(71), np.int64(75), np.int64(78), np.int64(82), np.int64(86), np.int64(88), np.int64(93), np.int64(98), np.int64(106), np.int64(113), np.int64(119), np.int64(128), np.int64(135), np.int64(140), np.int64(148), np.int64(152), np.int64(154), np.int64(159), np.int64(168), np.int64(169), np.int64(173), np.int64(178), np.int64(186), np.int64(207), np.int64(208), np.int64(213), np.int64(227), np.int64(234), np.int64(235), np.int64(236)], np.float64(30.888843044611786))","([np.int64(8), np.int64(11), np.int64(59), np.int64(70), np.int64(71), np.int64(82), np.int64(88), np.int64(113), np.int64(169), np.int64(213), np.int64(234)], np.float64(0.2315053927594593))","([], np.float64(104.92912777147335))","([np.int64(1), np.int64(43), np.int64(71), np.int64(88), np.int64(106), np.int64(146), np.int64(169), np.int64(208)], np.float64(93.40505152959804))","([], np.float64(104.99685262557503))"
29,"([np.int64(1), np.int64(2), np.int64(8), np.int64(18), np.int64(30), np.int64(48), np.int64(72), np.int64(77), np.int64(84), np.int64(86), np.int64(114), np.int64(127), np.int64(151), np.int64(160), np.int64(162), np.int64(176), np.int64(180), np.int64(186), np.int64(198), np.int64(212), np.int64(213), np.int64(216), np.int64(217), np.int64(219), np.int64(239)], np.float64(1.740588217320148))","([np.int64(18), np.int64(30), np.int64(77), np.int64(114), np.int64(162), np.int64(176), np.int64(198), np.int64(212), np.int64(213), np.int64(217), np.int64(219)], np.float64(0.20953326894858026))","([np.int64(217), np.int64(219)], np.float64(95.929282124549))","([np.int64(30), np.int64(109), np.int64(212), np.int64(217), np.int64(219)], np.float64(97.27848350960487))","([np.int64(81), np.int64(101), np.int64(109), np.int64(212), np.int64(217), np.int64(239)], np.float64(150.4991348459285))"
30,"([np.int64(12), np.int64(35), np.int64(41), np.int64(48), np.int64(52), np.int64(55), np.int64(57), np.int64(67), np.int64(75), np.int64(76), np.int64(78), np.int64(79), np.int64(110), np.int64(121), np.int64(126), np.int64(134), np.int64(142), np.int64(151), np.int64(155), np.int64(157), np.int64(167), np.int64(169), np.int64(170), np.int64(173), np.int64(174), np.int64(178), np.int64(182), np.int64(183), np.int64(208), np.int64(222), np.int64(241), np.int64(249)], np.float64(4.621029480709477))","([np.int64(35), np.int64(48), np.int64(52), np.int64(57), np.int64(76), np.int64(79), np.int64(134), np.int64(142), np.int64(157), np.int64(178), np.int64(183)], np.float64(1.7128152774810232))","([np.int64(142)], np.float64(93.76449921621352))","([np.int64(48), np.int64(79), np.int64(142), np.int64(173), np.int64(174), np.int64(178)], np.float64(77.61664211970432))","([], np.float64(101.42734044896305))"
