run_id,LNRegressor,LinearModell0,LinearModell1,RandomForestRegressor,XGBoostRegressor
44,"([np.int64(12), np.int64(25), np.int64(69), np.int64(96), np.int64(148), np.int64(194), np.int64(220), np.int64(247)], np.float64(1.1786750703706113))","([np.int64(12), np.int64(25), np.int64(69), np.int64(96), np.int64(220), np.int64(247)], np.float64(0.07793545340017423))","([np.int64(12), np.int64(220)], np.float64(47.77334457703147))","([np.int64(12), np.int64(25), np.int64(51), np.int64(69), np.int64(72), np.int64(127), np.int64(148), np.int64(220)], np.float64(36.58814734600373))","([np.int64(224)], np.float64(109.08693520791104))"
45,"([np.int64(16), np.int64(130), np.int64(139), np.int64(178), np.int64(189), np.int64(201)], np.float64(4.354324075317778))","([np.int64(16), np.int64(130), np.int64(139), np.int64(178), np.int64(189), np.int64(201)], np.float64(1.1387127819408522))","([np.int64(130), np.int64(201)], np.float64(47.88409673464112))","([np.int64(16), np.int64(92), np.int64(130), np.int64(178), np.int64(201), np.int64(241)], np.float64(32.12785370362108))","([np.int64(130), np.int64(201)], np.float64(56.78703400003738))"
46,"([np.int64(8), np.int64(53), np.int64(54), np.int64(112), np.int64(128), np.int64(135), np.int64(150), np.int64(179), np.int64(182), np.int64(189)], np.float64(2.5515838777795725))","([np.int64(53), np.int64(54), np.int64(112), np.int64(179), np.int64(182), np.int64(189)], np.float64(2.4060167192043647))","([np.int64(112), np.int64(179), np.int64(182)], np.float64(46.541906486116886))","([np.int64(43), np.int64(53), np.int64(54), np.int64(179), np.int64(182)], np.float64(28.71538453929076))","([], np.float64(58.151102613216494))"
47,"([np.int64(39), np.int64(42), np.int64(60), np.int64(61), np.int64(62), np.int64(63), np.int64(68), np.int64(79), np.int64(85), np.int64(86), np.int64(91), np.int64(103), np.int64(104), np.int64(105), np.int64(108), np.int64(113), np.int64(116), np.int64(119), np.int64(126), np.int64(133), np.int64(138), np.int64(144), np.int64(152), np.int64(157), np.int64(161), np.int64(175), np.int64(178), np.int64(179), np.int64(196), np.int64(197), np.int64(198), np.int64(199), np.int64(202), np.int64(205), np.int64(206), np.int64(208), np.int64(210), np.int64(211), np.int64(213), np.int64(216), np.int64(219), np.int64(221), np.int64(227), np.int64(245)], np.float64(1.457227876192969))","([np.int64(62), np.int64(126), np.int64(178), np.int64(205), np.int64(206), np.int64(208)], np.float64(0.16069646700190507))","([np.int64(62), np.int64(178), np.int64(205), np.int64(206)], np.float64(42.69066701738483))","([np.int64(38), np.int64(62), np.int64(126), np.int64(178), np.int64(205), np.int64(206), np.int64(208), np.int64(235)], np.float64(25.10134837046098))","([np.int64(205)], np.float64(95.63591595888361))"
48,"([np.int64(13), np.int64(25), np.int64(47), np.int64(73), np.int64(95), np.int64(172), np.int64(245)], np.float64(5.778442116167366))","([np.int64(13), np.int64(25), np.int64(47), np.int64(73), np.int64(172), np.int64(245)], np.float64(0.6106233239551244))","([np.int64(13), np.int64(25), np.int64(47), np.int64(73), np.int64(172), np.int64(245)], np.float64(12.038878176580157))","([np.int64(13), np.int64(25), np.int64(26), np.int64(47), np.int64(73), np.int64(115), np.int64(172), np.int64(180), np.int64(245)], np.float64(20.250670522634028))","([np.int64(245)], np.float64(94.33577119632442))"
49,"([np.int64(4), np.int64(16), np.int64(174), np.int64(214), np.int64(237), np.int64(243), np.int64(247)], np.float64(1.681833734381086))","([np.int64(4), np.int64(16), np.int64(214), np.int64(237), np.int64(243), np.int64(247)], np.float64(1.4252198123119646))","([np.int64(4), np.int64(16), np.int64(237), np.int64(247)], np.float64(36.22553129249043))","([np.int64(4), np.int64(16), np.int64(28), np.int64(32), np.int64(50), np.int64(175), np.int64(194), np.int64(214), np.int64(237), np.int64(247)], np.float64(31.327988754403297))","([np.int64(247)], np.float64(79.94948668080762))"
50,"([np.int64(14), np.int64(25), np.int64(39), np.int64(44), np.int64(65), np.int64(89), np.int64(93), np.int64(120), np.int64(136), np.int64(147), np.int64(155), np.int64(190), np.int64(191), np.int64(224)], np.float64(2.2363253854624463))","([np.int64(14), np.int64(44), np.int64(65), np.int64(89), np.int64(120), np.int64(147), np.int64(190)], np.float64(0.31200048636595895))","([np.int64(14), np.int64(44), np.int64(120), np.int64(147)], np.float64(41.443068476332776))","([np.int64(14), np.int64(44), np.int64(120), np.int64(147)], np.float64(29.34106990032698))","([np.int64(14), np.int64(16), np.int64(147), np.int64(230)], np.float64(59.08460163291138))"
51,"([np.int64(122), np.int64(196), np.int64(211), np.int64(217), np.int64(218), np.int64(227)], np.float64(1.6988095358991304))","([np.int64(113), np.int64(122), np.int64(196), np.int64(211), np.int64(217), np.int64(218), np.int64(227)], np.float64(0.12496722813076637))","([np.int64(122), np.int64(196), np.int64(211), np.int64(217), np.int64(218), np.int64(227)], np.float64(6.718902914539789))","([np.int64(96), np.int64(122), np.int64(181), np.int64(196), np.int64(217), np.int64(218)], np.float64(31.56838304346531))","([], np.float64(59.56297794542714))"
52,"([np.int64(28), np.int64(44), np.int64(56), np.int64(60), np.int64(68), np.int64(72), np.int64(73), np.int64(87), np.int64(102), np.int64(106), np.int64(115), np.int64(152), np.int64(157), np.int64(174), np.int64(180), np.int64(197), np.int64(200), np.int64(207)], np.float64(1.1026288327441198))","([np.int64(44), np.int64(56), np.int64(72), np.int64(102), np.int64(152), np.int64(174)], np.float64(0.21899724106253396))","([np.int64(56), np.int64(72), np.int64(102)], np.float64(44.219970671662374))","([np.int64(56), np.int64(72), np.int64(89), np.int64(102), np.int64(181), np.int64(202)], np.float64(39.71496667161787))","([np.int64(72), np.int64(181)], np.float64(71.69159512701226))"
53,"([np.int64(4), np.int64(5), np.int64(6), np.int64(10), np.int64(18), np.int64(21), np.int64(23), np.int64(45), np.int64(52), np.int64(56), np.int64(57), np.int64(62), np.int64(64), np.int64(70), np.int64(74), np.int64(76), np.int64(79), np.int64(81), np.int64(93), np.int64(99), np.int64(100), np.int64(104), np.int64(107), np.int64(108), np.int64(113), np.int64(119), np.int64(121), np.int64(127), np.int64(132), np.int64(138), np.int64(139), np.int64(140), np.int64(143), np.int64(158), np.int64(159), np.int64(161), np.int64(173), np.int64(186), np.int64(190), np.int64(191), np.int64(194), np.int64(201), np.int64(208), np.int64(211), np.int64(213), np.int64(217), np.int64(218), np.int64(219), np.int64(225), np.int64(231), np.int64(234), np.int64(246), np.int64(248)], np.float64(0.8469832218222763))","([np.int64(4), np.int64(208), np.int64(213), np.int64(218), np.int64(234), np.int64(248)], np.float64(0.42469163623338474))","([np.int64(4), np.int64(213)], np.float64(46.85303590424704))","([np.int64(4), np.int64(208), np.int64(213), np.int64(234), np.int64(248)], np.float64(20.931566547359836))","([], np.float64(51.976162183934505))"
54,"([np.int64(25), np.int64(26), np.int64(73), np.int64(85), np.int64(95), np.int64(99), np.int64(102), np.int64(105), np.int64(106), np.int64(116), np.int64(121), np.int64(122), np.int64(140), np.int64(142), np.int64(144), np.int64(159), np.int64(185), np.int64(190), np.int64(217), np.int64(228), np.int64(230), np.int64(231), np.int64(241), np.int64(245), np.int64(247), np.int64(248), np.int64(249)], np.float64(0.8095833758052967))","([np.int64(99), np.int64(105), np.int64(228), np.int64(241), np.int64(248), np.int64(249)], np.float64(3.576789644691684))","([np.int64(99), np.int64(105), np.int64(228), np.int64(241), np.int64(248), np.int64(249)], np.float64(7.793823935612052))","([np.int64(2), np.int64(18), np.int64(99), np.int64(102), np.int64(105), np.int64(138), np.int64(228), np.int64(248), np.int64(249)], np.float64(26.09709162570192))","([np.int64(165), np.int64(228), np.int64(248)], np.float64(67.12873470199047))"
55,"([np.int64(7), np.int64(20), np.int64(29), np.int64(37), np.int64(38), np.int64(41), np.int64(42), np.int64(51), np.int64(70), np.int64(71), np.int64(73), np.int64(97), np.int64(109), np.int64(110), np.int64(121), np.int64(130), np.int64(131), np.int64(145), np.int64(150), np.int64(156), np.int64(160), np.int64(167), np.int64(170), np.int64(175), np.int64(177), np.int64(194), np.int64(196), np.int64(210), np.int64(214), np.int64(216), np.int64(224), np.int64(229), np.int64(245)], np.float64(1.5002787516034022))","([np.int64(20), np.int64(37), np.int64(42), np.int64(175), np.int64(196), np.int64(210)], np.float64(1.0586634958523624))","([np.int64(194), np.int64(196)], np.float64(52.08244911330014))","([np.int64(42), np.int64(101), np.int64(194), np.int64(196), np.int64(227)], np.float64(51.30686971389436))","([], np.float64(54.16681773073106))"
56,"([np.int64(17), np.int64(42), np.int64(72), np.int64(73), np.int64(142), np.int64(183), np.int64(230)], np.float64(3.396916113966613))","([np.int64(42), np.int64(72), np.int64(73), np.int64(142), np.int64(183), np.int64(230)], np.float64(1.0662124611158796))","([np.int64(42), np.int64(72), np.int64(142), np.int64(230)], np.float64(44.26920668737438))","([np.int64(17), np.int64(42), np.int64(59), np.int64(68), np.int64(72), np.int64(207), np.int64(230)], np.float64(42.39921513657384))","([], np.float64(57.18247013525648))"
57,"([np.int64(44), np.int64(103), np.int64(113), np.int64(118), np.int64(120), np.int64(244)], np.float64(5.399474482081444))","([np.int64(44), np.int64(103), np.int64(113), np.int64(118), np.int64(120), np.int64(244)], np.float64(0.34954273753964604))","([np.int64(118), np.int64(120)], np.float64(45.18973765013198))","([np.int64(46), np.int64(103), np.int64(118), np.int64(120), np.int64(199), np.int64(244)], np.float64(27.957470011981144))","([np.int64(120), np.int64(244)], np.float64(57.628809110660676))"
58,"([np.int64(76), np.int64(83), np.int64(101), np.int64(155), np.int64(207), np.int64(212), np.int64(242)], np.float64(3.7543559151506027))","([np.int64(76), np.int64(83), np.int64(101), np.int64(155), np.int64(212), np.int64(242)], np.float64(1.7678731222847337))","([np.int64(101), np.int64(212)], np.float64(49.07200048722475))","([np.int64(76), np.int64(83), np.int64(101), np.int64(155), np.int64(212), np.int64(216), np.int64(242)], np.float64(25.72504770520231))","([np.int64(76), np.int64(155), np.int64(200), np.int64(212), np.int64(242)], np.float64(43.95840408415611))"
59,"([np.int64(13), np.int64(48), np.int64(79), np.int64(126), np.int64(148), np.int64(152), np.int64(206), np.int64(215)], np.float64(7.096160592869494))","([np.int64(13), np.int64(48), np.int64(148), np.int64(152), np.int64(206), np.int64(215)], np.float64(0.1347657043582712))","([np.int64(13), np.int64(126), np.int64(148), np.int64(206)], np.float64(42.851611816165054))","([np.int64(13), np.int64(79), np.int64(122), np.int64(126), np.int64(130), np.int64(148), np.int64(194)], np.float64(42.77294525136477))","([], np.float64(50.89921980056347))"
60,"([np.int64(83), np.int64(93), np.int64(112), np.int64(125), np.int64(134), np.int64(165), np.int64(173)], np.float64(7.177170130294044))","([np.int64(83), np.int64(112), np.int64(125), np.int64(134), np.int64(165), np.int64(173)], np.float64(0.76842719589327))","([np.int64(125), np.int64(173)], np.float64(47.02095403845869))","([np.int64(112), np.int64(125), np.int64(134), np.int64(155), np.int64(165), np.int64(173), np.int64(182)], np.float64(30.62110704731113))","([], np.float64(53.58191684378177))"
61,"([np.int64(0), np.int64(8), np.int64(36), np.int64(66), np.int64(211), np.int64(222), np.int64(225), np.int64(234)], np.float64(4.11936962147358))","([np.int64(0), np.int64(8), np.int64(36), np.int64(222), np.int64(225), np.int64(234)], np.float64(0.24733684804538514))","([np.int64(0), np.int64(8), np.int64(222), np.int64(234)], np.float64(37.815507130252826))","([np.int64(0), np.int64(8), np.int64(11), np.int64(12), np.int64(222), np.int64(225), np.int64(234)], np.float64(25.092912929989694))","([], np.float64(50.70826839615434))"
62,"([np.int64(10), np.int64(14), np.int64(32), np.int64(39), np.int64(46), np.int64(53), np.int64(57), np.int64(109), np.int64(120), np.int64(148), np.int64(157), np.int64(167), np.int64(179), np.int64(209), np.int64(223), np.int64(233), np.int64(239), np.int64(241), np.int64(243)], np.float64(0.956952216951669))","([np.int64(14), np.int64(32), np.int64(120), np.int64(157), np.int64(209), np.int64(223)], np.float64(1.8475842599063186))","([np.int64(14), np.int64(120)], np.float64(49.96171733007293))","([np.int64(14), np.int64(46), np.int64(120), np.int64(209)], np.float64(47.86199116589859))","([], np.float64(56.57159409601502))"
63,"([np.int64(7), np.int64(26), np.int64(42), np.int64(93), np.int64(118), np.int64(123), np.int64(132), np.int64(219), np.int64(231)], np.float64(13.138948041244461))","([np.int64(7), np.int64(26), np.int64(42), np.int64(118), np.int64(132), np.int64(219)], np.float64(3.3674966700757496))","([np.int64(7)], np.float64(55.91168003350169))","([np.int64(7), np.int64(42), np.int64(132), np.int64(165), np.int64(219), np.int64(223), np.int64(231)], np.float64(41.60841441348024))","([np.int64(42), np.int64(43), np.int64(78), np.int64(174), np.int64(231)], np.float64(75.82959192709843))"
64,"([np.int64(1), np.int64(10), np.int64(36), np.int64(57), np.int64(110), np.int64(119), np.int64(215), np.int64(227)], np.float64(2.9179507736724255))","([np.int64(1), np.int64(36), np.int64(57), np.int64(110), np.int64(119), np.int64(215)], np.float64(0.1096524963448103))","([np.int64(57), np.int64(119)], np.float64(53.40430086332361))","([np.int64(57), np.int64(119), np.int64(162)], np.float64(51.89852503059578))","([], np.float64(56.463720768587734))"
65,"([np.int64(39), np.int64(121), np.int64(147), np.int64(151), np.int64(154), np.int64(196), np.int64(197), np.int64(203), np.int64(243)], np.float64(1.3083105060825295))","([np.int64(39), np.int64(147), np.int64(151), np.int64(196), np.int64(203), np.int64(243)], np.float64(0.6245681335092587))","([np.int64(39), np.int64(243)], np.float64(43.796420902944696))","([np.int64(14), np.int64(39), np.int64(203), np.int64(243)], np.float64(35.93725387310912))","([np.int64(39), np.int64(203)], np.float64(48.20417682485202))"
66,"([np.int64(3), np.int64(11), np.int64(40), np.int64(63), np.int64(105), np.int64(129), np.int64(136), np.int64(141), np.int64(154), np.int64(170), np.int64(179), np.int64(239)], np.float64(3.5167230597556505))","([np.int64(40), np.int64(105), np.int64(129), np.int64(141), np.int64(170), np.int64(239)], np.float64(0.25699087401381676))","([np.int64(40), np.int64(129), np.int64(170)], np.float64(46.44817471793118))","([np.int64(3), np.int64(9), np.int64(40), np.int64(129), np.int64(170), np.int64(179), np.int64(239)], np.float64(34.025125986145625))","([np.int64(129)], np.float64(71.68346221247609))"
67,"([np.int64(47), np.int64(75), np.int64(105), np.int64(123), np.int64(198), np.int64(230)], np.float64(1.2910405145103276))","([np.int64(47), np.int64(75), np.int64(105), np.int64(123), np.int64(198), np.int64(230)], np.float64(1.004814911622107))","([np.int64(47), np.int64(75), np.int64(105), np.int64(123), np.int64(198), np.int64(230)], np.float64(5.842250021831669))","([np.int64(47), np.int64(75), np.int64(105), np.int64(123), np.int64(140), np.int64(152), np.int64(198), np.int64(200), np.int64(230)], np.float64(23.126700885065073))","([np.int64(198)], np.float64(102.79705802457218))"
68,"([np.int64(0), np.int64(50), np.int64(62), np.int64(74), np.int64(78), np.int64(108), np.int64(118), np.int64(124), np.int64(126), np.int64(147), np.int64(150), np.int64(153), np.int64(193), np.int64(194), np.int64(239)], np.float64(4.972808986344153))","([np.int64(50), np.int64(78), np.int64(147), np.int64(150), np.int64(153), np.int64(193)], np.float64(0.15518707944649887))","([np.int64(78), np.int64(150), np.int64(153)], np.float64(45.569277474253745))","([np.int64(50), np.int64(78), np.int64(130), np.int64(150), np.int64(153), np.int64(186)], np.float64(31.842792355612552))","([], np.float64(52.726948412299436))"
69,"([np.int64(25), np.int64(36), np.int64(77), np.int64(100), np.int64(115), np.int64(133), np.int64(194), np.int64(196), np.int64(201)], np.float64(1.7752257820145017))","([np.int64(25), np.int64(36), np.int64(77), np.int64(115), np.int64(194), np.int64(201)], np.float64(0.5358601318674612))","([np.int64(25), np.int64(36), np.int64(115), np.int64(201)], np.float64(37.18475068559904))","([np.int64(25), np.int64(36), np.int64(115), np.int64(201)], np.float64(31.033858948769414))","([np.int64(25), np.int64(201)], np.float64(60.92073871157267))"
70,"([np.int64(30), np.int64(51), np.int64(115), np.int64(155), np.int64(203), np.int64(215)], np.float64(11.528594815561165))","([np.int64(30), np.int64(51), np.int64(115), np.int64(155), np.int64(203), np.int64(215)], np.float64(2.27213651020614))","([np.int64(30), np.int64(51), np.int64(115), np.int64(155), np.int64(203), np.int64(215)], np.float64(14.563738036290761))","([np.int64(30), np.int64(51), np.int64(57), np.int64(72), np.int64(76), np.int64(85), np.int64(101), np.int64(115), np.int64(146), np.int64(155), np.int64(157), np.int64(184), np.int64(203), np.int64(215)], np.float64(29.305676643780856))","([], np.float64(57.62547010088388))"
71,"([np.int64(50), np.int64(80), np.int64(84), np.int64(119), np.int64(156), np.int64(159), np.int64(191), np.int64(210)], np.float64(5.463579726980688))","([np.int64(50), np.int64(80), np.int64(119), np.int64(159), np.int64(191), np.int64(210)], np.float64(1.0130935361932016))","([np.int64(80), np.int64(191)], np.float64(46.79197523545358))","([np.int64(34), np.int64(50), np.int64(61), np.int64(75), np.int64(80), np.int64(119), np.int64(124), np.int64(191)], np.float64(34.780655619286286))","([np.int64(80), np.int64(210)], np.float64(48.00982765414768))"
72,"([np.int64(2), np.int64(115), np.int64(129), np.int64(136), np.int64(185), np.int64(192), np.int64(199), np.int64(203)], np.float64(5.626504626809166))","([np.int64(2), np.int64(129), np.int64(136), np.int64(185), np.int64(192), np.int64(199)], np.float64(0.699321942862892))","([np.int64(136), np.int64(192)], np.float64(47.46026055617858))","([np.int64(2), np.int64(136), np.int64(170), np.int64(185), np.int64(192), np.int64(236)], np.float64(31.825667646966117))","([np.int64(192), np.int64(236)], np.float64(69.65991560039058))"
73,"([np.int64(22), np.int64(36), np.int64(41), np.int64(76), np.int64(90), np.int64(96), np.int64(116), np.int64(126), np.int64(155), np.int64(169), np.int64(179), np.int64(191), np.int64(212), np.int64(217), np.int64(227), np.int64(243)], np.float64(6.784882308041061))","([np.int64(22), np.int64(90), np.int64(155), np.int64(179), np.int64(217), np.int64(227)], np.float64(2.5853953260021942))","([np.int64(90)], np.float64(54.54871581593895))","([np.int64(53), np.int64(90), np.int64(96), np.int64(105), np.int64(179), np.int64(217), np.int64(227)], np.float64(39.29136212567125))","([np.int64(92), np.int64(96), np.int64(102), np.int64(156), np.int64(228)], np.float64(74.92681600594818))"
74,"([np.int64(22), np.int64(35), np.int64(82), np.int64(149), np.int64(168), np.int64(209), np.int64(221), np.int64(236)], np.float64(2.4736950655556265))","([np.int64(22), np.int64(35), np.int64(149), np.int64(209), np.int64(221), np.int64(236)], np.float64(0.18704641981013864))","([np.int64(22), np.int64(35), np.int64(149), np.int64(209), np.int64(221), np.int64(236)], np.float64(13.32389212415953))","([np.int64(22), np.int64(35), np.int64(38), np.int64(177), np.int64(209), np.int64(221), np.int64(236)], np.float64(25.717842161349868))","([np.int64(177), np.int64(209)], np.float64(68.08334696020142))"
75,"([np.int64(18), np.int64(92), np.int64(106), np.int64(108), np.int64(142), np.int64(144), np.int64(146), np.int64(211)], np.float64(29.87029950946347))","([np.int64(92), np.int64(106), np.int64(108), np.int64(142), np.int64(144), np.int64(211)], np.float64(0.23003997826566577))","([np.int64(106), np.int64(146), np.int64(211)], np.float64(45.78916517908609))","([np.int64(32), np.int64(84), np.int64(106), np.int64(144), np.int64(146), np.int64(195), np.int64(211)], np.float64(47.14969646373403))","([np.int64(211)], np.float64(77.35040457773555))"
76,"([np.int64(1), np.int64(21), np.int64(36), np.int64(77), np.int64(78), np.int64(112), np.int64(130), np.int64(133), np.int64(137), np.int64(157), np.int64(190), np.int64(198), np.int64(212), np.int64(220), np.int64(228)], np.float64(1.707736188725305))","([np.int64(21), np.int64(36), np.int64(133), np.int64(137), np.int64(198), np.int64(220)], np.float64(1.8476853466230563))","([np.int64(21), np.int64(36), np.int64(137), np.int64(220)], np.float64(43.308402313695595))","([np.int64(21), np.int64(36), np.int64(137), np.int64(190), np.int64(198), np.int64(220)], np.float64(28.759833109820814))","([np.int64(36), np.int64(69), np.int64(92)], np.float64(75.96206638650602))"
77,"([np.int64(66), np.int64(68), np.int64(70), np.int64(85), np.int64(107), np.int64(127), np.int64(143), np.int64(158), np.int64(185)], np.float64(1.1868479840965465))","([np.int64(68), np.int64(70), np.int64(85), np.int64(127), np.int64(143), np.int64(185)], np.float64(0.2900979237287288))","([np.int64(68), np.int64(85), np.int64(143)], np.float64(37.46348160739154))","([np.int64(68), np.int64(71), np.int64(85), np.int64(143), np.int64(158), np.int64(185)], np.float64(37.73057963982301))","([np.int64(85), np.int64(143), np.int64(199)], np.float64(61.917758585442435))"
78,"([np.int64(5), np.int64(34), np.int64(41), np.int64(53), np.int64(70), np.int64(85), np.int64(121), np.int64(163), np.int64(177), np.int64(197), np.int64(204), np.int64(234)], np.float64(1.9495872915091623))","([np.int64(5), np.int64(34), np.int64(41), np.int64(53), np.int64(85), np.int64(197)], np.float64(0.1381390285161334))","([np.int64(41), np.int64(85)], np.float64(46.353978267992495))","([np.int64(34), np.int64(41), np.int64(53), np.int64(57), np.int64(85), np.int64(177), np.int64(204)], np.float64(36.84993400362485))","([np.int64(85), np.int64(228)], np.float64(72.99029983730264))"
79,"([np.int64(27), np.int64(69), np.int64(84), np.int64(95), np.int64(96), np.int64(109), np.int64(160), np.int64(166), np.int64(219)], np.float64(7.028863433413686))","([np.int64(69), np.int64(84), np.int64(96), np.int64(160), np.int64(166), np.int64(219)], np.float64(0.8408430901634335))","([np.int64(96), np.int64(166)], np.float64(49.1135459148419))","([np.int64(10), np.int64(24), np.int64(47), np.int64(69), np.int64(95), np.int64(96), np.int64(166), np.int64(219), np.int64(243)], np.float64(40.12975910687225))","([], np.float64(54.67555566738309))"
80,"([np.int64(3), np.int64(13), np.int64(15), np.int64(17), np.int64(38), np.int64(41), np.int64(71), np.int64(78), np.int64(91), np.int64(102), np.int64(106), np.int64(125), np.int64(131), np.int64(137), np.int64(154), np.int64(158), np.int64(170), np.int64(181), np.int64(190), np.int64(198), np.int64(204), np.int64(223), np.int64(246)], np.float64(0.7631995785493788))","([np.int64(78), np.int64(102), np.int64(131), np.int64(154), np.int64(170), np.int64(190)], np.float64(0.8959694915828732))","([np.int64(78), np.int64(102), np.int64(131), np.int64(154), np.int64(190)], np.float64(32.58996601463841))","([np.int64(78), np.int64(80), np.int64(102), np.int64(131), np.int64(154), np.int64(181), np.int64(190), np.int64(194)], np.float64(28.464056549257656))","([np.int64(102), np.int64(122), np.int64(154), np.int64(155), np.int64(171)], np.float64(61.54538416700796))"
81,"([np.int64(0), np.int64(5), np.int64(7), np.int64(19), np.int64(32), np.int64(44), np.int64(47), np.int64(49), np.int64(59), np.int64(64), np.int64(73), np.int64(86), np.int64(92), np.int64(106), np.int64(111), np.int64(150), np.int64(152), np.int64(155), np.int64(168), np.int64(181), np.int64(187), np.int64(207), np.int64(214)], np.float64(1.4017191142466472))","([np.int64(7), np.int64(47), np.int64(59), np.int64(64), np.int64(150), np.int64(181)], np.float64(0.24838190334470905))","([np.int64(7), np.int64(47), np.int64(49), np.int64(64), np.int64(181)], np.float64(39.809954882907796))","([np.int64(7), np.int64(28), np.int64(49), np.int64(64), np.int64(181), np.int64(211)], np.float64(37.80018899018696))","([np.int64(28), np.int64(64), np.int64(79), np.int64(80)], np.float64(80.00219439959668))"
82,"([np.int64(7), np.int64(46), np.int64(52), np.int64(61), np.int64(130), np.int64(147), np.int64(208)], np.float64(2.976793429280563))","([np.int64(7), np.int64(46), np.int64(52), np.int64(130), np.int64(147), np.int64(208)], np.float64(0.12711665071745665))","([np.int64(7), np.int64(46), np.int64(52), np.int64(61)], np.float64(43.16199740425841))","([np.int64(7), np.int64(46), np.int64(52), np.int64(61), np.int64(147), np.int64(208), np.int64(224)], np.float64(23.644257080509426))","([np.int64(46), np.int64(108), np.int64(142), np.int64(147), np.int64(193)], np.float64(67.42659207512183))"
83,"([np.int64(1), np.int64(21), np.int64(43), np.int64(101), np.int64(122), np.int64(180), np.int64(185)], np.float64(6.906439856101998))","([np.int64(1), np.int64(21), np.int64(43), np.int64(122), np.int64(180), np.int64(185)], np.float64(0.6591423446578838))","([np.int64(1), np.int64(122), np.int64(180)], np.float64(48.368514363206415))","([np.int64(1), np.int64(43), np.int64(47), np.int64(122), np.int64(158), np.int64(240)], np.float64(43.953152954540684))","([np.int64(122)], np.float64(84.80331326561814))"
84,"([np.int64(14), np.int64(22), np.int64(60), np.int64(75), np.int64(78), np.int64(117), np.int64(150), np.int64(151), np.int64(169), np.int64(190), np.int64(191), np.int64(216), np.int64(223), np.int64(227)], np.float64(1.9924589888895374))","([np.int64(14), np.int64(60), np.int64(78), np.int64(190), np.int64(223), np.int64(227)], np.float64(3.431130810030335))","([np.int64(190)], np.float64(52.3965787380681))","([np.int64(39), np.int64(44), np.int64(60), np.int64(78), np.int64(190), np.int64(227)], np.float64(35.818676897666435))","([np.int64(190)], np.float64(78.98135985322631))"
85,"([np.int64(4), np.int64(5), np.int64(25), np.int64(27), np.int64(33), np.int64(49), np.int64(53), np.int64(55), np.int64(57), np.int64(59), np.int64(65), np.int64(66), np.int64(90), np.int64(93), np.int64(100), np.int64(102), np.int64(104), np.int64(106), np.int64(111), np.int64(114), np.int64(124), np.int64(128), np.int64(130), np.int64(132), np.int64(138), np.int64(139), np.int64(144), np.int64(148), np.int64(158), np.int64(161), np.int64(174), np.int64(178), np.int64(181), np.int64(184), np.int64(187), np.int64(195), np.int64(201), np.int64(204), np.int64(210), np.int64(213), np.int64(218), np.int64(221), np.int64(230), np.int64(233), np.int64(239), np.int64(246)], np.float64(1.8533136127664591))","([np.int64(57), np.int64(130), np.int64(161), np.int64(204), np.int64(213), np.int64(246)], np.float64(0.25223741005125894))","([np.int64(57), np.int64(204), np.int64(213)], np.float64(46.72852459487277))","([np.int64(22), np.int64(33), np.int64(57), np.int64(128), np.int64(162), np.int64(204), np.int64(210), np.int64(213)], np.float64(38.28824507124408))","([np.int64(213)], np.float64(69.14467084000552))"
86,"([np.int64(28), np.int64(36), np.int64(44), np.int64(46), np.int64(58), np.int64(61), np.int64(63), np.int64(72), np.int64(81), np.int64(89), np.int64(99), np.int64(112), np.int64(113), np.int64(115), np.int64(136), np.int64(137), np.int64(140), np.int64(143), np.int64(144), np.int64(146), np.int64(148), np.int64(154), np.int64(160), np.int64(164), np.int64(167), np.int64(174), np.int64(190), np.int64(194), np.int64(214), np.int64(240), np.int64(244), np.int64(245)], np.float64(0.9424002658367051))","([np.int64(44), np.int64(89), np.int64(113), np.int64(136), np.int64(167), np.int64(194)], np.float64(0.06759148151709708))","([np.int64(89), np.int64(113), np.int64(167), np.int64(194)], np.float64(46.97435861622816))","([np.int64(48), np.int64(51), np.int64(81), np.int64(86), np.int64(89), np.int64(113), np.int64(123), np.int64(136), np.int64(167), np.int64(194)], np.float64(31.813876098815797))","([np.int64(89), np.int64(194)], np.float64(59.211297426376014))"
87,"([np.int64(10), np.int64(22), np.int64(44), np.int64(56), np.int64(86), np.int64(97), np.int64(196), np.int64(197), np.int64(222)], np.float64(1.9630051645244124))","([np.int64(10), np.int64(22), np.int64(56), np.int64(86), np.int64(196), np.int64(197)], np.float64(3.3875319361229868))","([np.int64(56), np.int64(86), np.int64(196)], np.float64(44.41369156707923))","([np.int64(22), np.int64(24), np.int64(56), np.int64(86), np.int64(137), np.int64(196)], np.float64(33.0309785373763))","([np.int64(56), np.int64(86), np.int64(182)], np.float64(63.12960341247221))"
88,"([np.int64(12), np.int64(32), np.int64(57), np.int64(76), np.int64(78), np.int64(127), np.int64(180), np.int64(246)], np.float64(2.9915251339635316))","([np.int64(12), np.int64(57), np.int64(76), np.int64(78), np.int64(180), np.int64(246)], np.float64(0.7609906439741532))","([np.int64(57), np.int64(180)], np.float64(49.82853947555395))","([np.int64(57), np.int64(68), np.int64(180), np.int64(248)], np.float64(44.4465005150831))","([np.int64(57), np.int64(155)], np.float64(63.907490230841404))"
