run_id,LNRegressor,LinearModell0,LinearModell1,RandomForestRegressor,XGBoostRegressor
10,"([np.int64(19), np.int64(24), np.int64(70), np.int64(196), np.int64(223)], np.float64(1.0998421673587426))","([np.int64(19), np.int64(24), np.int64(70), np.int64(196), np.int64(223)], np.float64(0.3987455276769542))","([np.int64(19), np.int64(24), np.int64(70), np.int64(196)], np.float64(5.61383222925623))","([np.int64(19), np.int64(24), np.int64(70), np.int64(143), np.int64(196)], np.float64(9.483988442072787))","([], np.float64(35.97619945686434))"
11,"([np.int64(25), np.int64(41), np.int64(96), np.int64(114), np.int64(146), np.int64(200), np.int64(211), np.int64(230), np.int64(243)], np.float64(1.1879753002456181))","([np.int64(41), np.int64(96), np.int64(146), np.int64(211)], np.float64(2.325207261818964))","([np.int64(41), np.int64(96), np.int64(146), np.int64(211)], np.float64(4.284559000217203))","([np.int64(11), np.int64(41), np.int64(85), np.int64(94), np.int64(96), np.int64(146), np.int64(211)], np.float64(21.668267305562672))","([np.int64(90), np.int64(96), np.int64(103), np.int64(146), np.int64(169), np.int64(223), np.int64(240)], np.float64(40.39288067163494))"
12,"([np.int64(64), np.int64(101), np.int64(155), np.int64(241)], np.float64(3.359732955056994))","([np.int64(64), np.int64(101), np.int64(155), np.int64(241)], np.float64(0.9541467482501923))","([np.int64(64), np.int64(101), np.int64(155), np.int64(241)], np.float64(3.585519433137841))","([np.int64(58), np.int64(64), np.int64(101), np.int64(143), np.int64(155), np.int64(241)], np.float64(10.656085861271574))","([np.int64(64), np.int64(138), np.int64(238)], np.float64(44.13726681240584))"
13,"([np.int64(40), np.int64(67), np.int64(68), np.int64(106), np.int64(129), np.int64(162), np.int64(220)], np.float64(0.9748993573207719))","([np.int64(40), np.int64(129), np.int64(162), np.int64(220)], np.float64(0.42263843533585654))","([np.int64(40), np.int64(129), np.int64(162), np.int64(220)], np.float64(2.605777887661585))","([np.int64(40), np.int64(56), np.int64(100), np.int64(118), np.int64(129), np.int64(162), np.int64(220)], np.float64(12.511817249247752))","([np.int64(129)], np.float64(48.17415992708035))"
14,"([np.int64(52), np.int64(53), np.int64(91), np.int64(98), np.int64(141), np.int64(158), np.int64(166), np.int64(233)], np.float64(1.3045033155135244))","([np.int64(52), np.int64(53), np.int64(158), np.int64(233)], np.float64(0.46816164400214566))","([np.int64(52), np.int64(53), np.int64(158), np.int64(233)], np.float64(2.513629090580314))","([np.int64(0), np.int64(52), np.int64(53), np.int64(158), np.int64(193), np.int64(233)], np.float64(12.785711722666907))","([np.int64(53), np.int64(132), np.int64(158), np.int64(226)], np.float64(28.655896569475196))"
15,"([np.int64(6), np.int64(22), np.int64(23), np.int64(30), np.int64(61), np.int64(67), np.int64(72), np.int64(101), np.int64(132), np.int64(137), np.int64(141), np.int64(149), np.int64(160), np.int64(171), np.int64(176), np.int64(179), np.int64(188), np.int64(199), np.int64(204), np.int64(227)], np.float64(0.3944474426252477))","([np.int64(22), np.int64(23), np.int64(199), np.int64(227)], np.float64(0.13541777112625555))","([np.int64(22), np.int64(23), np.int64(199), np.int64(227)], np.float64(1.6550934507673765))","([np.int64(22), np.int64(23), np.int64(199), np.int64(227)], np.float64(9.243898003634284))","([np.int64(23), np.int64(199), np.int64(227), np.int64(242)], np.float64(21.189639673648568))"
16,"([np.int64(104), np.int64(119), np.int64(146), np.int64(215)], np.float64(1.6996972132504062))","([np.int64(104), np.int64(119), np.int64(146), np.int64(215)], np.float64(1.939456748458875))","([np.int64(104), np.int64(119), np.int64(146), np.int64(215)], np.float64(2.323364006564973))","([np.int64(6), np.int64(104), np.int64(119), np.int64(146), np.int64(152), np.int64(205), np.int64(215)], np.float64(11.755286007775384))","([np.int64(119), np.int64(146), np.int64(176), np.int64(205), np.int64(236)], np.float64(34.6946251949992))"
17,"([np.int64(15), np.int64(43), np.int64(46), np.int64(66), np.int64(167), np.int64(240)], np.float64(1.1868349158565166))","([np.int64(15), np.int64(43), np.int64(66), np.int64(240)], np.float64(0.20907902553926402))","([np.int64(15), np.int64(43), np.int64(66), np.int64(240)], np.float64(4.8866528789739485))","([np.int64(15), np.int64(43), np.int64(66), np.int64(96), np.int64(165), np.int64(240), np.int64(244)], np.float64(16.930556409963227))","([np.int64(43), np.int64(66), np.int64(165)], np.float64(31.70706314262304))"
18,"([np.int64(36), np.int64(45), np.int64(131), np.int64(219)], np.float64(1.4392822943930736))","([np.int64(36), np.int64(45), np.int64(131), np.int64(205), np.int64(219)], np.float64(0.3161301790330749))","([np.int64(36), np.int64(45), np.int64(131), np.int64(219)], np.float64(2.328930526869871))","([np.int64(36), np.int64(45), np.int64(131), np.int64(219)], np.float64(9.348020048379153))","([np.int64(131), np.int64(155), np.int64(219)], np.float64(33.30661209245927))"
19,"([np.int64(32), np.int64(57), np.int64(92), np.int64(179)], np.float64(2.1061898614469445))","([np.int64(32), np.int64(57), np.int64(92), np.int64(179)], np.float64(2.1950331882441194))","([np.int64(32), np.int64(57), np.int64(92), np.int64(179)], np.float64(2.8903665085177535))","([np.int64(20), np.int64(32), np.int64(57), np.int64(92), np.int64(105), np.int64(179)], np.float64(10.52421238931905))","([], np.float64(39.49011513123063))"
20,"([np.int64(27), np.int64(40), np.int64(248), np.int64(249)], np.float64(11.471066538957043))","([np.int64(27), np.int64(40), np.int64(248), np.int64(249)], np.float64(0.7128109109672244))","([np.int64(27), np.int64(40), np.int64(248), np.int64(249)], np.float64(3.743215984413521))","([np.int64(27), np.int64(40), np.int64(102), np.int64(117), np.int64(189), np.int64(216), np.int64(248), np.int64(249)], np.float64(13.739243993751652))","([], np.float64(35.91124837899769))"
21,"([np.int64(26), np.int64(72), np.int64(85), np.int64(224)], np.float64(17.078250934651887))","([np.int64(26), np.int64(72), np.int64(85), np.int64(224)], np.float64(0.19316650079485673))","([np.int64(26), np.int64(72), np.int64(85), np.int64(224)], np.float64(9.394592417215046))","([np.int64(26), np.int64(72), np.int64(85), np.int64(146), np.int64(224), np.int64(230), np.int64(236)], np.float64(13.965977603499079))","([], np.float64(37.50244778133884))"
22,"([np.int64(51), np.int64(77), np.int64(101), np.int64(213)], np.float64(3.9876220306880077))","([np.int64(51), np.int64(77), np.int64(101), np.int64(213)], np.float64(0.08410707847603453))","([np.int64(51), np.int64(77), np.int64(101), np.int64(213)], np.float64(10.636356594098459))","([np.int64(45), np.int64(77), np.int64(84), np.int64(101), np.int64(213)], np.float64(17.694342469481953))","([], np.float64(36.757908395084954))"
23,"([np.int64(13), np.int64(31), np.int64(206), np.int64(230)], np.float64(3.7664443027181873))","([np.int64(13), np.int64(31), np.int64(206), np.int64(230)], np.float64(0.5486007529863682))","([np.int64(13), np.int64(31), np.int64(206), np.int64(230)], np.float64(5.015574038652534))","([np.int64(13), np.int64(144), np.int64(206), np.int64(230), np.int64(234), np.int64(237)], np.float64(21.95578053941211))","([np.int64(13), np.int64(29), np.int64(44), np.int64(63), np.int64(144), np.int64(194), np.int64(208), np.int64(230)], np.float64(31.191719154291302))"
24,"([np.int64(17), np.int64(107), np.int64(116), np.int64(153)], np.float64(11.053295121700152))","([np.int64(17), np.int64(107), np.int64(116), np.int64(153)], np.float64(0.7822492546264266))","([np.int64(17), np.int64(107), np.int64(116), np.int64(153)], np.float64(3.0999214657785403))","([np.int64(17), np.int64(107), np.int64(116), np.int64(153), np.int64(175), np.int64(234)], np.float64(11.556701519701255))","([np.int64(17), np.int64(107), np.int64(116), np.int64(132), np.int64(153), np.int64(234)], np.float64(10.15954685435049))"
25,"([np.int64(12), np.int64(17), np.int64(74), np.int64(138), np.int64(140), np.int64(163), np.int64(194), np.int64(196), np.int64(218), np.int64(219), np.int64(236)], np.float64(0.8823630501463331))","([np.int64(163), np.int64(218), np.int64(219), np.int64(236)], np.float64(1.6064532861058132))","([np.int64(163), np.int64(218), np.int64(219), np.int64(236)], np.float64(6.417880490632868))","([np.int64(97), np.int64(104), np.int64(163), np.int64(174), np.int64(194), np.int64(213), np.int64(218), np.int64(219), np.int64(236), np.int64(240)], np.float64(19.696173970001958))","([np.int64(104), np.int64(109), np.int64(139), np.int64(163), np.int64(211), np.int64(218), np.int64(219)], np.float64(25.938821900034217))"
26,"([np.int64(3), np.int64(68), np.int64(122), np.int64(127)], np.float64(6.977839799607542))","([np.int64(3), np.int64(68), np.int64(122), np.int64(127)], np.float64(1.1486875259436455))","([np.int64(3), np.int64(68), np.int64(122), np.int64(127)], np.float64(4.719460138895707))","([np.int64(3), np.int64(68), np.int64(122)], np.float64(16.02409549752794))","([np.int64(68)], np.float64(66.77638032833417))"
27,"([np.int64(0), np.int64(96), np.int64(149), np.int64(190)], np.float64(9.882907068232557))","([np.int64(0), np.int64(96), np.int64(149), np.int64(190)], np.float64(1.5843679317226143))","([np.int64(0), np.int64(96), np.int64(149), np.int64(190)], np.float64(5.779395241951865))","([np.int64(0), np.int64(96), np.int64(149), np.int64(179), np.int64(190)], np.float64(10.99495756685816))","([], np.float64(40.82818238515769))"
28,"([np.int64(37), np.int64(76), np.int64(133), np.int64(157)], np.float64(1.308151054739555))","([np.int64(37), np.int64(76), np.int64(133), np.int64(157)], np.float64(0.723521011280786))","([np.int64(37), np.int64(76), np.int64(133), np.int64(157)], np.float64(1.6949465681944007))","([np.int64(11), np.int64(36), np.int64(37), np.int64(73), np.int64(76), np.int64(133), np.int64(157), np.int64(205)], np.float64(13.859425718406634))","([np.int64(76), np.int64(88), np.int64(133), np.int64(183)], np.float64(34.91114324081155))"
29,"([np.int64(4), np.int64(24), np.int64(37), np.int64(67), np.int64(96), np.int64(131), np.int64(145), np.int64(175), np.int64(241)], np.float64(1.8691143562741377))","([np.int64(4), np.int64(24), np.int64(37), np.int64(67)], np.float64(0.06354792992980626))","([np.int64(4), np.int64(24), np.int64(37), np.int64(67)], np.float64(9.633501438384842))","([np.int64(4), np.int64(24), np.int64(33), np.int64(37), np.int64(67), np.int64(131), np.int64(190), np.int64(247)], np.float64(13.342906543231534))","([np.int64(37), np.int64(67), np.int64(137), np.int64(190), np.int64(209)], np.float64(31.805991670003678))"
30,"([np.int64(160), np.int64(196), np.int64(210), np.int64(238), np.int64(245)], np.float64(1.3913026243907012))","([np.int64(160), np.int64(210), np.int64(238), np.int64(245)], np.float64(0.18379103990428228))","([np.int64(160), np.int64(210), np.int64(238), np.int64(245)], np.float64(4.570429138076099))","([np.int64(14), np.int64(160), np.int64(210), np.int64(238), np.int64(242), np.int64(245)], np.float64(11.392250187992616))","([np.int64(110), np.int64(209), np.int64(242), np.int64(245)], np.float64(35.38887664483574))"
31,"([np.int64(2), np.int64(5), np.int64(13), np.int64(15), np.int64(16), np.int64(34), np.int64(38), np.int64(41), np.int64(44), np.int64(45), np.int64(52), np.int64(54), np.int64(55), np.int64(61), np.int64(64), np.int64(67), np.int64(76), np.int64(97), np.int64(98), np.int64(102), np.int64(106), np.int64(107), np.int64(114), np.int64(116), np.int64(135), np.int64(136), np.int64(141), np.int64(147), np.int64(153), np.int64(159), np.int64(176), np.int64(179), np.int64(193), np.int64(194), np.int64(196), np.int64(203), np.int64(216), np.int64(223), np.int64(230), np.int64(232), np.int64(234), np.int64(241), np.int64(242), np.int64(244), np.int64(245), np.int64(249)], np.float64(1.0150963816185516))","([np.int64(38), np.int64(55), np.int64(135), np.int64(203)], np.float64(0.30351559525297717))","([np.int64(38), np.int64(55), np.int64(135), np.int64(203)], np.float64(4.722687932319844))","([np.int64(38), np.int64(55), np.int64(135), np.int64(159), np.int64(203)], np.float64(11.992651363119283))","([np.int64(38), np.int64(114), np.int64(135), np.int64(203)], np.float64(22.203121523237545))"
32,"([np.int64(7), np.int64(9), np.int64(12), np.int64(23), np.int64(24), np.int64(33), np.int64(40), np.int64(42), np.int64(49), np.int64(53), np.int64(54), np.int64(55), np.int64(56), np.int64(62), np.int64(68), np.int64(75), np.int64(78), np.int64(84), np.int64(90), np.int64(92), np.int64(94), np.int64(99), np.int64(101), np.int64(106), np.int64(118), np.int64(120), np.int64(128), np.int64(146), np.int64(147), np.int64(154), np.int64(157), np.int64(159), np.int64(165), np.int64(183), np.int64(193), np.int64(194), np.int64(208), np.int64(211), np.int64(217), np.int64(225), np.int64(228), np.int64(230), np.int64(231), np.int64(234), np.int64(239), np.int64(248)], np.float64(1.0087633778305987))","([np.int64(40), np.int64(68), np.int64(147), np.int64(159)], np.float64(0.11794239766510468))","([np.int64(40), np.int64(68), np.int64(147), np.int64(159)], np.float64(2.6372897740707915))","([np.int64(40), np.int64(68), np.int64(143), np.int64(147), np.int64(159), np.int64(232)], np.float64(9.161422878401583))","([np.int64(68), np.int64(142), np.int64(147)], np.float64(28.350487843368537))"
33,"([np.int64(10), np.int64(103), np.int64(180), np.int64(249)], np.float64(0.5739322604511488))","([np.int64(10), np.int64(103), np.int64(180), np.int64(249)], np.float64(0.17647711255585977))","([np.int64(10), np.int64(103), np.int64(180), np.int64(249)], np.float64(1.2402729336625546))","([np.int64(10), np.int64(103), np.int64(180), np.int64(199), np.int64(249)], np.float64(10.54186508518134))","([], np.float64(36.8878545366813))"
34,"([np.int64(11), np.int64(41), np.int64(70), np.int64(233)], np.float64(8.170936907834525))","([np.int64(11), np.int64(41), np.int64(70), np.int64(233)], np.float64(1.1727843896975432))","([np.int64(11), np.int64(41), np.int64(70), np.int64(233)], np.float64(13.308397074912381))","([np.int64(41), np.int64(70), np.int64(75), np.int64(142), np.int64(201), np.int64(220)], np.float64(28.85015159090802))","([], np.float64(38.06641121196149))"
35,"([np.int64(49), np.int64(63), np.int64(113), np.int64(124), np.int64(125)], np.float64(1.2844699713273766))","([np.int64(49), np.int64(63), np.int64(124), np.int64(125)], np.float64(0.06950870021353549))","([np.int64(49), np.int64(63), np.int64(124), np.int64(125)], np.float64(8.288417922143596))","([np.int64(49), np.int64(63), np.int64(125), np.int64(230)], np.float64(16.579893879328228))","([], np.float64(37.95826948454953))"
36,"([np.int64(23), np.int64(51), np.int64(198), np.int64(248)], np.float64(5.911621235252058))","([np.int64(23), np.int64(51), np.int64(198), np.int64(248)], np.float64(0.008037163927790473))","([np.int64(23), np.int64(51), np.int64(198), np.int64(248)], np.float64(1.7024203686042123))","([np.int64(23), np.int64(38), np.int64(51), np.int64(126), np.int64(198), np.int64(248)], np.float64(12.596195324008887))","([], np.float64(37.59740578335416))"
37,"([np.int64(3), np.int64(21), np.int64(82), np.int64(109), np.int64(139), np.int64(217), np.int64(243)], np.float64(1.4374787859690936))","([np.int64(3), np.int64(21), np.int64(82), np.int64(217)], np.float64(0.29496123060167984))","([np.int64(3), np.int64(21), np.int64(82), np.int64(217)], np.float64(5.463117413557031))","([np.int64(3), np.int64(21), np.int64(82), np.int64(150), np.int64(159), np.int64(217)], np.float64(12.095990082654302))","([], np.float64(35.21503111885863))"
38,"([np.int64(15), np.int64(38), np.int64(56), np.int64(121), np.int64(145), np.int64(162)], np.float64(1.0322720054493524))","([np.int64(38), np.int64(56), np.int64(145), np.int64(162)], np.float64(1.5758038930275389))","([np.int64(38), np.int64(56), np.int64(145), np.int64(162)], np.float64(3.7346744953389335))","([np.int64(38), np.int64(56), np.int64(89), np.int64(145), np.int64(162), np.int64(215), np.int64(236)], np.float64(13.192730153829968))","([], np.float64(34.54282301928183))"
39,"([np.int64(39), np.int64(134), np.int64(159), np.int64(181)], np.float64(1.6055527308577162))","([np.int64(39), np.int64(134), np.int64(159), np.int64(181)], np.float64(0.14477156976089822))","([np.int64(39), np.int64(134), np.int64(159), np.int64(181)], np.float64(16.993454112274108))","([np.int64(39), np.int64(42), np.int64(134), np.int64(159), np.int64(181)], np.float64(11.909606835737511))","([np.int64(159), np.int64(181), np.int64(226)], np.float64(32.67770551358461))"
40,"([np.int64(138), np.int64(164), np.int64(188), np.int64(215)], np.float64(23.617226010126622))","([np.int64(138), np.int64(164), np.int64(188), np.int64(215)], np.float64(0.0392655200276975))","([np.int64(138), np.int64(164), np.int64(188), np.int64(215)], np.float64(12.93261293040178))","([np.int64(62), np.int64(138), np.int64(164), np.int64(187), np.int64(188), np.int64(215)], np.float64(12.589971575986619))","([np.int64(164), np.int64(188)], np.float64(29.822722969751187))"
41,"([np.int64(29), np.int64(42), np.int64(63), np.int64(215)], np.float64(4.8527581884168045))","([np.int64(29), np.int64(42), np.int64(63), np.int64(215)], np.float64(0.22475311302341436))","([np.int64(29), np.int64(42), np.int64(63), np.int64(215)], np.float64(1.7493245227753256))","([np.int64(28), np.int64(29), np.int64(42), np.int64(63), np.int64(102), np.int64(215), np.int64(220)], np.float64(14.028434264824273))","([np.int64(42)], np.float64(57.30149618446439))"
42,"([np.int64(28), np.int64(133), np.int64(155), np.int64(166)], np.float64(2.7647445554235337))","([np.int64(28), np.int64(133), np.int64(155), np.int64(166)], np.float64(0.12814256744727937))","([np.int64(28), np.int64(133), np.int64(155), np.int64(166)], np.float64(2.2349576169539613))","([np.int64(24), np.int64(28), np.int64(35), np.int64(133), np.int64(155), np.int64(166), np.int64(183)], np.float64(12.28162450692314))","([np.int64(166)], np.float64(64.33131042250423))"
43,"([np.int64(92), np.int64(93), np.int64(235), np.int64(239)], np.float64(3.7667039535796514))","([np.int64(47), np.int64(92), np.int64(93), np.int64(235), np.int64(239)], np.float64(0.42049268975348153))","([np.int64(92), np.int64(93), np.int64(235), np.int64(239)], np.float64(2.7983306739738154))","([np.int64(68), np.int64(93), np.int64(235), np.int64(239)], np.float64(18.60992494642595))","([np.int64(93), np.int64(239)], np.float64(34.28668348288411))"
44,"([np.int64(7), np.int64(37), np.int64(62), np.int64(109), np.int64(135), np.int64(162), np.int64(169), np.int64(186), np.int64(208), np.int64(216), np.int64(217), np.int64(220), np.int64(222), np.int64(224), np.int64(241), np.int64(247)], np.float64(0.27314425423150407))","([np.int64(37), np.int64(109), np.int64(216), np.int64(224)], np.float64(0.12163618132116676))","([np.int64(37), np.int64(109), np.int64(216), np.int64(224)], np.float64(1.5843492335039164))","([np.int64(37), np.int64(62), np.int64(64), np.int64(109), np.int64(216), np.int64(224), np.int64(233)], np.float64(12.261766519955595))","([np.int64(109), np.int64(128), np.int64(247)], np.float64(34.5240771607406))"
45,"([np.int64(34), np.int64(145), np.int64(224)], np.float64(25.92959542846868))","([np.int64(34), np.int64(145), np.int64(210), np.int64(224)], np.float64(0.18374529618095883))","([np.int64(34), np.int64(145), np.int64(224)], np.float64(23.448066959668154))","([np.int64(34), np.int64(145), np.int64(153), np.int64(224)], np.float64(16.141016679891614))","([], np.float64(32.714217620273054))"
46,"([np.int64(27), np.int64(74), np.int64(165), np.int64(187), np.int64(233)], np.float64(1.742310169816502))","([np.int64(74), np.int64(165), np.int64(187), np.int64(233)], np.float64(1.9237577542159061))","([np.int64(74), np.int64(165), np.int64(187), np.int64(233)], np.float64(3.4308676736187036))","([np.int64(74), np.int64(128), np.int64(165), np.int64(187), np.int64(233)], np.float64(13.026713633600393))","([np.int64(165)], np.float64(60.78349720942681))"
47,"([np.int64(8), np.int64(12), np.int64(17), np.int64(38), np.int64(41), np.int64(44), np.int64(47), np.int64(54), np.int64(56), np.int64(57), np.int64(60), np.int64(63), np.int64(75), np.int64(78), np.int64(79), np.int64(81), np.int64(83), np.int64(86), np.int64(90), np.int64(91), np.int64(92), np.int64(93), np.int64(98), np.int64(100), np.int64(102), np.int64(107), np.int64(108), np.int64(111), np.int64(113), np.int64(116), np.int64(117), np.int64(118), np.int64(136), np.int64(137), np.int64(138), np.int64(151), np.int64(152), np.int64(153), np.int64(165), np.int64(167), np.int64(172), np.int64(180), np.int64(181), np.int64(184), np.int64(198), np.int64(210), np.int64(215), np.int64(216), np.int64(219), np.int64(221), np.int64(225), np.int64(228), np.int64(235), np.int64(241), np.int64(245), np.int64(248)], np.float64(0.6385262573697325))","([np.int64(8), np.int64(83), np.int64(92), np.int64(225)], np.float64(0.09293640998065686))","([np.int64(8), np.int64(83), np.int64(92), np.int64(225)], np.float64(2.05911549642877))","([np.int64(8), np.int64(15), np.int64(83), np.int64(92), np.int64(201), np.int64(225), np.int64(226)], np.float64(13.051572012834066))","([np.int64(92), np.int64(201)], np.float64(51.1210190548032))"
48,"([np.int64(6), np.int64(40), np.int64(196), np.int64(222)], np.float64(2.9756425454883995))","([np.int64(6), np.int64(40), np.int64(196), np.int64(222)], np.float64(2.0380473406943764))","([np.int64(6), np.int64(40), np.int64(196), np.int64(222)], np.float64(2.764130912770313))","([np.int64(1), np.int64(6), np.int64(40), np.int64(138), np.int64(196), np.int64(204), np.int64(222)], np.float64(13.256377051865973))","([np.int64(6), np.int64(151), np.int64(222), np.int64(244)], np.float64(32.01239763704536))"
49,"([np.int64(2), np.int64(4), np.int64(7), np.int64(16), np.int64(31), np.int64(35), np.int64(40), np.int64(50), np.int64(56), np.int64(58), np.int64(63), np.int64(77), np.int64(78), np.int64(79), np.int64(81), np.int64(98), np.int64(104), np.int64(109), np.int64(122), np.int64(123), np.int64(128), np.int64(130), np.int64(131), np.int64(133), np.int64(140), np.int64(142), np.int64(148), np.int64(155), np.int64(158), np.int64(161), np.int64(174), np.int64(183), np.int64(186), np.int64(189), np.int64(190), np.int64(199), np.int64(200), np.int64(204), np.int64(207), np.int64(211), np.int64(222), np.int64(227), np.int64(229), np.int64(238), np.int64(239)], np.float64(0.7235164206038568))","([np.int64(58), np.int64(122), np.int64(123), np.int64(140)], np.float64(0.1933661385788903))","([np.int64(58), np.int64(122), np.int64(123), np.int64(140)], np.float64(1.8063183029733259))","([np.int64(34), np.int64(58), np.int64(79), np.int64(122), np.int64(123), np.int64(140), np.int64(194)], np.float64(12.684250719026211))","([], np.float64(38.62504544882938))"
50,"([np.int64(5), np.int64(14), np.int64(74), np.int64(132), np.int64(181)], np.float64(1.7068591837772265))","([np.int64(5), np.int64(74), np.int64(132), np.int64(181)], np.float64(0.39111923790079467))","([np.int64(5), np.int64(74), np.int64(132), np.int64(181)], np.float64(3.318233280389994))","([np.int64(5), np.int64(14), np.int64(74), np.int64(93), np.int64(132), np.int64(135), np.int64(178), np.int64(181)], np.float64(12.861540681254864))","([np.int64(74), np.int64(132), np.int64(135), np.int64(165), np.int64(181)], np.float64(18.619389088844787))"
