0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
2042,1892,1739,1363,1589,3029,335,1573,766,354,2883,249,2511,637,1440,516,962,120,521,2216,1364,825,2316,5,313,1997,183,386,2436,970,1154,2880,256,3005,1528,229,215,1344,236,587,50,1476,401,264,1377,2852,1268,1009,1195,1817
820,1116,1080,2561,3087,1382,331,775,3073,1674,3130,855,2471,2731,354,588,1554,2986,1119,84,1164,1740,1399,95,1320,1683,1847,2894,2060,304,1240,1962,2056,2875,2225,1862,1534,383,336,1060,1188,506,1750,1967,2021,3120,3056,3065,2519,1714
1203,109,2566,524,2232,2803,2416,2530,2160,3117,2895,2616,2310,129,2585,724,26,318,624,1700,2377,327,194,1131,3125,3103,1469,812,1251,2,878,1880,95,177,337,851,2080,2496,2675,3046,449,314,1311,1806,3093,1056,2877,2231,2643,2832
2579,1188,2729,609,1752,1689,3008,2960,1462,1853,265,1298,1131,2255,242,1235,3115,2544,2641,243,2157,637,955,41,2543,535,795,2458,2390,2535,298,2007,1711,868,933,1783,2226,1563,27,979,1908,518,1506,1802,2331,2376,2743,2241,723,664
2771,1687,2256,1660,2276,1022,2279,1270,1711,2822,2112,1028,1044,243,1314,2133,1245,1143,2537,3143,2551,1406,966,789,1814,2825,1905,482,3087,2957,586,555,598,1619,3098,937,466,296,228,1624,518,2483,194,2214,1101,1771,3013,2902,403,2750
943,1426,2552,2507,2490,2674,417,584,1773,237,2109,1623,728,629,1320,1248,92,941,935,2748,2842,301,1490,2889,888,2198,105,3034,2525,1890,248,2572,1038,1132,134,1752,337,3122,3158,1280,1634,369,1402,1617,1678,3019,2023,1777,1292,2073
1532,1573,2896,1966,2470,1587,2097,431,3143,2105,2098,2849,2408,2821,2752,695,364,2434,2222,776,1635,1451,1808,803,434,1208,438,2223,108,1750,1044,2615,1753,2355,2425,2940,2414,0,1294,879,1850,1072,1956,2982,2242,665,2345,2743,155,3178
2097,1226,1377,1828,2280,199,998,537,2924,3131,1502,2542,43,944,452,245,2460,3120,1250,447,2147,2080,77,1192,2218,1999,702,152,532,54,2458,2957,732,1422,1468,2489,185,2265,2588,2311,681,2417,1019,2524,1623,212,2418,1814,25,204
2973,1043,1024,2266,1405,2116,1792,1807,1568,882,2161,3072,793,641,1397,188,407,174,2291,476,2113,1051,695,3087,2326,1470,2805,923,2902,290,2663,1979,2239,3182,883,382,757,1844,206,2920,1858,2421,252,2339,1569,1679,2152,912,400,286
2116,2411,2169,2545,3095,2131,60,1810,2660,1306,2819,2625,1285,2528,2341,1381,2695,2385,61,1874,758,1036,1467,114,2519,2335,1064,1390,3086,902,958,368,345,1452,1694,3166,3109,1442,443,2857,629,1855,104,257,1303,1766,786,3096,2625,1721
658,108,3059,1827,720,2013,1136,1283,3053,1601,218,1685,1874,2764,2995,2031,1930,270,1328,1055,1367,3148,2048,2163,1873,3140,1021,475,690,2950,774,2172,2691,2289,727,1382,902,1040,2293,2182,1728,1062,1454,1305,1570,1238,1774,2213,707,267
654,1475,2448,2324,2555,2168,496,302,3109,1307,675,444,1242,34,3045,1491,3153,599,2971,642,434,831,78,1619,2782,863,67,1455,1267,861,1314,2139,1924,2407,2417,2068,2365,2062,1066,426,2579,2274,1997,2256,1251,2574,2690,2827,836,1109
2086,2858,2883,2873,245,1992,2581,2939,604,1594,2229,1451,1769,1646,1738,1617,3054,70,1824,929,1019,913,2705,1585,3174,500,2299,1970,2380,1316,2994,1305,2661,423,882,855,3158,568,1851,2249,585,258,686,2125,1162,2292,2475,1693,1651,2351
1045,2566,813,2589,187,2122,1616,1630,208,2421,1043,777,1586,2147,2532,1844,414,1780,2308,2314,2713,2252,1732,461,1093,1085,1584,1483,2822,800,483,1679,1018,2479,1538,2293,2457,745,970,2450,1371,3121,540,2332,1289,874,895,1484,2797,3026
1793,2931,460,463,416,1451,1239,2802,2939,717,1904,2015,772,68,1618,2042,710,2642,2232,81,1533,2727,1877,1234,1170,2108,827,887,1817,737,331,3161,2613,3162,2192,344,3139,492,2737,1091,353,2424,208,1609,1080,2731,1740,1313,1467,449
603,1294,3080,1957,1873,1762,360,1880,2581,1376,797,3160,2147,2610,2370,1972,1769,571,396,508,2315,1993,2068,1624,3074,671,27,191,2484,1352,2040,2183,234,2344,148,2501,1949,2063,1330,1822,1694,2264,3117,788,3016,3159,2184,766,270,933
979,1068,1327,2239,1705,1493,1412,1944,447,2306,3061,2277,2451,1293,1218,2674,2860,3048,2756,1311,1703,2332,2756,925,2071,2819,18,1549,2202,418,2147,2315,2420,779,1798,1680,2449,1847,428,1095,619,915,344,866,2897,1329,2421,2800,2883,2095
1278,2637,1710,1110,2129,158,2126,3185,2655,1634,1094,789,2288,1876,1399,1651,3096,1454,1320,825,2664,3025,638,1669,2336,1246,1961,3134,118,1870,2350,1106,1378,87,837,3143,1038,1740,1260,1430,2405,937,1144,2315,2088,1152,2914,1795,1372,589
1368,1276,2333,1759,785,1752,3183,1510,1666,1246,17,23,664,1048,82,1030,1725,964,1207,1541,2313,832,1989,3165,595,3145,2541,1421,2759,239,975,1277,318,2001,2517,1301,3118,2189,217,2733,292,1847,1273,72,2687,58,2022,2472,932,1078
1167,1635,1130,1173,2045,2065,560,1899,3182,1455,1263,2230,1370,2543,1315,1377,1967,2551,127,2914,2255,690,280,2430,1695,2976,3165,591,2040,2201,2864,2029,2270,1837,2116,1053,2993,261,3096,1766,1542,1137,2940,1924,2985,968,2327,9,2125,2432
1031,1711,2234,1324,1406,1663,1513,3000,2594,1620,2966,2949,2231,3080,804,2756,869,388,332,2835,1720,154,1307,1702,986,2105,1184,1833,407,975,3012,24,104,2629,607,1323,2750,640,2566,1546,1397,1977,2876,1179,3136,2295,438,2606,1399,2673
743,3007,2394,1114,1646,3129,2131,2907,2538,1499,185,1296,292,1848,2010,155,1893,138,3124,1316,15,3162,386,1380,554,733,2284,2987,1945,2932,1401,2979,93,3089,1958,1019,1443,846,464,2577,42,1169,844,1798,707,229,846,763,3134,2105
1624,515,1609,536,2994,1101,2902,1073,1219,281,1233,526,2161,1668,398,2653,753,724,60,1119,2106,1463,1422,989,3064,836,2535,2585,3068,671,1710,62,1466,1945,2279,1769,1044,895,1210,3094,1718,1150,2932,3088,3092,2400,2293,922,1677,1595
1047,1504,518,492,1011,1217,1225,359,266,820,1221,174,213,652,2863,2358,384,2408,1741,1812,3121,2126,1110,2738,2254,604,947,2688,2242,563,2689,844,2887,1649,1422,18,1906,624,160,2476,3003,2666,2249,984,1820,3164,3085,78,2580,1576
477,2182,348,2785,215,1690,851,3155,991,3119,2791,489,1732,592,150,651,3119,1534,846,2121,2608,1467,1569,2141,2836,1006,2723,1587,927,2981,1391,2344,3007,2967,2921,2098,1788,1709,2508,1550,2228,3042,2561,2075,2591,924,2166,297,854,254
10,2287,2860,1698,3130,1473,2651,1050,1377,1181,2840,784,3151,2497,1189,400,3111,300,2601,2857,1161,2218,435,2886,185,2769,550,1616,2090,795,3026,291,15,1828,1869,1331,1626,668,978,2835,2313,2513,1874,2552,2872,840,3001,1509,1483,416
2748,383,1056,311,880,2724,1039,1451,540,1639,201,1890,348,932,2673,2621,1545,398,717,75,2856,422,2477,793,1051,1426,659,2304,17,769,2719,512,2445,977,1003,1211,570,1407,2253,898,2970,135,2704,1304,175,2868,2488,2938,806,2534
85,398,649,388,664,33,2853,1934,383,2407,2508,411,1981,1925,2035,2362,1828,1264,2760,434,3102,112,1445,1950,1517,315,88,1391,591,2062,591,1914,2929,2740,2624,2642,2295,147,1870,1143,1410,1448,2923,111,2272,3129,1106,993,3001,443
557,98,2479,502,2443,2703,330,821,2492,962,1531,306,1071,2461,1584,2098,93,2127,625,2637,425,984,804,2028,918,2301,1674,3047,1997,1736,414,794,639,634,206,2421,2312,701,2028,1562,2845,63,2198,1820,899,3045,842,1851,1857,367
400,1776,2564,1764,1299,323,2627,650,2321,1701,1507,1454,445,358,620,101,31,2816,2026,489,1185,2789,1398,1761,573,434,2616,1558,1297,1559,1804,2152,888,2025,2797,2472,2643,1820,2035,3017,464,2478,1850,2901,1591,2769,1767,821,1822,2390
1903,2567,2274,821,1068,2209,2345,954,3055,552,833,2252,410,2506,2462,578,1992,1498,212,481,2385,648,3143,2514,2630,2005,796,808,987,2779,2821,3069,1344,3090,1466,569,1158,2669,1196,2368,2911,1642,3180,3176,2809,2179,2750,3061,1645,1810
354,1834,337,2383,2854,1145,2826,938,3131,972,2741,2588,394,2643,2201,1009,2592,765,1583,1332,169,416,2335,1235,2993,1165,1318,2641,2505,1170,2202,178,958,2309,3094,2244,881,1384,2636,3129,2851,3140,658,675,2412,2985,921,1875,486,2614
2857,237,529,714,3176,2967,1706,1745,1314,1562,1015,1054,2404,861,833,2343,2549,1669,1198,2154,897,569,2560,2703,1290,1022,953,1357,3135,976,922,2747,1398,1126,1998,1243,758,354,546,495,566,1191,634,1553,1922,1217,3065,2975,2202,1126
2719,2430,2001,277,2607,67,2664,300,1501,1519,2848,2804,1837,2703,171,202,2222,3074,94,631,1623,1319,3047,1348,2146,3089,2512,1876,1212,3135,2774,1782,130,2768,1186,645,2461,3005,1423,1390,1205,2491,681,3090,1523,2223,1070,535,880,2928
847,1797,709,172,2231,3086,2729,377,3032,2005,598,2602,2563,278,2990,2872,1980,1054,1197,1013,179,1351,2409,2834,1253,1212,1163,504,1546,291,857,3100,790,666,2936,2765,2626,687,2964,2218,1919,835,1652,1247,541,98,1911,34,1880,3163
1877,3082,2458,531,1540,1894,61,172,748,2316,1747,1731,2041,2800,1685,228,2155,2808,913,3090,1078,1667,771,1725,2756,1962,2689,53,1514,97,2155,331,233,2764,2256,2975,796,2739,80,593,1128,760,1649,691,935,1309,2626,2923,1202,1138
2413,2206,1572,2560,2019,2745,2422,2512,2197,1586,2139,1152,2462,1677,2732,2672,1852,3138,655,375,669,240,291,1010,1420,2906,1932,2926,79,2589,391,2397,1985,2741,1985,1129,1719,2710,2194,506,1011,606,1512,142,3182,885,1738,1324,2085,2444
2700,3112,1073,1399,589,1907,1540,2640,730,2341,282,763,248,52,781,3089,1213,282,2102,2644,2145,2133,1528,2693,2650,1278,1111,1010,2520,2346,2334,2109,918,2989,1690,113,1484,1775,574,1487,2246,2455,2458,2713,2483,179,2412,1302,2490,1087
280,2675,1712,2599,234,1265,305,529,1520,3172,683,1311,495,346,162,1017,1680,2557,1322,1671,482,1998,2352,1877,584,812,1367,1245,961,2492,3046,457,2876,820,1424,2984,150,587,2757,2790,571,1689,2437,2582,2838,1646,1120,1843,2493,2550
3059,2877,2880,2883,1866,46,1998,1475,1402,549,1389,2049,1058,1763,2809,3059,2926,719,1335,2910,1416,1759,2321,1382,1020,3020,597,3130,2920,1547,435,234,2779,828,813,2398,3173,1468,745,840,1827,469,994,2071,2856,2875,29,2149,300,1318
1568,2493,255,2867,2394,1835,46,2074,651,2539,2272,1190,2218,2678,1585,1603,2239,2030,2094,894,1934,2818,679,492,2007,2029,2342,217,2678,2575,762,2447,1739,3112,1934,1357,1532,1547,1948,1651,2989,1047,1952,200,1104,2003,763,1306,3006,1854
2577,929,2034,402,637,1387,2385,1829,2323,1558,2787,3064,1159,970,1806,1921,2682,2581,1664,934,1454,363,2539,1076,1818,2835,1321,2229,2141,1914,302,2535,2625,1959,753,1826,1309,2687,974,790,2136,3069,1635,1369,3017,117,1115,139,618,821
1309,3025,2708,779,1608,2996,1589,1035,2826,2151,2695,1356,653,535,2562,2961,872,2043,2051,2318,2777,1011,2523,2419,292,1067,2667,150,2383,3051,1841,565,1729,1999,1075,1158,740,2962,617,2575,2051,1288,1911,2048,845,295,361,437,1714,78
2113,1566,763,1622,2355,1059,2150,2577,3089,2736,2959,1620,2411,1845,2675,574,830,20,723,2588,1596,821,1403,1653,1547,2481,1614,789,1344,1535,1747,2886,1379,1048,2174,767,1106,1725,3088,2036,74,1305,997,38,928,1707,2695,2380,1885,1606
2028,376,1255,1223,360,832,2595,1543,2837,529,1638,467,1652,635,2974,1814,1733,3164,1270,1380,2776,2181,874,1960,1033,2693,793,1264,1990,1378,1330,1749,1671,1710,2384,938,1084,2865,1326,464,57,273,1194,121,1494,506,2378,2988,1417,1170
2357,3120,168,2132,1500,913,3106,299,2411,514,61,427,1853,1232,2843,2859,230,1744,3010,2888,1762,1642,313,1649,1830,264,737,1958,1368,1952,1368,1982,469,2981,1529,300,328,2236,1624,407,3103,1582,2183,2749,8,616,2018,1901,2532,2880
332,704,1602,1329,621,1878,334,1302,2879,2441,678,857,1806,1283,172,200,16,1423,1066,342,643,2638,1621,1160,2268,917,786,571,580,467,917,1744,2268,1679,1651,1608,189,131,663,2998,3004,2531,1047,2630,924,2156,692,2864,1967,1487
756,2006,1193,2161,1869,2679,1448,2741,2989,1156,336,1404,807,1570,42,135,1091,1612,2017,872,2900,1432,2642,2160,2659,2899,3182,1132,2097,32,2413,1058,896,1298,2997,169,292,804,3074,1371,2007,1232,1606,861,294,1208,2757,662,3115,2055
2650,1439,2892,2175,1101,1035,2007,2,2202,2932,788,929,1128,643,499,1718,2295,9,288,1400,123,1349,149,2245,2289,257,2129,2974,1175,2241,1421,2809,1872,1555,1364,1487,1212,2233,1234,1072,1573,665,2325,352,1639,1520,1181,2094,2796,2330
2033,1597,2177,547,3185,210,1210,2928,2780,1197,48,2324,1547,112,2489,2521,1604,155,2144,2705,2174,2883,1045,2916,1353,2359,3009,2334,701,956,2231,1123,1663,247,2725,2903,1432,2898,238,2608,2266,2937,1473,1427,849,1501,829,2406,2696,1711
966,2575,1218,2714,2567,72,2582,2360,2159,158,2093,2869,1043,1275,1219,3141,1135,594,1960,1344,1198,2363,2700,2008,2819,584,1373,452,1568,1817,3073,506,667,835,1741,856,1286,2247,3146,2509,2963,872,2695,1199,2213,1016,2376,1819,3026,385
656,67,2812,1844,2690,2688,295,532,225,1356,967,1340,24,1701,164,1555,2719,426,425,515,1374,455,2678,2929,557,1211,1629,1284,1193,396,58,1540,2134,1907,2143,573,2125,2018,1185,2082,2065,452,302,564,1165,1410,23,1722,2291,1688
1606,2220,968,218,2816,2988,403,2217,2705,825,1383,2993,238,2014,2143,2085,2789,422,3154,2753,201,1146,27,1338,212,2585,1471,6,1221,2039,1592,1566,744,409,2275,115,883,869,1135,2247,1857,1159,1730,2877,1284,1808,2288,1943,982,433
1328,1860,365,2849,2982,2355,1290,1084,63,953,990,511,2424,2123,1859,2963,685,1671,3042,2804,952,100,2671,990,884,486,619,2310,440,1571,3009,2720,9,382,1430,1443,2331,334,1363,1963,1745,2633,2493,641,3184,1546,2242,596,2968,506
2699,10,2967,1752,1619,2404,570,2887,1189,2840,1253,3018,1975,1460,2868,744,506,2847,748,3176,1535,994,1703,56,2656,2559,955,959,1689,2958,2129,2170,2808,2333,2383,706,249,3126,2290,3181,2527,894,1967,1540,1991,1654,3070,818,724,2836
2878,2464,3124,1127,2080,2303,2891,2829,2220,443,1261,1717,457,18,337,54,266,734,541,2982,211,2322,1207,2046,1806,1691,2853,2037,144,204,1471,165,2749,3137,2847,2630,2389,3170,1954,1683,995,3030,407,122,206,889,1790,1993,1431,2646
1148,2252,1261,894,2740,2101,769,2271,2105,2970,221,32,1057,190,1238,2646,1094,711,841,2119,667,1713,1527,421,2957,2394,1084,2378,1457,1576,3088,2662,2705,616,115,518,2963,2616,886,2283,1796,1174,2321,1637,1336,3007,1729,3158,579,2528
1143,2863,3130,881,1428,851,42,720,2684,1221,365,1690,1207,391,857,2585,1023,1339,944,2794,1232,2922,780,1035,1734,574,688,84,2891,2366,1057,175,200,3057,2572,2292,355,1909,1673,2117,3138,1076,1832,1243,759,1028,2432,1135,3132,2485
2786,2923,2380,2655,2964,239,2500,787,3111,421,1025,612,2834,1494,743,790,2475,2998,3081,3180,499,2652,1205,1465,2305,803,885,1880,409,2625,1532,2994,1118,649,2719,1232,2057,2834,2237,2580,1982,388,1295,2730,558,2513,2994,733,528,1012
2432,2310,2521,422,634,986,1216,405,311,3096,1549,576,2939,1442,1749,1269,2859,911,34,1287,1666,1335,597,419,2373,2557,1860,1647,813,2751,1757,1474,990,1005,305,1940,2558,3103,1489,1078,888,2477,2854,547,575,1375,864,2504,2524,1942
1641,2681,310,884,2646,3013,12,1284,1012,91,415,415,1249,1708,1970,1285,2692,836,2562,3107,3136,2602,2920,2957,752,1102,1377,321,3185,2434,793,1718,2047,2514,2335,3122,1071,752,2922,144,2036,2173,2389,1741,2501,1178,2953,1468,1846,3050
163,148,1144,306,1100,2899,2504,1597,2485,2608,1055,1011,741,841,2283,2567,1797,2973,861,2375,182,2400,1263,2291,2176,171,439,274,641,2455,448,1300,1275,2366,1281,221,2747,1291,1709,940,1998,1214,1923,2716,292,2658,1726,74,2897,1039
3134,738,589,213,3155,1121,2505,1488,395,1290,2748,887,2341,2126,2647,783,891,1224,2284,325,1260,284,2965,307,1298,1772,1955,2834,797,2087,2758,313,3168,3030,1197,2171,1573,1195,147,1387,1215,987,871,2069,1192,2787,1042,163,3148,1623
2886,2233,316,1129,2774,1443,2878,1185,157,2780,141,2019,1150,1860,2771,1937,55,1545,820,1376,540,2861,2755,1776,2992,1630,1795,1604,326,1562,2958,2371,856,3080,1224,2265,2659,1469,909,2184,691,160,1964,86,9,2248,284,371,2852,3147
2804,823,2508,2015,3120,360,2330,1464,1842,2820,102,2940,1346,1380,165,2149,2163,1614,2193,765,311,308,1388,953,709,763,933,2718,1068,1276,3101,1458,2737,75,2284,2401,96,2835,2837,2499,1596,1308,3019,1201,192,1708,2944,1986,2442,3081
2157,2388,2901,3147,2180,1974,2167,395,822,2183,1639,1384,822,2009,2307,1665,1378,3008,3127,867,1036,1734,1305,2591,1910,887,2507,1445,1765,1435,820,3011,2721,686,333,597,638,2339,3173,3103,2042,2045,2218,2146,1545,246,1822,1423,2924,3152
2901,1872,1004,2074,2912,1365,2448,1152,2515,1771,10,1953,714,980,1723,2177,3100,1774,1701,52,2659,11,2906,1217,567,1055,923,2442,806,1752,1054,120,1282,1173,972,1697,404,357,2246,309,2276,7,2293,2260,2976,1881,1755,2191,2330,1794
1298,127,343,474,2594,896,248,311,1180,1939,491,2760,1149,1098,2972,2075,3123,1313,3082,2814,2841,537,1549,1908,36,737,763,178,26,1260,1883,804,572,702,2075,2604,1972,2152,1593,1715,1258,2994,1914,376,846,2426,925,3170,325,2285
1205,2847,1078,1851,44,2894,1622,3135,1633,2647,181,3037,2358,590,223,1981,14,1633,2143,3029,2716,834,827,2629,244,2231,2301,2391,2805,1973,176,921,1309,2709,1818,580,1985,2997,104,1022,857,305,890,746,217,282,2950,2110,2044,2362
2938,1599,1376,2877,2718,472,415,2585,2010,2506,1064,1746,2205,751,2272,1919,1273,1053,2198,2308,832,579,2281,627,3113,2193,2559,610,1620,3001,2327,837,386,104,2208,798,1310,614,907,1644,2590,1980,2354,1566,2379,1799,1382,125,2073,3013
1933,3108,78,1574,1043,551,2977,1681,1634,2649,1675,2900,792,1490,2879,608,2107,2110,1830,2535,666,610,177,1404,2447,808,2495,1516,763,2215,570,620,2761,679,927,2654,2972,3105,154,7,2222,2768,2411,48,383,1788,914,575,2204,1499
1557,841,3154,2604,1846,3004,2691,1321,1163,2558,2671,2345,3012,2140,322,3102,3181,1803,1641,1130,2008,1625,482,1038,1179,2011,1567,2453,826,2772,2309,728,2972,1300,63,1568,482,1762,98,247,601,1744,48,2950,1105,565,1327,1694,305,2159
1578,569,754,246,1236,2598,120,432,1250,565,1725,245,995,909,1034,1388,617,1546,292,1837,585,156,2821,2791,1378,2621,1791,1666,2696,117,2481,2962,2598,3088,2285,2831,1864,796,972,513,1063,1236,2533,375,2046,126,2984,584,949,3009
2171,1740,411,737,1268,2669,2836,2238,1017,2892,798,672,1742,3038,3003,2890,574,2039,293,3104,2156,3056,572,2768,2499,2457,2658,2797,1022,2990,737,3176,1329,2987,3056,2331,2845,2238,2001,98,907,1414,2184,1472,1825,1160,2536,2586,3013,357
3152,834,1241,2713,2365,764,45,1857,1199,2380,1364,1471,2697,3023,2069,1733,3040,345,2046,205,1601,289,2245,2330,2411,1889,2621,2960,2227,2687,1110,1411,1068,90,2971,2889,2505,2087,626,1639,2153,2172,1530,505,1931,388,2234,252,107,186
2359,1013,422,157,2364,1010,3142,1047,1494,257,2561,2030,2073,2446,2886,9,1428,436,2507,2818,2786,1367,2227,2251,1921,1565,676,277,395,3109,874,2677,1889,2792,993,1449,463,1599,117,1481,1490,1962,2076,618,2256,1041,2058,1234,1950,36
526,680,1438,2056,1091,1356,356,2020,2742,515,3175,1527,1177,2321,2092,456,811,2789,539,110,2394,978,428,33,1239,2622,222,131,2886,2300,576,588,1439,1046,2088,2985,374,1175,2335,3111,2467,3139,1612,1608,3085,931,3078,1609,1118,924
700,1362,972,1342,2493,2814,2644,2791,1431,2759,2145,3116,2644,1603,2930,1043,2314,360,2265,987,1685,1137,2772,2009,2690,957,46,2215,142,343,101,3028,2081,874,2941,3116,1994,2924,1298,3155,1609,1676,1354,272,2587,1630,887,652,2249,1443
456,2409,281,134,1391,146,2445,2780,3058,3038,375,423,305,1725,1391,1165,1223,1506,2757,2342,428,2973,2370,2672,542,788,87,379,267,621,364,2086,457,1280,2886,1067,550,166,1677,2254,2426,2249,108,1506,158,314,2694,2126,1534,1703
2349,2664,2023,570,1744,2875,2163,1662,1283,2491,2380,426,306,1839,615,3002,773,392,462,1473,506,434,2543,2456,2896,2294,767,1377,2837,832,519,872,3169,2228,2320,1217,2880,2396,697,2594,116,2388,2157,1917,1328,1397,2739,2363,1698,353
94,656,243,1931,97,2449,1503,2915,233,2248,2721,1730,1894,1276,2018,1828,716,2649,1720,2529,2265,2896,1918,1575,2436,2014,2428,2445,2563,2752,529,1367,1907,879,2675,2364,3005,136,3103,1020,2638,1496,2171,2112,1783,2623,2865,1748,679,313
80,2139,1203,981,2587,1219,1614,391,2210,3182,502,793,1511,2565,2643,2423,1304,1064,2253,1750,2232,1784,2808,872,1384,230,2586,947,1586,3151,1087,843,48,3139,2838,1665,1825,1425,1404,1696,1418,692,709,2313,1243,2412,131,1202,1592,3023
1922,1851,1133,1980,1320,2173,759,692,1345,2682,1283,1533,96,1824,2558,1807,2947,2172,797,2355,1058,844,1008,969,1896,2829,669,3016,457,1707,2769,492,30,1294,1960,2075,2851,1147,2327,2566,576,2964,2669,2338,2312,1057,3155,929,2586,2281
2997,670,1498,331,339,2201,2703,348,3020,2325,305,842,392,1561,278,1891,1832,676,964,15,1256,1658,1974,539,2635,1541,1416,206,1604,2082,3082,2608,2558,1753,2885,1673,2138,1346,1182,1501,1866,2395,1155,2911,1409,2451,2330,2008,937,1226
1930,285,1111,272,808,1208,2791,1734,1707,2437,1996,185,1193,1477,2677,1825,768,3115,1795,43,1992,21,2789,165,54,255,471,259,607,2974,2732,2174,689,2079,2465,1241,2257,1002,183,1221,2882,260,1149,1446,1716,1194,154,1626,1911,568
1177,172,1832,2454,3152,2071,1671,1560,1360,853,2611,941,2452,59,1752,398,1745,1336,1333,2344,2007,2675,150,1031,2751,3051,1545,1654,1927,1009,1214,2017,2145,3103,3169,1210,877,871,2928,2663,1373,1114,15,2204,1669,333,696,851,2936,381
